PAIS,ANO,DEWEY PRINCIPAL,DECILE_LABEL,DECILE_ORDER,IDIOMA_ORIGEN,CANTIDAD_OBRAS_IDIOMA,PROMEDIO_REGISTROS,DESVIACION_ESTANDAR,CANTIDAD_EDITORIALES
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,Larga Cola,10,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,77,11.0,12.96,7
Argentina,2014,800 - Literatura y retórica,10% - 20%,2,LENGUA NO DETERMINADA,40,5.0,2.78,8
Argentina,2014,800 - Literatura y retórica,20% - 30%,3,LENGUA NO DETERMINADA,23,2.56,1.13,9
Argentina,2014,800 - Literatura y retórica,30% - 40%,4,LENGUA NO DETERMINADA,15,1.5,0.53,10
Argentina,2014,800 - Literatura y retórica,40% - 50%,5,LENGUA NO DETERMINADA,12,1.5,0.53,8
Argentina,2014,800 - Literatura y retórica,50% - 60%,6,LENGUA NO DETERMINADA,2,1.0,0.0,2
Argentina,2014,800 - Literatura y retórica,60% - 70%,7,LENGUA NO DETERMINADA,9,1.0,0.0,9
Argentina,2014,800 - Literatura y retórica,70% - 80%,8,LENGUA NO DETERMINADA,6,1.0,0.0,6
Argentina,2014,800 - Literatura y retórica,80% - 90%,9,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2014,800 - Literatura y retórica,Larga Cola,10,LENGUA NO DETERMINADA,5,1.0,0.0,5
Argentina,2014,800 - Literatura y retórica,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,464,29.0,39.14,16
Argentina,2014,900 - Geografía e historia,20% - 30%,3,LENGUA NO DETERMINADA,6,3.0,1.41,2
Argentina,2014,900 - Geografía e historia,30% - 40%,4,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2014,900 - Geografía e historia,60% - 70%,7,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2014,900 - Geografía e historia,70% - 80%,8,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2014,900 - Geografía e historia,80% - 90%,9,LENGUA NO DETERMINADA,2,1.0,0.0,2
Argentina,2014,900 - Geografía e historia,Larga Cola,10,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2014,900 - Geografía e historia,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,35,3.18,2.79,11
Argentina,2014,SIN IDENTIFICAR,10% - 20%,2,LENGUA NO DETERMINADA,9,3.0,2.65,3
Argentina,2014,SIN IDENTIFICAR,20% - 30%,3,LENGUA NO DETERMINADA,9,2.25,1.26,4
Argentina,2014,SIN IDENTIFICAR,30% - 40%,4,LENGUA NO DETERMINADA,5,1.25,0.5,4
Argentina,2014,SIN IDENTIFICAR,40% - 50%,5,LENGUA NO DETERMINADA,2,1.0,0.0,2
Argentina,2014,SIN IDENTIFICAR,50% - 60%,6,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2014,SIN IDENTIFICAR,60% - 70%,7,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2014,SIN IDENTIFICAR,70% - 80%,8,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2014,SIN IDENTIFICAR,80% - 90%,9,LENGUA NO DETERMINADA,2,1.0,0.0,2
Argentina,2014,SIN IDENTIFICAR,Larga Cola,10,LENGUA NO DETERMINADA,2,1.0,0.0,2
Argentina,2014,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,50,5.0,8.93,10
Argentina,2014,TODOS,10% - 20%,2,LENGUA NO DETERMINADA,184,9.68,3.97,19
Argentina,2014,TODOS,20% - 30%,3,LENGUA NO DETERMINADA,71,3.94,0.64,18
Argentina,2014,TODOS,30% - 40%,4,LENGUA NO DETERMINADA,43,2.26,0.45,19
Argentina,2014,TODOS,40% - 50%,5,LENGUA NO DETERMINADA,36,1.89,0.32,19
Argentina,2014,TODOS,50% - 60%,6,LENGUA NO DETERMINADA,18,1.0,0.0,18
Argentina,2014,TODOS,60% - 70%,7,LENGUA NO DETERMINADA,19,1.0,0.0,19
Argentina,2014,TODOS,70% - 80%,8,LENGUA NO DETERMINADA,18,1.0,0.0,18
Argentina,2014,TODOS,80% - 90%,9,LENGUA NO DETERMINADA,19,1.0,0.0,19
Argentina,2014,TODOS,Larga Cola,10,LENGUA NO DETERMINADA,19,1.0,0.0,19
Argentina,2014,TODOS,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,950,52.78,53.32,18
Argentina,2015,0 - Generalidades,20% - 30%,3,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,0 - Generalidades,70% - 80%,8,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,0 - Generalidades,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,5,1.67,1.15,3
Argentina,2015,100 - Filosofía y psicología,10% - 20%,2,LENGUA NO DETERMINADA,16,2.29,1.11,7
Argentina,2015,100 - Filosofía y psicología,20% - 30%,3,LENGUA NO DETERMINADA,20,2.0,1.25,10
Argentina,2015,100 - Filosofía y psicología,30% - 40%,4,LENGUA NO DETERMINADA,5,1.25,0.5,4
Argentina,2015,100 - Filosofía y psicología,40% - 50%,5,LENGUA NO DETERMINADA,3,1.5,0.71,2
Argentina,2015,100 - Filosofía y psicología,50% - 60%,6,LENGUA NO DETERMINADA,3,1.0,0.0,3
Argentina,2015,100 - Filosofía y psicología,60% - 70%,7,LENGUA NO DETERMINADA,2,1.0,0.0,2
Argentina,2015,100 - Filosofía y psicología,70% - 80%,8,LENGUA NO DETERMINADA,3,1.0,0.0,3
Argentina,2015,100 - Filosofía y psicología,80% - 90%,9,LENGUA NO DETERMINADA,2,1.0,0.0,2
Argentina,2015,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,85,5.67,7.48,15
Argentina,2015,200 - Religión,10% - 20%,2,LENGUA NO DETERMINADA,11,2.2,1.64,5
Argentina,2015,200 - Religión,20% - 30%,3,LENGUA NO DETERMINADA,8,2.0,1.41,4
Argentina,2015,200 - Religión,30% - 40%,4,LENGUA NO DETERMINADA,7,1.75,0.5,4
Argentina,2015,200 - Religión,40% - 50%,5,LENGUA NO DETERMINADA,5,1.67,0.58,3
Argentina,2015,200 - Religión,50% - 60%,6,LENGUA NO DETERMINADA,5,1.0,0.0,5
Argentina,2015,200 - Religión,60% - 70%,7,LENGUA NO DETERMINADA,5,1.0,0.0,5
Argentina,2015,200 - Religión,70% - 80%,8,LENGUA NO DETERMINADA,4,1.0,0.0,4
Argentina,2015,200 - Religión,80% - 90%,9,LENGUA NO DETERMINADA,5,1.0,0.0,5
Argentina,2015,200 - Religión,Larga Cola,10,LENGUA NO DETERMINADA,3,1.0,0.0,3
Argentina,2015,200 - Religión,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,109,12.11,22.12,9
Argentina,2015,300 - Ciencias sociales,10% - 20%,2,LENGUA NO DETERMINADA,11,1.38,0.52,8
Argentina,2015,300 - Ciencias sociales,20% - 30%,3,LENGUA NO DETERMINADA,25,1.67,0.9,15
Argentina,2015,300 - Ciencias sociales,30% - 40%,4,LENGUA NO DETERMINADA,12,1.71,0.76,7
Argentina,2015,300 - Ciencias sociales,40% - 50%,5,LENGUA NO DETERMINADA,4,1.0,0.0,4
Argentina,2015,300 - Ciencias sociales,50% - 60%,6,LENGUA NO DETERMINADA,4,1.0,0.0,4
Argentina,2015,300 - Ciencias sociales,60% - 70%,7,LENGUA NO DETERMINADA,4,1.0,0.0,4
Argentina,2015,300 - Ciencias sociales,70% - 80%,8,LENGUA NO DETERMINADA,4,1.0,0.0,4
Argentina,2015,300 - Ciencias sociales,80% - 90%,9,LENGUA NO DETERMINADA,2,1.0,0.0,2
Argentina,2015,300 - Ciencias sociales,Larga Cola,10,LENGUA NO DETERMINADA,4,1.0,0.0,4
Argentina,2015,300 - Ciencias sociales,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,78,6.0,7.64,13
Argentina,2015,400 - Lenguas,10% - 20%,2,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,400 - Lenguas,20% - 30%,3,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,400 - Lenguas,30% - 40%,4,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,400 - Lenguas,60% - 70%,7,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,400 - Lenguas,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,7,2.33,1.15,3
Argentina,2015,500 - Ciencias naturales y matemáticas,10% - 20%,2,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,500 - Ciencias naturales y matemáticas,30% - 40%,4,LENGUA NO DETERMINADA,4,2.0,1.41,2
Argentina,2015,500 - Ciencias naturales y matemáticas,40% - 50%,5,LENGUA NO DETERMINADA,2,2.0,0.0,1
Argentina,2015,500 - Ciencias naturales y matemáticas,Larga Cola,10,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,500 - Ciencias naturales y matemáticas,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,7,2.33,1.15,3
Argentina,2015,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,LENGUA NO DETERMINADA,11,2.75,2.22,4
Argentina,2015,600 - Tecnología (Ciencias aplicadas),20% - 30%,3,LENGUA NO DETERMINADA,5,1.67,1.15,3
Argentina,2015,600 - Tecnología (Ciencias aplicadas),30% - 40%,4,LENGUA NO DETERMINADA,3,1.5,0.71,2
Argentina,2015,600 - Tecnología (Ciencias aplicadas),40% - 50%,5,LENGUA NO DETERMINADA,6,1.5,0.58,4
Argentina,2015,600 - Tecnología (Ciencias aplicadas),50% - 60%,6,LENGUA NO DETERMINADA,2,1.0,0.0,2
Argentina,2015,600 - Tecnología (Ciencias aplicadas),60% - 70%,7,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,600 - Tecnología (Ciencias aplicadas),70% - 80%,8,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,600 - Tecnología (Ciencias aplicadas),80% - 90%,9,LENGUA NO DETERMINADA,2,1.0,0.0,2
Argentina,2015,600 - Tecnología (Ciencias aplicadas),Larga Cola,10,LENGUA NO DETERMINADA,6,1.0,0.0,6
Argentina,2015,600 - Tecnología (Ciencias aplicadas),Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,24,3.0,3.38,8
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,10% - 20%,2,LENGUA NO DETERMINADA,9,1.5,0.84,6
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,20% - 30%,3,LENGUA NO DETERMINADA,2,1.0,0.0,2
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,30% - 40%,4,LENGUA NO DETERMINADA,3,1.5,0.71,2
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,40% - 50%,5,LENGUA NO DETERMINADA,5,1.67,0.58,3
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,60% - 70%,7,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,70% - 80%,8,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,80% - 90%,9,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,Larga Cola,10,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,70,6.36,6.74,11
Argentina,2015,800 - Literatura y retórica,10% - 20%,2,LENGUA NO DETERMINADA,76,3.8,2.12,20
Argentina,2015,800 - Literatura y retórica,20% - 30%,3,LENGUA NO DETERMINADA,27,2.45,1.29,11
Argentina,2015,800 - Literatura y retórica,30% - 40%,4,LENGUA NO DETERMINADA,21,2.1,0.74,10
Argentina,2015,800 - Literatura y retórica,40% - 50%,5,LENGUA NO DETERMINADA,19,1.73,0.47,11
Argentina,2015,800 - Literatura y retórica,50% - 60%,6,LENGUA NO DETERMINADA,9,1.0,0.0,9
Argentina,2015,800 - Literatura y retórica,60% - 70%,7,LENGUA NO DETERMINADA,9,1.0,0.0,9
Argentina,2015,800 - Literatura y retórica,70% - 80%,8,LENGUA NO DETERMINADA,8,1.0,0.0,8
Argentina,2015,800 - Literatura y retórica,80% - 90%,9,LENGUA NO DETERMINADA,9,1.0,0.0,9
Argentina,2015,800 - Literatura y retórica,Larga Cola,10,LENGUA NO DETERMINADA,10,1.0,0.0,10
Argentina,2015,800 - Literatura y retórica,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,574,28.7,55.81,20
Argentina,2015,900 - Geografía e historia,10% - 20%,2,LENGUA NO DETERMINADA,5,1.67,0.58,3
Argentina,2015,900 - Geografía e historia,20% - 30%,3,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,900 - Geografía e historia,30% - 40%,4,LENGUA NO DETERMINADA,3,1.5,0.71,2
Argentina,2015,900 - Geografía e historia,40% - 50%,5,LENGUA NO DETERMINADA,6,1.2,0.45,5
Argentina,2015,900 - Geografía e historia,50% - 60%,6,LENGUA NO DETERMINADA,2,1.0,0.0,2
Argentina,2015,900 - Geografía e historia,60% - 70%,7,LENGUA NO DETERMINADA,2,1.0,0.0,2
Argentina,2015,900 - Geografía e historia,70% - 80%,8,LENGUA NO DETERMINADA,4,1.0,0.0,4
Argentina,2015,900 - Geografía e historia,80% - 90%,9,LENGUA NO DETERMINADA,4,1.0,0.0,4
Argentina,2015,900 - Geografía e historia,Larga Cola,10,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2015,900 - Geografía e historia,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,45,5.62,5.66,8
Argentina,2015,TODOS,10% - 20%,2,LENGUA NO DETERMINADA,141,5.64,1.44,25
Argentina,2015,TODOS,20% - 30%,3,LENGUA NO DETERMINADA,90,3.46,0.51,26
Argentina,2015,TODOS,30% - 40%,4,LENGUA NO DETERMINADA,59,2.36,0.49,25
Argentina,2015,TODOS,40% - 50%,5,LENGUA NO DETERMINADA,50,1.92,0.27,26
Argentina,2015,TODOS,50% - 60%,6,LENGUA NO DETERMINADA,25,1.0,0.0,25
Argentina,2015,TODOS,60% - 70%,7,LENGUA NO DETERMINADA,25,1.0,0.0,25
Argentina,2015,TODOS,70% - 80%,8,LENGUA NO DETERMINADA,26,1.0,0.0,26
Argentina,2015,TODOS,80% - 90%,9,LENGUA NO DETERMINADA,25,1.0,0.0,25
Argentina,2015,TODOS,Larga Cola,10,LENGUA NO DETERMINADA,26,1.0,0.0,26
Argentina,2015,TODOS,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,1004,40.16,64.49,25
Argentina,2016,0 - Generalidades,10% - 20%,2,INGLÉS,1,1.0,0.0,2
Argentina,2016,0 - Generalidades,10% - 20%,2,NEERLANDÉS,1,1.0,0.0,2
Argentina,2016,0 - Generalidades,20% - 30%,3,FRANCÉS,1,1.5,0.71,2
Argentina,2016,0 - Generalidades,20% - 30%,3,INGLÉS,2,1.5,0.71,2
Argentina,2016,0 - Generalidades,30% - 40%,4,INGLÉS,1,1.0,0.0,1
Argentina,2016,0 - Generalidades,40% - 50%,5,FRANCÉS,1,1.0,0.0,1
Argentina,2016,0 - Generalidades,70% - 80%,8,POLACO,1,1.0,0.0,1
Argentina,2016,0 - Generalidades,80% - 90%,9,JAPONÉS,1,1.0,0.0,1
Argentina,2016,0 - Generalidades,Top 10% (Grandes Motores),1,FRANCÉS,2,1.57,0.79,7
Argentina,2016,0 - Generalidades,Top 10% (Grandes Motores),1,INGLÉS,6,1.57,0.79,7
Argentina,2016,0 - Generalidades,Top 10% (Grandes Motores),1,NEERLANDÉS,2,1.57,0.79,7
Argentina,2016,0 - Generalidades,Top 10% (Grandes Motores),1,POLACO,1,1.57,0.79,7
Argentina,2016,100 - Filosofía y psicología,10% - 20%,2,FRANCÉS,6,2.0,1.34,11
Argentina,2016,100 - Filosofía y psicología,10% - 20%,2,INGLÉS,6,2.0,1.34,11
Argentina,2016,100 - Filosofía y psicología,10% - 20%,2,ITALIANO,1,2.0,1.34,11
Argentina,2016,100 - Filosofía y psicología,10% - 20%,2,NEERLANDÉS,9,2.0,1.34,11
Argentina,2016,100 - Filosofía y psicología,20% - 30%,3,FRANCÉS,5,2.1,0.99,10
Argentina,2016,100 - Filosofía y psicología,20% - 30%,3,INGLÉS,8,2.1,0.99,10
Argentina,2016,100 - Filosofía y psicología,20% - 30%,3,ITALIANO,2,2.1,0.99,10
Argentina,2016,100 - Filosofía y psicología,20% - 30%,3,LATÍN,1,2.1,0.99,10
Argentina,2016,100 - Filosofía y psicología,20% - 30%,3,NEERLANDÉS,3,2.1,0.99,10
Argentina,2016,100 - Filosofía y psicología,20% - 30%,3,PORTUGUÉS,2,2.1,0.99,10
Argentina,2016,100 - Filosofía y psicología,30% - 40%,4,FRANCÉS,1,2.0,1.0,3
Argentina,2016,100 - Filosofía y psicología,30% - 40%,4,INGLÉS,5,2.0,1.0,3
Argentina,2016,100 - Filosofía y psicología,40% - 50%,5,FRANCÉS,3,1.6,0.55,5
Argentina,2016,100 - Filosofía y psicología,40% - 50%,5,INGLÉS,5,1.6,0.55,5
Argentina,2016,100 - Filosofía y psicología,50% - 60%,6,FRANCÉS,3,1.0,0.0,6
Argentina,2016,100 - Filosofía y psicología,50% - 60%,6,INGLÉS,2,1.0,0.0,6
Argentina,2016,100 - Filosofía y psicología,50% - 60%,6,ITALIANO,1,1.0,0.0,6
Argentina,2016,100 - Filosofía y psicología,60% - 70%,7,FRANCÉS,2,1.0,0.0,5
Argentina,2016,100 - Filosofía y psicología,60% - 70%,7,INGLÉS,2,1.0,0.0,5
Argentina,2016,100 - Filosofía y psicología,60% - 70%,7,ITALIANO,1,1.0,0.0,5
Argentina,2016,100 - Filosofía y psicología,70% - 80%,8,FRANCÉS,1,1.0,0.0,3
Argentina,2016,100 - Filosofía y psicología,70% - 80%,8,INGLÉS,2,1.0,0.0,3
Argentina,2016,100 - Filosofía y psicología,80% - 90%,9,LENGUA NO DETERMINADA,1,1.0,0.0,1
Argentina,2016,100 - Filosofía y psicología,Larga Cola,10,INGLÉS,2,1.0,0.0,3
Argentina,2016,100 - Filosofía y psicología,Larga Cola,10,NEERLANDÉS,1,1.0,0.0,3
Argentina,2016,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,FRANCÉS,28,5.25,4.37,12
Argentina,2016,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,GRIEGO MODERNO,2,5.25,4.37,12
Argentina,2016,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,INGLÉS,21,5.25,4.37,12
Argentina,2016,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,ITALIANO,6,5.25,4.37,12
Argentina,2016,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,4,5.25,4.37,12
Argentina,2016,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,NEERLANDÉS,2,5.25,4.37,12
Argentina,2016,200 - Religión,10% - 20%,2,FRANCÉS,7,5.0,2.83,4
Argentina,2016,200 - Religión,10% - 20%,2,INGLÉS,13,5.0,2.83,4
Argentina,2016,200 - Religión,20% - 30%,3,FRANCÉS,2,2.0,1.41,2
Argentina,2016,200 - Religión,20% - 30%,3,INGLÉS,1,2.0,1.41,2
Argentina,2016,200 - Religión,20% - 30%,3,NEERLANDÉS,1,2.0,1.41,2
Argentina,2016,200 - Religión,30% - 40%,4,FRANCÉS,1,1.5,0.58,4
Argentina,2016,200 - Religión,30% - 40%,4,INGLÉS,4,1.5,0.58,4
Argentina,2016,200 - Religión,30% - 40%,4,ITALIANO,1,1.5,0.58,4
Argentina,2016,200 - Religión,40% - 50%,5,INGLÉS,2,2.0,0.0,1
Argentina,2016,200 - Religión,50% - 60%,6,COREANO,1,1.0,0.0,5
Argentina,2016,200 - Religión,50% - 60%,6,INGLÉS,2,1.0,0.0,5
Argentina,2016,200 - Religión,50% - 60%,6,ITALIANO,1,1.0,0.0,5
Argentina,2016,200 - Religión,50% - 60%,6,ÁRABE,1,1.0,0.0,5
Argentina,2016,200 - Religión,60% - 70%,7,INGLÉS,1,1.0,0.0,3
Argentina,2016,200 - Religión,60% - 70%,7,ITALIANO,1,1.0,0.0,3
Argentina,2016,200 - Religión,60% - 70%,7,NEERLANDÉS,1,1.0,0.0,3
Argentina,2016,200 - Religión,70% - 80%,8,HEBREO,1,1.0,0.0,2
Argentina,2016,200 - Religión,70% - 80%,8,INGLÉS,1,1.0,0.0,2
Argentina,2016,200 - Religión,80% - 90%,9,FRANCÉS,1,1.0,0.0,4
Argentina,2016,200 - Religión,80% - 90%,9,INGLÉS,3,1.0,0.0,4
Argentina,2016,200 - Religión,Larga Cola,10,INGLÉS,6,1.0,0.0,6
Argentina,2016,200 - Religión,Top 10% (Grandes Motores),1,GRIEGO MODERNO,1,16.33,29.94,6
Argentina,2016,200 - Religión,Top 10% (Grandes Motores),1,INGLÉS,67,16.33,29.94,6
Argentina,2016,200 - Religión,Top 10% (Grandes Motores),1,ITALIANO,1,16.33,29.94,6
Argentina,2016,200 - Religión,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,3,16.33,29.94,6
Argentina,2016,200 - Religión,Top 10% (Grandes Motores),1,PORTUGUÉS,26,16.33,29.94,6
Argentina,2016,300 - Ciencias sociales,10% - 20%,2,CHINO,1,2.67,1.99,15
Argentina,2016,300 - Ciencias sociales,10% - 20%,2,FRANCÉS,13,2.67,1.99,15
Argentina,2016,300 - Ciencias sociales,10% - 20%,2,INGLÉS,15,2.67,1.99,15
Argentina,2016,300 - Ciencias sociales,10% - 20%,2,NEERLANDÉS,5,2.67,1.99,15
Argentina,2016,300 - Ciencias sociales,10% - 20%,2,POLACO,1,2.67,1.99,15
Argentina,2016,300 - Ciencias sociales,10% - 20%,2,PORTUGUÉS,4,2.67,1.99,15
Argentina,2016,300 - Ciencias sociales,10% - 20%,2,RUSO,1,2.67,1.99,15
Argentina,2016,300 - Ciencias sociales,20% - 30%,3,FRANCÉS,2,2.0,1.0,5
Argentina,2016,300 - Ciencias sociales,20% - 30%,3,INGLÉS,6,2.0,1.0,5
Argentina,2016,300 - Ciencias sociales,20% - 30%,3,ITALIANO,1,2.0,1.0,5
Argentina,2016,300 - Ciencias sociales,20% - 30%,3,NORUEGO,1,2.0,1.0,5
Argentina,2016,300 - Ciencias sociales,30% - 40%,4,GRIEGO MODERNO,1,1.43,0.53,7
Argentina,2016,300 - Ciencias sociales,30% - 40%,4,INGLÉS,7,1.43,0.53,7
Argentina,2016,300 - Ciencias sociales,30% - 40%,4,NEERLANDÉS,2,1.43,0.53,7
Argentina,2016,300 - Ciencias sociales,40% - 50%,5,INGLÉS,9,1.8,0.45,5
Argentina,2016,300 - Ciencias sociales,50% - 60%,6,FRANCÉS,1,1.0,0.0,4
Argentina,2016,300 - Ciencias sociales,50% - 60%,6,INGLÉS,2,1.0,0.0,4
Argentina,2016,300 - Ciencias sociales,50% - 60%,6,PORTUGUÉS,1,1.0,0.0,4
Argentina,2016,300 - Ciencias sociales,60% - 70%,7,INGLÉS,2,1.0,0.0,6
Argentina,2016,300 - Ciencias sociales,60% - 70%,7,ITALIANO,2,1.0,0.0,6
Argentina,2016,300 - Ciencias sociales,60% - 70%,7,NEERLANDÉS,1,1.0,0.0,6
Argentina,2016,300 - Ciencias sociales,60% - 70%,7,PORTUGUÉS,1,1.0,0.0,6
Argentina,2016,300 - Ciencias sociales,70% - 80%,8,FRANCÉS,2,1.0,0.0,9
Argentina,2016,300 - Ciencias sociales,70% - 80%,8,INGLÉS,5,1.0,0.0,9
Argentina,2016,300 - Ciencias sociales,70% - 80%,8,NEERLANDÉS,2,1.0,0.0,9
Argentina,2016,300 - Ciencias sociales,80% - 90%,9,CHINO,1,1.0,0.0,6
Argentina,2016,300 - Ciencias sociales,80% - 90%,9,INGLÉS,3,1.0,0.0,6
Argentina,2016,300 - Ciencias sociales,80% - 90%,9,PORTUGUÉS,2,1.0,0.0,6
Argentina,2016,300 - Ciencias sociales,Larga Cola,10,FRANCÉS,2,1.0,0.0,4
Argentina,2016,300 - Ciencias sociales,Larga Cola,10,INGLÉS,2,1.0,0.0,4
Argentina,2016,300 - Ciencias sociales,Top 10% (Grandes Motores),1,CHINO,2,17.4,22.45,15
Argentina,2016,300 - Ciencias sociales,Top 10% (Grandes Motores),1,FRANCÉS,81,17.4,22.45,15
Argentina,2016,300 - Ciencias sociales,Top 10% (Grandes Motores),1,INGLÉS,153,17.4,22.45,15
Argentina,2016,300 - Ciencias sociales,Top 10% (Grandes Motores),1,ITALIANO,4,17.4,22.45,15
Argentina,2016,300 - Ciencias sociales,Top 10% (Grandes Motores),1,NEERLANDÉS,5,17.4,22.45,15
Argentina,2016,300 - Ciencias sociales,Top 10% (Grandes Motores),1,PORTUGUÉS,7,17.4,22.45,15
Argentina,2016,300 - Ciencias sociales,Top 10% (Grandes Motores),1,RUSO,8,17.4,22.45,15
Argentina,2016,300 - Ciencias sociales,Top 10% (Grandes Motores),1,UCRANIANO,1,17.4,22.45,15
Argentina,2016,400 - Lenguas,20% - 30%,3,CHINO,1,1.0,0.0,1
Argentina,2016,400 - Lenguas,60% - 70%,7,FRANCÉS,1,1.0,0.0,2
Argentina,2016,400 - Lenguas,60% - 70%,7,LENGUA NO DETERMINADA,1,1.0,0.0,2
Argentina,2016,500 - Ciencias naturales y matemáticas,10% - 20%,2,INGLÉS,2,1.5,0.71,2
Argentina,2016,500 - Ciencias naturales y matemáticas,10% - 20%,2,NEERLANDÉS,1,1.5,0.71,2
Argentina,2016,500 - Ciencias naturales y matemáticas,20% - 30%,3,INGLÉS,1,1.0,0.0,1
Argentina,2016,500 - Ciencias naturales y matemáticas,40% - 50%,5,INGLÉS,1,1.0,0.0,1
Argentina,2016,500 - Ciencias naturales y matemáticas,50% - 60%,6,FRANCÉS,1,1.0,0.0,2
Argentina,2016,500 - Ciencias naturales y matemáticas,50% - 60%,6,INGLÉS,1,1.0,0.0,2
Argentina,2016,500 - Ciencias naturales y matemáticas,60% - 70%,7,FRANCÉS,1,1.0,0.0,1
Argentina,2016,500 - Ciencias naturales y matemáticas,80% - 90%,9,FRANCÉS,1,1.0,0.0,1
Argentina,2016,500 - Ciencias naturales y matemáticas,Top 10% (Grandes Motores),1,FRANCÉS,3,1.57,0.79,7
Argentina,2016,500 - Ciencias naturales y matemáticas,Top 10% (Grandes Motores),1,INGLÉS,6,1.57,0.79,7
Argentina,2016,500 - Ciencias naturales y matemáticas,Top 10% (Grandes Motores),1,ITALIANO,2,1.57,0.79,7
Argentina,2016,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,FRANCÉS,4,3.4,2.3,5
Argentina,2016,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,INGLÉS,7,3.4,2.3,5
Argentina,2016,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,NEERLANDÉS,5,3.4,2.3,5
Argentina,2016,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,RUSO,1,3.4,2.3,5
Argentina,2016,600 - Tecnología (Ciencias aplicadas),20% - 30%,3,CHINO,1,1.67,1.15,3
Argentina,2016,600 - Tecnología (Ciencias aplicadas),20% - 30%,3,INGLÉS,3,1.67,1.15,3
Argentina,2016,600 - Tecnología (Ciencias aplicadas),20% - 30%,3,NEERLANDÉS,1,1.67,1.15,3
