PAIS,ANO,DEWEY PRINCIPAL,IDIOMA DE ORIGEN,IDIOMA PUBLICACION,EDITORIAL,CANTIDAD
Argentina,2015,400 - Lenguas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CONTINENTE,3
Argentina,2015,400 - Lenguas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EL ATENEO,3
Argentina,2015,400 - Lenguas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PLANETA,1
Argentina,2015,400 - Lenguas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD NACIONAL DE GRAL. SAN MARTIN. UNSAM EDITA,1
Argentina,2015,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,BNEI SHOLEM,1
Argentina,2015,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EL ATENEO,3
Argentina,2015,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PLANETA,3
Argentina,2015,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"MINERA ALUMBRERA LIMITED, ARGENTINA",3
Argentina,2015,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD ADVENTISTA DEL PLATA,2
Argentina,2015,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ALBATROS,2
Argentina,2015,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANEJO PRODUCCIONES,11
Argentina,2015,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL MEDICA PANAMERICANA,6
Argentina,2015,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PLANETA,4
Argentina,2015,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,JOURNAL,3
Argentina,2015,700 - Las Artes  Bellas artes y artes decorativas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,AMPERSAND,1
Argentina,2015,700 - Las Artes  Bellas artes y artes decorativas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,LA MARCA EDITORA,1
Argentina,2015,700 - Las Artes  Bellas artes y artes decorativas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,MILUNO EDITORIAL,1
Argentina,2015,700 - Las Artes  Bellas artes y artes decorativas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,7
Argentina,2015,700 - Las Artes  Bellas artes y artes decorativas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,VILNIUS,1
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CATAPULTA,10
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EL ATENEO,7
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,15
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PENSAR POKER,14
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,V&R,7
Argentina,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EL ATENEO,21
Argentina,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PLANETA,56
Argentina,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,LOSADA,40
Argentina,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,253
Argentina,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,V&R,69
Argentina,2015,900 - Geografía e historia,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,DEBATE,4
Argentina,2015,900 - Geografía e historia,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,DEL NUEVO EXTREMO,3
Argentina,2015,900 - Geografía e historia,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EL ATENEO,15
Argentina,2015,900 - Geografía e historia,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PLANETA,14
Argentina,2015,900 - Geografía e historia,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,5
Argentina,2016,0 - Generalidades,FRANCÉS,ESPAÑOL,CONFEDERACION ESPIRITISTA ARGENTINA,1
Argentina,2016,0 - Generalidades,FRANCÉS,ESPAÑOL,EDHASA,1
Argentina,2016,0 - Generalidades,FRANCÉS,ESPAÑOL,GRUPO PLANETA,1
Argentina,2016,0 - Generalidades,FRANCÉS,MULTILINGÜE,NULU BONSAI EDITORA,1
Argentina,2016,0 - Generalidades,INGLÉS,ESPAÑOL,CERTEZA ARGENTINA,1
Argentina,2016,0 - Generalidades,INGLÉS,ESPAÑOL,GRUPO PLANETA,2
Argentina,2016,0 - Generalidades,INGLÉS,ESPAÑOL,LOSADA,1
Argentina,2016,0 - Generalidades,INGLÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Argentina,2016,0 - Generalidades,INGLÉS,ESPAÑOL,PENIEL,1
Argentina,2016,0 - Generalidades,INGLÉS,INGLÉS,ASOCIACION MUSEO EVITA,1
Argentina,2016,0 - Generalidades,INGLÉS,INGLÉS,PENGUIN RANDOM HOUSE,1
Argentina,2016,0 - Generalidades,INGLÉS,PORTUGUÉS,ASOCIACION MUSEO EVITA,1
Argentina,2016,0 - Generalidades,JAPONÉS,MULTILINGÜE,POSTALES JAPONESAS EDITORA,1
Argentina,2016,0 - Generalidades,NEERLANDÉS,ESPAÑOL,EL CUENCO DE PLATA,1
Argentina,2016,0 - Generalidades,NEERLANDÉS,ESPAÑOL,ETERNA CADENCIA,1
Argentina,2016,0 - Generalidades,NEERLANDÉS,ESPAÑOL,PROMETEO EDITORES,1
Argentina,2016,0 - Generalidades,POLACO,ESPAÑOL,EL CUENCO DE PLATA,1
Argentina,2016,0 - Generalidades,POLACO,ESPAÑOL,HORIZONTES BALDIO,1
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,CACTUS,4
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,CAPITAL INTELECTUAL,6
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,CONFEDERACION ESPIRITISTA ARGENTINA,2
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,GRUPO PLANETA,6
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,PROMETEO EDITORES,4
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,LENGUA NO DETERMINADA,EGODOT ARGENTINA,1
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,LENGUA NO DETERMINADA,GRUPO PLANETA,2
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,LENGUA NO DETERMINADA,PROMETEO EDITORES,2
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,LOJBAN,EL CUENCO DE PLATA,1
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,PORTUGUÉS,LA MARCA EDITORA,1
Argentina,2016,100 - Filosofía y psicología,GRIEGO MODERNO,ESPAÑOL,GRADIFCO,1
Argentina,2016,100 - Filosofía y psicología,GRIEGO MODERNO,PORTUGUÉS,LOSADA,1
Argentina,2016,100 - Filosofía y psicología,INGLÉS,BRETÓN,PENGUIN RANDOM HOUSE,1
Argentina,2016,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,CONTINENTE,5
Argentina,2016,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,EGODOT ARGENTINA,5
Argentina,2016,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,GRUPO PLANETA,3
Argentina,2016,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,MAHA YOGA,2
Argentina,2016,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,PROMETEO EDITORES,4
Argentina,2016,100 - Filosofía y psicología,INGLÉS,FRANCÉS,HERNAN CHOUSA,1
Argentina,2016,100 - Filosofía y psicología,INGLÉS,INGLÉS,ADRIAN DIEGO NOE ORFOIS,2
Argentina,2016,100 - Filosofía y psicología,INGLÉS,INGLÉS,HASTINAPURA,1
Argentina,2016,100 - Filosofía y psicología,INGLÉS,INGLÉS,JULIO MARIO TERAN CASTELLANOS,1
Argentina,2016,100 - Filosofía y psicología,INGLÉS,LENGUA NO DETERMINADA,AZUL INDIGO,1
Argentina,2016,100 - Filosofía y psicología,INGLÉS,LENGUA NO DETERMINADA,ESPERIA EDITORIAL TEOSOFICA,1
Argentina,2016,100 - Filosofía y psicología,INGLÉS,LENGUA NO DETERMINADA,HASTINAPURA,2
Argentina,2016,100 - Filosofía y psicología,INGLÉS,LENGUA NO DETERMINADA,JULIAN JITERMAN,1
Argentina,2016,100 - Filosofía y psicología,INGLÉS,LENGUA NO DETERMINADA,LOSADA,1
Argentina,2016,100 - Filosofía y psicología,INGLÉS,PORTUGUÉS,FUNDACION LUCIS,4
Argentina,2016,100 - Filosofía y psicología,INGLÉS,PORTUGUÉS,LAS CUARENTA,1
Argentina,2016,100 - Filosofía y psicología,INGLÉS,ÁRABE,SUMA QAMANA,1
Argentina,2016,100 - Filosofía y psicología,ITALIANO,ESPAÑOL,ADRIANA HIDALGO EDITORA,3
Argentina,2016,100 - Filosofía y psicología,ITALIANO,ESPAÑOL,COMUNA SOCIALISTA,1
Argentina,2016,100 - Filosofía y psicología,ITALIANO,ESPAÑOL,CONTINENTE,1
Argentina,2016,100 - Filosofía y psicología,ITALIANO,ESPAÑOL,CRUCE CASA EDITORA,1
Argentina,2016,100 - Filosofía y psicología,ITALIANO,ESPAÑOL,GORLA,1
Argentina,2016,100 - Filosofía y psicología,ITALIANO,INGLÉS,LAS CUARENTA,1
Argentina,2016,100 - Filosofía y psicología,ITALIANO,INTERLINGUA,ADRIANA HIDALGO EDITORA,1
Argentina,2016,100 - Filosofía y psicología,LATÍN,FRANCÉS,LAS CUARENTA,1
Argentina,2016,100 - Filosofía y psicología,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PLANETA,4
Argentina,2016,100 - Filosofía y psicología,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,RYR,1
Argentina,2016,100 - Filosofía y psicología,NEERLANDÉS,ESPAÑOL,AGEBE,2
Argentina,2016,100 - Filosofía y psicología,NEERLANDÉS,ESPAÑOL,ALMA LEPIK,1
Argentina,2016,100 - Filosofía y psicología,NEERLANDÉS,ESPAÑOL,ANTROPOSOFICA,2
Argentina,2016,100 - Filosofía y psicología,NEERLANDÉS,ESPAÑOL,CACTUS,1
Argentina,2016,100 - Filosofía y psicología,NEERLANDÉS,ESPAÑOL,DOROTHEA,2
Argentina,2016,100 - Filosofía y psicología,NEERLANDÉS,INGLÉS,CAJA NEGRA,1
Argentina,2016,100 - Filosofía y psicología,PORTUGUÉS,ESPAÑOL,CONFEDERACION ESPIRITISTA ARGENTINA,1
Argentina,2016,100 - Filosofía y psicología,PORTUGUÉS,ESPAÑOL,GRAMA EDICIONES,1
Argentina,2016,200 - Religión,COREANO,ESPAÑOL,DANIEL ALBERTO ESTRADA,1
Argentina,2016,200 - Religión,FRANCÉS,ESPAÑOL,AGAPE LIBROS,2
Argentina,2016,200 - Religión,FRANCÉS,ESPAÑOL,RIO RECONQUISTA,7
Argentina,2016,200 - Religión,FRANCÉS,ESPAÑOL,SAN BENITO,1
Argentina,2016,200 - Religión,FRANCÉS,FRANCÉS,CANAAN EDITORIAL,1
Argentina,2016,200 - Religión,GRIEGO MODERNO,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Argentina,2016,200 - Religión,HEBREO,LENGUA NO DETERMINADA,KETER TORA,1
Argentina,2016,200 - Religión,INGLÉS,ESPAÑOL,ASOCIACION CASA EDITORA SUDAMERICANA,49
Argentina,2016,200 - Religión,INGLÉS,ESPAÑOL,BNEI SHOLEM,5
Argentina,2016,200 - Religión,INGLÉS,ESPAÑOL,CONTINENTE,3
Argentina,2016,200 - Religión,INGLÉS,ESPAÑOL,LA AURORA,2
Argentina,2016,200 - Religión,INGLÉS,ESPAÑOL,PENIEL,10
Argentina,2016,200 - Religión,INGLÉS,INGLÉS,CARLOS ALBERTO ISAAC ESQUIVEL,2
Argentina,2016,200 - Religión,INGLÉS,INGLÉS,CONTINENTE,1
Argentina,2016,200 - Religión,INGLÉS,INGLÉS,PENIEL,1
Argentina,2016,200 - Religión,INGLÉS,INGLÉS,VERONICA PAULA CALCAGNO,1
Argentina,2016,200 - Religión,INGLÉS,ITALIANO,SENORA PORTENA,5
Argentina,2016,200 - Religión,INGLÉS,LENGUA NO DETERMINADA,BNEI SHOLEM,2
Argentina,2016,200 - Religión,INGLÉS,LENGUA NO DETERMINADA,MOAJ,1
Argentina,2016,200 - Religión,INGLÉS,LENGUA NO DETERMINADA,SANTIAGO APOSTOL,1
Argentina,2016,200 - Religión,INGLÉS,MULTILINGÜE,NER,1
Argentina,2016,200 - Religión,INGLÉS,PORTUGUÉS,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2016,200 - Religión,INGLÉS,PORTUGUÉS,DESDE EL CIELO MULTIMEDIOS,1
Argentina,2016,200 - Religión,INGLÉS,PORTUGUÉS,TINTA LIBRE,1
Argentina,2016,200 - Religión,ITALIANO,ESPAÑOL,CIUDAD NUEVA,1
Argentina,2016,200 - Religión,ITALIANO,ESPAÑOL,DE LA INMACULADA,1
Argentina,2016,200 - Religión,ITALIANO,ESPAÑOL,DEL ALCAZAR,1
Argentina,2016,200 - Religión,ITALIANO,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Argentina,2016,200 - Religión,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION CASA EDITORA SUDAMERICANA,2
Argentina,2016,200 - Religión,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,1
Argentina,2016,200 - Religión,NEERLANDÉS,ESPAÑOL,AGAPE LIBROS,1
Argentina,2016,200 - Religión,NEERLANDÉS,ESPAÑOL,FUNDACION ROSACRUZ,1
Argentina,2016,200 - Religión,PORTUGUÉS,ESPAÑOL,ASOCIACION CASA EDITORA SUDAMERICANA,20
Argentina,2016,200 - Religión,PORTUGUÉS,ESPAÑOL,GRUPO PLANETA,1
Argentina,2016,200 - Religión,PORTUGUÉS,INGLÉS,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2016,200 - Religión,PORTUGUÉS,PORTUGUÉS,ASOCIACION CASA EDITORA SUDAMERICANA,4
Argentina,2016,200 - Religión,ÁRABE,ESPAÑOL,"CALLE, MARIANO RICARDO",1
Argentina,2016,300 - Ciencias sociales,CHINO,ESPAÑOL,EUDEBA,1
Argentina,2016,300 - Ciencias sociales,CHINO,ESPAÑOL,QUADRATA,1
Argentina,2016,300 - Ciencias sociales,CHINO,ESPAÑOL,RODRIGO RUFAIL,1
Argentina,2016,300 - Ciencias sociales,CHINO,ESPERANTO,EUDEBA,1
Argentina,2016,300 - Ciencias sociales,FRANCÉS,CATALÁN,CATAPULTA,4
Argentina,2016,300 - Ciencias sociales,FRANCÉS,ESPAÑOL,CAPITAL INTELECTUAL,4
Argentina,2016,300 - Ciencias sociales,FRANCÉS,ESPAÑOL,EDITORIAL JUSBAIRES,7
Argentina,2016,300 - Ciencias sociales,FRANCÉS,ESPAÑOL,EL ATENEO,20
Argentina,2016,300 - Ciencias sociales,FRANCÉS,ESPAÑOL,GRUPO PLANETA,10
Argentina,2016,300 - Ciencias sociales,FRANCÉS,ESPAÑOL,SIGLO XXI EDITORES,9
Argentina,2016,300 - Ciencias sociales,FRANCÉS,GALLEGO,UNALUNA,1
Argentina,2016,300 - Ciencias sociales,FRANCÉS,ITALIANO,SCHOOL FUN,1
Argentina,2016,300 - Ciencias sociales,FRANCÉS,LENGUA NO DETERMINADA,CATAPULTA,1
Argentina,2016,300 - Ciencias sociales,FRANCÉS,LENGUA NO DETERMINADA,RIO RECONQUISTA,1
Argentina,2016,300 - Ciencias sociales,FRANCÉS,NEERLANDÉS,EL ATENEO,1
Argentina,2016,300 - Ciencias sociales,FRANCÉS,PORTUGUÉS,CATAPULTA,17
Argentina,2016,300 - Ciencias sociales,FRANCÉS,PORTUGUÉS,PROMETEO EDITORES,1
Argentina,2016,300 - Ciencias sociales,GRIEGO MODERNO,ESPAÑOL,BEEME,1
Argentina,2016,300 - Ciencias sociales,INGLÉS,CATALÁN,CATAPULTA,3
Argentina,2016,300 - Ciencias sociales,INGLÉS,ESPAÑOL,CATAPULTA,15
Argentina,2016,300 - Ciencias sociales,INGLÉS,ESPAÑOL,EL ATENEO,24
Argentina,2016,300 - Ciencias sociales,INGLÉS,ESPAÑOL,GRUPO PLANETA,34
Argentina,2016,300 - Ciencias sociales,INGLÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,7
Argentina,2016,300 - Ciencias sociales,INGLÉS,ESPAÑOL,SIGLO XXI EDITORES,8
Argentina,2016,300 - Ciencias sociales,INGLÉS,ESPERANTO,SCHOOL FUN,1
Argentina,2016,300 - Ciencias sociales,INGLÉS,INGLÉS,CATAPULTA,3
Argentina,2016,300 - Ciencias sociales,INGLÉS,INGLÉS,GRUPO PLANETA,3
Argentina,2016,300 - Ciencias sociales,INGLÉS,INGLÉS,INSTITUTO INTERNACIONAL DE PLANEAMIENTO DE LA EDUCACION IIPE-UNESCO,2
Argentina,2016,300 - Ciencias sociales,INGLÉS,INGLÉS,LAURENZA,3
Argentina,2016,300 - Ciencias sociales,INGLÉS,INGLÉS,LIBROS DEL ZORZAL,2
Argentina,2016,300 - Ciencias sociales,INGLÉS,INTERLINGUA,PENGUIN RANDOM HOUSE,1
Argentina,2016,300 - Ciencias sociales,INGLÉS,LENGUA NO DETERMINADA,!ACHIS!,1
Argentina,2016,300 - Ciencias sociales,INGLÉS,LENGUA NO DETERMINADA,CATAPULTA,2
Argentina,2016,300 - Ciencias sociales,INGLÉS,LENGUA NO DETERMINADA,EL ATENEO,2
Argentina,2016,300 - Ciencias sociales,INGLÉS,LENGUA NO DETERMINADA,GRUPO PLANETA,4
Argentina,2016,300 - Ciencias sociales,INGLÉS,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,3
Argentina,2016,300 - Ciencias sociales,INGLÉS,POLACO,CATAPULTA,1
Argentina,2016,300 - Ciencias sociales,INGLÉS,PORTUGUÉS,CATAPULTA,22
Argentina,2016,300 - Ciencias sociales,INGLÉS,PORTUGUÉS,EDICIONES BARA,2
Argentina,2016,300 - Ciencias sociales,INGLÉS,PORTUGUÉS,IVAN LORENZO FANINI,1
Argentina,2016,300 - Ciencias sociales,INGLÉS,PORTUGUÉS,MIGUEL ANGEL LEDESMA,1
Argentina,2016,300 - Ciencias sociales,INGLÉS,PORTUGUÉS,PENGUIN RANDOM HOUSE,1
Argentina,2016,300 - Ciencias sociales,ITALIANO,ESPAÑOL,EDUCA,1
Argentina,2016,300 - Ciencias sociales,ITALIANO,ESPAÑOL,EL ATENEO,1
Argentina,2016,300 - Ciencias sociales,ITALIANO,ESPAÑOL,ESTUDIOS SOCIOLOGICOS EDITORA,1
Argentina,2016,300 - Ciencias sociales,ITALIANO,ESPAÑOL,PENGUIN RANDOM HOUSE,2
Argentina,2016,300 - Ciencias sociales,ITALIANO,ESPAÑOL,SIGLO XXI EDITORES,1
Argentina,2016,300 - Ciencias sociales,ITALIANO,PORTUGUÉS,PABLO CURTI,1
Argentina,2016,300 - Ciencias sociales,NEERLANDÉS,ALEMÁN,KATZ,1
Argentina,2016,300 - Ciencias sociales,NEERLANDÉS,ESPAÑOL,DOROTHEA,1
Argentina,2016,300 - Ciencias sociales,NEERLANDÉS,ESPAÑOL,EDITORIAL MARAT,1
Argentina,2016,300 - Ciencias sociales,NEERLANDÉS,ESPAÑOL,IGLESIA NUEVA APOSTOLICA - SUD AMERICA,1
Argentina,2016,300 - Ciencias sociales,NEERLANDÉS,ESPAÑOL,KATZ,1
Argentina,2016,300 - Ciencias sociales,NEERLANDÉS,ESPAÑOL,V&R,2
Argentina,2016,300 - Ciencias sociales,NEERLANDÉS,INGLÉS,EDUVIM,2
Argentina,2016,300 - Ciencias sociales,NEERLANDÉS,INGLÉS,GRUPO PLANETA,1
Argentina,2016,300 - Ciencias sociales,NORUEGO,ESPAÑOL,PABLO CURTI,1
Argentina,2016,300 - Ciencias sociales,POLACO,ITALIANO,LIMONERO,1
Argentina,2016,300 - Ciencias sociales,PORTUGUÉS,ESPAÑOL,EDUNLU,1
Argentina,2016,300 - Ciencias sociales,PORTUGUÉS,ESPAÑOL,LIMONERO,2
Argentina,2016,300 - Ciencias sociales,PORTUGUÉS,ESPAÑOL,SB,2
Argentina,2016,300 - Ciencias sociales,PORTUGUÉS,ESPAÑOL,SIGLO XXI EDITORES,2
Argentina,2016,300 - Ciencias sociales,PORTUGUÉS,ESPAÑOL,UNSAMEDITA,3
Argentina,2016,300 - Ciencias sociales,PORTUGUÉS,INGLÉS,CLACSO,1
Argentina,2016,300 - Ciencias sociales,PORTUGUÉS,PORTUGUÉS,CATAPULTA,1
Argentina,2016,300 - Ciencias sociales,RUSO,ESPAÑOL,DOROTHEA,1
Argentina,2016,300 - Ciencias sociales,RUSO,ESPAÑOL,PENGUIN RANDOM HOUSE,8
Argentina,2016,300 - Ciencias sociales,UCRANIANO,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Argentina,2016,400  - Lenguas,CHINO,MULTILINGÜE,LEVIATAN,1
Argentina,2016,400  - Lenguas,FRANCÉS,ESPAÑOL,EDICIONES DEL CCC CENTRO CULTURAL DE LA COOPERACION FLOREAL GORINI,1
Argentina,2016,400 - Lenguas,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EN DANZA,1
Argentina,2016,500 - Ciencias naturales y matemáticas,FRANCÉS,ESPAÑOL,ASOCIACION QUIMICA ARGENTINA,1
Argentina,2016,500 - Ciencias naturales y matemáticas,FRANCÉS,ESPAÑOL,CAPITAL INTELECTUAL,2
Argentina,2016,500 - Ciencias naturales y matemáticas,FRANCÉS,ESPAÑOL,DE LA CAMPANA,1
Argentina,2016,500 - Ciencias naturales y matemáticas,FRANCÉS,ESPAÑOL,LOSADA,1
Argentina,2016,500 - Ciencias naturales y matemáticas,FRANCÉS,ESPAÑOL,MARIA ALEJANDRA DERIARD,1
Argentina,2016,500 - Ciencias naturales y matemáticas,INGLÉS,ESPAÑOL,GRUPO PLANETA,3
Argentina,2016,500 - Ciencias naturales y matemáticas,INGLÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Argentina,2016,500 - Ciencias naturales y matemáticas,INGLÉS,ESPAÑOL,PROMETEO EDITORES,1
Argentina,2016,500 - Ciencias naturales y matemáticas,INGLÉS,ESPAÑOL,SIGILO,2
Argentina,2016,500 - Ciencias naturales y matemáticas,INGLÉS,ESPAÑOL,UNIVERSIDAD ADVENTISTA DEL PLATA,1
Argentina,2016,500 - Ciencias naturales y matemáticas,INGLÉS,INGLÉS,LENGUAJE CLARO EDITORA,1
Argentina,2016,500 - Ciencias naturales y matemáticas,INGLÉS,LENGUA NO DETERMINADA,AUTORIA SHERPA,1
Argentina,2016,500 - Ciencias naturales y matemáticas,INGLÉS,LENGUA NO DETERMINADA,EDITORIAL MEDICA PANAMERICANA,1
Argentina,2016,500 - Ciencias naturales y matemáticas,ITALIANO,ESPAÑOL,SIGLO XXI EDITORES,2
Argentina,2016,500 - Ciencias naturales y matemáticas,NEERLANDÉS,ESPAÑOL,ANTROPOSOFICA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),CHINO,INGLÉS,KIER,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),FRANCÉS,ESPAÑOL,ALBATROS,2
Argentina,2016,600 - Tecnología (Ciencias aplicadas),FRANCÉS,ESPAÑOL,EL ATENEO,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),FRANCÉS,ESPAÑOL,JOURNAL,4
Argentina,2016,600 - Tecnología (Ciencias aplicadas),FRANCÉS,ESPAÑOL,LAZO NEGRO EDICIONES,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),FRANCÉS,ESPAÑOL,POLEMOS,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,CATALÁN,CONTINENTE,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,ESPAÑOL,ANEJO PRODUCCIONES,12
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,ESPAÑOL,EDITORIAL MEDICA PANAMERICANA,8
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,ESPAÑOL,GRUPO PLANETA,8
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,30
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,ESPAÑOL,V&R,3
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,FRANCÉS,HERNAN CHOUSA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,GALLEGO,ANDREA HELENA PASSERA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,HÚNGARO,PENGUIN RANDOM HOUSE,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,INGLÉS,ANDREA HELENA PASSERA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,INGLÉS,ANEJO PRODUCCIONES,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,INGLÉS,CATAPULTA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,INGLÉS,GRUPO PLANETA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,INGLÉS,HERNAN CHOUSA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,ITALIANO,PENGUIN RANDOM HOUSE,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,LENGUA NO DETERMINADA,ANEJO PRODUCCIONES,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,LENGUA NO DETERMINADA,CONTINENTE,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,LENGUA NO DETERMINADA,JAVIER VERGARA EDITOR,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,3
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,PORTUGUÉS,DEL NUEVO EXTREMO,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,PORTUGUÉS,HERNAN CHOUSA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),INGLÉS,RUSO,ANEJO PRODUCCIONES,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),JAPONÉS,ESPAÑOL,GRUPO PLANETA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),JAPONÉS,INDONESIO,GRUPO PLANETA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),NEERLANDÉS,ESPAÑOL,ALMA LEPIK,3
