PAIS,ANO,DEWEY PRINCIPAL,ESTADO_TRADUCCION,EDITORIAL,CANTIDAD
Argentina,2014,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,V & R EDITORAS S.A.,8
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,DAUERN S.A.,69
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EDICION DEL AUTOR,187
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EDITORIAL VERTICE,349
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,GRUPO PLANETA,116
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,MATIAS MARTINO EDITOR,167
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,ADRIANA HIDALGO EDITORA,4
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,ASUNTO IMPRESO S.R.L.,5
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,CATAPULTA CHILDREN ENTERTAINMENT S.A.,37
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,RH MONDADORI,16
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,V & R EDITORAS S.A.,14
Argentina,2014,800 - Literatura y retórica,NO TRADUCIDO,EDICION DEL AUTOR,1093
Argentina,2014,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL DUNKEN,466
Argentina,2014,800 - Literatura y retórica,NO TRADUCIDO,GRUPO PLANETA,380
Argentina,2014,800 - Literatura y retórica,NO TRADUCIDO,GRUPO SANTILLANA,408
Argentina,2014,800 - Literatura y retórica,NO TRADUCIDO,RH MONDADORI,371
Argentina,2014,800 - Literatura y retórica,TRADUCIDO,EDITORIAL LOSADA,31
Argentina,2014,800 - Literatura y retórica,TRADUCIDO,GRUPO SANTILLANA,62
Argentina,2014,800 - Literatura y retórica,TRADUCIDO,RH MONDADORI,159
Argentina,2014,800 - Literatura y retórica,TRADUCIDO,TUSQUETS EDITORES,32
Argentina,2014,800 - Literatura y retórica,TRADUCIDO,V & R EDITORAS S.A.,55
Argentina,2014,900 - Geografía e historia,NO TRADUCIDO,EDICION DEL AUTOR,152
Argentina,2014,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL DUNKEN,90
Argentina,2014,900 - Geografía e historia,NO TRADUCIDO,GRUPO PLANETA,73
Argentina,2014,900 - Geografía e historia,NO TRADUCIDO,MUNDO CARTOGRAFICO,50
Argentina,2014,900 - Geografía e historia,NO TRADUCIDO,RH MONDADORI,66
Argentina,2014,900 - Geografía e historia,TRADUCIDO,EDHASA S.A.,3
Argentina,2014,900 - Geografía e historia,TRADUCIDO,EDITORIAL EL ATENEO,10
Argentina,2014,900 - Geografía e historia,TRADUCIDO,RH MONDADORI,7
Argentina,2014,900 - Geografía e historia,TRADUCIDO,SIGLO XXI EDITORES,3
Argentina,2014,900 - Geografía e historia,TRADUCIDO,SUDPOL,4
Argentina,2014,SIN IDENTIFICAR,NO TRADUCIDO,EDICION DEL AUTOR,134
Argentina,2014,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL DUNKEN,43
Argentina,2014,SIN IDENTIFICAR,NO TRADUCIDO,GRUPO SANTILLANA,45
Argentina,2014,SIN IDENTIFICAR,NO TRADUCIDO,RH MONDADORI,48
Argentina,2014,SIN IDENTIFICAR,NO TRADUCIDO,VI-DA GLOBAL S.A.,38
Argentina,2014,SIN IDENTIFICAR,TRADUCIDO,CYPRES S.A.,6
Argentina,2014,SIN IDENTIFICAR,TRADUCIDO,EDICIONES DE LA MIRANDOLA,4
Argentina,2014,SIN IDENTIFICAR,TRADUCIDO,EDITORIAL SUDAMERICANA,3
Argentina,2014,SIN IDENTIFICAR,TRADUCIDO,GRUPO SANTILLANA,6
Argentina,2014,SIN IDENTIFICAR,TRADUCIDO,RH MONDADORI,30
Argentina,2015,0 - Generalidades,NO TRADUCIDO,ARTE GRAFICO EDITORIAL ARGENTINO,28
Argentina,2015,0 - Generalidades,NO TRADUCIDO,EDICION DEL AUTOR,21
Argentina,2015,0 - Generalidades,NO TRADUCIDO,FOX ANDINA,15
Argentina,2015,0 - Generalidades,NO TRADUCIDO,GRUPO PLANETA,30
Argentina,2015,0 - Generalidades,NO TRADUCIDO,PENGUIN RANDOM HOUSE,76
Argentina,2015,0 - Generalidades,TRADUCIDO,AMPERSAND,1
Argentina,2015,0 - Generalidades,TRADUCIDO,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2015,0 - Generalidades,TRADUCIDO,EL ATENEO,1
Argentina,2015,0 - Generalidades,TRADUCIDO,GOBIERNO DE LA CIUDAD  AUTONOMA DE BUENOS AIRES,1
Argentina,2015,0 - Generalidades,TRADUCIDO,PENGUIN RANDOM HOUSE,3
Argentina,2015,100 - Filosofía y psicología,NO TRADUCIDO,EDICION DEL AUTOR,111
Argentina,2015,100 - Filosofía y psicología,NO TRADUCIDO,EDICIONES URANO,34
Argentina,2015,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL DUNKEN,67
Argentina,2015,100 - Filosofía y psicología,NO TRADUCIDO,GRUPO PLANETA,123
Argentina,2015,100 - Filosofía y psicología,NO TRADUCIDO,PENGUIN RANDOM HOUSE,66
Argentina,2015,100 - Filosofía y psicología,TRADUCIDO,AMORRORTU,7
Argentina,2015,100 - Filosofía y psicología,TRADUCIDO,CONTINENTE,10
Argentina,2015,100 - Filosofía y psicología,TRADUCIDO,EGODOT ARGENTINA,10
Argentina,2015,100 - Filosofía y psicología,TRADUCIDO,EKUMENE-COMENIUS CULTURAL CENTER,7
Argentina,2015,100 - Filosofía y psicología,TRADUCIDO,PENGUIN RANDOM HOUSE,30
Argentina,2015,200 - Religión,NO TRADUCIDO,AGAPE LIBROS,41
Argentina,2015,200 - Religión,NO TRADUCIDO,ASOCIACION CASA EDITORA SUDAMERICANA,34
Argentina,2015,200 - Religión,NO TRADUCIDO,CLARETIANA,33
Argentina,2015,200 - Religión,NO TRADUCIDO,EDICION DEL AUTOR,75
Argentina,2015,200 - Religión,NO TRADUCIDO,PPC CONO SUR,62
Argentina,2015,200 - Religión,TRADUCIDO,AGAPE LIBROS,4
Argentina,2015,200 - Religión,TRADUCIDO,ASOCIACION CASA EDITORA SUDAMERICANA,70
Argentina,2015,200 - Religión,TRADUCIDO,CIUDAD NUEVA,7
Argentina,2015,200 - Religión,TRADUCIDO,CONTINENTE,8
Argentina,2015,200 - Religión,TRADUCIDO,PENIEL,14
Argentina,2015,300 - Ciencias sociales,NO TRADUCIDO,EDICION DEL AUTOR,333
Argentina,2015,300 - Ciencias sociales,NO TRADUCIDO,EDICIONES PLAZA,324
Argentina,2015,300 - Ciencias sociales,NO TRADUCIDO,HANSEL EDITORES,256
Argentina,2015,300 - Ciencias sociales,NO TRADUCIDO,LONGSELLER,204
Argentina,2015,300 - Ciencias sociales,NO TRADUCIDO,THOMSON REUTERS,274
Argentina,2015,300 - Ciencias sociales,TRADUCIDO,CATAPULTA,13
Argentina,2015,300 - Ciencias sociales,TRADUCIDO,DEBATE,6
Argentina,2015,300 - Ciencias sociales,TRADUCIDO,EKUMENE-COMENIUS CULTURAL CENTER,7
Argentina,2015,300 - Ciencias sociales,TRADUCIDO,PENGUIN RANDOM HOUSE,10
Argentina,2015,300 - Ciencias sociales,TRADUCIDO,SIGLO XXI EDITORES,28
Argentina,2015,400 - Lenguas,NO TRADUCIDO,EDICION DEL AUTOR,36
Argentina,2015,400 - Lenguas,NO TRADUCIDO,ESPASA-CALPE,14
Argentina,2015,400 - Lenguas,NO TRADUCIDO,FL COPIAS,16
Argentina,2015,400 - Lenguas,NO TRADUCIDO,GRUPO PRISA,59
Argentina,2015,400 - Lenguas,NO TRADUCIDO,HOLTZBRINCK,22
Argentina,2015,400 - Lenguas,TRADUCIDO,ASOCIACION CIVIL LETRA LATINOAMERICANOS EN TRADUCCION Y ALFABETIZACION,1
Argentina,2015,400 - Lenguas,TRADUCIDO,COLIHUE 950-563,1
Argentina,2015,400 - Lenguas,TRADUCIDO,CONTINENTE,3
Argentina,2015,400 - Lenguas,TRADUCIDO,DOCENCIA,1
Argentina,2015,400 - Lenguas,TRADUCIDO,EL ATENEO,3
Argentina,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDICION DEL AUTOR,56
Argentina,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EUDEBA,18
Argentina,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO PRISA,17
Argentina,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,HOLTZBRINCK,19
Argentina,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,LONGSELLER,15
Argentina,2015,500 - Ciencias naturales y matemáticas,TRADUCIDO,BNEI SHOLEM,1
Argentina,2015,500 - Ciencias naturales y matemáticas,TRADUCIDO,EL ATENEO,3
Argentina,2015,500 - Ciencias naturales y matemáticas,TRADUCIDO,GRUPO PLANETA,3
Argentina,2015,500 - Ciencias naturales y matemáticas,TRADUCIDO,"MINERA ALUMBRERA LIMITED, ARGENTINA",3
Argentina,2015,500 - Ciencias naturales y matemáticas,TRADUCIDO,UNIVERSIDAD ADVENTISTA DEL PLATA,2
Argentina,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,ARTE GRAFICO EDITORIAL ARGENTINO,105
Argentina,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,CENGAGE LEARNING,39
Argentina,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDICION DEL AUTOR,106
Argentina,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDICIONES INTA,61
Argentina,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,GRUPO PLANETA,132
Argentina,2015,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,ALBATROS,2
Argentina,2015,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,ANEJO PRODUCCIONES,11
Argentina,2015,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,EDITORIAL MEDICA PANAMERICANA,6
Argentina,2015,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,GRUPO PLANETA,4
Argentina,2015,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,JOURNAL,3
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EDICION DEL AUTOR,104
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EDITORIAL VERTICE,329
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EL GATO DE HOJALATA,159
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,GRUPO PLANETA,176
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,MATIAS MARTINO EDITOR,129
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,CATAPULTA,10
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,EL ATENEO,7
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,PENGUIN RANDOM HOUSE,22
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,PENSAR POKER,14
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,V&R,7
Argentina,2015,800 - Literatura y retórica,NO TRADUCIDO,EDICION DEL AUTOR,676
Argentina,2015,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL DUNKEN,478
Argentina,2015,800 - Literatura y retórica,NO TRADUCIDO,GRUPO PRISA,420
Argentina,2015,800 - Literatura y retórica,NO TRADUCIDO,PENGUIN RANDOM HOUSE,385
Argentina,2015,800 - Literatura y retórica,NO TRADUCIDO,VI-DA GLOBAL,322
Argentina,2015,800 - Literatura y retórica,TRADUCIDO,EL ATENEO,21
Argentina,2015,800 - Literatura y retórica,TRADUCIDO,GRUPO PLANETA,56
Argentina,2015,800 - Literatura y retórica,TRADUCIDO,LOSADA,40
Argentina,2015,800 - Literatura y retórica,TRADUCIDO,PENGUIN RANDOM HOUSE,253
Argentina,2015,800 - Literatura y retórica,TRADUCIDO,V&R,69
Argentina,2015,900 - Geografía e historia,NO TRADUCIDO,EDICION DEL AUTOR,103
Argentina,2015,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL DUNKEN,59
Argentina,2015,900 - Geografía e historia,NO TRADUCIDO,GRUPO PLANETA,50
Argentina,2015,900 - Geografía e historia,NO TRADUCIDO,PENGUIN RANDOM HOUSE,50
Argentina,2015,900 - Geografía e historia,NO TRADUCIDO,VI-DA GLOBAL,54
Argentina,2015,900 - Geografía e historia,TRADUCIDO,DEBATE,4
Argentina,2015,900 - Geografía e historia,TRADUCIDO,DEL NUEVO EXTREMO,3
Argentina,2015,900 - Geografía e historia,TRADUCIDO,EL ATENEO,15
Argentina,2015,900 - Geografía e historia,TRADUCIDO,GRUPO PLANETA,14
Argentina,2015,900 - Geografía e historia,TRADUCIDO,PENGUIN RANDOM HOUSE,5
Argentina,2015,SIN IDENTIFICAR,NO TRADUCIDO,SALTO DE CANGURO EDICIONES,1
Argentina,2016,0 - Generalidades,NO TRADUCIDO,ATLANTIDA,15
Argentina,2016,0 - Generalidades,NO TRADUCIDO,AUTORES DE ARGENTINA,12
Argentina,2016,0 - Generalidades,NO TRADUCIDO,CENTRO TECNOLOGICO DE ENTRENAMIENTO Y CAPACITACION - CTEC,8
Argentina,2016,0 - Generalidades,NO TRADUCIDO,GRUPO PLANETA,10
Argentina,2016,0 - Generalidades,NO TRADUCIDO,GRUPO SM,25
Argentina,2016,0 - Generalidades,TRADUCIDO,ASOCIACION MUSEO EVITA,2
Argentina,2016,0 - Generalidades,TRADUCIDO,CERTEZA ARGENTINA,1
Argentina,2016,0 - Generalidades,TRADUCIDO,EL CUENCO DE PLATA,2
Argentina,2016,0 - Generalidades,TRADUCIDO,GRUPO PLANETA,3
Argentina,2016,0 - Generalidades,TRADUCIDO,PENGUIN RANDOM HOUSE,2
Argentina,2016,100 - Filosofía y psicología,NO TRADUCIDO,BRUJAS,29
Argentina,2016,100 - Filosofía y psicología,NO TRADUCIDO,EDICIONES LEA,42
Argentina,2016,100 - Filosofía y psicología,NO TRADUCIDO,GRAMA EDICIONES,29
Argentina,2016,100 - Filosofía y psicología,NO TRADUCIDO,GRUPO PLANETA,39
Argentina,2016,100 - Filosofía y psicología,NO TRADUCIDO,SERENO,56
Argentina,2016,100 - Filosofía y psicología,TRADUCIDO,CAPITAL INTELECTUAL,6
Argentina,2016,100 - Filosofía y psicología,TRADUCIDO,CONTINENTE,6
Argentina,2016,100 - Filosofía y psicología,TRADUCIDO,EGODOT ARGENTINA,6
Argentina,2016,100 - Filosofía y psicología,TRADUCIDO,GRUPO PLANETA,15
Argentina,2016,100 - Filosofía y psicología,TRADUCIDO,PROMETEO EDITORES,12
Argentina,2016,200 - Religión,NO TRADUCIDO,AGAPE LIBROS,38
Argentina,2016,200 - Religión,NO TRADUCIDO,ASOCIACION CASA EDITORA SUDAMERICANA,41
Argentina,2016,200 - Religión,NO TRADUCIDO,CLARETIANA,61
Argentina,2016,200 - Religión,NO TRADUCIDO,GRUPO SM,39
Argentina,2016,200 - Religión,NO TRADUCIDO,PPC CONO SUR,100
Argentina,2016,200 - Religión,TRADUCIDO,ASOCIACION CASA EDITORA SUDAMERICANA,77
Argentina,2016,200 - Religión,TRADUCIDO,BNEI SHOLEM,7
Argentina,2016,200 - Religión,TRADUCIDO,PENIEL,11
Argentina,2016,200 - Religión,TRADUCIDO,RIO RECONQUISTA,7
Argentina,2016,200 - Religión,TRADUCIDO,SENORA PORTENA,5
Argentina,2016,300 - Ciencias sociales,NO TRADUCIDO,EDICIONES PLAZA,339
Argentina,2016,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL VERTICE,409
Argentina,2016,300 - Ciencias sociales,NO TRADUCIDO,GRUPO PRISA,194
Argentina,2016,300 - Ciencias sociales,NO TRADUCIDO,HOLTZBRINCK,235
Argentina,2016,300 - Ciencias sociales,NO TRADUCIDO,THOMSON REUTERS,316
Argentina,2016,300 - Ciencias sociales,TRADUCIDO,CATAPULTA,73
Argentina,2016,300 - Ciencias sociales,TRADUCIDO,EL ATENEO,48
Argentina,2016,300 - Ciencias sociales,TRADUCIDO,GRUPO PLANETA,52
Argentina,2016,300 - Ciencias sociales,TRADUCIDO,PENGUIN RANDOM HOUSE,23
Argentina,2016,300 - Ciencias sociales,TRADUCIDO,SIGLO XXI EDITORES,21
Argentina,2016,400 - Lenguas,NO TRADUCIDO,BRUJAS,11
Argentina,2016,400 - Lenguas,NO TRADUCIDO,FL COPIAS,10
Argentina,2016,400 - Lenguas,NO TRADUCIDO,GRUPO PRISA,97
Argentina,2016,400 - Lenguas,NO TRADUCIDO,HOLTZBRINCK,45
Argentina,2016,400 - Lenguas,NO TRADUCIDO,PEARSON,16
Argentina,2016,400 - Lenguas,TRADUCIDO,EDICIONES DEL CCC CENTRO CULTURAL DE LA COOPERACION FLOREAL GORINI,1
Argentina,2016,400 - Lenguas,TRADUCIDO,EN DANZA,1
Argentina,2016,400 - Lenguas,TRADUCIDO,LEVIATAN,1
Argentina,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,AIQUE GRUPO EDITOR,27
Argentina,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDICIONES PLAZA,27
Argentina,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,HOLTZBRINCK,27
Argentina,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,INSTITUTO GEOGRAFICO NACIONAL,25
Argentina,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,TINTA FRESCA,22
Argentina,2016,500 - Ciencias naturales y matemáticas,TRADUCIDO,ANTROPOSOFICA,1
Argentina,2016,500 - Ciencias naturales y matemáticas,TRADUCIDO,CAPITAL INTELECTUAL,2
Argentina,2016,500 - Ciencias naturales y matemáticas,TRADUCIDO,GRUPO PLANETA,3
Argentina,2016,500 - Ciencias naturales y matemáticas,TRADUCIDO,SIGILO,2
Argentina,2016,500 - Ciencias naturales y matemáticas,TRADUCIDO,SIGLO XXI EDITORES,2
Argentina,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDICIONES INTA,77
Argentina,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORIAL DUNKEN,84
Argentina,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,GRUPO PLANETA,126
Argentina,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,PENGUIN RANDOM HOUSE,66
Argentina,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,UNIMAGO EDICIONES,71
Argentina,2016,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,ANEJO PRODUCCIONES,15
Argentina,2016,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,EDITORIAL MEDICA PANAMERICANA,9
Argentina,2016,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,GRUPO PLANETA,12
Argentina,2016,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,JOURNAL,7
Argentina,2016,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,PENGUIN RANDOM HOUSE,36
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,ARCADIA ARGENTINA EDICIONES,75
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,ARTE GRAFICO EDITORIAL ARGENTINO,61
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,DE MENTE EDICIONES,83
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,DISENO,71
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EDICIONES PLAZA,113
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,CAJA NEGRA,5
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,EL ATENEO,5
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,EL CUENCO DE PLATA,6
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,EUDEBA,5
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,GRUPO PLANETA,8
Argentina,2016,800 - Literatura y retórica,NO TRADUCIDO,AUTORES DE ARGENTINA,203
Argentina,2016,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL DUNKEN,428
Argentina,2016,800 - Literatura y retórica,NO TRADUCIDO,EL GATO DE HOJALATA,365
Argentina,2016,800 - Literatura y retórica,NO TRADUCIDO,GRUPO PLANETA,700
Argentina,2016,800 - Literatura y retórica,NO TRADUCIDO,PENGUIN RANDOM HOUSE,403
Argentina,2016,800 - Literatura y retórica,TRADUCIDO,EDICIONES B,22
Argentina,2016,800 - Literatura y retórica,TRADUCIDO,GRUPO PLANETA,38
Argentina,2016,800 - Literatura y retórica,TRADUCIDO,LOSADA,19
Argentina,2016,800 - Literatura y retórica,TRADUCIDO,PENGUIN RANDOM HOUSE,202
Argentina,2016,800 - Literatura y retórica,TRADUCIDO,V&R,90
Argentina,2016,900 - Geografía e historia,NO TRADUCIDO,ARTE GRAFICO EDITORIAL ARGENTINO,47
Argentina,2016,900 - Geografía e historia,NO TRADUCIDO,EDICIONES B,26
Argentina,2016,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL DUNKEN,74
Argentina,2016,900 - Geografía e historia,NO TRADUCIDO,GRUPO PLANETA,92
Argentina,2016,900 - Geografía e historia,NO TRADUCIDO,PENGUIN RANDOM HOUSE,52
Argentina,2016,900 - Geografía e historia,TRADUCIDO,EL ATENEO,10
Argentina,2016,900 - Geografía e historia,TRADUCIDO,FONDO DE CULTURA ECONOMICA MEXICO,4
Argentina,2016,900 - Geografía e historia,TRADUCIDO,GRUPO PLANETA,9
Argentina,2016,900 - Geografía e historia,TRADUCIDO,PENGUIN RANDOM HOUSE,9
Argentina,2016,900 - Geografía e historia,TRADUCIDO,PROMETEO EDITORES,4
Argentina,2016,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL DUNKEN,3
Argentina,2016,SIN IDENTIFICAR,NO TRADUCIDO,GRUPO PLANETA,9
Argentina,2016,SIN IDENTIFICAR,NO TRADUCIDO,JAVIER VERGARA EDITOR,4
Argentina,2016,SIN IDENTIFICAR,NO TRADUCIDO,MAIPUE,22
Argentina,2016,SIN IDENTIFICAR,NO TRADUCIDO,PENGUIN RANDOM HOUSE,16
Argentina,2016,SIN IDENTIFICAR,TRADUCIDO,GRUPO PLANETA,1
Argentina,2016,SIN IDENTIFICAR,TRADUCIDO,KEHOT LUBAVITCH SUDAMERICANA,2
Argentina,2016,SIN IDENTIFICAR,TRADUCIDO,LENGUAJE CLARO EDITORA,1
Argentina,2016,SIN IDENTIFICAR,TRADUCIDO,LONGSELLER,1
Argentina,2016,SIN IDENTIFICAR,TRADUCIDO,PENGUIN RANDOM HOUSE,6
Argentina,2017,0 - Generalidades,NO TRADUCIDO,COMISION NACIONAL PROTECTORA DE BIBLIOTECAS POPULARES,7
Argentina,2017,0 - Generalidades,NO TRADUCIDO,DE LAS TRES LAGUNAS,9
Argentina,2017,0 - Generalidades,NO TRADUCIDO,GRUPO SM,44
Argentina,2017,0 - Generalidades,NO TRADUCIDO,MINISTERIO DE EDUCACION DE LA NACION,15
Argentina,2017,0 - Generalidades,NO TRADUCIDO,UNIMAGO EDICIONES,8
Argentina,2017,0 - Generalidades,TRADUCIDO,AMERICA LIBRE,1
Argentina,2017,0 - Generalidades,TRADUCIDO,BLATT & RIOS,1
Argentina,2017,0 - Generalidades,TRADUCIDO,DE LA MIRANDOLA,1
Argentina,2017,0 - Generalidades,TRADUCIDO,EL ATENEO,2
Argentina,2017,0 - Generalidades,TRADUCIDO,GRUPO PLANETA,2
Argentina,2017,100 - Filosofía y psicología,NO TRADUCIDO,BRUJAS,31
Argentina,2017,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL DUNKEN,27
Argentina,2017,100 - Filosofía y psicología,NO TRADUCIDO,GRAMA EDICIONES,28
Argentina,2017,100 - Filosofía y psicología,NO TRADUCIDO,GRUPO PLANETA,30
Argentina,2017,100 - Filosofía y psicología,NO TRADUCIDO,TRENKEHUE,37
Argentina,2017,100 - Filosofía y psicología,TRADUCIDO,ADRIANA HIDALGO EDITORA,7
Argentina,2017,100 - Filosofía y psicología,TRADUCIDO,AMORRORTU,12
Argentina,2017,100 - Filosofía y psicología,TRADUCIDO,CACTUS,7
Argentina,2017,100 - Filosofía y psicología,TRADUCIDO,EGODOT ARGENTINA,6
Argentina,2017,100 - Filosofía y psicología,TRADUCIDO,GRUPO PLANETA,10
Argentina,2017,200 - Religión,NO TRADUCIDO,AGAPE LIBROS,29
Argentina,2017,200 - Religión,NO TRADUCIDO,ASOCIACION CASA EDITORA SUDAMERICANA,37
Argentina,2017,200 - Religión,NO TRADUCIDO,ASUIMAGEN,37
Argentina,2017,200 - Religión,NO TRADUCIDO,PPC CONO SUR,47
Argentina,2017,200 - Religión,NO TRADUCIDO,SAN PABLO,27
Argentina,2017,200 - Religión,TRADUCIDO,ASOCIACION CASA EDITORA SUDAMERICANA,64
Argentina,2017,200 - Religión,TRADUCIDO,EMMANUEL OSMAR SUSBIELA,6
Argentina,2017,200 - Religión,TRADUCIDO,LA AURORA,17
Argentina,2017,200 - Religión,TRADUCIDO,PENIEL,25
Argentina,2017,200 - Religión,TRADUCIDO,SENORA PORTENA,6
Argentina,2017,300 - Ciencias sociales,NO TRADUCIDO,EDICIONES PLAZA,546
Argentina,2017,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL VERTICE,343
Argentina,2017,300 - Ciencias sociales,NO TRADUCIDO,GRUPO PRISA,426
Argentina,2017,300 - Ciencias sociales,NO TRADUCIDO,HOLTZBRINCK,262
Argentina,2017,300 - Ciencias sociales,NO TRADUCIDO,THOMSON REUTERS,366
Argentina,2017,300 - Ciencias sociales,TRADUCIDO,CATAPULTA,33
Argentina,2017,300 - Ciencias sociales,TRADUCIDO,EL ATENEO,36
Argentina,2017,300 - Ciencias sociales,TRADUCIDO,GRUPO PLANETA,21
Argentina,2017,300 - Ciencias sociales,TRADUCIDO,PENGUIN RANDOM HOUSE,20
Argentina,2017,300 - Ciencias sociales,TRADUCIDO,SIGLO XXI EDITORES,18
Argentina,2017,400 - Lenguas,NO TRADUCIDO,FL COPIAS,13
Argentina,2017,400 - Lenguas,NO TRADUCIDO,GRUPO PRISA,41
Argentina,2017,400 - Lenguas,NO TRADUCIDO,GRUPO SM,57
Argentina,2017,400 - Lenguas,NO TRADUCIDO,HOLTZBRINCK,33
Argentina,2017,400 - Lenguas,NO TRADUCIDO,UNIVERSIDAD NACIONAL DE CORDOBA,14
Argentina,2017,400 - Lenguas,TRADUCIDO,AMORRORTU,2
Argentina,2017,400 - Lenguas,TRADUCIDO,EUDEBA,1
Argentina,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,AIQUE GRUPO EDITOR,92
Argentina,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,COMITE INTERGUBERNAMENTAL COORDINADOR DE LOS PAISES DE LA CUENCA DEL PLATA - CIC,37
Argentina,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO SM,64
Argentina,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,HOLTZBRINCK,41
Argentina,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,TINTA FRESCA,48
