PAIS,ANO,DEWEY PRINCIPAL,IDIOMA DE ORIGEN,EDITORIAL,CANTIDAD
Brasil,2013,300 - Ciencias sociales,INGLÉS,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,14
Brasil,2013,300 - Ciencias sociales,INGLÉS,TODOLIVRO,119
Brasil,2013,300 - Ciencias sociales,ITALIANO,EDITORA CIDADE NOVA,4
Brasil,2013,300 - Ciencias sociales,ITALIANO,EDITORA DMR LTDA,3
Brasil,2013,300 - Ciencias sociales,ITALIANO,EDITORA PILLARES LTDA,6
Brasil,2013,300 - Ciencias sociales,ITALIANO,RUSSELL EDITORA LTDA,11
Brasil,2013,300 - Ciencias sociales,ITALIANO,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),3
Brasil,2013,300 - Ciencias sociales,KAINGANG,SINDICATO NACIONAL DOS DOCENTES DAS INSTITUICOES DE ENSINO SUPERIOR,1
Brasil,2013,300 - Ciencias sociales,LATÍN,FUNDACAO JOSE ARTHUR BOITEUX,1
Brasil,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,CIRANDA CULTURAL,5
Brasil,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,INSTITUTO EDUCERE,34
Brasil,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,MINDLAB DO BRASIL COMERCIO DE LIVROS LTDA,15
Brasil,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,SARAIVA SA LIVREIROS EDITORES,14
Brasil,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,TODOLIVRO,32
Brasil,2013,300 - Ciencias sociales,PORTUGUÉS,AGENCIA DE PROMOCAO DE EXPORTACOES DO BRASIL,3
Brasil,2013,300 - Ciencias sociales,PORTUGUÉS,EDITORA ARARA AZUL LTDA,10
Brasil,2013,300 - Ciencias sociales,PORTUGUÉS,EDITORA POSITIVO LTDA,6
Brasil,2013,300 - Ciencias sociales,PORTUGUÉS,SOCIEDADE UNIFICADA ENSINO SUPERIOR AUGUSTO MOTTA,6
Brasil,2013,300 - Ciencias sociales,PORTUGUÉS,TODOLIVRO,4
Brasil,2013,300 - Ciencias sociales,RUMANO,NICOLAS RAMANUSH LEITE,1
Brasil,2013,300 - Ciencias sociales,RUSO,ANDREY BUDAEV,2
Brasil,2013,300 - Ciencias sociales,RUSO,ATELIE EDITORIAL LTDA-ME,1
Brasil,2013,300 - Ciencias sociales,RUSO,EDITORA WMF MARTINS FONTES,1
Brasil,2013,300 - Ciencias sociales,RUSO,EXPRESSAO POPULAR,2
Brasil,2013,400 - Lenguas,CATALÁN,UNIVERSIDADE FEDERAL DE MINAS GERAIS,1
Brasil,2013,400 - Lenguas,ESPAÑOL,ASSOCIACAO DE PROFESSORES DE ESPANHOL DO ESTADO DO RIO DE JANEIRO,4
Brasil,2013,400 - Lenguas,ESPAÑOL,MARTINS EDITORA LIVRARIA LTDA,4
Brasil,2013,400 - Lenguas,ESPAÑOL,MEDUSA EDITORA E PRODUTORA LTDA,1
Brasil,2013,400 - Lenguas,FRANCÉS,EDITORA BEST SELLER,1
Brasil,2013,400 - Lenguas,FRANCÉS,GRAFICA E EDITORA COPIART LTDA,1
Brasil,2013,400 - Lenguas,FRANCÉS,L&PM EDITORES,1
Brasil,2013,400 - Lenguas,FRANCÉS,PARABOLA EDITORIAL LTDA,2
Brasil,2013,400 - Lenguas,FRANCÉS,UNIVERSIDADE ESTADUAL DE CAMPINAS,2
Brasil,2013,400 - Lenguas,GRIEGO,EDITORA LAMINA LTDA,1
Brasil,2013,400 - Lenguas,HINDÍ,ETHOS EDITORA LTDA,1
Brasil,2013,400 - Lenguas,INGLÉS,"BARROS, FISCHER E ASSOCIADOS LTDA",7
Brasil,2013,400 - Lenguas,INGLÉS,EDITORA WMF MARTINS FONTES,3
Brasil,2013,400 - Lenguas,INGLÉS,EMPRESA FOLHA DA MANHA S.A.,16
Brasil,2013,400 - Lenguas,INGLÉS,LORI ANN FROST,3
Brasil,2013,400 - Lenguas,INGLÉS,LTC - LIVROS TECNICOS E CIENTIFICOS EDITORA,3
Brasil,2013,400 - Lenguas,ITALIANO,PEDRO & JOAO EDITORES LTDA,1
Brasil,2013,400 - Lenguas,JAPONÉS,GRUPO PANINI,2
Brasil,2013,400 - Lenguas,LENGUA NO DETERMINADA,ATELIE EDITORIAL LTDA-ME,1
Brasil,2013,400 - Lenguas,LENGUA NO DETERMINADA,CASA DA PALAVRA PRODUCAO EDITORIAL LTDA - ME,1
Brasil,2013,400 - Lenguas,LENGUA NO DETERMINADA,DANIEL DE OLIVEIRA GIMENES,1
Brasil,2013,400 - Lenguas,LENGUA NO DETERMINADA,HISPANIA EDITORA LTDA,3
Brasil,2013,400 - Lenguas,LENGUA NO DETERMINADA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,3
Brasil,2013,400 - Lenguas,PORTUGUÉS,GRUPO OXIGENIO LTDA-ME,1
Brasil,2013,400 - Lenguas,PORTUGUÉS,MANDARIM ESCOLA DE IDIOMAS LTDA,3
Brasil,2013,400 - Lenguas,PORTUGUÉS,MIDIA EXPRESS COMUNICACAO E COMERCIO LTDA,1
Brasil,2013,400 - Lenguas,PORTUGUÉS,OPTIMA BLUE SUPORTE EMPRESARIAL LTDA ME,1
Brasil,2013,400 - Lenguas,PORTUGUÉS,SAS EDITORA E EDUCACAO,1
Brasil,2013,400 - Lenguas,RUSO,UNIVERSIDADE DE SAO PAULO,1
Brasil,2013,500 - Ciencias naturales y matemáticas,ALEMÁN,COSAC & NAIFY EDICOES LTDA,1
Brasil,2013,500 - Ciencias naturales y matemáticas,ALEMÁN,L&PM EDITORES,1
Brasil,2013,500 - Ciencias naturales y matemáticas,ESPAÑOL,SABERES EDITORA LTDA-ME,1
Brasil,2013,500 - Ciencias naturales y matemáticas,FRANCÉS,COMISSAO NACIONAL DA PASTORAL FAMILIAR,2
Brasil,2013,500 - Ciencias naturales y matemáticas,FRANCÉS,EDITORA CLARO ENIGMA LTDA,1
Brasil,2013,500 - Ciencias naturales y matemáticas,FRANCÉS,"INSTITUTO NACIONAL DE METROLOGIA, NORMALIZACAO E QUALIDADE INDUSTRIAL",1
Brasil,2013,500 - Ciencias naturales y matemáticas,FRANCÉS,UNIVERSIDADE DE SAO PAULO,1
Brasil,2013,500 - Ciencias naturales y matemáticas,FRANCÉS,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),1
Brasil,2013,500 - Ciencias naturales y matemáticas,INGLÉS,AMGH EDITORA LTDA,11
Brasil,2013,500 - Ciencias naturales y matemáticas,INGLÉS,BOOKMAN COMPANHIA EDITORA LTDA,11
Brasil,2013,500 - Ciencias naturales y matemáticas,INGLÉS,CENGAGE LEARNING,7
Brasil,2013,500 - Ciencias naturales y matemáticas,INGLÉS,LTC - LIVROS TECNICOS E CIENTIFICOS EDITORA,78
Brasil,2013,500 - Ciencias naturales y matemáticas,INGLÉS,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,11
Brasil,2013,500 - Ciencias naturales y matemáticas,ITALIANO,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,2
Brasil,2013,500 - Ciencias naturales y matemáticas,ITALIANO,ZADA EDITORA LTDA,1
Brasil,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,AMGH EDITORA LTDA,1
Brasil,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,ARTMED EDITORA,3
Brasil,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,LTC - LIVROS TECNICOS E CIENTIFICOS EDITORA,8
Brasil,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,2
Brasil,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,SAS EDITORA E EDUCACAO,4
Brasil,2013,500 - Ciencias naturales y matemáticas,PORTUGUÉS,AVIS BRASILIS COMERCIO DE ARTIGOS ECOLOGICOS CULTURIS EDITORA LTDA,3
Brasil,2013,500 - Ciencias naturales y matemáticas,PORTUGUÉS,COMISSAO NACIONAL DA PASTORAL FAMILIAR,1
Brasil,2013,500 - Ciencias naturales y matemáticas,PORTUGUÉS,EDITORA BRASILEIRA DE ARTE E CULTURA LTDA,1
Brasil,2013,500 - Ciencias naturales y matemáticas,PORTUGUÉS,EDITORA JORNAL CIDADE DE HOLAMBRA LTDA,1
Brasil,2013,500 - Ciencias naturales y matemáticas,PORTUGUÉS,MARIA CLARA PIRES DA COSTA 54123259715,1
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ALEMÁN,ALAUDE EDITORIAL LTDA,1
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ALEMÁN,EDITORA PENSAMENTO-CULTRIX,1
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ALEMÁN,EDITORA WMF MARTINS FONTES,1
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ALEMÁN,LIVRARIA SANTOS EDITORA COMERCIO E IMPORTACAO LTDA,2
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ALEMÁN,LTC - LIVROS TECNICOS E CIENTIFICOS EDITORA,3
Brasil,2013,600 - Tecnología (Ciencias aplicadas),CHINO,LIVRARIA SANTOS EDITORA COMERCIO E IMPORTACAO LTDA,6
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,CENTRO DE EXTENSAO UNIVERSITARIA,1
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,EDITORA GUARDA-CHUVA LTDA,1
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,ESCRITURAS EDITORA DISTRIBUIDORA DE LIVROS LTDA,16
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,NOVO SECULO EDITORA,2
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,UNIVERSO DOS LIVROS EDITORA,3
Brasil,2013,600 - Tecnología (Ciencias aplicadas),FRANCÉS,AGALMA PSICANALISE EDITORA LTDA,1
Brasil,2013,600 - Tecnología (Ciencias aplicadas),FRANCÉS,ALAUDE EDITORIAL LTDA,3
Brasil,2013,600 - Tecnología (Ciencias aplicadas),FRANCÉS,EDITORA SCHWARCZ,2
Brasil,2013,600 - Tecnología (Ciencias aplicadas),FRANCÉS,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,4
Brasil,2013,600 - Tecnología (Ciencias aplicadas),FRANCÉS,SENAC SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,5
Brasil,2013,600 - Tecnología (Ciencias aplicadas),INGLÉS,AMGH EDITORA LTDA,115
Brasil,2013,600 - Tecnología (Ciencias aplicadas),INGLÉS,EDITORA GUANABARA KOOGAN,75
Brasil,2013,600 - Tecnología (Ciencias aplicadas),INGLÉS,ELSEVIER,67
Brasil,2013,600 - Tecnología (Ciencias aplicadas),INGLÉS,LIVRARIA SANTOS EDITORA COMERCIO E IMPORTACAO LTDA,38
Brasil,2013,600 - Tecnología (Ciencias aplicadas),INGLÉS,LTC - LIVROS TECNICOS E CIENTIFICOS EDITORA,115
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ITALIANO,BAMBOO EDITORIAL LTDA,1
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ITALIANO,FOIL LTDA,1
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ITALIANO,FUNDACAO JORGE DUPRAT FIGUEIREDO DE SEGURANCA E MEDICINA DO TRABALHO,1
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ITALIANO,LTC - LIVROS TECNICOS E CIENTIFICOS EDITORA,1
Brasil,2013,600 - Tecnología (Ciencias aplicadas),ITALIANO,PHORTE EDITORA LTDA,1
Brasil,2013,600 - Tecnología (Ciencias aplicadas),JAPONÉS,FUNDACAO MOKITI OKADA-M O A,1
Brasil,2013,600 - Tecnología (Ciencias aplicadas),LATÍN,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),1
Brasil,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,BOOKMAN COMPANHIA EDITORA LTDA,7
Brasil,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,CENGAGE LEARNING,3
Brasil,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,ELSEVIER,14
Brasil,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,LTC - LIVROS TECNICOS E CIENTIFICOS EDITORA,18
Brasil,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,NUCLEO DE INFORMACAO E COORDENACAO DO PONTO BR - NIC.BR,7
Brasil,2013,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,ASSOCIACAO BRASILEIRA DE NORMAS TECNICAS,3
Brasil,2013,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,DBA DOREA BOOKS AND ART ARTES GRAFICAS LTDA,3
Brasil,2013,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,2
Brasil,2013,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,ESCRITURAS EDITORA DISTRIBUIDORA DE LIVROS LTDA,2
Brasil,2013,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,MJV TECNOLOGIA LTDA,5
Brasil,2013,600 - Tecnología (Ciencias aplicadas),SUECO,SENAC SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,1
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ALEMÁN,COSAC & NAIFY EDICOES LTDA,3
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ALEMÁN,EDITORA G. GILI LTDA,4
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ALEMÁN,EDITORA PAZ E TERRA S/A,3
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ALEMÁN,EDITORA PENSAMENTO-CULTRIX,1
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ALEMÁN,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,4
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,CLAUDIO ROBERTO MARTINI-ME,2
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,EDITORA G. GILI LTDA,4
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,EDITORA WMF MARTINS FONTES,4
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,FUNDACAO BIENAL DE ARTES VISUAIS DO MERCOSUL,3
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,SERVICOS SOCIAL DO COMERCIO,5
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,FRANCÉS,COSAC & NAIFY EDICOES LTDA,9
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,FRANCÉS,EMPRESA FOLHA DA MANHA S.A.,19
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,FRANCÉS,L&PM EDITORES,3
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,FRANCÉS,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,2
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,FRANCÉS,UNIVERSIDADE ESTADUAL DE CAMPINAS,2
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,HÚNGARO,COSAC & NAIFY EDICOES LTDA,2
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,BOOKMAN COMPANHIA EDITORA LTDA,19
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,COSAC & NAIFY EDICOES LTDA,22
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,EDITORA G. GILI LTDA,17
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,JAPORAMA EDITORA E COMUNICACAO,19
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,10
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ITALIANO,ATELIE EDITORIAL LTDA-ME,2
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ITALIANO,"E REALIZACOES EDITORA, LIVRARIA E DISTRIBUIDORA LTDA",1
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ITALIANO,EDITORA G. GILI LTDA,2
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ITALIANO,EMPRESA FOLHA DA MANHA S.A.,21
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,ITALIANO,MYTHOS EDITORA LTDA,2
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,JAPONÉS,GRUPO PANINI,1
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,JAPONÉS,JAPORAMA EDITORA E COMUNICACAO,118
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,JAPONÉS,L&PM EDITORES,7
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,JAPONÉS,NEW POP EDITORA LTDA-ME,18
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,JAPONÉS,NOVA SAMPA EDITORA DIRETRIZ LTDA,8
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,BOOKMAN COMPANHIA EDITORA LTDA,6
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,COSAC & NAIFY EDICOES LTDA,4
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EMPRESA FOLHA DA MANHA S.A.,5
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,IRMAOS VITALE S.A INDUSTRIA E COMERCIO,6
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,JAPORAMA EDITORA E COMUNICACAO,20
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,POLACO,COSAC & NAIFY EDICOES LTDA,1
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,POLACO,OMNIRA ASSESSORIA E SERVICOS EM EDITORACAO LTDA,1
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,PORTUGUÉS,ASSOCIACAO PINACOTECA ARTE  E CULTURA - APAC,5
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,PORTUGUÉS,COMUNIQUE EDITORIAL LTDA,5
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,PORTUGUÉS,COSAC & NAIFY EDICOES LTDA,4
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,PORTUGUÉS,EDICIONES COSTENAS LTDA-EPP,6
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,PORTUGUÉS,EDITORA DE LIVROS COBOGO LTDA,4
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,SUECO,COSAC & NAIFY EDICOES LTDA,1
Brasil,2013,800 - Literatura y retórica,ALEMÁN,COSAC & NAIFY EDICOES LTDA,11
Brasil,2013,800 - Literatura y retórica,ALEMÁN,EDITORA ESFERA LTDA,4
Brasil,2013,800 - Literatura y retórica,ALEMÁN,EDITORA PAZ E TERRA S/A,4
Brasil,2013,800 - Literatura y retórica,ALEMÁN,SABER E LER EDITORA LTDA - EPP,5
Brasil,2013,800 - Literatura y retórica,ALEMÁN,SDS EDITORA DE LIVROS EIRELI,10
Brasil,2013,800 - Literatura y retórica,CATALÁN,LRV EDICOES LTDA-ME,3
Brasil,2013,800 - Literatura y retórica,CHINO,COSAC & NAIFY EDICOES LTDA,1
Brasil,2013,800 - Literatura y retórica,CHINO,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),1
Brasil,2013,800 - Literatura y retórica,ESLOVACO,EDITORA OBJETIVA LTDA,1
Brasil,2013,800 - Literatura y retórica,ESPAÑOL,COSAC & NAIFY EDICOES LTDA,19
Brasil,2013,800 - Literatura y retórica,ESPAÑOL,EDITORA OBJETIVA LTDA,18
Brasil,2013,800 - Literatura y retórica,ESPAÑOL,GRUPO SM,16
Brasil,2013,800 - Literatura y retórica,ESPAÑOL,LIVROS DA MATRIZ EDITORA E PRODUCOES EDITORIAIS LTDA,18
Brasil,2013,800 - Literatura y retórica,ESPAÑOL,TUVA EDITORA LTDA,23
Brasil,2013,800 - Literatura y retórica,ESTONIO,LRV EDICOES LTDA-ME,1
Brasil,2013,800 - Literatura y retórica,FINÉS,EDITORA MECA LTDA,4
Brasil,2013,800 - Literatura y retórica,FINÉS,EDITORA ORIGINAL LTDA-EPP,1
Brasil,2013,800 - Literatura y retórica,FRANCÉS,ATELIE EDITORIAL LTDA-ME,10
Brasil,2013,800 - Literatura y retórica,FRANCÉS,COSAC & NAIFY EDICOES LTDA,23
Brasil,2013,800 - Literatura y retórica,FRANCÉS,GRUPO SM,14
Brasil,2013,800 - Literatura y retórica,FRANCÉS,L&PM EDITORES,16
Brasil,2013,800 - Literatura y retórica,FRANCÉS,LIBRIS EDITORA LTDA.,14
Brasil,2013,800 - Literatura y retórica,GEORGIANO,EDITORA ESFERA LTDA,1
Brasil,2013,800 - Literatura y retórica,GEORGIANO,EDITORA PULO DO GATO LTDA,1
Brasil,2013,800 - Literatura y retórica,GRIEGO,ATELIE EDITORIAL LTDA-ME,1
Brasil,2013,800 - Literatura y retórica,GRIEGO,COSAC & NAIFY EDICOES LTDA,2
Brasil,2013,800 - Literatura y retórica,GRIEGO,DIFUSAO CULTURAL DO LIVRO LTDA,1
Brasil,2013,800 - Literatura y retórica,GRIEGO,EDITORA PENSAMENTO-CULTRIX,3
Brasil,2013,800 - Literatura y retórica,GRIEGO,L&PM EDITORES,2
Brasil,2013,800 - Literatura y retórica,HEBREO,EDITORA OBJETIVA LTDA,1
Brasil,2013,800 - Literatura y retórica,HEBREO,EDITORA SCHWARCZ,3
Brasil,2013,800 - Literatura y retórica,HEBREO,GRUPO SM,1
Brasil,2013,800 - Literatura y retórica,HEBREO,SANTOS E SANTOS EDITORA E ESTUDIO GRAFICO LTDA-ME,1
Brasil,2013,800 - Literatura y retórica,HÚNGARO,ALAUDE EDITORIAL LTDA,2
Brasil,2013,800 - Literatura y retórica,HÚNGARO,COSAC & NAIFY EDICOES LTDA,4
Brasil,2013,800 - Literatura y retórica,INGLÉS,DIFUSAO CULTURAL DO LIVRO LTDA,160
Brasil,2013,800 - Literatura y retórica,INGLÉS,EDITORA BEST SELLER,159
Brasil,2013,800 - Literatura y retórica,INGLÉS,EDITORA INTRINSECA,140
Brasil,2013,800 - Literatura y retórica,INGLÉS,EDITORA SCHWARCZ,147
Brasil,2013,800 - Literatura y retórica,INGLÉS,EDITORA TECMEDD LTDA,142
Brasil,2013,800 - Literatura y retórica,ISLANDÉS,EDITORA SCHWARCZ,1
Brasil,2013,800 - Literatura y retórica,ITALIANO,COSAC & NAIFY EDICOES LTDA,6
Brasil,2013,800 - Literatura y retórica,ITALIANO,EDITORA OBJETIVA LTDA,7
Brasil,2013,800 - Literatura y retórica,ITALIANO,LIBRIS EDITORA LTDA.,17
Brasil,2013,800 - Literatura y retórica,ITALIANO,TRIBOS EDITORA E DISTRIBUIDORA DE LIVROS LTDA - ME,5
Brasil,2013,800 - Literatura y retórica,ITALIANO,TUVA EDITORA LTDA,15
Brasil,2013,800 - Literatura y retórica,JAPONÉS,BERLENDIS & VERTECCHIA EDITORES LTDA,3
Brasil,2013,800 - Literatura y retórica,JAPONÉS,COSAC & NAIFY EDICOES LTDA,2
Brasil,2013,800 - Literatura y retórica,JAPONÉS,EDITORA BEST SELLER,1
Brasil,2013,800 - Literatura y retórica,JAPONÉS,EDITORA OBJETIVA LTDA,6
Brasil,2013,800 - Literatura y retórica,LATÍN,EDITORA WMF MARTINS FONTES,1
Brasil,2013,800 - Literatura y retórica,LATÍN,L&PM EDITORES,1
Brasil,2013,800 - Literatura y retórica,LATÍN,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),1
Brasil,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,BLU EDITORA LTDA-ME,29
Brasil,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,CENTRO DIFUSOR DE CULTURA LTDA,29
Brasil,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,DIFUSAO CULTURAL DO LIVRO LTDA,21
Brasil,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORA SCHWARCZ,22
Brasil,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,SARAIVA SA LIVREIROS EDITORES,43
Brasil,2013,800 - Literatura y retórica,NEERLANDÉS,COSAC & NAIFY EDICOES LTDA,1
Brasil,2013,800 - Literatura y retórica,NEERLANDÉS,EDITORA ILUMINURAS LTDA,2
Brasil,2013,800 - Literatura y retórica,NEERLANDÉS,EDITORA PULO DO GATO LTDA,2
Brasil,2013,800 - Literatura y retórica,NORUEGO,CALLIS EDITORA LTDA,1
Brasil,2013,800 - Literatura y retórica,NORUEGO,DBA DOREA BOOKS AND ART ARTES GRAFICAS LTDA,1
Brasil,2013,800 - Literatura y retórica,NORUEGO,EDITORA SCHWARCZ,2
Brasil,2013,800 - Literatura y retórica,NORUEGO,GERACAO EDITORIAL,1
Brasil,2013,800 - Literatura y retórica,NORUEGO,L&PM EDITORES,1
Brasil,2013,800 - Literatura y retórica,POLACO,ARTE PUBLICACOES E GRAVACOES LTDA. ME,1
Brasil,2013,800 - Literatura y retórica,POLACO,COSAC & NAIFY EDICOES LTDA,2
Brasil,2013,800 - Literatura y retórica,PORTUGUÉS,AAATCHIM! EDITORIAL LTDA,13
Brasil,2013,800 - Literatura y retórica,PORTUGUÉS,CENTRO DIFUSOR DE CULTURA LTDA,17
Brasil,2013,800 - Literatura y retórica,PORTUGUÉS,EDITORA DUBOLSINHO LTDA,24
Brasil,2013,800 - Literatura y retórica,PORTUGUÉS,ENSINAMENTO EDITORA LTDA,12
Brasil,2013,800 - Literatura y retórica,PORTUGUÉS,RHJ LIVROS LTDA,12
Brasil,2013,800 - Literatura y retórica,RUMANO,COSAC & NAIFY EDICOES LTDA,2
Brasil,2013,800 - Literatura y retórica,RUSO,CARLOS RAFAEL LONGO DE SOUZA - ME,1
Brasil,2013,800 - Literatura y retórica,RUSO,COSAC & NAIFY EDICOES LTDA,18
Brasil,2013,800 - Literatura y retórica,RUSO,GRUPO SM,2
Brasil,2013,800 - Literatura y retórica,RUSO,L&PM EDITORES,3
Brasil,2013,800 - Literatura y retórica,RUSO,PUBLICACOES MERCURYO NOVO TEMPO LTDA,2
Brasil,2013,800 - Literatura y retórica,SUECO,CALLIS EDITORA LTDA,3
Brasil,2013,800 - Literatura y retórica,SUECO,EDITORA GLOBO S/A,1
Brasil,2013,800 - Literatura y retórica,SUECO,SARAIVA SA LIVREIROS EDITORES,5
Brasil,2013,800 - Literatura y retórica,TURCO,EDITORA SCHWARCZ,4
Brasil,2013,800 - Literatura y retórica,ÁRABE,EDITORA GLOBO S/A,4
Brasil,2013,800 - Literatura y retórica,ÁRABE LIBANÉS,EDITORA SCHWARCZ,1
Brasil,2013,900 - Geografía e historia,ALEMÁN,AUTENTICA EDITORA,4
Brasil,2013,900 - Geografía e historia,ALEMÁN,EDITORA OBJETIVA LTDA,2
Brasil,2013,900 - Geografía e historia,ALEMÁN,EDITORA SCHWARCZ,2
Brasil,2013,900 - Geografía e historia,ALEMÁN,SOCIEDADE DE EDUCACAO E ASSISTENCIA SOCIAL,7
Brasil,2013,900 - Geografía e historia,ALEMÁN,UNIVERSIDADE DE SAO PAULO,2
Brasil,2013,900 - Geografía e historia,CATALÁN,INSTITUTO BRASILEIRO DE FILOSOFIA E CIENCIA RAI LU,2
Brasil,2013,900 - Geografía e historia,CHINO,EDITORA SCHWARCZ,2
