PAIS,ANO,DEWEY PRINCIPAL,IDIOMA DE ORIGEN,EDITORIAL,CANTIDAD
Argentina,2012,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,1
Argentina,2012,0 - Generalidades,LENGUA NO DETERMINADA,ESENCIA,3
Argentina,2012,0 - Generalidades,LENGUA NO DETERMINADA,GRANICA,1
Argentina,2012,0 - Generalidades,LENGUA NO DETERMINADA,GRUPO PAIDOS,1
Argentina,2012,0 - Generalidades,LENGUA NO DETERMINADA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2012,100 - Filosofía y psicología,LENGUA NO DETERMINADA,CACTUS,4
Argentina,2012,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,20
Argentina,2012,100 - Filosofía y psicología,LENGUA NO DETERMINADA,FONDO DE CULTURA ECONOMICA MEXICO,7
Argentina,2012,100 - Filosofía y psicología,LENGUA NO DETERMINADA,GRUPO PAIDOS,17
Argentina,2012,100 - Filosofía y psicología,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,7
Argentina,2012,200 - Religión,LENGUA NO DETERMINADA,ANTROPOSOFICA,15
Argentina,2012,200 - Religión,LENGUA NO DETERMINADA,ASOCIACION BUDISTA - IBPS ARGENTINA,6
Argentina,2012,200 - Religión,LENGUA NO DETERMINADA,BNEI SHOLEM,7
Argentina,2012,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,89
Argentina,2012,200 - Religión,LENGUA NO DETERMINADA,PENIEL,31
Argentina,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,ANTROPOSOFICA,6
Argentina,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL GUADAL,8
Argentina,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,GRUPO PAIDOS,17
Argentina,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,11
Argentina,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,UNIVERSIDAD DE PALERMO - UP,8
Argentina,2012,400 - Lenguas,LENGUA NO DETERMINADA,AZ EDITORA S.A.,3
Argentina,2012,400 - Lenguas,LENGUA NO DETERMINADA,DEL CALDERON,1
Argentina,2012,400 - Lenguas,LENGUA NO DETERMINADA,ESENCIA,4
Argentina,2012,400 - Lenguas,LENGUA NO DETERMINADA,GALERNA,1
Argentina,2012,400 - Lenguas,LENGUA NO DETERMINADA,LOSADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,ANTROPOSOFICA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,CATAPULTA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,DE LA CAMPANA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,GRUPO PAIDOS,3
Argentina,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,ANTROPOSOFICA,8
Argentina,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL MEDICA PANAMERICANA,12
Argentina,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,GRUPO PAIDOS,9
Argentina,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,INTER-MEDICA,6
Argentina,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,READER'S DIGEST ARGENTINA S.R.L.,4
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,CATAPULTA,23
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,CYPRES,9
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL GUADAL,16
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,OVNI PRESS,41
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,PLANETA DE AGOSTINI,6
Argentina,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL GUADAL,79
Argentina,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,138
Argentina,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,ESENCIA,104
Argentina,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,LOSADA,42
Argentina,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,V & R EDITORAS S.A.,49
Argentina,2012,900 - Geografía e historia,LENGUA NO DETERMINADA,ANTROPOSOFICA,7
Argentina,2012,900 - Geografía e historia,LENGUA NO DETERMINADA,CATAPULTA,2
Argentina,2012,900 - Geografía e historia,LENGUA NO DETERMINADA,EDICION DEL AUTOR,2
Argentina,2012,900 - Geografía e historia,LENGUA NO DETERMINADA,GRUPO PAIDOS,7
Argentina,2012,900 - Geografía e historia,LENGUA NO DETERMINADA,TUSQUETS EDITORES,4
Argentina,2012,SIN IDENTIFICAR,LENGUA NO DETERMINADA,ASOCIACION BUDISTA - IBPS ARGENTINA,1
Argentina,2012,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL GUADAL,2
Argentina,2012,SIN IDENTIFICAR,LENGUA NO DETERMINADA,WINOGRAD,1
Argentina,2013,0 - Generalidades,LENGUA NO DETERMINADA,ASOCIACION EDUCACIONISTA ARGENTINA,2
Argentina,2013,0 - Generalidades,LENGUA NO DETERMINADA,EDICIONES GRANICA S.A.,1
Argentina,2013,0 - Generalidades,LENGUA NO DETERMINADA,GRUPO PAIDOS,2
Argentina,2013,0 - Generalidades,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,1
Argentina,2013,100 - Filosofía y psicología,LENGUA NO DETERMINADA,AMORRORTU EDITORES S.A.,10
Argentina,2013,100 - Filosofía y psicología,LENGUA NO DETERMINADA,GRUPAL LOGISTICA Y DISTRIBUIDORA S.A.,11
Argentina,2013,100 - Filosofía y psicología,LENGUA NO DETERMINADA,GRUPO PAIDOS,13
Argentina,2013,100 - Filosofía y psicología,LENGUA NO DETERMINADA,"IRES, PABLO ARIEL",6
Argentina,2013,100 - Filosofía y psicología,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,30
Argentina,2013,200 - Religión,LENGUA NO DETERMINADA,ASOCIACION BUDISTA - IBPS ARGENTINA,6
Argentina,2013,200 - Religión,LENGUA NO DETERMINADA,ASOCIACION CIVIL PERSPECTIVAS BET MIDRASH,5
Argentina,2013,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,85
Argentina,2013,200 - Religión,LENGUA NO DETERMINADA,"GARCIA, RUFINO",14
Argentina,2013,200 - Religión,LENGUA NO DETERMINADA,PRODUCCIONES PENIEL S.R.L.,29
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,CATAPULTA CHILDREN ENTERTAINMENT S.A.,5
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,"GIANNA, SERGIO DANIEL",6
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,GRUPO ILHSA S.A.,5
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,GRUPO PAIDOS,9
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,6
Argentina,2013,400 - Lenguas,LENGUA NO DETERMINADA,AMORRORTU EDITORES S.A.,2
Argentina,2013,400 - Lenguas,LENGUA NO DETERMINADA,AZ EDITORA S.A.,3
Argentina,2013,400 - Lenguas,LENGUA NO DETERMINADA,"BALLARINI, STELLA MARYS SERVICIO TECNICO PROFESIONAL",1
Argentina,2013,400 - Lenguas,LENGUA NO DETERMINADA,DEDALUS EDITORES,2
Argentina,2013,400 - Lenguas,LENGUA NO DETERMINADA,V & R EDITORAS S.A.,2
Argentina,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,"CAMPANARO, RAUL ALEJANDRO",1
Argentina,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,"GARCIA, RUFINO",1
Argentina,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,GRUPO PAIDOS,2
Argentina,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,PLOW S.R.L.,5
Argentina,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,TUSQUETS EDITORES,4
Argentina,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,ANEJO PRODUCCIONES,7
Argentina,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDICIONES CONTINENTE S.R.L.,4
Argentina,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDICIONES LEA,3
Argentina,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL INTER-MEDICA S.A.,3
Argentina,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,GABA S.R.L.,4
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,CATAPULTA CHILDREN ENTERTAINMENT S.A.,36
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL GUADAL,14
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,GRUPO PAIDOS,5
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,GRUPO PLANETA,28
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,V & R EDITORAS S.A.,6
Argentina,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,GRUPO PLANETA,49
Argentina,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,LA BESTIA EQUILATERA S.R.L.,23
Argentina,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,LOSADA S.A.,28
Argentina,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,TUSQUETS EDITORES,44
Argentina,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,V & R EDITORAS S.A.,74
Argentina,2013,900 - Geografía e historia,LENGUA NO DETERMINADA,ASOCIACION CIVIL CENTRO DE ESTUDIOS E INVESTIGACION EN CIENCIAS SOCIALES - CEICS,4
Argentina,2013,900 - Geografía e historia,LENGUA NO DETERMINADA,EDHASA S.A.,4
Argentina,2013,900 - Geografía e historia,LENGUA NO DETERMINADA,"GARGIULO, FEDERICO EZEQUIEL",6
Argentina,2013,900 - Geografía e historia,LENGUA NO DETERMINADA,GRUPO PAIDOS,8
Argentina,2013,900 - Geografía e historia,LENGUA NO DETERMINADA,TUSQUETS EDITORES,7
Argentina,2013,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDICIONES MANANTIAL S.R.L.,1
Argentina,2013,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL INTER-MEDICA S.A.,1
Argentina,2013,SIN IDENTIFICAR,LENGUA NO DETERMINADA,FUNDACION LUCIS,1
Argentina,2013,SIN IDENTIFICAR,LENGUA NO DETERMINADA,"GARCIA, RUFINO",1
Argentina,2013,SIN IDENTIFICAR,LENGUA NO DETERMINADA,"TORRES, CARLOS",2
Argentina,2014,0 - Generalidades,LENGUA NO DETERMINADA,RH MONDADORI,1
Argentina,2014,0 - Generalidades,LENGUA NO DETERMINADA,SUDPOL,1
Argentina,2014,0 - Generalidades,LENGUA NO DETERMINADA,TUSQUETS EDITORES,1
Argentina,2014,100 - Filosofía y psicología,LENGUA NO DETERMINADA,AMORRORTU EDITORES S.A.,21
Argentina,2014,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDICION DEL AUTOR,7
Argentina,2014,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDICIONES CONTINENTE S.R.L.,22
Argentina,2014,100 - Filosofía y psicología,LENGUA NO DETERMINADA,RH MONDADORI,25
Argentina,2014,100 - Filosofía y psicología,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,16
Argentina,2014,200 - Religión,LENGUA NO DETERMINADA,ASOCIACION ISRAELITA BNEI SHOLEM,13
Argentina,2014,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL PENIEL,19
Argentina,2014,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,55
Argentina,2014,200 - Religión,LENGUA NO DETERMINADA,"GARCIA, RUFINO",22
Argentina,2014,200 - Religión,LENGUA NO DETERMINADA,THE BHAKTIVEDANTA BOOK TRUST ARGENTINA,15
Argentina,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,AMORRORTU EDITORES S.A.,3
Argentina,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,CATAPULTA CHILDREN ENTERTAINMENT S.A.,9
Argentina,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDHASA S.A.,3
Argentina,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,RH MONDADORI,5
Argentina,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,34
Argentina,2014,400 - Lenguas,LENGUA NO DETERMINADA,EDICIONES AKAL,1
Argentina,2014,400 - Lenguas,LENGUA NO DETERMINADA,GRUPO SANTILLANA,1
Argentina,2014,400 - Lenguas,LENGUA NO DETERMINADA,INTERZONA EDITORA S.A.,1
Argentina,2014,400 - Lenguas,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,4
Argentina,2014,400 - Lenguas,LENGUA NO DETERMINADA,UNIVERSIDAD NACIONAL DE FORMOSA,2
Argentina,2014,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,BARCELBAIRES EDICIONES S.A.,1
Argentina,2014,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,CONTRATIEMPO EDICIONES,1
Argentina,2014,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,MINERA ALUMBRERA LIMITED,2
Argentina,2014,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,2
Argentina,2014,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,TUSQUETS EDITORES,2
Argentina,2014,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,ANEJO PRODUCCIONES,18
Argentina,2014,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL INTER-MEDICA S.A.,5
Argentina,2014,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL MEDICA PANAMERICANA,10
Argentina,2014,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,JOSE LUIS Y SILVIA CINALLI EDITORES,6
Argentina,2014,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,V & R EDITORAS S.A.,8
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,ADRIANA HIDALGO EDITORA,4
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,ASUNTO IMPRESO S.R.L.,5
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,CATAPULTA CHILDREN ENTERTAINMENT S.A.,37
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,RH MONDADORI,16
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,V & R EDITORAS S.A.,14
Argentina,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL LOSADA,31
Argentina,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,GRUPO SANTILLANA,62
Argentina,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,RH MONDADORI,159
Argentina,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,TUSQUETS EDITORES,32
Argentina,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,V & R EDITORAS S.A.,55
Argentina,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,EDHASA S.A.,3
Argentina,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL EL ATENEO,10
Argentina,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,RH MONDADORI,7
Argentina,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,3
Argentina,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,SUDPOL,4
Argentina,2014,SIN IDENTIFICAR,LENGUA NO DETERMINADA,CYPRES S.A.,6
Argentina,2014,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDICIONES DE LA MIRANDOLA,4
Argentina,2014,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,3
Argentina,2014,SIN IDENTIFICAR,LENGUA NO DETERMINADA,GRUPO SANTILLANA,6
Argentina,2014,SIN IDENTIFICAR,LENGUA NO DETERMINADA,RH MONDADORI,30
Argentina,2015,0 - Generalidades,LENGUA NO DETERMINADA,AMPERSAND,1
Argentina,2015,0 - Generalidades,LENGUA NO DETERMINADA,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2015,0 - Generalidades,LENGUA NO DETERMINADA,EL ATENEO,1
Argentina,2015,0 - Generalidades,LENGUA NO DETERMINADA,GOBIERNO DE LA CIUDAD  AUTONOMA DE BUENOS AIRES,1
Argentina,2015,0 - Generalidades,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,3
Argentina,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,AMORRORTU,7
Argentina,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,CONTINENTE,10
Argentina,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EGODOT ARGENTINA,10
Argentina,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EKUMENE-COMENIUS CULTURAL CENTER,7
Argentina,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,30
Argentina,2015,200 - Religión,LENGUA NO DETERMINADA,AGAPE LIBROS,4
Argentina,2015,200 - Religión,LENGUA NO DETERMINADA,ASOCIACION CASA EDITORA SUDAMERICANA,70
Argentina,2015,200 - Religión,LENGUA NO DETERMINADA,CIUDAD NUEVA,7
Argentina,2015,200 - Religión,LENGUA NO DETERMINADA,CONTINENTE,8
Argentina,2015,200 - Religión,LENGUA NO DETERMINADA,PENIEL,14
Argentina,2015,300 - Ciencias sociales,LENGUA NO DETERMINADA,CATAPULTA,13
Argentina,2015,300 - Ciencias sociales,LENGUA NO DETERMINADA,DEBATE,6
Argentina,2015,300 - Ciencias sociales,LENGUA NO DETERMINADA,EKUMENE-COMENIUS CULTURAL CENTER,7
Argentina,2015,300 - Ciencias sociales,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,10
Argentina,2015,300 - Ciencias sociales,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,28
Argentina,2015,400 - Lenguas,LENGUA NO DETERMINADA,ASOCIACION CIVIL LETRA LATINOAMERICANOS EN TRADUCCION Y ALFABETIZACION,1
Argentina,2015,400 - Lenguas,LENGUA NO DETERMINADA,COLIHUE 950-563,1
Argentina,2015,400 - Lenguas,LENGUA NO DETERMINADA,CONTINENTE,3
Argentina,2015,400 - Lenguas,LENGUA NO DETERMINADA,DOCENCIA,1
Argentina,2015,400 - Lenguas,LENGUA NO DETERMINADA,EL ATENEO,3
Argentina,2015,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,BNEI SHOLEM,1
Argentina,2015,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EL ATENEO,3
Argentina,2015,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,GRUPO PLANETA,3
Argentina,2015,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,"MINERA ALUMBRERA LIMITED, ARGENTINA",3
Argentina,2015,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,UNIVERSIDAD ADVENTISTA DEL PLATA,2
Argentina,2015,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,ALBATROS,2
Argentina,2015,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,ANEJO PRODUCCIONES,11
Argentina,2015,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL MEDICA PANAMERICANA,6
Argentina,2015,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,GRUPO PLANETA,4
Argentina,2015,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,JOURNAL,3
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,CATAPULTA,10
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EL ATENEO,7
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,22
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,PENSAR POKER,14
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,V&R,7
Argentina,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,EL ATENEO,21
Argentina,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,GRUPO PLANETA,56
Argentina,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,LOSADA,40
Argentina,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,253
Argentina,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,V&R,69
Argentina,2015,900 - Geografía e historia,LENGUA NO DETERMINADA,DEBATE,4
Argentina,2015,900 - Geografía e historia,LENGUA NO DETERMINADA,DEL NUEVO EXTREMO,3
Argentina,2015,900 - Geografía e historia,LENGUA NO DETERMINADA,EL ATENEO,15
Argentina,2015,900 - Geografía e historia,LENGUA NO DETERMINADA,GRUPO PLANETA,14
Argentina,2015,900 - Geografía e historia,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,5
Argentina,2016,0 - Generalidades,FRANCÉS,CONFEDERACION ESPIRITISTA ARGENTINA,1
Argentina,2016,0 - Generalidades,FRANCÉS,EDHASA,1
Argentina,2016,0 - Generalidades,FRANCÉS,GRUPO PLANETA,1
Argentina,2016,0 - Generalidades,FRANCÉS,NULU BONSAI EDITORA,1
Argentina,2016,0 - Generalidades,INGLÉS,ASOCIACION MUSEO EVITA,2
Argentina,2016,0 - Generalidades,INGLÉS,CERTEZA ARGENTINA,1
Argentina,2016,0 - Generalidades,INGLÉS,GRUPO PLANETA,2
Argentina,2016,0 - Generalidades,INGLÉS,LOSADA,1
Argentina,2016,0 - Generalidades,INGLÉS,PENGUIN RANDOM HOUSE,2
Argentina,2016,0 - Generalidades,JAPONÉS,POSTALES JAPONESAS EDITORA,1
Argentina,2016,0 - Generalidades,NEERLANDÉS,EL CUENCO DE PLATA,1
Argentina,2016,0 - Generalidades,NEERLANDÉS,ETERNA CADENCIA,1
Argentina,2016,0 - Generalidades,NEERLANDÉS,PROMETEO EDITORES,1
Argentina,2016,0 - Generalidades,POLACO,EL CUENCO DE PLATA,1
Argentina,2016,0 - Generalidades,POLACO,HORIZONTES BALDIO,1
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,CACTUS,4
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,CAPITAL INTELECTUAL,6
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,EL CUENCO DE PLATA,3
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,GRUPO PLANETA,8
Argentina,2016,100 - Filosofía y psicología,FRANCÉS,PROMETEO EDITORES,6
Argentina,2016,100 - Filosofía y psicología,GRIEGO MODERNO,GRADIFCO,1
Argentina,2016,100 - Filosofía y psicología,GRIEGO MODERNO,LOSADA,1
Argentina,2016,100 - Filosofía y psicología,INGLÉS,CONTINENTE,5
Argentina,2016,100 - Filosofía y psicología,INGLÉS,EGODOT ARGENTINA,5
Argentina,2016,100 - Filosofía y psicología,INGLÉS,FUNDACION LUCIS,4
Argentina,2016,100 - Filosofía y psicología,INGLÉS,GRUPO PLANETA,3
Argentina,2016,100 - Filosofía y psicología,INGLÉS,PROMETEO EDITORES,4
Argentina,2016,100 - Filosofía y psicología,ITALIANO,ADRIANA HIDALGO EDITORA,4
Argentina,2016,100 - Filosofía y psicología,ITALIANO,COMUNA SOCIALISTA,1
Argentina,2016,100 - Filosofía y psicología,ITALIANO,CONTINENTE,1
Argentina,2016,100 - Filosofía y psicología,ITALIANO,CRUCE CASA EDITORA,1
Argentina,2016,100 - Filosofía y psicología,ITALIANO,GORLA,1
Argentina,2016,100 - Filosofía y psicología,LATÍN,LAS CUARENTA,1
Argentina,2016,100 - Filosofía y psicología,LENGUA NO DETERMINADA,GRUPO PLANETA,4
Argentina,2016,100 - Filosofía y psicología,LENGUA NO DETERMINADA,RYR,1
Argentina,2016,100 - Filosofía y psicología,NEERLANDÉS,AGEBE,2
Argentina,2016,100 - Filosofía y psicología,NEERLANDÉS,ALMA LEPIK,1
Argentina,2016,100 - Filosofía y psicología,NEERLANDÉS,ANTROPOSOFICA,2
Argentina,2016,100 - Filosofía y psicología,NEERLANDÉS,CACTUS,1
Argentina,2016,100 - Filosofía y psicología,NEERLANDÉS,DOROTHEA,2
Argentina,2016,100 - Filosofía y psicología,PORTUGUÉS,CONFEDERACION ESPIRITISTA ARGENTINA,1
Argentina,2016,100 - Filosofía y psicología,PORTUGUÉS,GRAMA EDICIONES,1
Argentina,2016,200 - Religión,COREANO,DANIEL ALBERTO ESTRADA,1
Argentina,2016,200 - Religión,FRANCÉS,AGAPE LIBROS,2
Argentina,2016,200 - Religión,FRANCÉS,CANAAN EDITORIAL,1
Argentina,2016,200 - Religión,FRANCÉS,RIO RECONQUISTA,7
Argentina,2016,200 - Religión,FRANCÉS,SAN BENITO,1
Argentina,2016,200 - Religión,GRIEGO MODERNO,PENGUIN RANDOM HOUSE,1
Argentina,2016,200 - Religión,HEBREO,KETER TORA,1
Argentina,2016,200 - Religión,INGLÉS,ASOCIACION CASA EDITORA SUDAMERICANA,50
Argentina,2016,200 - Religión,INGLÉS,BNEI SHOLEM,7
Argentina,2016,200 - Religión,INGLÉS,CONTINENTE,4
Argentina,2016,200 - Religión,INGLÉS,PENIEL,11
Argentina,2016,200 - Religión,INGLÉS,SENORA PORTENA,5
Argentina,2016,200 - Religión,ITALIANO,CIUDAD NUEVA,1
Argentina,2016,200 - Religión,ITALIANO,DE LA INMACULADA,1
Argentina,2016,200 - Religión,ITALIANO,DEL ALCAZAR,1
Argentina,2016,200 - Religión,ITALIANO,PENGUIN RANDOM HOUSE,1
Argentina,2016,200 - Religión,LENGUA NO DETERMINADA,ASOCIACION CASA EDITORA SUDAMERICANA,2
Argentina,2016,200 - Religión,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,1
Argentina,2016,200 - Religión,NEERLANDÉS,AGAPE LIBROS,1
Argentina,2016,200 - Religión,NEERLANDÉS,FUNDACION ROSACRUZ,1
Argentina,2016,200 - Religión,PORTUGUÉS,ASOCIACION CASA EDITORA SUDAMERICANA,25
Argentina,2016,200 - Religión,PORTUGUÉS,GRUPO PLANETA,1
Argentina,2016,200 - Religión,ÁRABE,"CALLE, MARIANO RICARDO",1
Argentina,2016,300 - Ciencias sociales,CHINO,EUDEBA,2
Argentina,2016,300 - Ciencias sociales,CHINO,QUADRATA,1
Argentina,2016,300 - Ciencias sociales,CHINO,RODRIGO RUFAIL,1
