PAIS,ANO,DEWEY PRINCIPAL,TRADUCCIÓN,EDITORIAL,CANTIDAD
Chile,2024,200 - Religión,NO,EDITORIAL NUEVA PATRIS SPA,9
Chile,2024,200 - Religión,NO,PIA SOCIEDAD DE SAN PABLO,10
Chile,2024,200 - Religión,NO,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,8
Chile,2024,200 - Religión,NO,UNIVERSIDAD ALBERTO HURTADO,6
Chile,2024,200 - Religión,NO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,6
Chile,2024,200 - Religión,SÍ,"ALEFSEN DE BOISREDON DASSIER, HUBERT MARIE LOUIS",1
Chile,2024,200 - Religión,SÍ,COMERCIAL SHIFT LIMITADA,1
Chile,2024,200 - Religión,SÍ,EDITORIAL APOLOS,1
Chile,2024,200 - Religión,SÍ,"MUNOZ GIAMPAOLI, WIARLY SORAYA",5
Chile,2024,200 - Religión,SÍ,"PRADO SILVA, ANTONY MANUEL",2
Chile,2024,300 - Ciencias sociales,NO,EDITORIAL HAMMURABI,61
Chile,2024,300 - Ciencias sociales,NO,GRUPO PLANETA,123
Chile,2024,300 - Ciencias sociales,NO,GRUPO SANTILLANA,147
Chile,2024,300 - Ciencias sociales,NO,GRUPO SM,89
Chile,2024,300 - Ciencias sociales,NO,LEGAL PUBLISHING CHILE,173
Chile,2024,300 - Ciencias sociales,SÍ,EDITORIAL SCHOENSTATT S.A.,4
Chile,2024,300 - Ciencias sociales,SÍ,FUNDACION PARA EL PROGRESO JEAN GUSTAVE COURCELLE-SENEUIL,3
Chile,2024,300 - Ciencias sociales,SÍ,GALILEO LIBROS LTDA.,6
Chile,2024,300 - Ciencias sociales,SÍ,JC SAEZ EDITOR SPA,6
Chile,2024,300 - Ciencias sociales,SÍ,LOM EDICIONES,5
Chile,2024,400  - Lenguas,NO,"CASTRO CORTES, FERNANDA JAVIERA",1
Chile,2024,400  - Lenguas,NO,EDICIONES CERRO HUELEN,1
Chile,2024,400  - Lenguas,NO,EDICIONES CONTRERAS Y ESCANDON LIMITADA,1
Chile,2024,400  - Lenguas,NO,EDITORIAL NASS PAPIER E.I.R.L.,1
Chile,2024,400  - Lenguas,NO,GRUPO SM,6
Chile,2024,400  - Lenguas,SÍ,UNIVERSIDAD CATOLICA DE TEMUCO,3
Chile,2024,400 - Lenguas,NO,"ARANGUREN PERAZA , GILBERTO NATIVIDAD",1
Chile,2024,400 - Lenguas,NO,"BARAHONA DURAN, MARIA ALBA",1
Chile,2024,400 - Lenguas,NO,EDICIONES TRICAHUE LTDA.,1
Chile,2024,400 - Lenguas,NO,EDICIONES UNIVERSIDAD DE CONCEPCION,1
Chile,2024,400 - Lenguas,NO,SERVICIOS FONOAUDIOLOGICOS Y EDUCATIVOS FONOPOCKET LIMITADA,2
Chile,2024,500 - Ciencias naturales y matemáticas,NO,GRUPO PLANETA,22
Chile,2024,500 - Ciencias naturales y matemáticas,NO,GRUPO SM,7
Chile,2024,500 - Ciencias naturales y matemáticas,NO,"ORREGO MARQUEZ, FABIOLA ALEJANDRA",9
Chile,2024,500 - Ciencias naturales y matemáticas,NO,UNIVERSIDAD AUTONOMA DE CHILE,7
Chile,2024,500 - Ciencias naturales y matemáticas,NO,UNIVERSITARIA S.A,12
Chile,2024,500 - Ciencias naturales y matemáticas,SÍ,AGUJA LITERARIA LIMITADA,1
Chile,2024,500 - Ciencias naturales y matemáticas,SÍ,GALILEO LIBROS LTDA.,12
Chile,2024,500 - Ciencias naturales y matemáticas,SÍ,"GLIGO VIEL, NICOLO EUGENIO",3
Chile,2024,500 - Ciencias naturales y matemáticas,SÍ,"NAVARRO GEZAN, ANDREA JAVIERA",2
Chile,2024,500 - Ciencias naturales y matemáticas,SÍ,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2
Chile,2024,600 - Tecnología (Ciencias aplicadas),NO,EDICIONES UNIVERSITARIAS DE LA UNIVERSIDAD CATOLICA DE VALPARAISO,16
Chile,2024,600 - Tecnología (Ciencias aplicadas),NO,GRUPO PLANETA,27
Chile,2024,600 - Tecnología (Ciencias aplicadas),NO,INSTITUTO FORESTAL,15
Chile,2024,600 - Tecnología (Ciencias aplicadas),NO,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,23
Chile,2024,600 - Tecnología (Ciencias aplicadas),NO,RED INTERNACIONAL DEL LIBRO,20
Chile,2024,600 - Tecnología (Ciencias aplicadas),SÍ,ARROBA LIBROS SPA,2
Chile,2024,600 - Tecnología (Ciencias aplicadas),SÍ,CANOPUS EDITORIAL DIGITAL S.P.A.,2
Chile,2024,600 - Tecnología (Ciencias aplicadas),SÍ,EDICIONES MIMESIS SPA,1
Chile,2024,600 - Tecnología (Ciencias aplicadas),SÍ,ENERGIA MARINA SPA,2
Chile,2024,600 - Tecnología (Ciencias aplicadas),SÍ,"MOBILIA, CAROLINA",2
Chile,2024,700 - Las Artes  Bellas artes y artes decorativas,NO,DOSTERCIOS SPA,8
Chile,2024,700 - Las Artes  Bellas artes y artes decorativas,NO,EDICIONES METALES PESADOS,6
Chile,2024,700 - Las Artes  Bellas artes y artes decorativas,NO,FERRERAS Y LICCI LIMITADA - VISUALES,11
Chile,2024,700 - Las Artes  Bellas artes y artes decorativas,NO,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,25
Chile,2024,700 - Las Artes  Bellas artes y artes decorativas,NO,RED HORSE SPA,42
Chile,2024,700 - Las Artes  Bellas artes y artes decorativas,SÍ,CLUB DE FANS SPA,2
Chile,2024,700 - Las Artes  Bellas artes y artes decorativas,SÍ,DOSTERCIOS SPA,1
Chile,2024,700 - Las Artes  Bellas artes y artes decorativas,SÍ,EDICIONES DE LAS VANGUARDIAS,1
Chile,2024,700 - Las Artes  Bellas artes y artes decorativas,SÍ,EDITORIAL CONTRAPUNTO LTDA.,3
Chile,2024,700 - Las Artes  Bellas artes y artes decorativas,SÍ,ENHORABUENA ESTUDIO LTDA.,1
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,NO,BIFURCACIONES LTDA.,6
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,NO,"CASTELLON MEDINA, CRISTINA ANDREA",9
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,NO,DOSTERCIOS SPA,8
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,NO,EDICIONES METALES PESADOS,14
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,NO,FUNDACION CENTRO CULTURAL PALACIO DE LA MONEDA,5
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,SÍ,ALMA NEGRA EDITORIAL SPA,1
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,SÍ,BIFURCACIONES LTDA.,3
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,SÍ,EDICIONES DE LA ESCUELA DE ARQUITECTURA Y DISENO DE LA PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,SÍ,EDICIONES METALES PESADOS,2
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,SÍ,EDITORIAL CONTRAPUNTO LTDA.,15
Chile,2024,800 - Literatura y retórica,NO,AUREA EDICIONES LIMITADA,124
Chile,2024,800 - Literatura y retórica,NO,GRUPO PLANETA,438
Chile,2024,800 - Literatura y retórica,NO,MARIA EUGENIA LORENZINI PIZARRO EDITORIAL E.I.R.L. - EDITORIAL FORJA,61
Chile,2024,800 - Literatura y retórica,NO,PENGUIN RANDOM HOUSE,367
Chile,2024,800 - Literatura y retórica,NO,TRAYECTO COMUNICACIONES,101
Chile,2024,800 - Literatura y retórica,SÍ,EDICIONES TRICAHUE LTDA.,19
Chile,2024,800 - Literatura y retórica,SÍ,EDICIONES URANO,11
Chile,2024,800 - Literatura y retórica,SÍ,EDITORIAL CONTRAPUNTO LTDA.,62
Chile,2024,800 - Literatura y retórica,SÍ,EDITORIAL TELURICA LIMITADA,12
Chile,2024,800 - Literatura y retórica,SÍ,LIBERTAD S.A.,69
Chile,2024,900 - Geografía e historia,NO,EDICIONES ON DEMAND SPA,9
Chile,2024,900 - Geografía e historia,NO,EDITORIAL COMPASS CHILE SPA,29
Chile,2024,900 - Geografía e historia,NO,GRUPO PLANETA,31
Chile,2024,900 - Geografía e historia,NO,LOM EDICIONES,14
Chile,2024,900 - Geografía e historia,NO,RED INTERNACIONAL DEL LIBRO,16
Chile,2024,900 - Geografía e historia,SÍ,CENTRO DE ESTUDIOS PUBLICOS FARO UDD,4
Chile,2024,900 - Geografía e historia,SÍ,DANIEL BRUHIN WEBER - CONFIN DEL MUNDO,4
Chile,2024,900 - Geografía e historia,SÍ,DISENO SOSTENIBLE SPA - EDICIONES LIBRO VERDE,4
Chile,2024,900 - Geografía e historia,SÍ,FONDO DE CULTURA ECONOMICA CHILE S.A.,3
Chile,2024,900 - Geografía e historia,SÍ,LOM EDICIONES,3
Chile,2025,0 - Generalidades,NO,GRUPO PLANETA,334
Chile,2025,0 - Generalidades,NO,PENGUIN RANDOM HOUSE,277
Chile,2025,0 - Generalidades,NO,PYM SPA,64
Chile,2025,0 - Generalidades,NO,TRAYECTO COMUNICACIONES,58
Chile,2025,0 - Generalidades,NO,UNIVERSIDAD CATOLICA DE TEMUCO,31
Chile,2025,0 - Generalidades,SÍ,"BAZAN DOMINGUEZ, RODRIGO HECTOR",2
Chile,2025,0 - Generalidades,SÍ,EDITORIAL UNIVERSIDAD DE SANTIAGO DE CHILE,2
Chile,2025,0 - Generalidades,SÍ,"KUFIR, ALENA",3
Chile,2025,0 - Generalidades,SÍ,LIBERTAD S.A.,16
Chile,2025,0 - Generalidades,SÍ,MIREYA MACHI MARTINEZ - IMBUK,4
Chile,2025,100 - Filosofía y psicología,NO,EDICIONES METALES PESADOS,10
Chile,2025,100 - Filosofía y psicología,NO,GRUPO PLANETA,90
Chile,2025,100 - Filosofía y psicología,NO,"MARTINEZ ALVAREZ, FELIPE IGNACIO",8
Chile,2025,100 - Filosofía y psicología,NO,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,9
Chile,2025,100 - Filosofía y psicología,NO,RED INTERNACIONAL DEL LIBRO,13
Chile,2025,100 - Filosofía y psicología,SÍ,EDICIONES UNIVERSITARIAS DE LA UNIVERSIDAD CATOLICA DE VALPARAISO,3
Chile,2025,100 - Filosofía y psicología,SÍ,EDITORIAL CONTRAPUNTO LTDA.,3
Chile,2025,100 - Filosofía y psicología,SÍ,FONDO DE CULTURA ECONOMICA CHILE S.A.,3
Chile,2025,100 - Filosofía y psicología,SÍ,IMPRESION GRAFICA Y PUBLICIDAD CAPITAN IGNACIO CARRERA PINTO LIMITADA,3
Chile,2025,100 - Filosofía y psicología,SÍ,UNIVERSITARIA S.A,4
Chile,2025,200 - Religión,NO,EDICIONES UNIVERSITARIAS DE LA UNIVERSIDAD CATOLICA DE VALPARAISO,4
Chile,2025,200 - Religión,NO,EDITORIAL NUEVA PATRIS SPA,7
Chile,2025,200 - Religión,NO,EDITORIAL PROMESA LIMITADA,4
Chile,2025,200 - Religión,NO,LIBRERIA CLAUDIA ANDREA INZUNZA RUBILAR,4
Chile,2025,200 - Religión,NO,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,12
Chile,2025,200 - Religión,SÍ,CREDO SPA,1
Chile,2025,200 - Religión,SÍ,EDITORIAL APOLOS,4
Chile,2025,200 - Religión,SÍ,EDITORIAL NUEVA PATRIS SPA,6
Chile,2025,200 - Religión,SÍ,LIBRERIA CLAUDIA ANDREA INZUNZA RUBILAR,3
Chile,2025,200 - Religión,SÍ,SOCIEDAD EDITORA METROPOLITANA LTDA.,2
Chile,2025,300 - Ciencias sociales,NO,DER EDICIONES LIMITADA,65
Chile,2025,300 - Ciencias sociales,NO,EDITORIAL HAMMURABI,86
Chile,2025,300 - Ciencias sociales,NO,GRUPO PLANETA,78
Chile,2025,300 - Ciencias sociales,NO,GRUPO SANTILLANA,153
Chile,2025,300 - Ciencias sociales,NO,GRUPO SM,212
Chile,2025,300 - Ciencias sociales,SÍ,EDITORIAL RAPANUI PRESS LIMITADA,4
Chile,2025,300 - Ciencias sociales,SÍ,FONDO DE CULTURA ECONOMICA CHILE S.A.,4
Chile,2025,300 - Ciencias sociales,SÍ,FUNDACION PARA EL PROGRESO JEAN GUSTAVE COURCELLE-SENEUIL,4
Chile,2025,300 - Ciencias sociales,SÍ,GALILEO LIBROS LTDA.,12
Chile,2025,300 - Ciencias sociales,SÍ,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,9
Chile,2025,400  - Lenguas,NO,"ALLENDES SUAREZ, JULIA MERCEDES",1
Chile,2025,400  - Lenguas,NO,"CASTRO CORTES, FERNANDA JAVIERA",5
Chile,2025,400  - Lenguas,NO,CON MITZI APRENDO SPA,4
Chile,2025,400  - Lenguas,NO,RED INTERNACIONAL DEL LIBRO,2
Chile,2025,400  - Lenguas,NO,UNIVERSIDAD AUTONOMA DE CHILE,4
Chile,2025,400  - Lenguas,SÍ,"ALARCON CARRASCO, HECTOR MARIANO",1
Chile,2025,400  - Lenguas,SÍ,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2
Chile,2025,400 - Lenguas,NO,"ALBORNOZ MORA, NICOLAS ANDRES",2
Chile,2025,400 - Lenguas,NO,EDITORIAL SEGISMUNDO SPA,4
Chile,2025,400 - Lenguas,NO,LAPSUS CALAMI SPA,2
Chile,2025,400 - Lenguas,NO,LIBERTAD S.A.,3
Chile,2025,400 - Lenguas,NO,UNIVERSIDAD ALBERTO HURTADO,2
Chile,2025,400 - Lenguas,SÍ,"ALVAREZ CAMPOS, AGDENA VICTORIA",1
Chile,2025,500 - Ciencias naturales y matemáticas,NO,GRUPO PLANETA,20
Chile,2025,500 - Ciencias naturales y matemáticas,NO,INSTITUTO FORESTAL,6
Chile,2025,500 - Ciencias naturales y matemáticas,NO,MANDIOLA Y COMPAÑIA LIMITADA - EDITORIAL TRAVELBOOKS,14
Chile,2025,500 - Ciencias naturales y matemáticas,NO,"VASQUEZ CORVALAN, DIEGO IGNACIO",8
Chile,2025,500 - Ciencias naturales y matemáticas,NO,VENTA DE PRODUCTOS CULTURALES DANIELA SOLEDAD REYES GONZALEZ E.I.R.L. / NATURALEZA INARRUMEN EDICIONES,7
Chile,2025,500 - Ciencias naturales y matemáticas,SÍ,EDICIONES MIMESIS SPA,1
Chile,2025,500 - Ciencias naturales y matemáticas,SÍ,EDITORIAL CONTRAPUNTO LTDA.,3
Chile,2025,500 - Ciencias naturales y matemáticas,SÍ,EDITORIAL SAPOSCAT LIMITADA,1
Chile,2025,500 - Ciencias naturales y matemáticas,SÍ,EDITORIAL UNIVERSIDAD DE SANTIAGO DE CHILE,2
Chile,2025,500 - Ciencias naturales y matemáticas,SÍ,"FE DE RATAS LIBROS, SPA",1
Chile,2025,600 - Tecnología (Ciencias aplicadas),NO,EDITORA ZIG-ZAG,13
Chile,2025,600 - Tecnología (Ciencias aplicadas),NO,GRUPO PLANETA,16
Chile,2025,600 - Tecnología (Ciencias aplicadas),NO,INSTITUTO FORESTAL,12
Chile,2025,600 - Tecnología (Ciencias aplicadas),NO,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,18
Chile,2025,600 - Tecnología (Ciencias aplicadas),NO,"SOCIEDAD DE NEUROLOGIA, PSIQUIATRIA Y NEUROCIRUGIA",13
Chile,2025,600 - Tecnología (Ciencias aplicadas),SÍ,EDITORIAL CONTRAPUNTO LTDA.,3
Chile,2025,600 - Tecnología (Ciencias aplicadas),SÍ,ESPACIO REGENERA SPA,1
Chile,2025,600 - Tecnología (Ciencias aplicadas),SÍ,FONDO DE CULTURA ECONOMICA CHILE S.A.,2
Chile,2025,600 - Tecnología (Ciencias aplicadas),SÍ,"MOBILIA, CAROLINA",2
Chile,2025,600 - Tecnología (Ciencias aplicadas),SÍ,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,3
Chile,2025,700 - Las Artes  Bellas artes y artes decorativas,NO,FERRERAS Y LICCI LIMITADA - VISUALES,7
Chile,2025,700 - Las Artes  Bellas artes y artes decorativas,NO,MINISTERIO DE OBRAS PUBLICAS DE CHILE,9
Chile,2025,700 - Las Artes  Bellas artes y artes decorativas,NO,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,18
Chile,2025,700 - Las Artes  Bellas artes y artes decorativas,NO,RED HORSE SPA,37
Chile,2025,700 - Las Artes  Bellas artes y artes decorativas,NO,UNIVERSIDAD DE CHILE,18
Chile,2025,700 - Las Artes  Bellas artes y artes decorativas,SÍ,CLUB DE FANS SPA,2
Chile,2025,700 - Las Artes  Bellas artes y artes decorativas,SÍ,EDICIONES ARTESPACIO,1
Chile,2025,700 - Las Artes  Bellas artes y artes decorativas,SÍ,EDITORIAL CONTRAPUNTO LTDA.,1
Chile,2025,700 - Las Artes  Bellas artes y artes decorativas,SÍ,FUNDACION DE BENEFICENCIA COSMOS,1
Chile,2025,700 - Las Artes Bellas artes y artes decorativas,NO,"CASTELLON MEDINA, CRISTINA ANDREA",5
Chile,2025,700 - Las Artes Bellas artes y artes decorativas,NO,EDICIONES METALES PESADOS,14
Chile,2025,700 - Las Artes Bellas artes y artes decorativas,NO,EDITORIAL CHILENA DE MONTAÑA,7
Chile,2025,700 - Las Artes Bellas artes y artes decorativas,NO,GRUPO EDITORIAL SKETCHI,5
Chile,2025,700 - Las Artes Bellas artes y artes decorativas,NO,UNIVERSIDAD FINIS TERRAE,5
Chile,2025,700 - Las Artes Bellas artes y artes decorativas,SÍ,"COSTA MELGAR, DIEGO ALEJANDRO",2
Chile,2025,700 - Las Artes Bellas artes y artes decorativas,SÍ,EDICIONES METALES PESADOS,4
Chile,2025,700 - Las Artes Bellas artes y artes decorativas,SÍ,EDITORA ZIG-ZAG,2
Chile,2025,700 - Las Artes Bellas artes y artes decorativas,SÍ,EDITORIAL CONTRAPUNTO LTDA.,5
Chile,2025,700 - Las Artes Bellas artes y artes decorativas,SÍ,LIBERTAD S.A.,4
Chile,2025,800 - Literatura y retórica,NO,AUREA EDICIONES LIMITADA,81
Chile,2025,800 - Literatura y retórica,NO,"EDITORIAL IGNEO CHILE, C.A.",147
Chile,2025,800 - Literatura y retórica,NO,GRUPO PLANETA,386
Chile,2025,800 - Literatura y retórica,NO,PENGUIN RANDOM HOUSE,238
Chile,2025,800 - Literatura y retórica,NO,TRAYECTO COMUNICACIONES,82
Chile,2025,800 - Literatura y retórica,SÍ,EDITORIAL CONTRAPUNTO LTDA.,79
Chile,2025,800 - Literatura y retórica,SÍ,EDITORIAL FONTS SPA,10
Chile,2025,800 - Literatura y retórica,SÍ,GRUPO SANTILLANA,10
Chile,2025,800 - Literatura y retórica,SÍ,JUAN CARLOS CORTES LEON - ABDUCCION EDITORIAL,12
Chile,2025,800 - Literatura y retórica,SÍ,LIBERTAD S.A.,25
Chile,2025,900 - Geografía e historia,NO,EDICIONES ON DEMAND SPA,14
Chile,2025,900 - Geografía e historia,NO,GRUPO PLANETA,22
Chile,2025,900 - Geografía e historia,NO,INSTITUTO GEOGRAFICO MILITAR,15
Chile,2025,900 - Geografía e historia,NO,LOM EDICIONES,15
Chile,2025,900 - Geografía e historia,NO,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,16
Chile,2025,900 - Geografía e historia,SÍ,"CHOI, JINOK",1
Chile,2025,900 - Geografía e historia,SÍ,DON PELAYO EDICIONES SPA,1
Chile,2025,900 - Geografía e historia,SÍ,EDICIONES UNIVERSIDAD AUSTRAL DE CHILE,4
Chile,2025,900 - Geografía e historia,SÍ,LOM EDICIONES,4
Chile,2025,900 - Geografía e historia,SÍ,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2
Colombia,2010,0 - Generalidades,NO,EDUCACTIVA,18
Colombia,2010,0 - Generalidades,NO,GRUPO PLANETA,20
Colombia,2010,0 - Generalidades,NO,SYSTEMS TRAINING SAS,13
Colombia,2010,0 - Generalidades,NO,UNIVERSIDAD DE ANTIOQUIA,14
Colombia,2010,0 - Generalidades,NO,UNIVERSIDAD NACIONAL DE COLOMBIA,16
Colombia,2010,0 - Generalidades,SÍ,CONTINENTE EDITORES S.A.,7
Colombia,2010,0 - Generalidades,SÍ,GRUPO PLANETA,8
Colombia,2010,0 - Generalidades,SÍ,PANAMERICANA LIBRERIA Y PAPELERIA,10
Colombia,2010,0 - Generalidades,SÍ,PENGUIN RANDOM HOUSE,4
Colombia,2010,0 - Generalidades,SÍ,SOCIEDAD DE SAN PABLO,7
Colombia,2010,100 - Filosofía y psicología,NO,GRUPO PLANETA,16
Colombia,2010,100 - Filosofía y psicología,NO,GRUPO SANTILLANA,17
Colombia,2010,100 - Filosofía y psicología,NO,INTERMEDIO EDITORES S.A.S,17
Colombia,2010,100 - Filosofía y psicología,NO,PENGUIN RANDOM HOUSE,25
Colombia,2010,100 - Filosofía y psicología,NO,PERIODICOS ASOCIADOS LTDA.,21
Colombia,2010,100 - Filosofía y psicología,SÍ,EDITORIAL CLASICO DIGITAL- JORGE GUDINO,6
Colombia,2010,100 - Filosofía y psicología,SÍ,GRUPO PLANETA,21
Colombia,2010,100 - Filosofía y psicología,SÍ,PANAMERICANA LIBRERIA Y PAPELERIA,4
Colombia,2010,100 - Filosofía y psicología,SÍ,PENGUIN RANDOM HOUSE,13
Colombia,2010,100 - Filosofía y psicología,SÍ,SOCIEDAD DE SAN PABLO,15
Colombia,2010,200 - Religión,NO,CORPORACION CENTRO CARISMATICO MINUTO DE DIOS,21
Colombia,2010,200 - Religión,NO,FUNDACION APOSTOLADO POR EL TRIUNFO DEL CORAZON INMACULADO DE MARIA,18
Colombia,2010,200 - Religión,NO,INSTITUTO MISIONERO HIJAS DE SAN PABLO,28
Colombia,2010,200 - Religión,NO,SOCIEDAD BIBLICA COLOMBIANA,63
Colombia,2010,200 - Religión,NO,SOCIEDAD DE SAN PABLO,67
Colombia,2010,200 - Religión,SÍ,ASOCIACION EDITORIAL BUENA SEMILLA,9
Colombia,2010,200 - Religión,SÍ,CENTRO DE LITERATURA CRISTIANA,20
Colombia,2010,200 - Religión,SÍ,G12 EDITORES SAS,15
Colombia,2010,200 - Religión,SÍ,INSTITUTO MISIONERO HIJAS DE SAN PABLO,11
Colombia,2010,200 - Religión,SÍ,SOCIEDAD DE SAN PABLO,57
Colombia,2010,300 - Ciencias sociales,NO,EDUCACTIVA,177
Colombia,2010,300 - Ciencias sociales,NO,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,128
Colombia,2010,300 - Ciencias sociales,NO,GRUPO SANTILLANA,168
Colombia,2010,300 - Ciencias sociales,NO,LEYER EDITORES,131
Colombia,2010,300 - Ciencias sociales,NO,UNIVERSIDAD NACIONAL DE COLOMBIA,107
Colombia,2010,300 - Ciencias sociales,SÍ,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,22
Colombia,2010,300 - Ciencias sociales,SÍ,GRUPO PLANETA,5
Colombia,2010,300 - Ciencias sociales,SÍ,MAYOL EDICIONES S.A,6
Colombia,2010,300 - Ciencias sociales,SÍ,PANAMERICANA LIBRERIA Y PAPELERIA,23
Colombia,2010,300 - Ciencias sociales,SÍ,SOCIEDAD DE SAN PABLO,9
Colombia,2010,400  - Lenguas,NO,BIBLIOTECA NACIONAL DE COLOMBIA,7
Colombia,2010,400  - Lenguas,NO,EDITORIAL MILLENIUM ENTERPRISE SAS,8
Colombia,2010,400  - Lenguas,NO,EDUCACTIVA,9
Colombia,2010,400  - Lenguas,NO,FUNDACION MSI COLOMBIA,14
Colombia,2010,400  - Lenguas,NO,UNIVERSIDAD DE ANTIOQUIA,8
Colombia,2010,400  - Lenguas,SÍ,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,1
Colombia,2010,400  - Lenguas,SÍ,PANAMERICANA LIBRERIA Y PAPELERIA,3
Colombia,2010,400  - Lenguas,SÍ,"POLO FIGUEROA, NICOLAS IGNACIO",1
Colombia,2010,400  - Lenguas,SÍ,"SALAZAR RAMIREZ, PEDRO JAVIER",1
Colombia,2010,400 - Lenguas,NO,EDITORA FIRST LANGUAGE ACADEMY S. A. S,8
Colombia,2010,400 - Lenguas,NO,GRUPO SM,18
Colombia,2010,400 - Lenguas,NO,"HUGHES MORELLI, TERESITA MARIE",12
Colombia,2010,400 - Lenguas,NO,INTERAMERICAN OF LANGUAGES LTDA.,9
Colombia,2010,400 - Lenguas,NO,RICHMOND PUBLISHING,48
Colombia,2010,400 - Lenguas,SÍ,3J EDITORES S.A,5
Colombia,2010,400 - Lenguas,SÍ,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,6
Colombia,2010,400 - Lenguas,SÍ,CERQUERA EDICIONES,1
Colombia,2010,400 - Lenguas,SÍ,"DELGADO ABUCHAR, LUIS FERNANDO",1
Colombia,2010,400 - Lenguas,SÍ,UNIVERSIDAD DE ANTIOQUIA,1
Colombia,2010,500 - Ciencias naturales y matemáticas,NO,ARISMA S.A,69
Colombia,2010,500 - Ciencias naturales y matemáticas,NO,EDUCACTIVA,73
Colombia,2010,500 - Ciencias naturales y matemáticas,NO,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA-COMITE DE CAFETEROS DE CALDAS,32
Colombia,2010,500 - Ciencias naturales y matemáticas,NO,GRUPO SANTILLANA,204
Colombia,2010,500 - Ciencias naturales y matemáticas,NO,PERIODICOS ASOCIADOS LTDA.,50
Colombia,2010,500 - Ciencias naturales y matemáticas,SÍ,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,1
Colombia,2010,500 - Ciencias naturales y matemáticas,SÍ,GRUPO PLANETA,2
Colombia,2010,500 - Ciencias naturales y matemáticas,SÍ,PANAMERICANA LIBRERIA Y PAPELERIA,29
Colombia,2010,500 - Ciencias naturales y matemáticas,SÍ,PEARSON,1
Colombia,2010,500 - Ciencias naturales y matemáticas,SÍ,PENGUIN RANDOM HOUSE,1
Colombia,2010,600 - Tecnología (Ciencias aplicadas),NO,ACTUALIDADES MEDICO ODONTOLOGICAS LATINOAMERICA LTDA,44
Colombia,2010,600 - Tecnología (Ciencias aplicadas),NO,CORPORACION UNIVERSIDAD DE LA COSTA,35
Colombia,2010,600 - Tecnología (Ciencias aplicadas),NO,EUROPA PRESS COMUNICACIONES LTDA.,37
Colombia,2010,600 - Tecnología (Ciencias aplicadas),NO,GRUPO SANTILLANA,36
Colombia,2010,600 - Tecnología (Ciencias aplicadas),NO,UNIVERSIDAD NACIONAL DE COLOMBIA,54
Colombia,2010,600 - Tecnología (Ciencias aplicadas),SÍ,ACTUALIDADES MEDICO ODONTOLOGICAS LATINOAMERICA LTDA,4
Colombia,2010,600 - Tecnología (Ciencias aplicadas),SÍ,EDUCACTIVA,14
Colombia,2010,600 - Tecnología (Ciencias aplicadas),SÍ,GRUPO DISTRIBUNA SAS,4
Colombia,2010,600 - Tecnología (Ciencias aplicadas),SÍ,ORGANIZACION IBEROAMERICANA DE PROTECCION CONTRA INCENDIOS,12
Colombia,2010,600 - Tecnología (Ciencias aplicadas),SÍ,PANAMERICANA LIBRERIA Y PAPELERIA,15
Colombia,2010,700 - Las Artes  Bellas artes y artes decorativas,NO,COOPERATIVA ESPECIALIZADA EN SERVICIOS DE RADIO - PRENSA - TELEVISION PROMEDIOS CTA,10
Colombia,2010,700 - Las Artes  Bellas artes y artes decorativas,NO,EDICIONES DE LA U,7
Colombia,2010,700 - Las Artes  Bellas artes y artes decorativas,NO,GRUPO SM,6
Colombia,2010,700 - Las Artes  Bellas artes y artes decorativas,NO,UNIVERSIDAD DE LOS ANDES,12
Colombia,2010,700 - Las Artes  Bellas artes y artes decorativas,NO,UNIVERSIDAD NACIONAL DE COLOMBIA,37
