PAIS,ANO,DEWEY PRINCIPAL,TRADUCCIÓN,EDITORIAL,CANTIDAD
Argentina,2012,0 - Generalidades,NO,ARTE GRAFICO EDITORIAL ARGENTINO,30
Argentina,2012,0 - Generalidades,NO,ATLANTIDA,49
Argentina,2012,0 - Generalidades,NO,CENTRO TECNOLOGICO DE ENTRENAMIENTO Y CAPACITACION - CTEC,100
Argentina,2012,0 - Generalidades,NO,EDITORIAL SUDAMERICANA,74
Argentina,2012,0 - Generalidades,NO,FOX ANDINA S.A.,46
Argentina,2012,0 - Generalidades,SÍ,EDITORIAL SUDAMERICANA,1
Argentina,2012,0 - Generalidades,SÍ,ESENCIA,3
Argentina,2012,0 - Generalidades,SÍ,GRANICA,1
Argentina,2012,0 - Generalidades,SÍ,GRUPO PAIDOS,1
Argentina,2012,0 - Generalidades,SÍ,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2012,100 - Filosofía y psicología,NO,"AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.",59
Argentina,2012,100 - Filosofía y psicología,NO,EDICION DEL AUTOR,71
Argentina,2012,100 - Filosofía y psicología,NO,EDITORIAL SUDAMERICANA,75
Argentina,2012,100 - Filosofía y psicología,NO,EL ARTE DE VIVIR,73
Argentina,2012,100 - Filosofía y psicología,NO,ESENCIA,66
Argentina,2012,100 - Filosofía y psicología,SÍ,CACTUS,4
Argentina,2012,100 - Filosofía y psicología,SÍ,EDITORIAL SUDAMERICANA,20
Argentina,2012,100 - Filosofía y psicología,SÍ,FONDO DE CULTURA ECONOMICA MEXICO,7
Argentina,2012,100 - Filosofía y psicología,SÍ,GRUPO PAIDOS,17
Argentina,2012,100 - Filosofía y psicología,SÍ,SIGLO XXI EDITORES,7
Argentina,2012,200 - Religión,NO,AGAPE LIBROS,41
Argentina,2012,200 - Religión,NO,EDICION DEL AUTOR,45
Argentina,2012,200 - Religión,NO,EDITORIAL SUDAMERICANA,36
Argentina,2012,200 - Religión,NO,PENIEL,44
Argentina,2012,200 - Religión,NO,SAN PABLO,56
Argentina,2012,200 - Religión,SÍ,ANTROPOSOFICA,15
Argentina,2012,200 - Religión,SÍ,ASOCIACION BUDISTA - IBPS ARGENTINA,6
Argentina,2012,200 - Religión,SÍ,BNEI SHOLEM,7
Argentina,2012,200 - Religión,SÍ,EDITORIAL SUDAMERICANA,89
Argentina,2012,200 - Religión,SÍ,PENIEL,31
Argentina,2012,300 - Ciencias sociales,NO,ABELEDO PERROT,196
Argentina,2012,300 - Ciencias sociales,NO,ARTE GRAFICO EDITORIAL ARGENTINO,122
Argentina,2012,300 - Ciencias sociales,NO,EDICION DEL AUTOR,205
Argentina,2012,300 - Ciencias sociales,NO,GRUPO SANTILLANA,335
Argentina,2012,300 - Ciencias sociales,NO,LA LEY,233
Argentina,2012,300 - Ciencias sociales,SÍ,ANTROPOSOFICA,6
Argentina,2012,300 - Ciencias sociales,SÍ,EDITORIAL GUADAL,8
Argentina,2012,300 - Ciencias sociales,SÍ,GRUPO PAIDOS,17
Argentina,2012,300 - Ciencias sociales,SÍ,SIGLO XXI EDITORES,11
Argentina,2012,300 - Ciencias sociales,SÍ,UNIVERSIDAD DE PALERMO - UP,8
Argentina,2012,400  - Lenguas,NO,BIBLOS,3
Argentina,2012,400  - Lenguas,NO,COMUNIC-ARTE,9
Argentina,2012,400  - Lenguas,NO,DE LA FACULTAD DE FILOSOFIA Y LETRAS UNIVERSIDAD DE BUENOS AIRES,4
Argentina,2012,400  - Lenguas,NO,EDUCO - UNIVERSIDAD NACIONAL DEL COMAHUE,4
Argentina,2012,400  - Lenguas,NO,MALLEA,4
Argentina,2012,400  - Lenguas,SÍ,LOSADA,1
Argentina,2012,400  - Lenguas,SÍ,SHOLEM BUENOS AIRES,1
Argentina,2012,400 - Lenguas,NO,ARTE GRAFICO EDITORIAL ARGENTINO,70
Argentina,2012,400 - Lenguas,NO,GRUPO SANTILLANA,133
Argentina,2012,400 - Lenguas,NO,HUB EDITORIAL,57
Argentina,2012,400 - Lenguas,NO,MACMILLAN,24
Argentina,2012,400 - Lenguas,NO,PEARSON,31
Argentina,2012,400 - Lenguas,SÍ,AZ EDITORA S.A.,3
Argentina,2012,400 - Lenguas,SÍ,DEL CALDERON,1
Argentina,2012,400 - Lenguas,SÍ,ESENCIA,4
Argentina,2012,400 - Lenguas,SÍ,GALERNA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,NO,ARTE GRAFICO EDITORIAL ARGENTINO,22
Argentina,2012,500 - Ciencias naturales y matemáticas,NO,EDICION DEL AUTOR,18
Argentina,2012,500 - Ciencias naturales y matemáticas,NO,EUDEBA,14
Argentina,2012,500 - Ciencias naturales y matemáticas,NO,GRUPO SANTILLANA,69
Argentina,2012,500 - Ciencias naturales y matemáticas,NO,UNIVERSIDAD NACIONAL DE LA PLATA,22
Argentina,2012,500 - Ciencias naturales y matemáticas,SÍ,ANTROPOSOFICA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,SÍ,CATAPULTA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,SÍ,DE LA CAMPANA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,SÍ,EDITORIAL SUDAMERICANA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,SÍ,GRUPO PAIDOS,3
Argentina,2012,600 - Tecnología (Ciencias aplicadas),NO,ARTE GRAFICO EDITORIAL ARGENTINO,97
Argentina,2012,600 - Tecnología (Ciencias aplicadas),NO,EDICION DEL AUTOR,74
Argentina,2012,600 - Tecnología (Ciencias aplicadas),NO,EDICIONES LEA,183
Argentina,2012,600 - Tecnología (Ciencias aplicadas),NO,INSITITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA. I.N.T.A.,75
Argentina,2012,600 - Tecnología (Ciencias aplicadas),NO,LETBAR ASOCIADOS,90
Argentina,2012,600 - Tecnología (Ciencias aplicadas),SÍ,ANTROPOSOFICA,8
Argentina,2012,600 - Tecnología (Ciencias aplicadas),SÍ,EDITORIAL MEDICA PANAMERICANA,12
Argentina,2012,600 - Tecnología (Ciencias aplicadas),SÍ,GRUPO PAIDOS,9
Argentina,2012,600 - Tecnología (Ciencias aplicadas),SÍ,INTER-MEDICA,6
Argentina,2012,600 - Tecnología (Ciencias aplicadas),SÍ,READER'S DIGEST ARGENTINA S.R.L.,4
Argentina,2012,700 - Las Artes  Bellas artes y artes decorativas,NO,EDICION DEL AUTOR,23
Argentina,2012,700 - Las Artes  Bellas artes y artes decorativas,NO,LA NACION,16
Argentina,2012,700 - Las Artes  Bellas artes y artes decorativas,NO,MATIAS MARTINO EDITOR,68
Argentina,2012,700 - Las Artes  Bellas artes y artes decorativas,NO,NOBUKO,44
Argentina,2012,700 - Las Artes  Bellas artes y artes decorativas,NO,OVNI PRESS,44
Argentina,2012,700 - Las Artes  Bellas artes y artes decorativas,SÍ,CYPRES,4
Argentina,2012,700 - Las Artes  Bellas artes y artes decorativas,SÍ,GRUPO PAIDOS,1
Argentina,2012,700 - Las Artes  Bellas artes y artes decorativas,SÍ,LARP EDITORES,2
Argentina,2012,700 - Las Artes  Bellas artes y artes decorativas,SÍ,OVNI PRESS,41
Argentina,2012,700 - Las Artes  Bellas artes y artes decorativas,SÍ,V & R EDITORAS S.A.,4
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,NO,ARTE GRAFICO EDITORIAL ARGENTINO,118
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,NO,EDITORIAL GUADAL,69
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,NO,EDITORIAL VERTICE,113
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,NO,ESENCIA,126
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,NO,MATIAS MARTINO EDITOR,102
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,SÍ,BARCELBAIRES EDICIONES S.A.,4
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,SÍ,CATAPULTA,23
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,SÍ,CYPRES,5
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,SÍ,EDITORIAL GUADAL,16
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,SÍ,PLANETA DE AGOSTINI,6
Argentina,2012,800 - Literatura y retórica,NO,"AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.",271
Argentina,2012,800 - Literatura y retórica,NO,EDICION DEL AUTOR,777
Argentina,2012,800 - Literatura y retórica,NO,EDITORIAL DUNKEN,461
Argentina,2012,800 - Literatura y retórica,NO,EDITORIAL SUDAMERICANA,322
Argentina,2012,800 - Literatura y retórica,NO,ESENCIA,250
Argentina,2012,800 - Literatura y retórica,SÍ,EDITORIAL GUADAL,79
Argentina,2012,800 - Literatura y retórica,SÍ,EDITORIAL SUDAMERICANA,138
Argentina,2012,800 - Literatura y retórica,SÍ,ESENCIA,104
Argentina,2012,800 - Literatura y retórica,SÍ,LOSADA,42
Argentina,2012,800 - Literatura y retórica,SÍ,V & R EDITORAS S.A.,49
Argentina,2012,900 - Geografía e historia,NO,EDICION DEL AUTOR,118
Argentina,2012,900 - Geografía e historia,NO,EDITORIAL DUNKEN,47
Argentina,2012,900 - Geografía e historia,NO,EDITORIAL SUDAMERICANA,77
Argentina,2012,900 - Geografía e historia,NO,ESENCIA,45
Argentina,2012,900 - Geografía e historia,NO,GRUPO SANTILLANA,98
Argentina,2012,900 - Geografía e historia,SÍ,ANTROPOSOFICA,7
Argentina,2012,900 - Geografía e historia,SÍ,CATAPULTA,2
Argentina,2012,900 - Geografía e historia,SÍ,EDICION DEL AUTOR,2
Argentina,2012,900 - Geografía e historia,SÍ,GRUPO PAIDOS,7
Argentina,2012,900 - Geografía e historia,SÍ,TUSQUETS EDITORES,4
Argentina,2012,SIN IDENTIFICAR,NO,EDICION DEL AUTOR,16
Argentina,2012,SIN IDENTIFICAR,NO,EDITORIAL SUDAMERICANA,20
Argentina,2012,SIN IDENTIFICAR,NO,ESENCIA,19
Argentina,2012,SIN IDENTIFICAR,NO,MOGLIA EDICIONES,9
Argentina,2012,SIN IDENTIFICAR,NO,PLUMA Y PAPEL,13
Argentina,2012,SIN IDENTIFICAR,SÍ,ASOCIACION BUDISTA - IBPS ARGENTINA,1
Argentina,2012,SIN IDENTIFICAR,SÍ,EDITORIAL GUADAL,2
Argentina,2012,SIN IDENTIFICAR,SÍ,WINOGRAD,1
Argentina,2013,0 - Generalidades,NO,FOX ANDINA S.A.,61
Argentina,2013,0 - Generalidades,NO,GRUPO PLANETA,26
Argentina,2013,0 - Generalidades,NO,GRUPO VISOR E.A.S.A.,22
Argentina,2013,0 - Generalidades,NO,INTEGRACION Y DESARROLLO S.A.,22
Argentina,2013,0 - Generalidades,NO,SIN DATO,16
Argentina,2013,0 - Generalidades,SÍ,ASOCIACION EDUCACIONISTA ARGENTINA,2
Argentina,2013,0 - Generalidades,SÍ,EDICIONES GRANICA S.A.,1
Argentina,2013,0 - Generalidades,SÍ,GRUPO PAIDOS,2
Argentina,2013,0 - Generalidades,SÍ,SIGLO XXI EDITORES,1
Argentina,2013,100 - Filosofía y psicología,NO,EDITORIAL DEL NUEVO EXTREMO S.A.,54
Argentina,2013,100 - Filosofía y psicología,NO,EDITORIAL DUNKEN,61
Argentina,2013,100 - Filosofía y psicología,NO,GRUPO PAIDOS,57
Argentina,2013,100 - Filosofía y psicología,NO,SIN DATO,64
Argentina,2013,100 - Filosofía y psicología,NO,VI-DA GLOBAL S.A.,85
Argentina,2013,100 - Filosofía y psicología,SÍ,AMORRORTU EDITORES S.A.,10
Argentina,2013,100 - Filosofía y psicología,SÍ,GRUPAL LOGISTICA Y DISTRIBUIDORA S.A.,11
Argentina,2013,100 - Filosofía y psicología,SÍ,GRUPO PAIDOS,13
Argentina,2013,100 - Filosofía y psicología,SÍ,"IRES, PABLO ARIEL",6
Argentina,2013,100 - Filosofía y psicología,SÍ,SIGLO XXI EDITORES,30
Argentina,2013,200 - Religión,NO,"COLABELLI, IGNACIO JAVIER",46
Argentina,2013,200 - Religión,NO,EDITORIAL SUDAMERICANA,35
Argentina,2013,200 - Religión,NO,MISIONEROS CLARETIANOS,37
Argentina,2013,200 - Religión,NO,PPC ARGENTINA S.A.,47
Argentina,2013,200 - Religión,NO,SIN DATO,36
Argentina,2013,200 - Religión,SÍ,ASOCIACION BUDISTA - IBPS ARGENTINA,6
Argentina,2013,200 - Religión,SÍ,ASOCIACION CIVIL PERSPECTIVAS BET MIDRASH,5
Argentina,2013,200 - Religión,SÍ,EDITORIAL SUDAMERICANA,85
Argentina,2013,200 - Religión,SÍ,"GARCIA, RUFINO",14
Argentina,2013,200 - Religión,SÍ,PRODUCCIONES PENIEL S.R.L.,29
Argentina,2013,300 - Ciencias sociales,NO,ABELEDO PERROT,172
Argentina,2013,300 - Ciencias sociales,NO,ERREPAR,128
Argentina,2013,300 - Ciencias sociales,NO,GRUPO SANTILLANA,191
Argentina,2013,300 - Ciencias sociales,NO,LA LEY,213
Argentina,2013,300 - Ciencias sociales,NO,SIN DATO,142
Argentina,2013,300 - Ciencias sociales,SÍ,CATAPULTA CHILDREN ENTERTAINMENT S.A.,5
Argentina,2013,300 - Ciencias sociales,SÍ,"GIANNA, SERGIO DANIEL",6
Argentina,2013,300 - Ciencias sociales,SÍ,GRUPO ILHSA S.A.,5
Argentina,2013,300 - Ciencias sociales,SÍ,GRUPO PAIDOS,9
Argentina,2013,300 - Ciencias sociales,SÍ,SIGLO XXI EDITORES,6
Argentina,2013,400  - Lenguas,NO,EDITORIAL DE LA FACULTAD DE FILOSOFIA Y LETRAS UNIVERSIDAD DE BUENOS AIRES,3
Argentina,2013,400  - Lenguas,NO,EDITORIAL TESEO S.R.L.,2
Argentina,2013,400  - Lenguas,NO,EDITORIAL UNIVERSITARIA DE BUENOS AIRES S.E.M.,3
Argentina,2013,400  - Lenguas,NO,FUNDACION INSTITUTO SUPERIOR DE ESTUDIOS LINGUISTICOS Y LITERARIOS LITTERAE,4
Argentina,2013,400  - Lenguas,NO,MACMILLAN PUBLISHERS S.A.,3
Argentina,2013,400 - Lenguas,NO,ARTE GRAFICO EDITORIAL ARGENTINO,12
Argentina,2013,400 - Lenguas,NO,ASOCIACION COOPERADORA FACULTAD DE LENGUAS DE LA UNIVERSIDAD NACIONAL DE CORDOBA,12
Argentina,2013,400 - Lenguas,NO,FABIANE CINARA LIMA DA SILVA,10
Argentina,2013,400 - Lenguas,NO,GRUPO SANTILLANA,99
Argentina,2013,400 - Lenguas,NO,MACMILLAN PUBLISHERS S.A.,24
Argentina,2013,400 - Lenguas,SÍ,AMORRORTU EDITORES S.A.,2
Argentina,2013,400 - Lenguas,SÍ,AZ EDITORA S.A.,3
Argentina,2013,400 - Lenguas,SÍ,"BALLARINI, STELLA MARYS SERVICIO TECNICO PROFESIONAL",1
Argentina,2013,400 - Lenguas,SÍ,DEDALUS EDITORES,2
Argentina,2013,400 - Lenguas,SÍ,V & R EDITORAS S.A.,2
Argentina,2013,500 - Ciencias naturales y matemáticas,NO,INSITITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA. I.N.T.A.,19
Argentina,2013,500 - Ciencias naturales y matemáticas,NO,SIN DATO,31
Argentina,2013,500 - Ciencias naturales y matemáticas,NO,UNIVERSIDAD DE LA PUNTA,18
Argentina,2013,500 - Ciencias naturales y matemáticas,NO,UNIVERSIDAD NACIONAL DE LA PLATA,21
Argentina,2013,500 - Ciencias naturales y matemáticas,NO,UNIVERSIDAD NACIONAL DE TUCUMAN,19
Argentina,2013,500 - Ciencias naturales y matemáticas,SÍ,"CAMPANARO, RAUL ALEJANDRO",1
Argentina,2013,500 - Ciencias naturales y matemáticas,SÍ,"GARCIA, RUFINO",1
Argentina,2013,500 - Ciencias naturales y matemáticas,SÍ,GRUPO PAIDOS,2
Argentina,2013,500 - Ciencias naturales y matemáticas,SÍ,PLOW S.R.L.,5
Argentina,2013,500 - Ciencias naturales y matemáticas,SÍ,TUSQUETS EDITORES,4
Argentina,2013,600 - Tecnología (Ciencias aplicadas),NO,ARTE GRAFICO EDITORIAL ARGENTINO,58
Argentina,2013,600 - Tecnología (Ciencias aplicadas),NO,EDICIONES LEA,90
Argentina,2013,600 - Tecnología (Ciencias aplicadas),NO,GRUPO PLANETA,100
Argentina,2013,600 - Tecnología (Ciencias aplicadas),NO,INSITITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA. I.N.T.A.,191
Argentina,2013,600 - Tecnología (Ciencias aplicadas),NO,SIN DATO,70
Argentina,2013,600 - Tecnología (Ciencias aplicadas),SÍ,ANEJO PRODUCCIONES,7
Argentina,2013,600 - Tecnología (Ciencias aplicadas),SÍ,EDICIONES CONTINENTE S.R.L.,4
Argentina,2013,600 - Tecnología (Ciencias aplicadas),SÍ,EDICIONES LEA,3
Argentina,2013,600 - Tecnología (Ciencias aplicadas),SÍ,EDITORIAL INTER-MEDICA S.A.,3
Argentina,2013,600 - Tecnología (Ciencias aplicadas),SÍ,GABA S.R.L.,4
Argentina,2013,700 - Las Artes  Bellas artes y artes decorativas,NO,ARTE GRAFICO EDITORIAL ARGENTINO,8
Argentina,2013,700 - Las Artes  Bellas artes y artes decorativas,NO,RANDOM HOUSE MONDADORI S.A.,28
Argentina,2013,700 - Las Artes  Bellas artes y artes decorativas,NO,SIN DATO,15
Argentina,2013,700 - Las Artes  Bellas artes y artes decorativas,NO,UNIVERSIDAD NACIONAL DE CORDOBA,10
Argentina,2013,700 - Las Artes  Bellas artes y artes decorativas,NO,VIAF S.A.,20
Argentina,2013,700 - Las Artes  Bellas artes y artes decorativas,SÍ,"CRISTOFARO, SALVADOR",1
Argentina,2013,700 - Las Artes  Bellas artes y artes decorativas,SÍ,GRUPO PAIDOS,1
Argentina,2013,700 - Las Artes  Bellas artes y artes decorativas,SÍ,"GUTIERREZ DE ANGELIS, MARINA",1
Argentina,2013,700 - Las Artes  Bellas artes y artes decorativas,SÍ,PABLO COSTA,1
Argentina,2013,700 - Las Artes  Bellas artes y artes decorativas,SÍ,VIAF S.A.,1
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,NO,ARTE GRAFICO EDITORIAL ARGENTINO,102
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,NO,EDITORIAL GUADAL,183
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,NO,EDITORIAL VERTICE,362
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,NO,GRUPO PLANETA,116
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,NO,MATIAS MARTINO EDITOR,251
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,SÍ,CATAPULTA CHILDREN ENTERTAINMENT S.A.,36
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,SÍ,EDITORIAL GUADAL,14
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,SÍ,GRUPO PAIDOS,4
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,SÍ,GRUPO PLANETA,28
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,SÍ,V & R EDITORAS S.A.,6
Argentina,2013,800 - Literatura y retórica,NO,EDITORIAL DUNKEN,450
Argentina,2013,800 - Literatura y retórica,NO,EDITORIAL GUADAL,311
Argentina,2013,800 - Literatura y retórica,NO,GRUPO PLANETA,382
Argentina,2013,800 - Literatura y retórica,NO,RANDOM HOUSE MONDADORI S.A.,285
Argentina,2013,800 - Literatura y retórica,NO,SIN DATO,621
Argentina,2013,800 - Literatura y retórica,SÍ,GRUPO PLANETA,49
Argentina,2013,800 - Literatura y retórica,SÍ,LA BESTIA EQUILATERA S.R.L.,23
Argentina,2013,800 - Literatura y retórica,SÍ,LOSADA S.A.,28
Argentina,2013,800 - Literatura y retórica,SÍ,TUSQUETS EDITORES,44
Argentina,2013,800 - Literatura y retórica,SÍ,V & R EDITORAS S.A.,74
Argentina,2013,900 - Geografía e historia,NO,"AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.",54
Argentina,2013,900 - Geografía e historia,NO,ARTE GRAFICO EDITORIAL ARGENTINO,39
Argentina,2013,900 - Geografía e historia,NO,EDITORIAL DUNKEN,67
Argentina,2013,900 - Geografía e historia,NO,GRUPO PLANETA,59
Argentina,2013,900 - Geografía e historia,NO,SIN DATO,103
Argentina,2013,900 - Geografía e historia,SÍ,ASOCIACION CIVIL CENTRO DE ESTUDIOS E INVESTIGACION EN CIENCIAS SOCIALES - CEICS,4
Argentina,2013,900 - Geografía e historia,SÍ,EDHASA S.A.,4
Argentina,2013,900 - Geografía e historia,SÍ,"GARGIULO, FEDERICO EZEQUIEL",6
Argentina,2013,900 - Geografía e historia,SÍ,GRUPO PAIDOS,8
Argentina,2013,900 - Geografía e historia,SÍ,TUSQUETS EDITORES,7
Argentina,2013,SIN IDENTIFICAR,NO,EDITORIAL ALBATROS S.A.C.I.,11
Argentina,2013,SIN IDENTIFICAR,NO,GRUPO PAIDOS,9
Argentina,2013,SIN IDENTIFICAR,NO,GRUPO PLANETA,7
Argentina,2013,SIN IDENTIFICAR,NO,PRODUCCIONES PENIEL S.R.L.,16
Argentina,2013,SIN IDENTIFICAR,NO,SIN DATO,9
Argentina,2013,SIN IDENTIFICAR,SÍ,EDICIONES MANANTIAL S.R.L.,1
Argentina,2013,SIN IDENTIFICAR,SÍ,EDITORIAL INTER-MEDICA S.A.,1
Argentina,2013,SIN IDENTIFICAR,SÍ,FUNDACION LUCIS,1
Argentina,2013,SIN IDENTIFICAR,SÍ,"GARCIA, RUFINO",1
Argentina,2013,SIN IDENTIFICAR,SÍ,"TORRES, CARLOS",2
Argentina,2014,0 - Generalidades,NO,ARTE GRAFICO EDITORIAL ARGENTINO,16
Argentina,2014,0 - Generalidades,NO,EDICION DEL AUTOR,40
Argentina,2014,0 - Generalidades,NO,FOX ANDINA S.A.,84
Argentina,2014,0 - Generalidades,NO,INTEGRACION Y DESARROLLO S.A.,46
Argentina,2014,0 - Generalidades,NO,RH MONDADORI,51
Argentina,2014,0 - Generalidades,SÍ,RH MONDADORI,1
Argentina,2014,0 - Generalidades,SÍ,SUDPOL,1
Argentina,2014,0 - Generalidades,SÍ,TUSQUETS EDITORES,1
Argentina,2014,100 - Filosofía y psicología,NO,EDICION DEL AUTOR,135
Argentina,2014,100 - Filosofía y psicología,NO,EDITORIAL DUNKEN,62
Argentina,2014,100 - Filosofía y psicología,NO,GRUPO PAIDOS,85
Argentina,2014,100 - Filosofía y psicología,NO,GRUPO PLANETA,60
Argentina,2014,100 - Filosofía y psicología,NO,RH MONDADORI,54
Argentina,2014,100 - Filosofía y psicología,SÍ,AMORRORTU EDITORES S.A.,21
Argentina,2014,100 - Filosofía y psicología,SÍ,EDICION DEL AUTOR,7
Argentina,2014,100 - Filosofía y psicología,SÍ,EDICIONES CONTINENTE S.R.L.,22
Argentina,2014,100 - Filosofía y psicología,SÍ,RH MONDADORI,25
Argentina,2014,100 - Filosofía y psicología,SÍ,SIGLO XXI EDITORES,16
Argentina,2014,200 - Religión,NO,EDICION DEL AUTOR,83
Argentina,2014,200 - Religión,NO,EDICIONES LOGOS S.A.,37
Argentina,2014,200 - Religión,NO,EDITORIAL SUDAMERICANA,37
Argentina,2014,200 - Religión,NO,MISIONEROS CLARETIANOS,86
Argentina,2014,200 - Religión,NO,PPC ARGENTINA S.A.,62
Argentina,2014,200 - Religión,SÍ,ASOCIACION ISRAELITA BNEI SHOLEM,13
Argentina,2014,200 - Religión,SÍ,EDITORIAL PENIEL,19
Argentina,2014,200 - Religión,SÍ,EDITORIAL SUDAMERICANA,55
Argentina,2014,200 - Religión,SÍ,"GARCIA, RUFINO",22
Argentina,2014,200 - Religión,SÍ,THE BHAKTIVEDANTA BOOK TRUST ARGENTINA,15
Argentina,2014,300 - Ciencias sociales,NO,EDICION DEL AUTOR,369
Argentina,2014,300 - Ciencias sociales,NO,EDICIONES PLAZA,141
Argentina,2014,300 - Ciencias sociales,NO,GRUPO SANTILLANA,151
Argentina,2014,300 - Ciencias sociales,NO,LA LEY,140
Argentina,2014,300 - Ciencias sociales,NO,UNIVERSIDAD DE BUENOS AIRES,127
Argentina,2014,300 - Ciencias sociales,SÍ,AMORRORTU EDITORES S.A.,3
Argentina,2014,300 - Ciencias sociales,SÍ,CATAPULTA CHILDREN ENTERTAINMENT S.A.,9
Argentina,2014,300 - Ciencias sociales,SÍ,EDHASA S.A.,3
Argentina,2014,300 - Ciencias sociales,SÍ,RH MONDADORI,5
Argentina,2014,300 - Ciencias sociales,SÍ,SIGLO XXI EDITORES,34
Argentina,2014,400  - Lenguas,NO,DEDALO S.R.L.,2
Argentina,2014,400  - Lenguas,NO,EDICION DEL AUTOR,5
Argentina,2014,400  - Lenguas,NO,FL COPIAS EDICIONES,6
Argentina,2014,400  - Lenguas,NO,TINTA FRESCA EDICIONES S.A.,4
Argentina,2014,400  - Lenguas,NO,UNIVERSIDAD DE BUENOS AIRES,5
Argentina,2014,400  - Lenguas,SÍ,EDICIONES AKAL,1
Argentina,2014,400  - Lenguas,SÍ,SIGLO XXI EDITORES,3
Argentina,2014,400  - Lenguas,SÍ,UNIVERSIDAD NACIONAL DE FORMOSA,2
Argentina,2014,400 - Lenguas,NO,EDICION DEL AUTOR,29
Argentina,2014,400 - Lenguas,NO,FL COPIAS EDICIONES,16
Argentina,2014,400 - Lenguas,NO,GRUPO SANTILLANA,42
Argentina,2014,400 - Lenguas,NO,PEARSON,21
Argentina,2014,400 - Lenguas,NO,UNIVERSIDAD NACIONAL DE CORDOBA,12
Argentina,2014,400 - Lenguas,SÍ,GRUPO SANTILLANA,1
Argentina,2014,400 - Lenguas,SÍ,INTERZONA EDITORA S.A.,1
Argentina,2014,400 - Lenguas,SÍ,SIGLO XXI EDITORES,1
Argentina,2014,400 - Lenguas,SÍ,TUSQUETS EDITORES,1
Argentina,2014,400 - Lenguas,SÍ,UNIVERSIDAD NACIONAL DE MORENO,1
Argentina,2014,500 - Ciencias naturales y matemáticas,NO,EDICION DEL AUTOR,67
Argentina,2014,500 - Ciencias naturales y matemáticas,NO,GRUPO SANTILLANA,20
Argentina,2014,500 - Ciencias naturales y matemáticas,NO,UNIVERSIDAD NACIONAL DE RIO CUARTO,21
Argentina,2014,500 - Ciencias naturales y matemáticas,NO,UNIVERSIDAD NACIONAL SANTIAGO DEL ESTERO,22
Argentina,2014,500 - Ciencias naturales y matemáticas,NO,VI-DA GLOBAL S.A.,27
Argentina,2014,500 - Ciencias naturales y matemáticas,SÍ,BARCELBAIRES EDICIONES S.A.,1
Argentina,2014,500 - Ciencias naturales y matemáticas,SÍ,CONTRATIEMPO EDICIONES,1
Argentina,2014,500 - Ciencias naturales y matemáticas,SÍ,MINERA ALUMBRERA LIMITED,2
Argentina,2014,500 - Ciencias naturales y matemáticas,SÍ,SIGLO XXI EDITORES,2
Argentina,2014,500 - Ciencias naturales y matemáticas,SÍ,TUSQUETS EDITORES,2
Argentina,2014,600 - Tecnología (Ciencias aplicadas),NO,ARTE GRAFICO EDITORIAL ARGENTINO,60
Argentina,2014,600 - Tecnología (Ciencias aplicadas),NO,EDICION DEL AUTOR,165
Argentina,2014,600 - Tecnología (Ciencias aplicadas),NO,EDICIONES JOURNAL S.A.,47
Argentina,2014,600 - Tecnología (Ciencias aplicadas),NO,GRUPO PLANETA,43
Argentina,2014,600 - Tecnología (Ciencias aplicadas),NO,INSITITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA. I.N.T.A.,92
Argentina,2014,600 - Tecnología (Ciencias aplicadas),SÍ,ANEJO PRODUCCIONES,18
Argentina,2014,600 - Tecnología (Ciencias aplicadas),SÍ,EDITORIAL INTER-MEDICA S.A.,5
