ANO,DEWEY PRINCIPAL,TIPO_AGENTE,REGION,IDIOMA DE ORIGEN,CANTIDAD,TOP_DESTINOS,TOP_EDITORIALES,TOP_DEWEYS
2010,0 - Generalidades,AMBAS,BRASIL,ALEMÁN,31,PORTUGUÉS::31,EDITORA WMF MARTINS FONTES::10~~CARIMBRAS INDUSTRIA E COMERCIO DE BRINQUEDOS LTDA::6~~L&PM EDITORES::3~~MARTINS EDITORA LIVRARIA LTDA::3~~EDITORA 8INVERSO LTDA-ME::2,
2010,0 - Generalidades,AMBAS,BRASIL,COREANO,3,PORTUGUÉS::3,"NACL - NUCLEO DE ARTES, COMUNICACAO E LITERATURA LTDA::3",
2010,0 - Generalidades,AMBAS,BRASIL,ESPAÑOL,67,PORTUGUÉS::67,RAI EDITORA E PROJETOS EDITORIAIS LTDA-ME::18~~EDITORA ORIGINAL LTDA-EPP::7~~CAKI BOOKS EDITORA LTDA-ME::6~~L&PM EDITORES::6~~MARTINS EDITORA LIVRARIA LTDA::5,
2010,0 - Generalidades,AMBAS,BRASIL,FRANCÉS,86,PORTUGUÉS::86,EDITORA SCIPIONE::22~~EDITORA WMF MARTINS FONTES::19~~L&PM EDITORES::14~~MARTINS EDITORA LIVRARIA LTDA::8~~REVIC EDITORIAL LTDA::4,
2010,0 - Generalidades,AMBAS,BRASIL,INGLÉS,1181,PORTUGUÉS::1179~~PAHLAVI::1~~PRÁCRITO::1,EDITORA HR LTDA::692~~EDITORA INTRINSECA::56~~EDITORA LANDMARK LTDA::46~~EDITORA SCIPIONE::43~~EDITORA WMF MARTINS FONTES::35,
2010,0 - Generalidades,AMBAS,BRASIL,ITALIANO,18,PORTUGUÉS::18,NASTARI EDITORES LTDA::7~~EDITORA WMF MARTINS FONTES::3~~EDITORA INTRINSECA::2~~EDITORA LANDMARK LTDA::1~~LEOPARDO EDITORA LTDA::1,
2010,0 - Generalidades,AMBAS,BRASIL,JAPONÉS,108,PORTUGUÉS::108,JAPORAMA EDITORA E COMUNICACAO::105~~EDITORA BRASIL SEIKYO LTDA::2~~MARTINS EDITORA LIVRARIA LTDA::1,
2010,0 - Generalidades,AMBAS,BRASIL,LATÍN,2,PORTUGUÉS::2,EDITORA WMF MARTINS FONTES::1~~L&PM EDITORES::1,
2010,0 - Generalidades,AMBAS,BRASIL,LENGUA NO DETERMINADA,107,LENGUA NO DETERMINADA::107,EDITORA HR LTDA::9~~EDITORA BOCCATO LTDA-EPP::7~~EDITORA WMF MARTINS FONTES::7~~EDITORA SCIPIONE::6~~RAI EDITORA E PROJETOS EDITORIAIS LTDA-ME::6,
2010,0 - Generalidades,AMBAS,BRASIL,PORTUGUÉS,55,INGLÉS::38~~ESPAÑOL::15~~ALEMÁN::1~~MULTILINGÜE::1,EDITORA HR LTDA::13~~CENTRO DIFUSOR DE CULTURA LTDA::5~~EDITORA CIDADE VIVA LTDA-ME::3~~EDITORA DUFAUX LTDA::3~~FUNDACAO ESCOLA NACIONAL DE SEGUROS EDITORA::3,
2010,0 - Generalidades,AMBAS,BRASIL,RUSO,6,PORTUGUÉS::6,EDITORA SCIPIONE::3~~L&PM EDITORES::2~~EDITORA WMF MARTINS FONTES::1,
2010,0 - Generalidades,AMBAS,RESTO DE LATAM,ALEMÁN,1,ESPAÑOL::1,PANAMERICANA LIBRERIA Y PAPELERIA::1,GENERALIDADES::1
2010,0 - Generalidades,AMBAS,RESTO DE LATAM,AYMARA,1,ESPAÑOL::1,GRUPO EDITORIAL KIPUS::1,GENERALIDADES::1
2010,0 - Generalidades,AMBAS,RESTO DE LATAM,ESPAÑOL,79,ESPAÑOL::48~~MULTILINGÜE::13~~INGLÉS::10~~PORTUGUÉS::3~~CHINO::2,"EDICIONES CAIC::31~~CONTINENTE EDITORES S.A.::7~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::5~~ACEVEDO MARIN, VERONICA::4~~CADIEX INTERNACIONAL::4",GENERALIDADES::47~~En inglés::5~~Conocimiento::4~~Obras enciclopédicas generales::4~~Crónicas y temas especiales::3
2010,0 - Generalidades,AMBAS,RESTO DE LATAM,FRANCÉS,22,ESPAÑOL::22,EDICIONES LAROUSSE::16~~AM EDITORES::1~~GRUPO EDITORIAL PATRIA::1~~GRUPO PLANETA::1~~PENGUIN RANDOM HOUSE::1,Obras enciclopédicas generales::7~~Crónicas y temas especiales::2~~Conocimientos controversiales::1~~GENERALIDADES::1~~Investigación::1
2010,0 - Generalidades,AMBAS,RESTO DE LATAM,INGLÉS,100,ESPAÑOL::99~~INGLÉS::1,PEARSON::34~~EDITORIAL AMEREIDA S.A.::17~~PANAMERICANA LIBRERIA Y PAPELERIA::9~~GRUPO PLANETA::7~~CENGAGE LEARNING::6,Obras enciclopédicas generales::19~~GENERALIDADES::18~~Programación. programas. datos de computadores::17~~Teoría de la comunicación y el control  Cibernética::17~~Medios documentales. medios educativos. medios noticiosos::7
2010,0 - Generalidades,AMBAS,RESTO DE LATAM,ITALIANO,7,ESPAÑOL::7,SOCIEDAD DE SAN PABLO::6~~PENGUIN RANDOM HOUSE::1,Lectura y uso de otros medios de información para gente joven::3~~Reseñas::2~~GENERALIDADES::1~~Intereses generales en lectura::1
2010,0 - Generalidades,AMBAS,RESTO DE LATAM,LATÍN,2,ESPAÑOL::2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::2,Bibliotecas universitarias::2
2010,0 - Generalidades,AMBAS,RESTO DE LATAM,LENGUA NO DETERMINADA,3,MULTILINGÜE::3,EDICIONES GAMMA S.A.::1~~TRAGALUZ EDITORES S.A.S.::1~~UNIVERSIDAD DE GUADALAJARA::1,Crónicas y temas especiales::1~~Investigación::1~~Medios de difusión::1
2010,0 - Generalidades,AMBAS,RESTO DE LATAM,PORTUGUÉS,6,ESPAÑOL::6,BETH SHALOM::4~~EDITORIAL NUEVA PALABRA::1~~SOCIEDAD DE SAN PABLO::1,GENERALIDADES::5~~Crónicas y temas especiales::1
2010,0 - Generalidades,AMBAS,RESTO DE LATAM,QUECHUA,2,ESPAÑOL::2,GRUPO EDITORIAL KIPUS::2,GENERALIDADES::2
2010,0 - Generalidades,AMBAS,RESTO DE LATAM,RUSO,1,ESPAÑOL::1,EDICIONES ALARCOS::1,GENERALIDADES::1
2010,0 - Generalidades,AUTOR-EDITOR,BRASIL,INGLÉS,1,PORTUGUÉS::1,ELIANE GALLUCCI-ME::1,
2010,0 - Generalidades,AUTOR-EDITOR,BRASIL,LATÍN,1,PORTUGUÉS::1,VICTOR PELEGRINI::1,
2010,0 - Generalidades,AUTOR-EDITOR,BRASIL,PORTUGUÉS,1,ESPAÑOL::1,VALERIA GARCIA PEREIRA GIMENO RIO PRETO-ME::1,
2010,0 - Generalidades,AUTOR-EDITOR,RESTO DE LATAM,ESPAÑOL,7,ESPAÑOL::4~~INGLÉS::2~~MULTILINGÜE::1,"BARRIENTOS BOZA, RODOLFO::1~~CAMPOS BACARREZA, MIRIAM ROSARIO::1~~CUADROS MOZOMBITE, DANIEL::1~~GUZMAN CIFUENTES, MARIA JAVIERA::1~~HERRADA LOPEZ, FAUSTO::1",GENERALIDADES::4~~Colecciones generales::1~~De obras de lugares específicos::1~~Investigación::1
2010,0 - Generalidades,AUTOR-EDITOR,RESTO DE LATAM,GUARANÍ,1,ESPAÑOL::1,"CAMPOS BACARREZA, MIRIAM ROSARIO::1",GENERALIDADES::1
2010,0 - Generalidades,AUTOR-EDITOR,RESTO DE LATAM,INGLÉS,2,ESPAÑOL::2,"JARAMILLO MEJIA, FELIPE::1~~POMPA GARCIA, MARIN::1",Crónicas y temas especiales::1~~Investigación::1
2010,0 - Generalidades,AUTOR-EDITOR,RESTO DE LATAM,LENGUA NO DETERMINADA,2,ESPAÑOL::1~~MULTILINGÜE::1,"CORDOVA VALDIVIA, ADOLFO::1~~LOBATO, RENATA::1",Crónicas y temas especiales::1~~GENERALIDADES::1
2010,0 - Generalidades,EDITORIAL COMERCIAL,BRASIL,ALEMÁN,30,PORTUGUÉS::30,EDITORA WMF MARTINS FONTES::10~~CARIMBRAS INDUSTRIA E COMERCIO DE BRINQUEDOS LTDA::6~~L&PM EDITORES::3~~MARTINS EDITORA LIVRARIA LTDA::3~~EDITORA 8INVERSO LTDA-ME::2,
2010,0 - Generalidades,EDITORIAL COMERCIAL,BRASIL,COREANO,3,PORTUGUÉS::3,"NACL - NUCLEO DE ARTES, COMUNICACAO E LITERATURA LTDA::3",
2010,0 - Generalidades,EDITORIAL COMERCIAL,BRASIL,ESPAÑOL,66,PORTUGUÉS::66,RAI EDITORA E PROJETOS EDITORIAIS LTDA-ME::18~~EDITORA ORIGINAL LTDA-EPP::7~~CAKI BOOKS EDITORA LTDA-ME::6~~L&PM EDITORES::6~~MARTINS EDITORA LIVRARIA LTDA::5,
2010,0 - Generalidades,EDITORIAL COMERCIAL,BRASIL,FRANCÉS,84,PORTUGUÉS::84,EDITORA SCIPIONE::22~~EDITORA WMF MARTINS FONTES::19~~L&PM EDITORES::14~~MARTINS EDITORA LIVRARIA LTDA::8~~REVIC EDITORIAL LTDA::4,
2010,0 - Generalidades,EDITORIAL COMERCIAL,BRASIL,INGLÉS,1178,PORTUGUÉS::1176~~PAHLAVI::1~~PRÁCRITO::1,EDITORA HR LTDA::692~~EDITORA INTRINSECA::56~~EDITORA LANDMARK LTDA::46~~EDITORA SCIPIONE::43~~EDITORA WMF MARTINS FONTES::35,
2010,0 - Generalidades,EDITORIAL COMERCIAL,BRASIL,ITALIANO,18,PORTUGUÉS::18,NASTARI EDITORES LTDA::7~~EDITORA WMF MARTINS FONTES::3~~EDITORA INTRINSECA::2~~EDITORA LANDMARK LTDA::1~~LEOPARDO EDITORA LTDA::1,
2010,0 - Generalidades,EDITORIAL COMERCIAL,BRASIL,JAPONÉS,108,PORTUGUÉS::108,JAPORAMA EDITORA E COMUNICACAO::105~~EDITORA BRASIL SEIKYO LTDA::2~~MARTINS EDITORA LIVRARIA LTDA::1,
2010,0 - Generalidades,EDITORIAL COMERCIAL,BRASIL,LENGUA NO DETERMINADA,103,LENGUA NO DETERMINADA::103,EDITORA HR LTDA::9~~EDITORA BOCCATO LTDA-EPP::7~~EDITORA WMF MARTINS FONTES::7~~EDITORA SCIPIONE::6~~RAI EDITORA E PROJETOS EDITORIAIS LTDA-ME::6,
2010,0 - Generalidades,EDITORIAL COMERCIAL,BRASIL,PORTUGUÉS,53,INGLÉS::36~~ESPAÑOL::15~~ALEMÁN::1~~MULTILINGÜE::1,EDITORA HR LTDA::13~~CENTRO DIFUSOR DE CULTURA LTDA::5~~EDITORA CIDADE VIVA LTDA-ME::3~~EDITORA DUFAUX LTDA::3~~FUNDACAO ESCOLA NACIONAL DE SEGUROS EDITORA::3,
2010,0 - Generalidades,EDITORIAL COMERCIAL,BRASIL,RUSO,6,PORTUGUÉS::6,EDITORA SCIPIONE::3~~L&PM EDITORES::2~~EDITORA WMF MARTINS FONTES::1,
2010,0 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,ALEMÁN,1,ESPAÑOL::1,PANAMERICANA LIBRERIA Y PAPELERIA::1,GENERALIDADES::1
2010,0 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,AYMARA,1,ESPAÑOL::1,GRUPO EDITORIAL KIPUS::1,GENERALIDADES::1
2010,0 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,ESPAÑOL,70,ESPAÑOL::47~~MULTILINGÜE::10~~INGLÉS::7~~LENGUA NO DETERMINADA::2~~PORTUGUÉS::2,"EDICIONES CAIC::31~~CONTINENTE EDITORES S.A.::7~~ACEVEDO MARIN, VERONICA::4~~CADIEX INTERNACIONAL::4~~ALEX MARVEL COMPANY S.A.::2",GENERALIDADES::41~~En inglés::5~~Conocimiento::4~~Obras enciclopédicas generales::4~~Crónicas y temas especiales::3
2010,0 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,FRANCÉS,21,ESPAÑOL::21,EDICIONES LAROUSSE::16~~AM EDITORES::1~~GRUPO EDITORIAL PATRIA::1~~GRUPO PLANETA::1~~PENGUIN RANDOM HOUSE::1,Obras enciclopédicas generales::7~~Crónicas y temas especiales::2~~Conocimientos controversiales::1~~GENERALIDADES::1~~Medios documentales. medios educativos. medios noticiosos::1
2010,0 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,INGLÉS,99,ESPAÑOL::98~~INGLÉS::1,PEARSON::34~~EDITORIAL AMEREIDA S.A.::17~~PANAMERICANA LIBRERIA Y PAPELERIA::9~~GRUPO PLANETA::7~~CENGAGE LEARNING::6,Obras enciclopédicas generales::19~~GENERALIDADES::18~~Programación. programas. datos de computadores::17~~Teoría de la comunicación y el control  Cibernética::17~~Medios documentales. medios educativos. medios noticiosos::7
2010,0 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,ITALIANO,7,ESPAÑOL::7,SOCIEDAD DE SAN PABLO::6~~PENGUIN RANDOM HOUSE::1,Lectura y uso de otros medios de información para gente joven::3~~Reseñas::2~~GENERALIDADES::1~~Intereses generales en lectura::1
2010,0 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,LENGUA NO DETERMINADA,2,MULTILINGÜE::2,EDICIONES GAMMA S.A.::1~~TRAGALUZ EDITORES S.A.S.::1,Crónicas y temas especiales::1~~Investigación::1
2010,0 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,NEERLANDÉS,1,ESPAÑOL::1,FONDO DE CULTURA ECONOMICA MEXICO::1,Colecciones generales::1
2010,0 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,PORTUGUÉS,6,ESPAÑOL::6,BETH SHALOM::4~~EDITORIAL NUEVA PALABRA::1~~SOCIEDAD DE SAN PABLO::1,GENERALIDADES::5~~Crónicas y temas especiales::1
2010,0 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,QUECHUA,2,ESPAÑOL::2,GRUPO EDITORIAL KIPUS::2,GENERALIDADES::2
2010,0 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,RUSO,1,ESPAÑOL::1,EDICIONES ALARCOS::1,GENERALIDADES::1
2010,0 - Generalidades,EDITORIAL UNIVERSITARIA,BRASIL,ALEMÁN,1,PORTUGUÉS::1,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO::1,
2010,0 - Generalidades,EDITORIAL UNIVERSITARIA,BRASIL,ESPAÑOL,1,PORTUGUÉS::1,EDITORA E GRAFICA UNIVERSITARIA - UFPEL::1,
2010,0 - Generalidades,EDITORIAL UNIVERSITARIA,BRASIL,FRANCÉS,2,PORTUGUÉS::2,FUNDACAO DE APOIO A UNIVERSIDADE FEDERAL DE SAO PAULO::2,
2010,0 - Generalidades,EDITORIAL UNIVERSITARIA,BRASIL,INGLÉS,3,PORTUGUÉS::3,FUNDACAO DE APOIO A UNIVERSIDADE FEDERAL DE SAO PAULO::2~~EDITORA E GRAFICA UNIVERSITARIA - UFPEL::1,
2010,0 - Generalidades,EDITORIAL UNIVERSITARIA,BRASIL,LENGUA NO DETERMINADA,4,LENGUA NO DETERMINADA::4,SOCIEDADE GOIANA DE CULTURA - PONTIFICIA UNIVERSIDADE CATOLICA DE GOIAS::3~~UNIVERSIDADE FEDERAL DE SANTA MARIA::1,
2010,0 - Generalidades,EDITORIAL UNIVERSITARIA,BRASIL,PORTUGUÉS,2,INGLÉS::2,CENTRO UNIVERSITARIO FRANCISCANO::1~~EDITORA E GRAFICA UNIVERSITARIA - UFPEL::1,
2010,0 - Generalidades,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,ESPAÑOL,9,INGLÉS::3~~MULTILINGÜE::3~~CHINO::1~~ESPAÑOL::1~~PORTUGUÉS::1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::5~~UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS::1~~UNIVERSIDAD DE GUADALAJARA::1~~UNIVERSIDAD DE LA SERENA::1~~UNIVERSIDAD EARTH::1,GENERALIDADES::6~~De obras sobre temas específicos::1~~Investigación::1~~Medios de difusión::1
2010,0 - Generalidades,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,FRANCÉS,1,ESPAÑOL::1,UNIVERSIDAD VERACRUZANA::1,Investigación::1
2010,0 - Generalidades,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,INGLÉS,1,ESPAÑOL::1,UNIVERSIDAD DE ANTIOQUIA::1,Saber (Erudición)::1
2010,0 - Generalidades,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,LATÍN,2,ESPAÑOL::2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::2,Bibliotecas universitarias::2
2010,0 - Generalidades,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,LENGUA NO DETERMINADA,1,MULTILINGÜE::1,UNIVERSIDAD DE GUADALAJARA::1,Medios de difusión::1
2010,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,ALEMÁN,1,PORTUGUÉS::1,MUSEU PARAENSE EMILIO GOELDI::1,
2010,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,ESPAÑOL,9,PORTUGUÉS::9,BRASIL-ORIENTE COMERCIO E EVENTOS CULTURAIS LTDA::2~~ESPALHAFATO COMUNICACAO E PRODUCAO LTDA::2~~ASSOCIACAO BRASILEIRA DE NORMAS TECNICAS::1~~CONDEFERACAO BRASILEIRA DAS COOPERATIVAS DE CREDITO::1~~INSTITUTO CULTURAL ALETRIA LTDA::1,
2010,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,FRANCÉS,2,PORTUGUÉS::2,FUNDACAO LAR HARMONIA::1~~INSTITUTO CULTURAL ALETRIA LTDA::1,
2010,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,INGLÉS,91,PORTUGUÉS::91,ASSOCIACAO BRASILEIRA DE NORMAS TECNICAS::79~~QUALITEC DESENVOLVIMENTO GERENCIAL E EDITORA LTDA::3~~ASSOCIACAO BRASILEIRA DE ACREDITACAO DE SISTEMAS E SERVICOS DE SAUDE::2~~EMPREENDIMENTOS JDS LTDA::2~~FUNDACAO MARIA CECILIA SOUTO VIDIGAL::2,
2010,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,ITALIANO,5,PORTUGUÉS::5,TANTO SILENCIO PRODUCOES LTDA::3~~ASSOCIACAO PRO-NEUROPEDIATRIA::1~~IC IMPORTACAO EXPORTACAO DE IMPRESSOS LTDA::1,
2010,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,LENGUA NO DETERMINADA,20,LENGUA NO DETERMINADA::20,FUNDO NACIONAL ANTIDROGAS::6~~ASSOCIACAO CAPACETE ENTRETENIMENTOS::3~~ASSOCIACAO DA IGREJA METODISTA::1~~ASSOCIACAO DOS DESIGNERS DE JOIAS E ACESSORIOS DE PERNAMBUCO::1~~ASSOCIACAO SERGIPANA DE ADMINISTRACAO S/C LTDA::1,
2010,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,PORTUGUÉS,18,INGLÉS::11~~ESPAÑOL::6~~GUARANÍ::1,FUNDACAO LAR HARMONIA::5~~ASSOCIACAO BRASILEIRA DE NORMAS TECNICAS::1~~ASSOCIACAO CULTURAL OFICINA DE CRIACAO TEATRAL::1~~BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO SOCIAL::1~~CALEIDOSCOPIO CRIACAO E DESENHO::1,
2010,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,ESPAÑOL,7,ESPAÑOL::5~~INGLÉS::1~~MULTILINGÜE::1,COMUNICACIONES MILENIO S.A.::1~~GRUPO DE INFORMACION EN REPRODUCCION ELEGIDA::1~~OBSERVATORIO DE DERECHOS DE LA NINEZ::1~~ORGANIZACION PANAMERICANA DE LA SALUD::1~~PLAN INTERNACIONAL INC. BOLIVIA::1,GENERALIDADES::4~~De obras sobre temas específicos::1~~Investigación::1~~Medios documentales. medios educativos. medios noticiosos::1
2010,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,INGLÉS,5,ESPAÑOL::5,PRODUCTOS Y DISENOS FINOS::5,Conocimiento::4~~Intereses generales en lectura::1
2010,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,ITALIANO,3,ESPAÑOL::3,PRODUCTOS Y DISENOS FINOS::3,Intereses generales en lectura::2~~Libros notables por las ilustraciones::1
2010,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,LENGUA NO DETERMINADA,2,INGLÉS::1~~MULTILINGÜE::1,DELON Y CIA. LTDA. - ENPARALELO::1~~FUNDACION AMIGOS DE LOS NINOS BARRANQUILLA - CHILDREN INTERNATIONAL::1,Crónicas y temas especiales::1~~De obras de lugares específicos::1
2010,0 - Generalidades,ENTIDAD PÚBLICA,BRASIL,FRANCÉS,1,PORTUGUÉS::1,IMPRENSA OFICIAL DO ESTADO S/A IMESP::1,
2010,0 - Generalidades,ENTIDAD PÚBLICA,BRASIL,INGLÉS,2,ESPAÑOL::1~~PORTUGUÉS::1,IMPRENSA OFICIAL DO ESTADO S/A IMESP::2,
2010,0 - Generalidades,ENTIDAD PÚBLICA,BRASIL,LENGUA NO DETERMINADA,19,PORTUGUÉS::16~~LENGUA NO DETERMINADA::3,SECRETARIA DE ESTADO DA EDUCACAO::17~~IMPRENSA OFICIAL DO ESTADO S/A IMESP::1~~PETROLEO BRASILEIRO S/A - PETROBRAS::1,
2010,0 - Generalidades,ENTIDAD PÚBLICA,BRASIL,PORTUGUÉS,6,INGLÉS::5~~ESPAÑOL::1,SECRETARIA MUNICIPAL DE HABITACAO::3~~PETROLEO BRASILEIRO S/A - PETROBRAS::2~~IMPRENSA OFICIAL DO ESTADO S/A IMESP::1,
2010,0 - Generalidades,ENTIDAD PÚBLICA,RESTO DE LATAM,ESPAÑOL,4,ESPAÑOL::2~~INGLÉS::2,MINISTERIO DEL PODER POPULAR DE LA  COMUNICACION E INFORMACION::2~~FUNDACION EDITORIAL EL PERRO Y LA RANA- MINISTERIO DE LA CULTURA::1~~MINISTERIO DE SALUD Y DEPORTES::1,Conocimientos controversiales::2~~GENERALIDADES::1~~Medios documentales. medios educativos. medios noticiosos::1
2010,0 - Generalidades,ENTIDAD PÚBLICA,RESTO DE LATAM,INGLÉS,2,ESPAÑOL::2,MINISTERIO DEL PODER POPULAR DE LA  COMUNICACION E INFORMACION::2,Conocimientos controversiales::2
2010,0 - Generalidades,OTROS,BRASIL,FRANCÉS,1,PORTUGUÉS::1,IMPROTA GRAFICA E EDITORA LTDA-EPP::1,
2010,0 - Generalidades,OTROS,BRASIL,INGLÉS,2,PORTUGUÉS::2,"ALMEDINA BRASIL IMPORTACAO, EDICAO E COMERCIO DE LIVROS LTDA::1~~LIP INDUSTRIA GRAFICA LTDA::1",
2010,0 - Generalidades,OTROS,BRASIL,LENGUA NO DETERMINADA,1,LENGUA NO DETERMINADA::1,ALVEAR DISTRIBUIDORA DE LIVROS LTDA::1,
2010,0 - Generalidades,OTROS,BRASIL,PORTUGUÉS,2,INGLÉS::2,UNIGRAFICA INDUSTRIA GRAFICA LTDA::2,
2010,0 - Generalidades,OTROS,RESTO DE LATAM,ESPAÑOL,1,ESPAÑOL::1,REVISTA HORIZONTE::1,GENERALIDADES::1
2010,0 - Generalidades,TODOS,BRASIL,ALEMÁN,32,PORTUGUÉS::32,EDITORA WMF MARTINS FONTES::10~~CARIMBRAS INDUSTRIA E COMERCIO DE BRINQUEDOS LTDA::6~~L&PM EDITORES::3~~MARTINS EDITORA LIVRARIA LTDA::3~~EDITORA 8INVERSO LTDA-ME::2,
2010,0 - Generalidades,TODOS,BRASIL,COREANO,3,PORTUGUÉS::3,"NACL - NUCLEO DE ARTES, COMUNICACAO E LITERATURA LTDA::3",
2010,0 - Generalidades,TODOS,BRASIL,ESPAÑOL,76,PORTUGUÉS::76,RAI EDITORA E PROJETOS EDITORIAIS LTDA-ME::18~~EDITORA ORIGINAL LTDA-EPP::7~~CAKI BOOKS EDITORA LTDA-ME::6~~L&PM EDITORES::6~~MARTINS EDITORA LIVRARIA LTDA::5,
2010,0 - Generalidades,TODOS,BRASIL,FRANCÉS,90,PORTUGUÉS::90,EDITORA SCIPIONE::22~~EDITORA WMF MARTINS FONTES::19~~L&PM EDITORES::14~~MARTINS EDITORA LIVRARIA LTDA::8~~REVIC EDITORIAL LTDA::4,
2010,0 - Generalidades,TODOS,BRASIL,INGLÉS,1277,PORTUGUÉS::1274~~ESPAÑOL::1~~PAHLAVI::1~~PRÁCRITO::1,EDITORA HR LTDA::692~~ASSOCIACAO BRASILEIRA DE NORMAS TECNICAS::79~~EDITORA INTRINSECA::56~~EDITORA LANDMARK LTDA::46~~EDITORA SCIPIONE::43,
2010,0 - Generalidades,TODOS,BRASIL,ITALIANO,23,PORTUGUÉS::23,NASTARI EDITORES LTDA::7~~EDITORA WMF MARTINS FONTES::3~~TANTO SILENCIO PRODUCOES LTDA::3~~EDITORA INTRINSECA::2~~ASSOCIACAO PRO-NEUROPEDIATRIA::1,
2010,0 - Generalidades,TODOS,BRASIL,JAPONÉS,108,PORTUGUÉS::108,JAPORAMA EDITORA E COMUNICACAO::105~~EDITORA BRASIL SEIKYO LTDA::2~~MARTINS EDITORA LIVRARIA LTDA::1,
2010,0 - Generalidades,TODOS,BRASIL,LATÍN,3,PORTUGUÉS::3,EDITORA WMF MARTINS FONTES::1~~L&PM EDITORES::1~~VICTOR PELEGRINI::1,
2010,0 - Generalidades,TODOS,BRASIL,LENGUA NO DETERMINADA,147,LENGUA NO DETERMINADA::131~~PORTUGUÉS::16,SECRETARIA DE ESTADO DA EDUCACAO::17~~EDITORA HR LTDA::9~~EDITORA BOCCATO LTDA-EPP::7~~EDITORA WMF MARTINS FONTES::7~~EDITORA SCIPIONE::6,
2010,0 - Generalidades,TODOS,BRASIL,PORTUGUÉS,82,INGLÉS::56~~ESPAÑOL::23~~ALEMÁN::1~~GUARANÍ::1~~MULTILINGÜE::1,EDITORA HR LTDA::13~~CENTRO DIFUSOR DE CULTURA LTDA::5~~FUNDACAO LAR HARMONIA::5~~EDITORA CIDADE VIVA LTDA-ME::3~~EDITORA DUFAUX LTDA::3,
2010,0 - Generalidades,TODOS,BRASIL,RUSO,6,PORTUGUÉS::6,EDITORA SCIPIONE::3~~L&PM EDITORES::2~~EDITORA WMF MARTINS FONTES::1,
2010,0 - Generalidades,TODOS,RESTO DE LATAM,ALEMÁN,1,ESPAÑOL::1,PANAMERICANA LIBRERIA Y PAPELERIA::1,GENERALIDADES::1
2010,0 - Generalidades,TODOS,RESTO DE LATAM,AYMARA,1,ESPAÑOL::1,GRUPO EDITORIAL KIPUS::1,GENERALIDADES::1
2010,0 - Generalidades,TODOS,RESTO DE LATAM,ESPAÑOL,98,ESPAÑOL::60~~INGLÉS::15~~MULTILINGÜE::15~~PORTUGUÉS::3~~CHINO::2,"EDICIONES CAIC::31~~CONTINENTE EDITORES S.A.::7~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::5~~ACEVEDO MARIN, VERONICA::4~~CADIEX INTERNACIONAL::4",GENERALIDADES::57~~En inglés::5~~Investigación::5~~Conocimiento::4~~Obras enciclopédicas generales::4
2010,0 - Generalidades,TODOS,RESTO DE LATAM,FRANCÉS,22,ESPAÑOL::22,EDICIONES LAROUSSE::16~~AM EDITORES::1~~GRUPO EDITORIAL PATRIA::1~~GRUPO PLANETA::1~~PENGUIN RANDOM HOUSE::1,Obras enciclopédicas generales::7~~Crónicas y temas especiales::2~~Conocimientos controversiales::1~~GENERALIDADES::1~~Investigación::1
