PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,IDIOMA_ORIGEN,NOMBRE_DEWEY,CANTIDAD,TOP_EDITORIALES
Argentina,2012,0 - Generalidades,AMBAS,LENGUA NO DETERMINADA,Crónicas y temas especiales,2,EDITORIAL SUDAMERICANA::1~~ESENCIA::1
Argentina,2012,0 - Generalidades,AMBAS,LENGUA NO DETERMINADA,Periodismo,1,ESENCIA::1
Argentina,2012,0 - Generalidades,AMBAS,LENGUA NO DETERMINADA,Programación. programas. datos de computadores,3,GRANICA::1~~GRUPO PAIDOS::1~~UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO::1
Argentina,2012,0 - Generalidades,AMBAS,LENGUA NO DETERMINADA,SIN IDENTIFICAR,1,ESENCIA::1
Argentina,2012,0 - Generalidades,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Crónicas y temas especiales,2,EDITORIAL SUDAMERICANA::1~~ESENCIA::1
Argentina,2012,0 - Generalidades,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Periodismo,1,ESENCIA::1
Argentina,2012,0 - Generalidades,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Programación. programas. datos de computadores,2,GRANICA::1~~GRUPO PAIDOS::1
Argentina,2012,0 - Generalidades,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,SIN IDENTIFICAR,1,ESENCIA::1
Argentina,2012,0 - Generalidades,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,Programación. programas. datos de computadores,1,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO::1
Argentina,2012,0 - Generalidades,TODOS,LENGUA NO DETERMINADA,Crónicas y temas especiales,2,EDITORIAL SUDAMERICANA::1~~ESENCIA::1
Argentina,2012,0 - Generalidades,TODOS,LENGUA NO DETERMINADA,Periodismo,1,ESENCIA::1
Argentina,2012,0 - Generalidades,TODOS,LENGUA NO DETERMINADA,Programación. programas. datos de computadores,3,GRANICA::1~~GRUPO PAIDOS::1~~UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO::1
Argentina,2012,0 - Generalidades,TODOS,LENGUA NO DETERMINADA,SIN IDENTIFICAR,1,ESENCIA::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,Epistemología (Teoría del conocimiento),1,DEL SOL::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,Fenómenos paranormales,2,KIER::2
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,Filosofía antigua. medieval. oriental,2,LAS CUARENTA::1~~LOSADA::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,Filosofía de las Islas Británicas,1,LOSADA::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,Filosofía moderna occidental,23,CACTUS::3~~FONDO DE CULTURA ECONOMICA MEXICO::3~~GODOT ARGENTINA::3~~TERRAMAR::3~~SIGLO XXI EDITORES::2
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,Filosofía y teoría de la psicología,1,GRUPO PAIDOS::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,Psicología,14,GRUPO PAIDOS::5~~SIGLO XXI EDITORES::5~~AMORRORTU::1~~ANTROPOSOFICA::1~~EDITORIAL SUDAMERICANA::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,Psicología aplicada,36,"EDITORIAL SUDAMERICANA::19~~GRUPO PAIDOS::5~~ESENCIA::3~~URANITO EDITORES::2~~AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.::1"
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,SIN IDENTIFICAR,2,KIER::1~~LOSADA::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,Sistemas. escuelas. puntos de vista de la psicología,11,GRUPO PAIDOS::5~~FONDO DE CULTURA ECONOMICA MEXICO::3~~AMORRORTU::1~~EDHASA S.A.::1~~LUGAR EDITORIAL::1
Argentina,2012,100 - Filosofía y psicología,AUTOR-EDITOR,LENGUA NO DETERMINADA,Filosofía moderna occidental,1,EDGARDO CARAMELLA Y ASOC::1
Argentina,2012,100 - Filosofía y psicología,AUTOR-EDITOR,LENGUA NO DETERMINADA,SIN IDENTIFICAR,1,EDGARDO CARAMELLA Y ASOC::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Epistemología (Teoría del conocimiento),1,DEL SOL::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Fenómenos paranormales,2,KIER::2
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Filosofía antigua. medieval. oriental,2,LAS CUARENTA::1~~LOSADA::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Filosofía de las Islas Británicas,1,LOSADA::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Filosofía moderna occidental,22,CACTUS::3~~FONDO DE CULTURA ECONOMICA MEXICO::3~~GODOT ARGENTINA::3~~TERRAMAR::3~~SIGLO XXI EDITORES::2
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Filosofía y teoría de la psicología,1,GRUPO PAIDOS::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Psicología,14,GRUPO PAIDOS::5~~SIGLO XXI EDITORES::5~~AMORRORTU::1~~ANTROPOSOFICA::1~~EDITORIAL SUDAMERICANA::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Psicología aplicada,36,"EDITORIAL SUDAMERICANA::19~~GRUPO PAIDOS::5~~ESENCIA::3~~URANITO EDITORES::2~~AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.::1"
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,SIN IDENTIFICAR,2,KIER::1~~LOSADA::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Sistemas. escuelas. puntos de vista de la psicología,11,GRUPO PAIDOS::5~~FONDO DE CULTURA ECONOMICA MEXICO::3~~AMORRORTU::1~~EDHASA S.A.::1~~LUGAR EDITORIAL::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,Filosofía moderna occidental,1,UNIVERSIDAD PEDAGOGICA DE BUENOS AIRES::1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Filosofía moderna occidental,2,FUNDACION EDUARDO F. COSTANTINI::1~~RYR::1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Procesos mentales e inteligencia,1,FERSIC::1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Psicología,1,SIRIO::1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Psicología aplicada,8,GRUPAL::4~~SPRAYETTE::2~~KALADANDA::1~~SIRIO::1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,SIN IDENTIFICAR,1,HASTINAPURA::1
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,Epistemología (Teoría del conocimiento),1,DEL SOL::1
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,Fenómenos paranormales,2,KIER::2
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,Filosofía antigua. medieval. oriental,2,LAS CUARENTA::1~~LOSADA::1
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,Filosofía de las Islas Británicas,1,LOSADA::1
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,Filosofía moderna occidental,26,CACTUS::3~~FONDO DE CULTURA ECONOMICA MEXICO::3~~GODOT ARGENTINA::3~~TERRAMAR::3~~SIGLO XXI EDITORES::2
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,Filosofía y teoría de la psicología,1,GRUPO PAIDOS::1
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,Psicología,15,GRUPO PAIDOS::5~~SIGLO XXI EDITORES::5~~AMORRORTU::1~~ANTROPOSOFICA::1~~EDITORIAL SUDAMERICANA::1
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,Psicología aplicada,44,EDITORIAL SUDAMERICANA::19~~GRUPO PAIDOS::5~~GRUPAL::4~~ESENCIA::3~~SPRAYETTE::2
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,SIN IDENTIFICAR,4,EDGARDO CARAMELLA Y ASOC::1~~HASTINAPURA::1~~KIER::1~~LOSADA::1
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,Sistemas. escuelas. puntos de vista de la psicología,11,GRUPO PAIDOS::5~~FONDO DE CULTURA ECONOMICA MEXICO::3~~AMORRORTU::1~~EDHASA S.A.::1~~LUGAR EDITORIAL::1
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,Cristianismo Teología cristiana,3,EDITORIAL SUDAMERICANA::2~~PENIEL::1
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,Educación religiosa,48,EDITORIAL SUDAMERICANA::48
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,Experiencia. práctica. vida cristianas,44,PENIEL::26~~EDITORIAL SUDAMERICANA::13~~CIUDAD NUEVA::2~~AGAPE LIBROS::1~~CLARETIANA::1
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,Iglesias bautistas. de los Discípulos de Cristo. adventistas,5,EDITORIAL SUDAMERICANA::5
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,Jesucristo y su familia,6,ANTROPOSOFICA::3~~PENIEL::2~~EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,La Biblia,4,CERTEZA ARGENTINA::2~~AGAPE LIBROS::1~~EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,Literatura piadosa,7,EDITORIAL SUDAMERICANA::4~~PENIEL::2~~CERTEZA ARGENTINA::1
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,Oficio pastoral (Teología pastoral),4,EDITORIAL SUDAMERICANA::4
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,Otras religiones,12,ANTROPOSOFICA::12
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,SIN IDENTIFICAR,4,EDITORIAL SUDAMERICANA::4
Argentina,2012,200 - Religión,AUTOR-EDITOR,LENGUA NO DETERMINADA,Experiencia. práctica. vida cristianas,1,EMMANUEL MOUNIER ARGENTINA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Cristianismo Teología cristiana,3,EDITORIAL SUDAMERICANA::2~~PENIEL::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Educación religiosa,48,EDITORIAL SUDAMERICANA::48
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Experiencia. práctica. vida cristianas,44,PENIEL::26~~EDITORIAL SUDAMERICANA::13~~CIUDAD NUEVA::2~~AGAPE LIBROS::1~~CLARETIANA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Iglesias bautistas. de los Discípulos de Cristo. adventistas,5,EDITORIAL SUDAMERICANA::5
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Jesucristo y su familia,6,ANTROPOSOFICA::3~~PENIEL::2~~EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,La Biblia,4,CERTEZA ARGENTINA::2~~AGAPE LIBROS::1~~EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Literatura piadosa,7,EDITORIAL SUDAMERICANA::4~~PENIEL::2~~CERTEZA ARGENTINA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Oficio pastoral (Teología pastoral),4,EDITORIAL SUDAMERICANA::4
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Otras religiones,12,ANTROPOSOFICA::12
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,SIN IDENTIFICAR,4,EDITORIAL SUDAMERICANA::4
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Budismo,5,ASOCIACION BUDISTA - IBPS ARGENTINA::4~~AZUL INDIGO::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Experiencia. práctica. vida cristianas,3,GUADALUPE::2~~PUBLICACIONES ALIANZA::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Hinduismo,3,ASOCIACION BUDISTA - IBPS ARGENTINA::2~~HASTINAPURA::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Islamismo. babismo. fe bahai,1,EL SERENO::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Jerarcas que rigen las iglesias,1,FUNDACION CRISTIANA DE EVANGELIZACION::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Judaísmo,8,BNEI SHOLEM::7~~KEHOT LUBAVITCH SUDAMERICANA::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,La Biblia,1,ASOC. CIVIL PERSPECTIVAS BET MIDRASH::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Religión comparada,2,HASTINAPURA::1~~NUEVO HUMANO::1
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,Budismo,6,ASOCIACION BUDISTA - IBPS ARGENTINA::4~~AZUL INDIGO::1~~LOSADA::1
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,Educación religiosa,48,EDITORIAL SUDAMERICANA::48
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,Experiencia. práctica. vida cristianas,48,PENIEL::26~~EDITORIAL SUDAMERICANA::13~~CIUDAD NUEVA::2~~GUADALUPE::2~~AGAPE LIBROS::1
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,Iglesias bautistas. de los Discípulos de Cristo. adventistas,5,EDITORIAL SUDAMERICANA::5
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,Jesucristo y su familia,6,ANTROPOSOFICA::3~~PENIEL::2~~EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,Judaísmo,11,BNEI SHOLEM::7~~PROMETEO EDITORES::3~~KEHOT LUBAVITCH SUDAMERICANA::1
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,La Biblia,5,CERTEZA ARGENTINA::2~~AGAPE LIBROS::1~~ASOC. CIVIL PERSPECTIVAS BET MIDRASH::1~~EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,Literatura piadosa,7,EDITORIAL SUDAMERICANA::4~~PENIEL::2~~CERTEZA ARGENTINA::1
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,Otras religiones,12,ANTROPOSOFICA::12
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,Religión comparada,5,ANTUCURA EDITORIAL::1~~HASTINAPURA::1~~LONGSELLER::1~~NUEVO HUMANO::1~~SAGA EDICIONES::1
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,Ciencia política (Política y gobierno),7,GRUPO PAIDOS::3~~EDITORIAL SUDAMERICANA::1~~FONDO DE CULTURA ECONOMICA MEXICO::1~~KATZ EDITORES::1~~UNIVERSIDAD NACIONAL DE QUILMES::1
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,Cultura e instituciones,21,EUDEBA::4~~GRUPO PAIDOS::4~~SIGLO XXI EDITORES::4~~LA MARCA EDITORA::2~~DEDALUS EDITORES::1
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,Derechos civiles y políticos,3,"ABRAMOVICH V. Y RODRIGUEZ PATRINOS, P. EDITORES::2~~FONDO DE CULTURA ECONOMICA MEXICO::1"
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,Educación,3,ANTROPOSOFICA::3
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,Educación primaria,3,ALIANZA EDITORIAL::3
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,Educación superior,7,UNIVERSIDAD DE PALERMO - UP::7
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,Filosofía y teoría. educación para objetivos específicos,4,GRUPO PAIDOS::2~~TEMAS GRUPO EDITORIAL::2
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,Grupos raciales. étnicos. nacionales,3,GRUPO PAIDOS::2~~LEVIATAN::1
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,Métodos de instrucción y estudio,9,EDITORIAL GUADAL::6~~CATAPULTA::3
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,Sociología y antropología,11,GRUPO PAIDOS::3~~SIGLO XXI EDITORES::2~~ANTROPOSOFICA::1~~FONDO DE CULTURA ECONOMICA MEXICO::1~~GODOT ARGENTINA::1
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Ciencia política (Política y gobierno),6,GRUPO PAIDOS::3~~EDITORIAL SUDAMERICANA::1~~FONDO DE CULTURA ECONOMICA MEXICO::1~~KATZ EDITORES::1
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Cultura e instituciones,20,EUDEBA::4~~GRUPO PAIDOS::4~~SIGLO XXI EDITORES::4~~LA MARCA EDITORA::2~~DEDALUS EDITORES::1
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Derechos civiles y políticos,3,"ABRAMOVICH V. Y RODRIGUEZ PATRINOS, P. EDITORES::2~~FONDO DE CULTURA ECONOMICA MEXICO::1"
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Educación,3,ANTROPOSOFICA::3
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Educación primaria,3,ALIANZA EDITORIAL::3
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Filosofía y teoría. educación para objetivos específicos,4,GRUPO PAIDOS::2~~TEMAS GRUPO EDITORIAL::2
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Grupos raciales. étnicos. nacionales,3,GRUPO PAIDOS::2~~LEVIATAN::1
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Literatura folclórica,3,EDITORIAL GUADAL::2~~PLUMA Y PAPEL::1
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Métodos de instrucción y estudio,9,EDITORIAL GUADAL::6~~CATAPULTA::3
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Sociología y antropología,10,GRUPO PAIDOS::3~~SIGLO XXI EDITORES::2~~ANTROPOSOFICA::1~~FONDO DE CULTURA ECONOMICA MEXICO::1~~GODOT ARGENTINA::1
Argentina,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,Ciencia política (Política y gobierno),1,UNIVERSIDAD NACIONAL DE QUILMES::1
Argentina,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,Cultura e instituciones,1,EDITORIAL DE LA UNC::1
Argentina,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,Derecho,1,UNIVERSIDAD DE PALERMO - UP::1
Argentina,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,Economía,1,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO::1
Argentina,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,Educación superior,7,UNIVERSIDAD DE PALERMO - UP::7
Argentina,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,Sociología y antropología,1,UNIVERSIDAD NACIONAL DE QUILMES::1
Argentina,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Ciencia política (Política y gobierno),3,EPPUR SI MUOVE::1~~FUNDACION INTERAMERICANA DEL CORAZON ARGENTINA::1~~RYR::1
Argentina,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Instituciones religiosas,1,RED DE SEGURIDAD Y DEFENSA DE AMERICA LATINA ASOCIACION CIVIL - RESDAL::1
Argentina,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Sistemas. escuelas. teorías de la economía,1,ERA NACIENTE::1
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,Ciencia política (Política y gobierno),10,GRUPO PAIDOS::3~~EDITORIAL SUDAMERICANA::1~~EPPUR SI MUOVE::1~~FONDO DE CULTURA ECONOMICA MEXICO::1~~FUNDACION INTERAMERICANA DEL CORAZON ARGENTINA::1
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,Cultura e instituciones,21,EUDEBA::4~~GRUPO PAIDOS::4~~SIGLO XXI EDITORES::4~~LA MARCA EDITORA::2~~DEDALUS EDITORES::1
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,Derechos civiles y políticos,3,"ABRAMOVICH V. Y RODRIGUEZ PATRINOS, P. EDITORES::2~~FONDO DE CULTURA ECONOMICA MEXICO::1"
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,Educación,3,ANTROPOSOFICA::3
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,Educación primaria,3,ALIANZA EDITORIAL::3
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,Educación superior,7,UNIVERSIDAD DE PALERMO - UP::7
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,Filosofía y teoría. educación para objetivos específicos,4,GRUPO PAIDOS::2~~TEMAS GRUPO EDITORIAL::2
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,Grupos raciales. étnicos. nacionales,3,GRUPO PAIDOS::2~~LEVIATAN::1
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,Métodos de instrucción y estudio,9,EDITORIAL GUADAL::6~~CATAPULTA::3
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,Sociología y antropología,11,GRUPO PAIDOS::3~~SIGLO XXI EDITORES::2~~ANTROPOSOFICA::1~~FONDO DE CULTURA ECONOMICA MEXICO::1~~GODOT ARGENTINA::1
Argentina,2012,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,Educación. investigación estudios relacionados con las lenguas,3,AZ EDITORA S.A.::3
Argentina,2012,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,Filosofía y teoría de las lenguas,1,GALERNA::1
Argentina,2012,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,Inglés e inglés antiguo,2,ESENCIA::2
Argentina,2012,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,Lingüística,1,LOSADA::1
Argentina,2012,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,Portugués,2,ESENCIA::2
Argentina,2012,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Educación. investigación estudios relacionados con las lenguas,3,AZ EDITORA S.A.::3
Argentina,2012,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Filosofía y teoría de las lenguas,1,GALERNA::1
Argentina,2012,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Inglés e inglés antiguo,2,ESENCIA::2
Argentina,2012,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Lingüística,1,LOSADA::1
Argentina,2012,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Portugués,2,ESENCIA::2
Argentina,2012,400 - Lenguas,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,Lingüística,2,DEL CALDERON::1~~SHOLEM BUENOS AIRES::1
Argentina,2012,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,Educación. investigación estudios relacionados con las lenguas,3,AZ EDITORA S.A.::3
Argentina,2012,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,Filosofía y teoría de las lenguas,1,GALERNA::1
Argentina,2012,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,Inglés e inglés antiguo,2,ESENCIA::2
Argentina,2012,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,Lingüística,3,DEL CALDERON::1~~LOSADA::1~~SHOLEM BUENOS AIRES::1
Argentina,2012,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,Portugués,2,ESENCIA::2
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,Animales,1,V & R EDITORAS S.A.::1
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,Astronomía y ciencias afines,1,ANTROPOSOFICA::1
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,CIENCIAS NATURALES Y MATEMÁTICAS,2,CATAPULTA::2
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,Educación. investigación. temas relacionados con las ciencias naturales,2,EDITORIAL GUADAL::1~~EDITORIAL SUDAMERICANA::1
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,Física,4,GRUPO PAIDOS::2~~EDITORIAL SUDAMERICANA::1~~TUSQUETS EDITORES::1
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,Matemáticas,1,GRUPO PAIDOS::1
