PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,EDITORIAL,CANTIDAD
Argentina,2015,800 - Literatura y retórica,EDITORIAL COMERCIAL,GRUPO PLANETA,56
Argentina,2015,800 - Literatura y retórica,EDITORIAL COMERCIAL,LOSADA,40
Argentina,2015,800 - Literatura y retórica,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,253
Argentina,2015,800 - Literatura y retórica,EDITORIAL COMERCIAL,V&R,69
Argentina,2015,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,EDUVIM,2
Argentina,2015,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,EUDEM,1
Argentina,2015,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE FORMOSA,1
Argentina,2015,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GRAL. SAN MARTIN. UNSAM EDITA,2
Argentina,2015,900 - Geografía e historia,EDITORIAL COMERCIAL,DEBATE,4
Argentina,2015,900 - Geografía e historia,EDITORIAL COMERCIAL,DEL NUEVO EXTREMO,3
Argentina,2015,900 - Geografía e historia,EDITORIAL COMERCIAL,EL ATENEO,15
Argentina,2015,900 - Geografía e historia,EDITORIAL COMERCIAL,GRUPO PLANETA,14
Argentina,2015,900 - Geografía e historia,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,5
Argentina,2015,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,EDICIONES UNL,1
Argentina,2015,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,EDUVIM,2
Argentina,2015,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,LIBROS DEL ROJAS,1
Argentina,2015,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GRAL. SAN MARTIN. UNSAM EDITA,2
Argentina,2016,0 - Generalidades,EDITORIAL COMERCIAL,CERTEZA ARGENTINA,1
Argentina,2016,0 - Generalidades,EDITORIAL COMERCIAL,EDHASA,1
Argentina,2016,0 - Generalidades,EDITORIAL COMERCIAL,EL CUENCO DE PLATA,2
Argentina,2016,0 - Generalidades,EDITORIAL COMERCIAL,GRUPO PLANETA,3
Argentina,2016,0 - Generalidades,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,2
Argentina,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,CAPITAL INTELECTUAL,6
Argentina,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,CONTINENTE,6
Argentina,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,EGODOT ARGENTINA,6
Argentina,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,GRUPO PLANETA,15
Argentina,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,PROMETEO EDITORES,12
Argentina,2016,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE PALERMO - UP,2
Argentina,2016,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE CUYO,1
Argentina,2016,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2016,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNSAMEDITA,1
Argentina,2016,200 - Religión,EDITORIAL COMERCIAL,ASOCIACION CASA EDITORA SUDAMERICANA,77
Argentina,2016,200 - Religión,EDITORIAL COMERCIAL,CONTINENTE,4
Argentina,2016,200 - Religión,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,4
Argentina,2016,200 - Religión,EDITORIAL COMERCIAL,PENIEL,11
Argentina,2016,200 - Religión,EDITORIAL COMERCIAL,SENORA PORTENA,5
Argentina,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,CATAPULTA,73
Argentina,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,EL ATENEO,48
Argentina,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,GRUPO PLANETA,52
Argentina,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,23
Argentina,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,21
Argentina,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,EDUNLU,1
Argentina,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,EDUNT,1
Argentina,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,EDUVIM,2
Argentina,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE CORDOBA,2
Argentina,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNSAMEDITA,5
Argentina,2016,400  - Lenguas,EDITORIAL COMERCIAL,EDICIONES DEL CCC CENTRO CULTURAL DE LA COOPERACION FLOREAL GORINI,1
Argentina,2016,400  - Lenguas,EDITORIAL COMERCIAL,LEVIATAN,1
Argentina,2016,400 - Lenguas,EDITORIAL COMERCIAL,EN DANZA,1
Argentina,2016,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,ANTROPOSOFICA,1
Argentina,2016,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,CAPITAL INTELECTUAL,2
Argentina,2016,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,EDITORIAL MEDICA PANAMERICANA,1
Argentina,2016,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,GRUPO PLANETA,3
Argentina,2016,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,2
Argentina,2016,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD ADVENTISTA DEL PLATA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,ANEJO PRODUCCIONES,15
Argentina,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,EDITORIAL MEDICA PANAMERICANA,9
Argentina,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,GRUPO PLANETA,12
Argentina,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,JOURNAL,7
Argentina,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,36
Argentina,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,CAJA NEGRA,5
Argentina,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EL ATENEO,5
Argentina,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EL CUENCO DE PLATA,6
Argentina,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EUDEBA,5
Argentina,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,GRUPO PLANETA,8
Argentina,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,UNR EDITORA. EDITORIAL DE LA UNIVERSIDAD NACIONAL DE ROSARIO,1
Argentina,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,EDICIONES B,22
Argentina,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,GRUPO PLANETA,38
Argentina,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,LOSADA,19
Argentina,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,202
Argentina,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,V&R,90
Argentina,2016,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,EUDEM,1
Argentina,2016,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE ENTRE RIOS. UNER,1
Argentina,2016,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,3
Argentina,2016,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNR EDITORA. EDITORIAL DE LA UNIVERSIDAD NACIONAL DE ROSARIO,2
Argentina,2016,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNSAMEDITA,9
Argentina,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,EL ATENEO,10
Argentina,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,4
Argentina,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,GRUPO PLANETA,9
Argentina,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,9
Argentina,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,PROMETEO EDITORES,4
Argentina,2016,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,UNIVERSIDAD ADVENTISTA DEL PLATA,1
Argentina,2016,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE QUILMES,1
Argentina,2016,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE TRES DE FEBRERO,1
Argentina,2016,SIN IDENTIFICAR,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Argentina,2016,SIN IDENTIFICAR,EDITORIAL COMERCIAL,LENGUAJE CLARO EDITORA,1
Argentina,2016,SIN IDENTIFICAR,EDITORIAL COMERCIAL,LONGSELLER,1
Argentina,2016,SIN IDENTIFICAR,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,6
Argentina,2016,SIN IDENTIFICAR,EDITORIAL COMERCIAL,SUMERU,1
Argentina,2016,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,UNSAMEDITA,1
Argentina,2017,0 - Generalidades,EDITORIAL COMERCIAL,BLATT & RIOS,1
Argentina,2017,0 - Generalidades,EDITORIAL COMERCIAL,EL ATENEO,2
Argentina,2017,0 - Generalidades,EDITORIAL COMERCIAL,EL CUENCO DE PLATA,1
Argentina,2017,0 - Generalidades,EDITORIAL COMERCIAL,GRUPO PLANETA,2
Argentina,2017,0 - Generalidades,EDITORIAL COMERCIAL,LA COMPANIA DE LOS LIBROS,1
Argentina,2017,0 - Generalidades,EDITORIAL UNIVERSITARIA,UNIVERSIDAD ABIERTA INTERAMERICANA,1
Argentina,2017,100 - Filosofía y psicología,EDITORIAL COMERCIAL,ADRIANA HIDALGO EDITORA,7
Argentina,2017,100 - Filosofía y psicología,EDITORIAL COMERCIAL,AMORRORTU,12
Argentina,2017,100 - Filosofía y psicología,EDITORIAL COMERCIAL,CACTUS,7
Argentina,2017,100 - Filosofía y psicología,EDITORIAL COMERCIAL,EGODOT ARGENTINA,6
Argentina,2017,100 - Filosofía y psicología,EDITORIAL COMERCIAL,GRUPO PLANETA,10
Argentina,2017,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD CATOLICA DE SALTA. EUCASA,2
Argentina,2017,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE QUILMES,1
Argentina,2017,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNSAMEDITA,2
Argentina,2017,200 - Religión,EDITORIAL COMERCIAL,AGAPE LIBROS,3
Argentina,2017,200 - Religión,EDITORIAL COMERCIAL,ASOCIACION CASA EDITORA SUDAMERICANA,64
Argentina,2017,200 - Religión,EDITORIAL COMERCIAL,CIUDAD NUEVA,5
Argentina,2017,200 - Religión,EDITORIAL COMERCIAL,PENIEL,25
Argentina,2017,200 - Religión,EDITORIAL COMERCIAL,SENORA PORTENA,6
Argentina,2017,200 - Religión,EDITORIAL UNIVERSITARIA,EDUVIM,1
Argentina,2017,200 - Religión,EDITORIAL UNIVERSITARIA,UNIVERSIDAD ADVENTISTA DEL PLATA,3
Argentina,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,CATAPULTA,33
Argentina,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,EL ATENEO,36
Argentina,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,GRUPO PLANETA,21
Argentina,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,20
Argentina,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,18
Argentina,2017,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,EDUVIM,2
Argentina,2017,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD ABIERTA INTERAMERICANA,4
Argentina,2017,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LA DEFENSA NACIONAL,1
Argentina,2017,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE PALERMO - UP,3
Argentina,2017,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,8
Argentina,2017,400  - Lenguas,EDITORIAL COMERCIAL,AMORRORTU,2
Argentina,2017,400  - Lenguas,EDITORIAL COMERCIAL,EUDEBA,1
Argentina,2017,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,CAPITAL INTELECTUAL,1
Argentina,2017,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,GRUPO PLANETA,4
Argentina,2017,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,LIBROS DEL ZORZAL,1
Argentina,2017,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,VAZQUEZ MAZZINI EDITORES,1
Argentina,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,ANEJO PRODUCCIONES,8
Argentina,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,EDITORIAL MEDICA PANAMERICANA,7
Argentina,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,GRUPO PLANETA,9
Argentina,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,JOURNAL,5
Argentina,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,51
Argentina,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,CAJA NEGRA,3
Argentina,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,CATAPULTA,4
Argentina,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,LA MARCA EDITORA,3
Argentina,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,PENSAR POKER,11
Argentina,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,V&R,3
Argentina,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,LIBROS UNA,1
Argentina,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,EDHASA,17
Argentina,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,GRUPO PLANETA,54
Argentina,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,172
Argentina,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,RBA,35
Argentina,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,V&R,86
Argentina,2017,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE ENTRE RIOS. UNER,1
Argentina,2017,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,3
Argentina,2017,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNSAMEDITA,2
Argentina,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,EDHASA,4
Argentina,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,EDICIONES IPS,4
Argentina,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,EL ATENEO,12
Argentina,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,GRUPO PLANETA,7
Argentina,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,7
Argentina,2017,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,EUDEM,1
Argentina,2017,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,UNIVERSIDAD ADVENTISTA DEL PLATA,2
Argentina,2017,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,3
Argentina,2017,SIN IDENTIFICAR,EDITORIAL COMERCIAL,ENCUENTRO GRUPO EDITOR,2
Argentina,2017,SIN IDENTIFICAR,EDITORIAL COMERCIAL,GRUPO PLANETA,3
Argentina,2017,SIN IDENTIFICAR,EDITORIAL COMERCIAL,HOLTZBRINCK,17
Argentina,2017,SIN IDENTIFICAR,EDITORIAL COMERCIAL,JOURNAL,3
Argentina,2017,SIN IDENTIFICAR,EDITORIAL COMERCIAL,LIBROS DEL ZORZAL,5
Argentina,2018,0 - Generalidades,EDITORIAL COMERCIAL,ASUNTO IMPRESO S.R.L.,1
Argentina,2018,0 - Generalidades,EDITORIAL COMERCIAL,DEDALO S.R.L.,1
Argentina,2018,0 - Generalidades,EDITORIAL COMERCIAL,"ESTERAS, DIEGO - ALVAREZ FANEGO, JUAN EZEQUIEL S.H.",1
Argentina,2018,0 - Generalidades,EDITORIAL COMERCIAL,"LAPIS, RAUL HUGO",1
Argentina,2018,0 - Generalidades,EDITORIAL COMERCIAL,LUCIO JAVIER ARRILLAGA,1
Argentina,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,GRUPO ILHSA S.A.,16
Argentina,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,GRUPO PLANETA,62
Argentina,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,"JEREZ MANTARAS, HUGO MARCELINO",40
Argentina,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,21
Argentina,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,V & R EDITORAS S.A.,41
Argentina,2018,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE LA PLATA,1
Argentina,2018,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE ROSARIO,2
Argentina,2018,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DEL LITORAL,1
Argentina,2018,200 - Religión,EDITORIAL COMERCIAL,EDHASA S.A.,16
Argentina,2018,200 - Religión,EDITORIAL COMERCIAL,EDITORIAL DEL NUEVO EXTREMO S.A.,13
Argentina,2018,200 - Religión,EDITORIAL COMERCIAL,GRUPO PLANETA,24
Argentina,2018,200 - Religión,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,91
Argentina,2018,200 - Religión,EDITORIAL COMERCIAL,V & R EDITORAS S.A.,20
Argentina,2018,200 - Religión,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,6
Argentina,2018,300 - Ciencias sociales,EDITORIAL COMERCIAL,ASOCIACION CASA EDITORA SUDAMERICANA,55
Argentina,2018,300 - Ciencias sociales,EDITORIAL COMERCIAL,"COLABELLI, IGNACIO JAVIER",6
Argentina,2018,300 - Ciencias sociales,EDITORIAL COMERCIAL,EDICIONES GODOT S.R.L,6
Argentina,2018,300 - Ciencias sociales,EDITORIAL COMERCIAL,GRUPO PLANETA,7
Argentina,2018,300 - Ciencias sociales,EDITORIAL COMERCIAL,TREINTADIEZ S.A.,13
Argentina,2018,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,NUEVA EDITORIAL UNIVERSITARIA - U.N.S.L.,1
Argentina,2018,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,2
Argentina,2018,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE LAS ARTES,1
Argentina,2018,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD PEDAGOGICA NACIONAL,1
Argentina,2018,400  - Lenguas,EDITORIAL COMERCIAL,GRUPO ILHSA S.A.,1
Argentina,2018,400  - Lenguas,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Argentina,2018,400  - Lenguas,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,3
Argentina,2018,400  - Lenguas,EDITORIAL UNIVERSITARIA,CONSEJO LATINOAMERICANO DE CIENCIAS SOCIALES - C.L.A.C.S.O.,2
Argentina,2018,400  - Lenguas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2018,400 - Lenguas,EDITORIAL COMERCIAL,AMORRORTU EDITORES S.A.,2
Argentina,2018,400 - Lenguas,EDITORIAL COMERCIAL,ANTROPOSOFICA S.A.,6
Argentina,2018,400 - Lenguas,EDITORIAL COMERCIAL,GRUPO PAIDOS,14
Argentina,2018,400 - Lenguas,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,16
Argentina,2018,400 - Lenguas,EDITORIAL COMERCIAL,TREINTADIEZ S.A.,3
Argentina,2018,400 - Lenguas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD CATOLICA DE SALTA,2
Argentina,2018,400 - Lenguas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GRAL. SAN MARTIN,3
Argentina,2018,400 - Lenguas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD PEDAGOGICA NACIONAL,1
Argentina,2018,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,CAPITAL INTELECTUAL S.A.,2
Argentina,2018,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,GRUPO PAIDOS,6
Argentina,2018,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,LID EDITORIAL EMPRESARIAL S.R.L.,2
Argentina,2018,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,2
Argentina,2018,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,TEMAS GRUPO EDITORIAL S.R.L.,2
Argentina,2018,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,ASUNTO IMPRESO S.R.L.,1
Argentina,2018,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,EDICIONES LERNER S.R.L.,1
Argentina,2018,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,GRUPO PAIDOS,1
Argentina,2018,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,JUAN PABLO POGGIO,1
Argentina,2018,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,SIGLO XXI EDITORES,4
Argentina,2018,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,FUNDACION UNIVERSIDAD DE PALERMO,1
Argentina,2018,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,ANEJO PRODUCCIONES S.A.,2
Argentina,2018,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EDICIONES JOURNAL S.A.,5
Argentina,2018,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD CATOLICA DE CORDOBA,2
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,ANEJO PRODUCCIONES S.A.,3
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EDICIONES JOURNAL S.A.,10
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EDITORIAL INTER-MEDICA S.A.,2
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EL CUENCO DE PLATA S.R.L.,4
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,GRUPO PAIDOS,4
Argentina,2018,800 - Literatura y retórica,EDITORIAL COMERCIAL,"CAMPANARO, RAUL ALEJANDRO",1
Argentina,2018,800 - Literatura y retórica,EDITORIAL COMERCIAL,GRUPO ILHSA S.A.,1
Argentina,2018,800 - Literatura y retórica,EDITORIAL COMERCIAL,"LEVIN, GASTON MATIAS",1
Argentina,2018,800 - Literatura y retórica,EDITORIAL COMERCIAL,PATRICIO  HERNAN PODSTUDENSEK,2
Argentina,2018,800 - Literatura y retórica,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,2
Argentina,2018,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,EDITORIAL UNIVERSITARIA DE BUENOS AIRES S.E.M.,1
Argentina,2018,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,FUNDACION UNIVERSIDAD DE PALERMO,1
Argentina,2018,900 - Geografía e historia,EDITORIAL COMERCIAL,EDICIONES CONTINENTE S.R.L.,2
Argentina,2018,900 - Geografía e historia,EDITORIAL COMERCIAL,EDITORIAL ALBATROS S.A.C.I.,3
Argentina,2018,900 - Geografía e historia,EDITORIAL COMERCIAL,GRUPO PAIDOS,3
Argentina,2018,900 - Geografía e historia,EDITORIAL COMERCIAL,"KARAGEORGIU, MARIA FERNANDA",2
Argentina,2018,900 - Geografía e historia,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,21
Argentina,2018,SIN IDENTIFICAR,EDITORIAL COMERCIAL,ASOCIACION CASA EDITORA SUDAMERICANA,24
Argentina,2018,SIN IDENTIFICAR,EDITORIAL COMERCIAL,GRUPO ILHSA S.A.,8
Argentina,2018,SIN IDENTIFICAR,EDITORIAL COMERCIAL,GRUPO PLANETA,39
Argentina,2018,SIN IDENTIFICAR,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,37
Argentina,2018,SIN IDENTIFICAR,EDITORIAL COMERCIAL,V & R EDITORAS S.A.,11
Argentina,2018,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,INSTITUTO LIBRE DE SEGUNDA ENSENANZA,1
Argentina,2018,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2018,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GRAL. SAN MARTIN,1
Argentina,2018,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE MORENO,1
Argentina,2018,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE RIO NEGRO,1
Argentina,2019,0 - Generalidades,EDITORIAL COMERCIAL,V & R EDITORAS S.A.,2
Argentina,2019,0 - Generalidades,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE QUILMES,1
Argentina,2019,100 - Filosofía y psicología,EDITORIAL COMERCIAL,ADRIANA HIDALGO EDITORA S.A.,4
Argentina,2019,100 - Filosofía y psicología,EDITORIAL COMERCIAL,AMORRORTU EDITORES S.A.,7
Argentina,2019,100 - Filosofía y psicología,EDITORIAL COMERCIAL,ETERNA CADENCIA S.R.L.,6
Argentina,2019,100 - Filosofía y psicología,EDITORIAL COMERCIAL,"IRES, PABLO ARIEL",8
Argentina,2019,100 - Filosofía y psicología,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,4
Argentina,2019,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,EDITORIAL UNIVERSITARIA DE BUENOS AIRES S.E.M.,1
Argentina,2019,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD CATOLICA DE LA PLATA,1
Argentina,2019,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD CATOLICA DE SALTA,2
