PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,NOMBRE DEWEY,CANTIDAD,TOP_IDIOMAS,TOP_EDITORIALES
Argentina,2012,0 - Generalidades,AMBAS,Crónicas y temas especiales,2,LENGUA NO DETERMINADA::2,EDITORIAL SUDAMERICANA::1~~ESENCIA::1
Argentina,2012,0 - Generalidades,AMBAS,Periodismo,1,LENGUA NO DETERMINADA::1,ESENCIA::1
Argentina,2012,0 - Generalidades,AMBAS,Programación. programas. datos de computadores,3,LENGUA NO DETERMINADA::3,GRANICA::1~~GRUPO PAIDOS::1~~UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO::1
Argentina,2012,0 - Generalidades,AMBAS,SIN IDENTIFICAR,1,LENGUA NO DETERMINADA::1,ESENCIA::1
Argentina,2012,0 - Generalidades,EDITORIAL COMERCIAL,Crónicas y temas especiales,2,LENGUA NO DETERMINADA::2,EDITORIAL SUDAMERICANA::1~~ESENCIA::1
Argentina,2012,0 - Generalidades,EDITORIAL COMERCIAL,Periodismo,1,LENGUA NO DETERMINADA::1,ESENCIA::1
Argentina,2012,0 - Generalidades,EDITORIAL COMERCIAL,Programación. programas. datos de computadores,2,LENGUA NO DETERMINADA::2,GRANICA::1~~GRUPO PAIDOS::1
Argentina,2012,0 - Generalidades,EDITORIAL COMERCIAL,SIN IDENTIFICAR,1,LENGUA NO DETERMINADA::1,ESENCIA::1
Argentina,2012,0 - Generalidades,EDITORIAL UNIVERSITARIA,Programación. programas. datos de computadores,1,LENGUA NO DETERMINADA::1,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO::1
Argentina,2012,0 - Generalidades,TODOS,Crónicas y temas especiales,2,LENGUA NO DETERMINADA::2,EDITORIAL SUDAMERICANA::1~~ESENCIA::1
Argentina,2012,0 - Generalidades,TODOS,Periodismo,1,LENGUA NO DETERMINADA::1,ESENCIA::1
Argentina,2012,0 - Generalidades,TODOS,Programación. programas. datos de computadores,3,LENGUA NO DETERMINADA::3,GRANICA::1~~GRUPO PAIDOS::1~~UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO::1
Argentina,2012,0 - Generalidades,TODOS,SIN IDENTIFICAR,1,LENGUA NO DETERMINADA::1,ESENCIA::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,Epistemología (Teoría del conocimiento),1,LENGUA NO DETERMINADA::1,DEL SOL::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,Fenómenos paranormales,2,LENGUA NO DETERMINADA::2,KIER::2
Argentina,2012,100 - Filosofía y psicología,AMBAS,Filosofía antigua. medieval. oriental,2,LENGUA NO DETERMINADA::2,LAS CUARENTA::1~~LOSADA::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,Filosofía de las Islas Británicas,1,LENGUA NO DETERMINADA::1,LOSADA::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,Filosofía moderna occidental,23,LENGUA NO DETERMINADA::23,CACTUS::3~~FONDO DE CULTURA ECONOMICA MEXICO::3~~GODOT ARGENTINA::3~~TERRAMAR::3~~SIGLO XXI EDITORES::2
Argentina,2012,100 - Filosofía y psicología,AMBAS,Filosofía y teoría de la psicología,1,LENGUA NO DETERMINADA::1,GRUPO PAIDOS::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,Lógica,1,LENGUA NO DETERMINADA::1,GRUPO PAIDOS::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,Ontología,1,LENGUA NO DETERMINADA::1,CACTUS::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,Psicología,14,LENGUA NO DETERMINADA::14,GRUPO PAIDOS::5~~SIGLO XXI EDITORES::5~~AMORRORTU::1~~ANTROPOSOFICA::1~~EDITORIAL SUDAMERICANA::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,Psicología aplicada,36,LENGUA NO DETERMINADA::36,"EDITORIAL SUDAMERICANA::19~~GRUPO PAIDOS::5~~ESENCIA::3~~URANITO EDITORES::2~~AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.::1"
Argentina,2012,100 - Filosofía y psicología,AMBAS,SIN IDENTIFICAR,2,LENGUA NO DETERMINADA::2,KIER::1~~LOSADA::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,Sistemas. escuelas. puntos de vista de la psicología,11,LENGUA NO DETERMINADA::11,GRUPO PAIDOS::5~~FONDO DE CULTURA ECONOMICA MEXICO::3~~AMORRORTU::1~~EDHASA S.A.::1~~LUGAR EDITORIAL::1
Argentina,2012,100 - Filosofía y psicología,AMBAS,Ética (Filosofía moral),1,LENGUA NO DETERMINADA::1,LAS CUARENTA::1
Argentina,2012,100 - Filosofía y psicología,AUTOR-EDITOR,Filosofía moderna occidental,1,LENGUA NO DETERMINADA::1,EDGARDO CARAMELLA Y ASOC::1
Argentina,2012,100 - Filosofía y psicología,AUTOR-EDITOR,SIN IDENTIFICAR,1,LENGUA NO DETERMINADA::1,EDGARDO CARAMELLA Y ASOC::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Epistemología (Teoría del conocimiento),1,LENGUA NO DETERMINADA::1,DEL SOL::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Fenómenos paranormales,2,LENGUA NO DETERMINADA::2,KIER::2
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Filosofía antigua. medieval. oriental,2,LENGUA NO DETERMINADA::2,LAS CUARENTA::1~~LOSADA::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Filosofía de las Islas Británicas,1,LENGUA NO DETERMINADA::1,LOSADA::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Filosofía moderna occidental,22,LENGUA NO DETERMINADA::22,CACTUS::3~~FONDO DE CULTURA ECONOMICA MEXICO::3~~GODOT ARGENTINA::3~~TERRAMAR::3~~SIGLO XXI EDITORES::2
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Filosofía y teoría de la psicología,1,LENGUA NO DETERMINADA::1,GRUPO PAIDOS::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Lógica,1,LENGUA NO DETERMINADA::1,GRUPO PAIDOS::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Ontología,1,LENGUA NO DETERMINADA::1,CACTUS::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Psicología,14,LENGUA NO DETERMINADA::14,GRUPO PAIDOS::5~~SIGLO XXI EDITORES::5~~AMORRORTU::1~~ANTROPOSOFICA::1~~EDITORIAL SUDAMERICANA::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Psicología aplicada,36,LENGUA NO DETERMINADA::36,"EDITORIAL SUDAMERICANA::19~~GRUPO PAIDOS::5~~ESENCIA::3~~URANITO EDITORES::2~~AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.::1"
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,SIN IDENTIFICAR,2,LENGUA NO DETERMINADA::2,KIER::1~~LOSADA::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Sistemas. escuelas. puntos de vista de la psicología,11,LENGUA NO DETERMINADA::11,GRUPO PAIDOS::5~~FONDO DE CULTURA ECONOMICA MEXICO::3~~AMORRORTU::1~~EDHASA S.A.::1~~LUGAR EDITORIAL::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Ética (Filosofía moral),1,LENGUA NO DETERMINADA::1,LAS CUARENTA::1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,Filosofía moderna occidental,1,LENGUA NO DETERMINADA::1,UNIVERSIDAD PEDAGOGICA DE BUENOS AIRES::1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,Filosofía moderna occidental,2,LENGUA NO DETERMINADA::2,FUNDACION EDUARDO F. COSTANTINI::1~~RYR::1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,Procesos mentales e inteligencia,1,LENGUA NO DETERMINADA::1,FERSIC::1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,Psicología,1,LENGUA NO DETERMINADA::1,SIRIO::1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,Psicología aplicada,8,LENGUA NO DETERMINADA::8,GRUPAL::4~~SPRAYETTE::2~~KALADANDA::1~~SIRIO::1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,SIN IDENTIFICAR,1,LENGUA NO DETERMINADA::1,HASTINAPURA::1
Argentina,2012,100 - Filosofía y psicología,TODOS,Epistemología (Teoría del conocimiento),1,LENGUA NO DETERMINADA::1,DEL SOL::1
Argentina,2012,100 - Filosofía y psicología,TODOS,Fenómenos paranormales,2,LENGUA NO DETERMINADA::2,KIER::2
Argentina,2012,100 - Filosofía y psicología,TODOS,Filosofía antigua. medieval. oriental,2,LENGUA NO DETERMINADA::2,LAS CUARENTA::1~~LOSADA::1
Argentina,2012,100 - Filosofía y psicología,TODOS,Filosofía de las Islas Británicas,1,LENGUA NO DETERMINADA::1,LOSADA::1
Argentina,2012,100 - Filosofía y psicología,TODOS,Filosofía moderna occidental,26,LENGUA NO DETERMINADA::26,CACTUS::3~~FONDO DE CULTURA ECONOMICA MEXICO::3~~GODOT ARGENTINA::3~~TERRAMAR::3~~SIGLO XXI EDITORES::2
Argentina,2012,100 - Filosofía y psicología,TODOS,Filosofía y teoría de la psicología,1,LENGUA NO DETERMINADA::1,GRUPO PAIDOS::1
Argentina,2012,100 - Filosofía y psicología,TODOS,Lógica,1,LENGUA NO DETERMINADA::1,GRUPO PAIDOS::1
Argentina,2012,100 - Filosofía y psicología,TODOS,Ontología,1,LENGUA NO DETERMINADA::1,CACTUS::1
Argentina,2012,100 - Filosofía y psicología,TODOS,Procesos mentales e inteligencia,1,LENGUA NO DETERMINADA::1,FERSIC::1
Argentina,2012,100 - Filosofía y psicología,TODOS,Psicología,15,LENGUA NO DETERMINADA::15,GRUPO PAIDOS::5~~SIGLO XXI EDITORES::5~~AMORRORTU::1~~ANTROPOSOFICA::1~~EDITORIAL SUDAMERICANA::1
Argentina,2012,100 - Filosofía y psicología,TODOS,Psicología aplicada,44,LENGUA NO DETERMINADA::44,EDITORIAL SUDAMERICANA::19~~GRUPO PAIDOS::5~~GRUPAL::4~~ESENCIA::3~~SPRAYETTE::2
Argentina,2012,100 - Filosofía y psicología,TODOS,SIN IDENTIFICAR,4,LENGUA NO DETERMINADA::4,EDGARDO CARAMELLA Y ASOC::1~~HASTINAPURA::1~~KIER::1~~LOSADA::1
Argentina,2012,100 - Filosofía y psicología,TODOS,Sistemas. escuelas. puntos de vista de la psicología,11,LENGUA NO DETERMINADA::11,GRUPO PAIDOS::5~~FONDO DE CULTURA ECONOMICA MEXICO::3~~AMORRORTU::1~~EDHASA S.A.::1~~LUGAR EDITORIAL::1
Argentina,2012,100 - Filosofía y psicología,TODOS,Ética (Filosofía moral),1,LENGUA NO DETERMINADA::1,LAS CUARENTA::1
Argentina,2012,200 - Religión,AMBAS,Asociaciones para trabajo religioso,1,LENGUA NO DETERMINADA::1,EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,AMBAS,Budismo,1,LENGUA NO DETERMINADA::1,LOSADA::1
Argentina,2012,200 - Religión,AMBAS,Cristianismo Teología cristiana,3,LENGUA NO DETERMINADA::3,EDITORIAL SUDAMERICANA::2~~PENIEL::1
Argentina,2012,200 - Religión,AMBAS,Dios,1,LENGUA NO DETERMINADA::1,EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,AMBAS,Educación religiosa,48,LENGUA NO DETERMINADA::48,EDITORIAL SUDAMERICANA::48
Argentina,2012,200 - Religión,AMBAS,Experiencia. práctica. vida cristianas,44,LENGUA NO DETERMINADA::44,PENIEL::26~~EDITORIAL SUDAMERICANA::13~~CIUDAD NUEVA::2~~AGAPE LIBROS::1~~CLARETIANA::1
Argentina,2012,200 - Religión,AMBAS,Historia del cristianismo y de la iglesia cristiana,2,LENGUA NO DETERMINADA::2,EDITORIAL SUDAMERICANA::1~~GRUPO PAIDOS::1
Argentina,2012,200 - Religión,AMBAS,Iglesias bautistas. de los Discípulos de Cristo. adventistas,5,LENGUA NO DETERMINADA::5,EDITORIAL SUDAMERICANA::5
Argentina,2012,200 - Religión,AMBAS,Islamismo. babismo. fe bahai,1,LENGUA NO DETERMINADA::1,EDITORA YERRAHI ARGENTINA::1
Argentina,2012,200 - Religión,AMBAS,Jerarcas que rigen las iglesias,1,LENGUA NO DETERMINADA::1,EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,AMBAS,Jesucristo y su familia,6,LENGUA NO DETERMINADA::6,ANTROPOSOFICA::3~~PENIEL::2~~EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,AMBAS,Judaísmo,3,LENGUA NO DETERMINADA::3,PROMETEO EDITORES::3
Argentina,2012,200 - Religión,AMBAS,La Biblia,4,LENGUA NO DETERMINADA::4,CERTEZA ARGENTINA::2~~AGAPE LIBROS::1~~EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,AMBAS,Literatura piadosa,7,LENGUA NO DETERMINADA::7,EDITORIAL SUDAMERICANA::4~~PENIEL::2~~CERTEZA ARGENTINA::1
Argentina,2012,200 - Religión,AMBAS,Misiones,2,LENGUA NO DETERMINADA::2,EDITORIAL SUDAMERICANA::2
Argentina,2012,200 - Religión,AMBAS,"Mitología religiosa, teología social",1,LENGUA NO DETERMINADA::1,LAS CUARENTA::1
Argentina,2012,200 - Religión,AMBAS,Oficio pastoral (Teología pastoral),4,LENGUA NO DETERMINADA::4,EDITORIAL SUDAMERICANA::4
Argentina,2012,200 - Religión,AMBAS,Otras religiones,12,LENGUA NO DETERMINADA::12,ANTROPOSOFICA::12
Argentina,2012,200 - Religión,AMBAS,Religiones de origen índico,1,LENGUA NO DETERMINADA::1,THE BHAKTIVEDANTA BOOK TRUST ARGENTINA::1
Argentina,2012,200 - Religión,AMBAS,Religión comparada,3,LENGUA NO DETERMINADA::3,ANTUCURA EDITORIAL::1~~LONGSELLER::1~~SAGA EDICIONES::1
Argentina,2012,200 - Religión,AMBAS,SIN IDENTIFICAR,4,LENGUA NO DETERMINADA::4,EDITORIAL SUDAMERICANA::4
Argentina,2012,200 - Religión,AMBAS,Teología social,1,LENGUA NO DETERMINADA::1,EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,AUTOR-EDITOR,Experiencia. práctica. vida cristianas,1,LENGUA NO DETERMINADA::1,EMMANUEL MOUNIER ARGENTINA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Asociaciones para trabajo religioso,1,LENGUA NO DETERMINADA::1,EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Budismo,1,LENGUA NO DETERMINADA::1,LOSADA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Cristianismo Teología cristiana,3,LENGUA NO DETERMINADA::3,EDITORIAL SUDAMERICANA::2~~PENIEL::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Dios,1,LENGUA NO DETERMINADA::1,EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Educación religiosa,48,LENGUA NO DETERMINADA::48,EDITORIAL SUDAMERICANA::48
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Experiencia. práctica. vida cristianas,44,LENGUA NO DETERMINADA::44,PENIEL::26~~EDITORIAL SUDAMERICANA::13~~CIUDAD NUEVA::2~~AGAPE LIBROS::1~~CLARETIANA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Historia del cristianismo y de la iglesia cristiana,2,LENGUA NO DETERMINADA::2,EDITORIAL SUDAMERICANA::1~~GRUPO PAIDOS::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Iglesias bautistas. de los Discípulos de Cristo. adventistas,5,LENGUA NO DETERMINADA::5,EDITORIAL SUDAMERICANA::5
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Islamismo. babismo. fe bahai,1,LENGUA NO DETERMINADA::1,EDITORA YERRAHI ARGENTINA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Jerarcas que rigen las iglesias,1,LENGUA NO DETERMINADA::1,EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Jesucristo y su familia,6,LENGUA NO DETERMINADA::6,ANTROPOSOFICA::3~~PENIEL::2~~EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Judaísmo,3,LENGUA NO DETERMINADA::3,PROMETEO EDITORES::3
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,La Biblia,4,LENGUA NO DETERMINADA::4,CERTEZA ARGENTINA::2~~AGAPE LIBROS::1~~EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Literatura piadosa,7,LENGUA NO DETERMINADA::7,EDITORIAL SUDAMERICANA::4~~PENIEL::2~~CERTEZA ARGENTINA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Misiones,2,LENGUA NO DETERMINADA::2,EDITORIAL SUDAMERICANA::2
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,"Mitología religiosa, teología social",1,LENGUA NO DETERMINADA::1,LAS CUARENTA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Oficio pastoral (Teología pastoral),4,LENGUA NO DETERMINADA::4,EDITORIAL SUDAMERICANA::4
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Otras religiones,12,LENGUA NO DETERMINADA::12,ANTROPOSOFICA::12
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Religiones de origen índico,1,LENGUA NO DETERMINADA::1,THE BHAKTIVEDANTA BOOK TRUST ARGENTINA::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Religión comparada,3,LENGUA NO DETERMINADA::3,ANTUCURA EDITORIAL::1~~LONGSELLER::1~~SAGA EDICIONES::1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,SIN IDENTIFICAR,4,LENGUA NO DETERMINADA::4,EDITORIAL SUDAMERICANA::4
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Teología social,1,LENGUA NO DETERMINADA::1,EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Budismo,5,LENGUA NO DETERMINADA::5,ASOCIACION BUDISTA - IBPS ARGENTINA::4~~AZUL INDIGO::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Experiencia. práctica. vida cristianas,3,LENGUA NO DETERMINADA::3,GUADALUPE::2~~PUBLICACIONES ALIANZA::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Hinduismo,3,LENGUA NO DETERMINADA::3,ASOCIACION BUDISTA - IBPS ARGENTINA::2~~HASTINAPURA::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Islamismo. babismo. fe bahai,1,LENGUA NO DETERMINADA::1,EL SERENO::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Jerarcas que rigen las iglesias,1,LENGUA NO DETERMINADA::1,FUNDACION CRISTIANA DE EVANGELIZACION::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Judaísmo,8,LENGUA NO DETERMINADA::8,BNEI SHOLEM::7~~KEHOT LUBAVITCH SUDAMERICANA::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,La Biblia,1,LENGUA NO DETERMINADA::1,ASOC. CIVIL PERSPECTIVAS BET MIDRASH::1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Religión comparada,2,LENGUA NO DETERMINADA::2,HASTINAPURA::1~~NUEVO HUMANO::1
Argentina,2012,200 - Religión,TODOS,Asociaciones para trabajo religioso,1,LENGUA NO DETERMINADA::1,EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,TODOS,Budismo,6,LENGUA NO DETERMINADA::6,ASOCIACION BUDISTA - IBPS ARGENTINA::4~~AZUL INDIGO::1~~LOSADA::1
Argentina,2012,200 - Religión,TODOS,Cristianismo Teología cristiana,3,LENGUA NO DETERMINADA::3,EDITORIAL SUDAMERICANA::2~~PENIEL::1
Argentina,2012,200 - Religión,TODOS,Dios,1,LENGUA NO DETERMINADA::1,EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,TODOS,Educación religiosa,48,LENGUA NO DETERMINADA::48,EDITORIAL SUDAMERICANA::48
Argentina,2012,200 - Religión,TODOS,Experiencia. práctica. vida cristianas,48,LENGUA NO DETERMINADA::48,PENIEL::26~~EDITORIAL SUDAMERICANA::13~~CIUDAD NUEVA::2~~GUADALUPE::2~~AGAPE LIBROS::1
Argentina,2012,200 - Religión,TODOS,Hinduismo,3,LENGUA NO DETERMINADA::3,ASOCIACION BUDISTA - IBPS ARGENTINA::2~~HASTINAPURA::1
Argentina,2012,200 - Religión,TODOS,Historia del cristianismo y de la iglesia cristiana,2,LENGUA NO DETERMINADA::2,EDITORIAL SUDAMERICANA::1~~GRUPO PAIDOS::1
Argentina,2012,200 - Religión,TODOS,Iglesias bautistas. de los Discípulos de Cristo. adventistas,5,LENGUA NO DETERMINADA::5,EDITORIAL SUDAMERICANA::5
Argentina,2012,200 - Religión,TODOS,Islamismo. babismo. fe bahai,2,LENGUA NO DETERMINADA::2,EDITORA YERRAHI ARGENTINA::1~~EL SERENO::1
Argentina,2012,200 - Religión,TODOS,Jerarcas que rigen las iglesias,2,LENGUA NO DETERMINADA::2,EDITORIAL SUDAMERICANA::1~~FUNDACION CRISTIANA DE EVANGELIZACION::1
Argentina,2012,200 - Religión,TODOS,Jesucristo y su familia,6,LENGUA NO DETERMINADA::6,ANTROPOSOFICA::3~~PENIEL::2~~EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,TODOS,Judaísmo,11,LENGUA NO DETERMINADA::11,BNEI SHOLEM::7~~PROMETEO EDITORES::3~~KEHOT LUBAVITCH SUDAMERICANA::1
Argentina,2012,200 - Religión,TODOS,La Biblia,5,LENGUA NO DETERMINADA::5,CERTEZA ARGENTINA::2~~AGAPE LIBROS::1~~ASOC. CIVIL PERSPECTIVAS BET MIDRASH::1~~EDITORIAL SUDAMERICANA::1
Argentina,2012,200 - Religión,TODOS,Literatura piadosa,7,LENGUA NO DETERMINADA::7,EDITORIAL SUDAMERICANA::4~~PENIEL::2~~CERTEZA ARGENTINA::1
Argentina,2012,200 - Religión,TODOS,Misiones,2,LENGUA NO DETERMINADA::2,EDITORIAL SUDAMERICANA::2
Argentina,2012,200 - Religión,TODOS,"Mitología religiosa, teología social",1,LENGUA NO DETERMINADA::1,LAS CUARENTA::1
Argentina,2012,200 - Religión,TODOS,Oficio pastoral (Teología pastoral),4,LENGUA NO DETERMINADA::4,EDITORIAL SUDAMERICANA::4
Argentina,2012,200 - Religión,TODOS,Otras religiones,12,LENGUA NO DETERMINADA::12,ANTROPOSOFICA::12
Argentina,2012,200 - Religión,TODOS,Religiones de origen índico,1,LENGUA NO DETERMINADA::1,THE BHAKTIVEDANTA BOOK TRUST ARGENTINA::1
Argentina,2012,200 - Religión,TODOS,Religión comparada,5,LENGUA NO DETERMINADA::5,ANTUCURA EDITORIAL::1~~HASTINAPURA::1~~LONGSELLER::1~~NUEVO HUMANO::1~~SAGA EDICIONES::1
Argentina,2012,200 - Religión,TODOS,SIN IDENTIFICAR,4,LENGUA NO DETERMINADA::4,EDITORIAL SUDAMERICANA::4
Argentina,2012,200 - Religión,TODOS,Teología social,1,LENGUA NO DETERMINADA::1,EDITORIAL SUDAMERICANA::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Asuntos específicos de política en educación pública,1,LENGUA NO DETERMINADA::1,DEL SOL::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Ciencia política (Política y gobierno),7,LENGUA NO DETERMINADA::7,GRUPO PAIDOS::3~~EDITORIAL SUDAMERICANA::1~~FONDO DE CULTURA ECONOMICA MEXICO::1~~KATZ EDITORES::1~~UNIVERSIDAD NACIONAL DE QUILMES::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Comercio internacional (Comercio exterior),1,LENGUA NO DETERMINADA::1,MAREA::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Comunicación social,1,LENGUA NO DETERMINADA::1,GRUPO PAIDOS::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Cooperativas,1,LENGUA NO DETERMINADA::1,INTERCOOP::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Criminología,1,LENGUA NO DETERMINADA::1,SIGLO XXI EDITORES::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Cultura e instituciones,21,LENGUA NO DETERMINADA::21,EUDEBA::4~~GRUPO PAIDOS::4~~SIGLO XXI EDITORES::4~~LA MARCA EDITORA::2~~DEDALUS EDITORES::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Derecho,2,LENGUA NO DETERMINADA::2,SIGLO XXI EDITORES::1~~UNIVERSIDAD DE PALERMO - UP::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Derecho militar. tributario. mercantil. industrial,2,LENGUA NO DETERMINADA::2,ALBREMATICA::2
Argentina,2012,300 - Ciencias sociales,AMBAS,Derecho privado,1,LENGUA NO DETERMINADA::1,SIGLO XXI EDITORES::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Derechos civiles y políticos,3,LENGUA NO DETERMINADA::3,"ABRAMOVICH V. Y RODRIGUEZ PATRINOS, P. EDITORES::2~~FONDO DE CULTURA ECONOMICA MEXICO::1"
Argentina,2012,300 - Ciencias sociales,AMBAS,Economía,1,LENGUA NO DETERMINADA::1,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Educación,3,LENGUA NO DETERMINADA::3,ANTROPOSOFICA::3
Argentina,2012,300 - Ciencias sociales,AMBAS,Educación especial,1,LENGUA NO DETERMINADA::1,ANTROPOSOFICA::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Educación primaria,3,LENGUA NO DETERMINADA::3,ALIANZA EDITORIAL::3
Argentina,2012,300 - Ciencias sociales,AMBAS,Educación superior,7,LENGUA NO DETERMINADA::7,UNIVERSIDAD DE PALERMO - UP::7
Argentina,2012,300 - Ciencias sociales,AMBAS,El Estado,1,LENGUA NO DETERMINADA::1,LEVIATAN::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Filosofía y teoría del Derecho,2,LENGUA NO DETERMINADA::2,AD-HOC::1~~EDIAR::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Filosofía y teoría. educación para objetivos específicos,4,LENGUA NO DETERMINADA::4,GRUPO PAIDOS::2~~TEMAS GRUPO EDITORIAL::2
Argentina,2012,300 - Ciencias sociales,AMBAS,Folclor,1,LENGUA NO DETERMINADA::1,V & R EDITORAS S.A.::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Grupos raciales. étnicos. nacionales,3,LENGUA NO DETERMINADA::3,GRUPO PAIDOS::2~~LEVIATAN::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Ideologías políticas,1,LENGUA NO DETERMINADA::1,PROMETEO EDITORES::1
Argentina,2012,300 - Ciencias sociales,AMBAS,Instituciones económicas,1,LENGUA NO DETERMINADA::1,AL MARGEN::1
