PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,IDIOMA_ORIGEN_ST,IDIOMA_DESTINO_ST,EDITORIAL,CANTIDAD
Brasil,2010,TODOS,AMBAS,Portugués,Español,SEICHO-NO-IE DO BRASIL,6
Brasil,2010,TODOS,AMBAS,Portugués,Español,ZOOM EDITORA EDUCACIONAL LTDA,6
Brasil,2010,TODOS,AUTOR-EDITOR,Portugués,Español,ANGELA MARIA CARDOSO LAGO,1
Brasil,2010,TODOS,AUTOR-EDITOR,Portugués,Español,GERALDO KINDERMANN,2
Brasil,2010,TODOS,AUTOR-EDITOR,Portugués,Español,IVES RIBEIRO SOEIRO,3
Brasil,2010,TODOS,AUTOR-EDITOR,Portugués,Español,IZABELLE VALLADARES SANTOS,1
Brasil,2010,TODOS,AUTOR-EDITOR,Portugués,Español,JULIO DARVAS,1
Brasil,2010,TODOS,EDITORIAL COMERCIAL,Español,Portugués,CADERBRAS BICO INTERNACIONAL LTDA,41
Brasil,2010,TODOS,EDITORIAL COMERCIAL,Español,Portugués,CIRANDA CULTURAL,20
Brasil,2010,TODOS,EDITORIAL COMERCIAL,Español,Portugués,GIRASSOL EDICOES,20
Brasil,2010,TODOS,EDITORIAL COMERCIAL,Español,Portugués,SARAIVA SA LIVREIROS EDITORES,19
Brasil,2010,TODOS,EDITORIAL COMERCIAL,Español,Portugués,VERGARA & RIBA EDITORAS S.A.,21
Brasil,2010,TODOS,EDITORIAL COMERCIAL,Portugués,Español,CENTRO DIFUSOR DE CULTURA LTDA,6
Brasil,2010,TODOS,EDITORIAL COMERCIAL,Portugués,Español,CIRANDA CULTURAL,11
Brasil,2010,TODOS,EDITORIAL COMERCIAL,Portugués,Español,CONSELHO ESPIRITA INTERNACIONAL,26
Brasil,2010,TODOS,EDITORIAL COMERCIAL,Portugués,Español,SEICHO-NO-IE DO BRASIL,6
Brasil,2010,TODOS,EDITORIAL COMERCIAL,Portugués,Español,ZOOM EDITORA EDUCACIONAL LTDA,6
Brasil,2010,TODOS,EDITORIAL UNIVERSITARIA,Español,Portugués,EDITORA E GRAFICA UNIVERSITARIA - UFPEL,1
Brasil,2010,TODOS,EDITORIAL UNIVERSITARIA,Español,Portugués,FUNDACAO UNIVERSITARIA DO DESENVOLVIMENTO DO OESTE,1
Brasil,2010,TODOS,EDITORIAL UNIVERSITARIA,Español,Portugués,SENAC SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,3
Brasil,2010,TODOS,EDITORIAL UNIVERSITARIA,Español,Portugués,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,2
Brasil,2010,TODOS,EDITORIAL UNIVERSITARIA,Portugués,Español,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,1
Brasil,2010,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,ASSOCIACAO CULTURAL NOVA ACROPOLE DE TAGUATINGA,3
Brasil,2010,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,C SS R CONGREGACAO DO SANTISSIMO REDENTOR,3
Brasil,2010,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,IGREJA GNOSTICA CRISTA UNIVERSAL SAMAEL AUN WEOR DO BRASIL,7
Brasil,2010,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,ORGANIZACAO PANAMERICANA DA SAUDE / ORGANIZACAO MUNDIAL DE SAUDE,7
Brasil,2010,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,SANTA AMETISTA  - TRADUCOES E ASSESSORIA LITARARIA LTDA,7
Brasil,2010,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,COMPANHIA MELHORAMENTOS DE SAO PAULO,2
Brasil,2010,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,CONFEDERACAO NACIONAL DOS TRABALHADORES NA AGRICULTURA,3
Brasil,2010,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,FUNDACAO LAR HARMONIA,5
Brasil,2010,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,FUNDACAO ODEBRECHT,4
Brasil,2010,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,ORGANIZACAO PANAMERICANA DA SAUDE / ORGANIZACAO MUNDIAL DE SAUDE,5
Brasil,2010,TODOS,ENTIDAD PÚBLICA,Portugués,Español,INSTITUTO NACIONAL DE CANCER JOSE ALENCAR  GOMES DA SILVA (INCA),1
Brasil,2010,TODOS,ENTIDAD PÚBLICA,Portugués,Español,MINISTERIO DA SAUDE,1
Brasil,2010,TODOS,ENTIDAD PÚBLICA,Portugués,Español,PETROLEO BRASILEIRO S/A - PETROBRAS,1
Brasil,2010,TODOS,OTROS,Español,Portugués,ATOS GOSPEL PRODUCAO E DISTRIBUICAO DE COMUNICACAO EVANGELICA LTDA,1
Brasil,2010,TODOS,OTROS,Español,Portugués,GRAFICA EDITORA STAMPPA LTDA,1
Brasil,2010,TODOS,OTROS,Portugués,Español,ALIANCA DISTRIBUIDORA E EDITORA DE LIVROS ESPIRITAS,1
Brasil,2010,TODOS,TODOS,Español,Portugués,CADERBRAS BICO INTERNACIONAL LTDA,41
Brasil,2010,TODOS,TODOS,Español,Portugués,CIRANDA CULTURAL,20
Brasil,2010,TODOS,TODOS,Español,Portugués,GIRASSOL EDICOES,20
Brasil,2010,TODOS,TODOS,Español,Portugués,SARAIVA SA LIVREIROS EDITORES,19
Brasil,2010,TODOS,TODOS,Español,Portugués,VERGARA & RIBA EDITORAS S.A.,21
Brasil,2010,TODOS,TODOS,Portugués,Español,CENTRO DIFUSOR DE CULTURA LTDA,6
Brasil,2010,TODOS,TODOS,Portugués,Español,CIRANDA CULTURAL,11
Brasil,2010,TODOS,TODOS,Portugués,Español,CONSELHO ESPIRITA INTERNACIONAL,26
Brasil,2010,TODOS,TODOS,Portugués,Español,SEICHO-NO-IE DO BRASIL,6
Brasil,2010,TODOS,TODOS,Portugués,Español,ZOOM EDITORA EDUCACIONAL LTDA,6
Brasil,2011,0 - Generalidades,AMBAS,Español,Portugués,EDITORA ATICA,19
Brasil,2011,0 - Generalidades,AMBAS,Español,Portugués,EDITORA SCIPIONE,15
Brasil,2011,0 - Generalidades,AMBAS,Español,Portugués,INNOVANT EDITORA LTDA,24
Brasil,2011,0 - Generalidades,AMBAS,Español,Portugués,LIBRIS EDITORA LTDA.,21
Brasil,2011,0 - Generalidades,AMBAS,Español,Portugués,VERGARA & RIBA EDITORAS S.A.,14
Brasil,2011,0 - Generalidades,AMBAS,Portugués,Español,ASSOCIACAO IRDIN EDITORA,2
Brasil,2011,0 - Generalidades,AMBAS,Portugués,Español,CENTRO DIFUSOR DE CULTURA LTDA,61
Brasil,2011,0 - Generalidades,AMBAS,Portugués,Español,CONSELHO ESPIRITA INTERNACIONAL,4
Brasil,2011,0 - Generalidades,AMBAS,Portugués,Español,GLOBAL EDITORA,3
Brasil,2011,0 - Generalidades,AMBAS,Portugués,Español,IGREJA CRISTA EVANGELICA DO BRASIL,8
Brasil,2011,0 - Generalidades,AUTOR-EDITOR,Español,Portugués,HERBARIO BARBOSA RODRIGUES,1
Brasil,2011,0 - Generalidades,AUTOR-EDITOR,Español,Portugués,WILSON CESAR MINELLI ME,1
Brasil,2011,0 - Generalidades,EDITORIAL COMERCIAL,Español,Portugués,EDITORA ATICA,19
Brasil,2011,0 - Generalidades,EDITORIAL COMERCIAL,Español,Portugués,EDITORA SCIPIONE,15
Brasil,2011,0 - Generalidades,EDITORIAL COMERCIAL,Español,Portugués,INNOVANT EDITORA LTDA,24
Brasil,2011,0 - Generalidades,EDITORIAL COMERCIAL,Español,Portugués,LIBRIS EDITORA LTDA.,21
Brasil,2011,0 - Generalidades,EDITORIAL COMERCIAL,Español,Portugués,VERGARA & RIBA EDITORAS S.A.,14
Brasil,2011,0 - Generalidades,EDITORIAL COMERCIAL,Portugués,Español,ASSOCIACAO IRDIN EDITORA,2
Brasil,2011,0 - Generalidades,EDITORIAL COMERCIAL,Portugués,Español,CENTRO DIFUSOR DE CULTURA LTDA,61
Brasil,2011,0 - Generalidades,EDITORIAL COMERCIAL,Portugués,Español,CONSELHO ESPIRITA INTERNACIONAL,4
Brasil,2011,0 - Generalidades,EDITORIAL COMERCIAL,Portugués,Español,GLOBAL EDITORA,3
Brasil,2011,0 - Generalidades,EDITORIAL COMERCIAL,Portugués,Español,IGREJA CRISTA EVANGELICA DO BRASIL,8
Brasil,2011,0 - Generalidades,EDITORIAL UNIVERSITARIA,Español,Portugués,FUNDACAO UNIVERSIDADE ESTADUAL DO CEARA,1
Brasil,2011,0 - Generalidades,EDITORIAL UNIVERSITARIA,Español,Portugués,"LABORATORIO DE ESTUDOS DE COMUNICACAO, TECNOLOGIA E EDUCACAO CIDADA - LECOTEC",2
Brasil,2011,0 - Generalidades,EDITORIAL UNIVERSITARIA,Español,Portugués,UNIVERSIDADE DE SAO PAULO,1
Brasil,2011,0 - Generalidades,EDITORIAL UNIVERSITARIA,Español,Portugués,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,1
Brasil,2011,0 - Generalidades,EDITORIAL UNIVERSITARIA,Español,Portugués,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,1
Brasil,2011,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,ASSOCIACAO BRASILEIRA DE NORMAS TECNICAS,6
Brasil,2011,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,ASSOCIACAO CULTURAL NOVA ACROPOLE DE TAGUATINGA,4
Brasil,2011,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,ASSOCIACAO NOBREGA DE EDUCACAO E ASSISTENCIA SOCIAL - ANEAS,3
Brasil,2011,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,FUNDACAO BIENAL DE ARTES VISUAIS DO MERCOSUL,2
Brasil,2011,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,IGREJA GNOSTICA DO BRASIL,3
Brasil,2011,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,COMPANHIA MELHORAMENTOS DE SAO PAULO,1
Brasil,2011,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,DEPARTAMENTO INTERSIDICAL DE ESTATITICA E ESTUDOS SOCIOECONOMICOS,1
Brasil,2011,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,ESCOLA DE EDUCACAO TEOLOGICA DAS ASSEMBLEIAS DE DEUS,2
Brasil,2011,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,FUNDACAO BIENAL DE ARTES VISUAIS DO MERCOSUL,1
Brasil,2011,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,INSTITUTO DE DIFUSAO ESPIRITA,2
Brasil,2011,0 - Generalidades,ENTIDAD PÚBLICA,Portugués,Español,FUNDACAO BIBLIOTECA NACIONAL,1
Brasil,2011,0 - Generalidades,OTROS,Español,Portugués,GRAFICA EDITORA STAMPPA LTDA,1
Brasil,2011,0 - Generalidades,OTROS,Portugués,Español,ALL PRINT PRODUCOES LTDA-EPP,1
Brasil,2011,0 - Generalidades,OTROS,Portugués,Español,ROSA DE BASSI GRAFICA E EDITORA LTDA,1
Brasil,2011,0 - Generalidades,TODOS,Español,Portugués,EDITORA ATICA,19
Brasil,2011,0 - Generalidades,TODOS,Español,Portugués,EDITORA SCIPIONE,15
Brasil,2011,0 - Generalidades,TODOS,Español,Portugués,INNOVANT EDITORA LTDA,24
Brasil,2011,0 - Generalidades,TODOS,Español,Portugués,LIBRIS EDITORA LTDA.,21
Brasil,2011,0 - Generalidades,TODOS,Español,Portugués,VERGARA & RIBA EDITORAS S.A.,14
Brasil,2011,0 - Generalidades,TODOS,Portugués,Español,ASSOCIACAO IRDIN EDITORA,2
Brasil,2011,0 - Generalidades,TODOS,Portugués,Español,CENTRO DIFUSOR DE CULTURA LTDA,61
Brasil,2011,0 - Generalidades,TODOS,Portugués,Español,CONSELHO ESPIRITA INTERNACIONAL,4
Brasil,2011,0 - Generalidades,TODOS,Portugués,Español,GLOBAL EDITORA,3
Brasil,2011,0 - Generalidades,TODOS,Portugués,Español,IGREJA CRISTA EVANGELICA DO BRASIL,8
Brasil,2011,100 - Filosofía y psicología,AMBAS,Español,Portugués,INSTITUTO DA CULTURA E DA BARBARIE,3
Brasil,2011,100 - Filosofía y psicología,AMBAS,Español,Portugués,SARAIVA SA LIVREIROS EDITORES,1
Brasil,2011,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Español,Portugués,INSTITUTO DA CULTURA E DA BARBARIE,3
Brasil,2011,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Español,Portugués,SARAIVA SA LIVREIROS EDITORES,1
Brasil,2011,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,"AGEAC - ASSOCIACAO GNOSTICA DE ESTUDOS ANTROPOLOGICOS, CULTURAIS E CIENTIFICOS",1
Brasil,2011,100 - Filosofía y psicología,TODOS,Español,Portugués,"AGEAC - ASSOCIACAO GNOSTICA DE ESTUDOS ANTROPOLOGICOS, CULTURAIS E CIENTIFICOS",1
Brasil,2011,100 - Filosofía y psicología,TODOS,Español,Portugués,INSTITUTO DA CULTURA E DA BARBARIE,3
Brasil,2011,100 - Filosofía y psicología,TODOS,Español,Portugués,SARAIVA SA LIVREIROS EDITORES,1
Brasil,2011,200 - Religión,AMBAS,Español,Portugués,ARTMED EDITORA,2
Brasil,2011,200 - Religión,AMBAS,Español,Portugués,COSAC & NAIFY EDICOES LTDA,2
Brasil,2011,200 - Religión,AMBAS,Español,Portugués,GRAN SOL EDITORA LTDA,2
Brasil,2011,200 - Religión,AMBAS,Español,Portugués,GRUPO PLANETA,11
Brasil,2011,200 - Religión,AMBAS,Español,Portugués,RAI EDITORA E PROJETOS EDITORIAIS LTDA-ME,2
Brasil,2011,200 - Religión,AMBAS,Portugués,Español,CENTRO DIFUSOR DE CULTURA LTDA,2
Brasil,2011,200 - Religión,AMBAS,Portugués,Español,CIRANDA CULTURAL,1
Brasil,2011,200 - Religión,AMBAS,Portugués,Español,CONSELHO ESPIRITA INTERNACIONAL,1
Brasil,2011,200 - Religión,AMBAS,Portugués,Español,ELEMENTAR PUBLICACOES E EDITORA LTDA-ME,1
Brasil,2011,200 - Religión,AMBAS,Portugués,Español,SEICHO-NO-IE DO BRASIL,2
Brasil,2011,200 - Religión,AUTOR-EDITOR,Español,Portugués,ASSOCIACAO NACIONAL DOS MAGISTRADOS DA JUSTICA DO TRABALHO,2
Brasil,2011,200 - Religión,EDITORIAL COMERCIAL,Español,Portugués,ARTMED EDITORA,2
Brasil,2011,200 - Religión,EDITORIAL COMERCIAL,Español,Portugués,COSAC & NAIFY EDICOES LTDA,2
Brasil,2011,200 - Religión,EDITORIAL COMERCIAL,Español,Portugués,GRAN SOL EDITORA LTDA,2
Brasil,2011,200 - Religión,EDITORIAL COMERCIAL,Español,Portugués,GRUPO PLANETA,11
Brasil,2011,200 - Religión,EDITORIAL COMERCIAL,Español,Portugués,RAI EDITORA E PROJETOS EDITORIAIS LTDA-ME,2
Brasil,2011,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,CENTRO DIFUSOR DE CULTURA LTDA,2
Brasil,2011,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,CIRANDA CULTURAL,1
Brasil,2011,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,CONSELHO ESPIRITA INTERNACIONAL,1
Brasil,2011,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,ELEMENTAR PUBLICACOES E EDITORA LTDA-ME,1
Brasil,2011,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,SEICHO-NO-IE DO BRASIL,2
Brasil,2011,200 - Religión,EDITORIAL UNIVERSITARIA,Español,Portugués,FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL,1
Brasil,2011,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,SANTA AMETISTA  - TRADUCOES E ASSESSORIA LITARARIA LTDA,2
Brasil,2011,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,SHEMA - PRODUCOES E COMERCIO LTDA,1
Brasil,2011,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,CENTRO ESPIRITA CAMINHO DA REDENCAO,2
Brasil,2011,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,ESCOLA DE EDUCACAO TEOLOGICA DAS ASSEMBLEIAS DE DEUS,2
Brasil,2011,200 - Religión,TODOS,Español,Portugués,ARTMED EDITORA,2
Brasil,2011,200 - Religión,TODOS,Español,Portugués,ASSOCIACAO NACIONAL DOS MAGISTRADOS DA JUSTICA DO TRABALHO,2
Brasil,2011,200 - Religión,TODOS,Español,Portugués,COSAC & NAIFY EDICOES LTDA,2
Brasil,2011,200 - Religión,TODOS,Español,Portugués,GRAN SOL EDITORA LTDA,2
Brasil,2011,200 - Religión,TODOS,Español,Portugués,GRUPO PLANETA,11
Brasil,2011,200 - Religión,TODOS,Portugués,Español,CENTRO DIFUSOR DE CULTURA LTDA,2
Brasil,2011,200 - Religión,TODOS,Portugués,Español,CENTRO ESPIRITA CAMINHO DA REDENCAO,2
Brasil,2011,200 - Religión,TODOS,Portugués,Español,CIRANDA CULTURAL,1
Brasil,2011,200 - Religión,TODOS,Portugués,Español,ESCOLA DE EDUCACAO TEOLOGICA DAS ASSEMBLEIAS DE DEUS,2
Brasil,2011,200 - Religión,TODOS,Portugués,Español,SEICHO-NO-IE DO BRASIL,2
Brasil,2011,300 - Ciencias sociales,AMBAS,Español,Portugués,CIRANDA CULTURAL,6
Brasil,2011,300 - Ciencias sociales,AMBAS,Español,Portugués,EDITORA ANZOL LTDA,9
Brasil,2011,300 - Ciencias sociales,AMBAS,Español,Portugués,EDITORA OBJETIVA LTDA,14
Brasil,2011,300 - Ciencias sociales,AMBAS,Español,Portugués,L&PM EDITORES,5
Brasil,2011,300 - Ciencias sociales,AMBAS,Español,Portugués,LIBRIS EDITORA LTDA.,4
Brasil,2011,300 - Ciencias sociales,AMBAS,Portugués,Español,AC FARMACEUTICA LTDA,1
Brasil,2011,300 - Ciencias sociales,AMBAS,Portugués,Español,ASSOCIACAO IRDIN EDITORA,1
Brasil,2011,300 - Ciencias sociales,AMBAS,Portugués,Español,CENTRO DIFUSOR DE CULTURA LTDA,5
Brasil,2011,300 - Ciencias sociales,AMBAS,Portugués,Español,CONSELHO ESPIRITA INTERNACIONAL,5
Brasil,2011,300 - Ciencias sociales,AMBAS,Portugués,Español,ELEMENTAR PUBLICACOES E EDITORA LTDA-ME,1
Brasil,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,Español,Portugués,CIRANDA CULTURAL,6
Brasil,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,Español,Portugués,EDITORA ANZOL LTDA,9
Brasil,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,Español,Portugués,EDITORA OBJETIVA LTDA,14
Brasil,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,Español,Portugués,L&PM EDITORES,5
Brasil,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,Español,Portugués,LIBRIS EDITORA LTDA.,4
Brasil,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,AC FARMACEUTICA LTDA,1
Brasil,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,ASSOCIACAO IRDIN EDITORA,1
Brasil,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,CENTRO DIFUSOR DE CULTURA LTDA,5
Brasil,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,CONSELHO ESPIRITA INTERNACIONAL,5
Brasil,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,ELEMENTAR PUBLICACOES E EDITORA LTDA-ME,1
Brasil,2011,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,ASSOCIACAO BRASILEIRA DE NORMAS TECNICAS,2
Brasil,2011,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,ASSOCIACAO CULTURAL NOVA ACROPOLE DE TAGUATINGA,5
Brasil,2011,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,COMPANHIA MELHORAMENTOS DE SAO PAULO,1
Brasil,2011,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,IGREJA GNOSTICA CRISTA UNIVERSAL SAMAEL AUN WEOR DO BRASIL,14
Brasil,2011,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,INSTITUTO LUDWIG VON MISES BRASIL,5
Brasil,2011,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,FUNDACAO ALEXANDRE DE GUSMAO,1
Brasil,2011,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,IGREJA GNOSTICA CRISTA UNIVERSAL SAMAEL AUN WEOR DO BRASIL,1
Brasil,2011,300 - Ciencias sociales,ENTIDAD PÚBLICA,Español,Portugués,JUNTA DE SERVICOS GERAIS DE A. A. DO BRASIL - JUNAAB,1
Brasil,2011,300 - Ciencias sociales,OTROS,Español,Portugués,A ARCA COMERCIO DE MATERIAIS ESCOLARES LTDA,29
Brasil,2011,300 - Ciencias sociales,TODOS,Español,Portugués,A ARCA COMERCIO DE MATERIAIS ESCOLARES LTDA,29
Brasil,2011,300 - Ciencias sociales,TODOS,Español,Portugués,CIRANDA CULTURAL,6
Brasil,2011,300 - Ciencias sociales,TODOS,Español,Portugués,EDITORA ANZOL LTDA,9
Brasil,2011,300 - Ciencias sociales,TODOS,Español,Portugués,EDITORA OBJETIVA LTDA,14
Brasil,2011,300 - Ciencias sociales,TODOS,Español,Portugués,IGREJA GNOSTICA CRISTA UNIVERSAL SAMAEL AUN WEOR DO BRASIL,14
Brasil,2011,300 - Ciencias sociales,TODOS,Portugués,Español,AC FARMACEUTICA LTDA,1
Brasil,2011,300 - Ciencias sociales,TODOS,Portugués,Español,ASSOCIACAO IRDIN EDITORA,1
Brasil,2011,300 - Ciencias sociales,TODOS,Portugués,Español,CENTRO DIFUSOR DE CULTURA LTDA,5
Brasil,2011,300 - Ciencias sociales,TODOS,Portugués,Español,CONSELHO ESPIRITA INTERNACIONAL,5
Brasil,2011,300 - Ciencias sociales,TODOS,Portugués,Español,ELEMENTAR PUBLICACOES E EDITORA LTDA-ME,1
Brasil,2011,500 - Ciencias naturales y matemáticas,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,ASSOCIACAO BRASILEIRA DE NORMAS TECNICAS,1
Brasil,2011,500 - Ciencias naturales y matemáticas,TODOS,Español,Portugués,ASSOCIACAO BRASILEIRA DE NORMAS TECNICAS,1
Brasil,2011,600 - Tecnología (Ciencias aplicadas),AMBAS,Español,Portugués,EDITORA MEDVET LTDA-EPP,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),AMBAS,Español,Portugués,EDITORA SALVAT DO BRASIL LTDA,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),AMBAS,Español,Portugués,EDITORA SCHWARCZ,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),AMBAS,Español,Portugués,L&PM EDITORES,7
Brasil,2011,600 - Tecnología (Ciencias aplicadas),AMBAS,Español,Portugués,SISAL EDITORA LTDA,12
Brasil,2011,600 - Tecnología (Ciencias aplicadas),AMBAS,Portugués,Español,AC FARMACEUTICA LTDA,1
Brasil,2011,600 - Tecnología (Ciencias aplicadas),AMBAS,Portugués,Español,CONSELHO ESPIRITA INTERNACIONAL,3
Brasil,2011,600 - Tecnología (Ciencias aplicadas),AMBAS,Portugués,Español,LIVRARIA SANTOS EDITORA COMERCIO E IMPORTACAO LTDA,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),AMBAS,Portugués,Español,ZOOM EDITORA EDUCACIONAL LTDA,7
Brasil,2011,600 - Tecnología (Ciencias aplicadas),AUTOR-EDITOR,Portugués,Español,JOSIVAN RODRIGUES DOS SANTOS,1
Brasil,2011,600 - Tecnología (Ciencias aplicadas),AUTOR-EDITOR,Portugués,Español,UBALDO MARQUES PORTO FILHO,1
Brasil,2011,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Español,Portugués,EDITORA MEDVET LTDA-EPP,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Español,Portugués,EDITORA SALVAT DO BRASIL LTDA,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Español,Portugués,EDITORA SCHWARCZ,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Español,Portugués,L&PM EDITORES,7
Brasil,2011,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Español,Portugués,SISAL EDITORA LTDA,12
Brasil,2011,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Portugués,Español,AC FARMACEUTICA LTDA,1
Brasil,2011,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Portugués,Español,CONSELHO ESPIRITA INTERNACIONAL,3
Brasil,2011,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Portugués,Español,LIVRARIA SANTOS EDITORA COMERCIO E IMPORTACAO LTDA,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Portugués,Español,ZOOM EDITORA EDUCACIONAL LTDA,7
Brasil,2011,600 - Tecnología (Ciencias aplicadas),ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,INSTITUTO CULTURAL ALETRIA LTDA,1
Brasil,2011,600 - Tecnología (Ciencias aplicadas),ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,SANTA AMETISTA  - TRADUCOES E ASSESSORIA LITARARIA LTDA,1
Brasil,2011,600 - Tecnología (Ciencias aplicadas),ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,SHEMA - PRODUCOES E COMERCIO LTDA,1
Brasil,2011,600 - Tecnología (Ciencias aplicadas),TODOS,Español,Portugués,EDITORA MEDVET LTDA-EPP,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),TODOS,Español,Portugués,EDITORA SALVAT DO BRASIL LTDA,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),TODOS,Español,Portugués,EDITORA SCHWARCZ,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),TODOS,Español,Portugués,L&PM EDITORES,7
Brasil,2011,600 - Tecnología (Ciencias aplicadas),TODOS,Español,Portugués,SISAL EDITORA LTDA,12
Brasil,2011,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,AC FARMACEUTICA LTDA,1
Brasil,2011,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,CONSELHO ESPIRITA INTERNACIONAL,3
Brasil,2011,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,JOSIVAN RODRIGUES DOS SANTOS,1
Brasil,2011,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,LIVRARIA SANTOS EDITORA COMERCIO E IMPORTACAO LTDA,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,ZOOM EDITORA EDUCACIONAL LTDA,7
Brasil,2011,800 - Literatura y retórica,AMBAS,Español,Portugués,CIRANDA CULTURAL,9
