PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,IDIOMA_ORIGEN_ST,IDIOMA_DESTINO_ST,EDITORIAL,CANTIDAD
Argentina,2016,100 - Filosofía y psicología,AMBAS,Portugués,Español,GRAMA EDICIONES,1
Argentina,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Portugués,Español,GRAMA EDICIONES,1
Argentina,2016,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,CONFEDERACION ESPIRITISTA ARGENTINA,1
Argentina,2016,100 - Filosofía y psicología,TODOS,Portugués,Español,CONFEDERACION ESPIRITISTA ARGENTINA,1
Argentina,2016,100 - Filosofía y psicología,TODOS,Portugués,Español,GRAMA EDICIONES,1
Argentina,2016,200 - Religión,AMBAS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,20
Argentina,2016,200 - Religión,AMBAS,Portugués,Español,GRUPO PLANETA,1
Argentina,2016,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,20
Argentina,2016,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,GRUPO PLANETA,1
Argentina,2016,200 - Religión,TODOS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,20
Argentina,2016,200 - Religión,TODOS,Portugués,Español,GRUPO PLANETA,1
Argentina,2016,300 - Ciencias sociales,AMBAS,Portugués,Español,EDUNLU,1
Argentina,2016,300 - Ciencias sociales,AMBAS,Portugués,Español,LIMONERO,2
Argentina,2016,300 - Ciencias sociales,AMBAS,Portugués,Español,SB,2
Argentina,2016,300 - Ciencias sociales,AMBAS,Portugués,Español,SIGLO XXI EDITORES,2
Argentina,2016,300 - Ciencias sociales,AMBAS,Portugués,Español,UNSAMEDITA,3
Argentina,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,LIMONERO,2
Argentina,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,QUIPU,1
Argentina,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,RGC LIBROS,1
Argentina,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,SB,2
Argentina,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,SIGLO XXI EDITORES,2
Argentina,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,Portugués,Español,EDUNLU,1
Argentina,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,Portugués,Español,UNSAMEDITA,3
Argentina,2016,300 - Ciencias sociales,TODOS,Portugués,Español,EDUNLU,1
Argentina,2016,300 - Ciencias sociales,TODOS,Portugués,Español,LIMONERO,2
Argentina,2016,300 - Ciencias sociales,TODOS,Portugués,Español,SB,2
Argentina,2016,300 - Ciencias sociales,TODOS,Portugués,Español,SIGLO XXI EDITORES,2
Argentina,2016,300 - Ciencias sociales,TODOS,Portugués,Español,UNSAMEDITA,3
Argentina,2016,600 - Tecnología (Ciencias aplicadas),AMBAS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),AMBAS,Portugués,Español,EDITORIAL MEDICA PANAMERICANA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),AMBAS,Portugués,Español,HEMISFERIO SUR,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),AMBAS,Portugués,Español,LUGAR EDITORIAL,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Portugués,Español,EDITORIAL MEDICA PANAMERICANA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Portugués,Español,HEMISFERIO SUR,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Portugués,Español,LUGAR EDITORIAL,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,EDITORIAL MEDICA PANAMERICANA,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,HEMISFERIO SUR,1
Argentina,2016,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,LUGAR EDITORIAL,1
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,AMBAS,Portugués,Español,BEATRIZ VITERBO EDITORA,3
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,AUTOR-EDITOR,Portugués,Español,ANDREA CELIA MOLFETTA,1
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,Portugués,Español,BEATRIZ VITERBO EDITORA,3
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,TODOS,Portugués,Español,ANDREA CELIA MOLFETTA,1
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,TODOS,Portugués,Español,BEATRIZ VITERBO EDITORA,3
Argentina,2016,800 - Literatura y retórica,AMBAS,Portugués,Español,ADRIANA HIDALGO EDITORA,2
Argentina,2016,800 - Literatura y retórica,AMBAS,Portugués,Español,CORREGIDOR,5
Argentina,2016,800 - Literatura y retórica,AMBAS,Portugués,Español,EDHASA,2
Argentina,2016,800 - Literatura y retórica,AMBAS,Portugués,Español,GRUPO PRISA,3
Argentina,2016,800 - Literatura y retórica,AMBAS,Portugués,Español,V&R,7
Argentina,2016,800 - Literatura y retórica,AUTOR-EDITOR,Portugués,Español,MOISES ROBERTO CARDENAS CHACON,1
Argentina,2016,800 - Literatura y retórica,AUTOR-EDITOR,Portugués,Español,VERONICA PAOLA LOMBARDO,1
Argentina,2016,800 - Literatura y retórica,AUTOR-EDITOR,Portugués,Español,VOX/LUX,2
Argentina,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,ADRIANA HIDALGO EDITORA,2
Argentina,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,CORREGIDOR,5
Argentina,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,EDHASA,2
Argentina,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,GRUPO PRISA,3
Argentina,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,V&R,7
Argentina,2016,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,Portugués,Español,UNSAMEDITA,2
Argentina,2016,800 - Literatura y retórica,TODOS,Portugués,Español,ADRIANA HIDALGO EDITORA,2
Argentina,2016,800 - Literatura y retórica,TODOS,Portugués,Español,CORREGIDOR,5
Argentina,2016,800 - Literatura y retórica,TODOS,Portugués,Español,EDHASA,2
Argentina,2016,800 - Literatura y retórica,TODOS,Portugués,Español,GRUPO PRISA,3
Argentina,2016,800 - Literatura y retórica,TODOS,Portugués,Español,V&R,7
Argentina,2016,900 - Geografía e historia,AMBAS,Portugués,Español,CORREGIDOR,2
Argentina,2016,900 - Geografía e historia,AMBAS,Portugués,Español,GRUPO PLANETA,1
Argentina,2016,900 - Geografía e historia,AMBAS,Portugués,Español,PENGUIN RANDOM HOUSE,1
Argentina,2016,900 - Geografía e historia,AMBAS,Portugués,Español,QUADRATA,1
Argentina,2016,900 - Geografía e historia,AMBAS,Portugués,Español,UNIVERSIDAD NACIONAL DE QUILMES,1
Argentina,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,Portugués,Español,CORREGIDOR,2
Argentina,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,Portugués,Español,GRUPO PLANETA,1
Argentina,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,Portugués,Español,PENGUIN RANDOM HOUSE,1
Argentina,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,Portugués,Español,QUADRATA,1
Argentina,2016,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,Portugués,Español,UNIVERSIDAD NACIONAL DE QUILMES,1
Argentina,2016,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,LOGOS,1
Argentina,2016,900 - Geografía e historia,TODOS,Portugués,Español,CORREGIDOR,2
Argentina,2016,900 - Geografía e historia,TODOS,Portugués,Español,GRUPO PLANETA,1
Argentina,2016,900 - Geografía e historia,TODOS,Portugués,Español,LOGOS,1
Argentina,2016,900 - Geografía e historia,TODOS,Portugués,Español,PENGUIN RANDOM HOUSE,1
Argentina,2016,900 - Geografía e historia,TODOS,Portugués,Español,QUADRATA,1
Argentina,2016,TODOS,AMBAS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,21
Argentina,2016,TODOS,AMBAS,Portugués,Español,BEATRIZ VITERBO EDITORA,3
Argentina,2016,TODOS,AMBAS,Portugués,Español,CORREGIDOR,7
Argentina,2016,TODOS,AMBAS,Portugués,Español,UNSAMEDITA,5
Argentina,2016,TODOS,AMBAS,Portugués,Español,V&R,8
Argentina,2016,TODOS,AUTOR-EDITOR,Portugués,Español,ANDREA CELIA MOLFETTA,1
Argentina,2016,TODOS,AUTOR-EDITOR,Portugués,Español,MOISES ROBERTO CARDENAS CHACON,1
Argentina,2016,TODOS,AUTOR-EDITOR,Portugués,Español,VERONICA PAOLA LOMBARDO,1
Argentina,2016,TODOS,AUTOR-EDITOR,Portugués,Español,VOX/LUX,2
Argentina,2016,TODOS,EDITORIAL COMERCIAL,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,21
Argentina,2016,TODOS,EDITORIAL COMERCIAL,Portugués,Español,BEATRIZ VITERBO EDITORA,3
Argentina,2016,TODOS,EDITORIAL COMERCIAL,Portugués,Español,CORREGIDOR,7
Argentina,2016,TODOS,EDITORIAL COMERCIAL,Portugués,Español,GRUPO PRISA,3
Argentina,2016,TODOS,EDITORIAL COMERCIAL,Portugués,Español,V&R,8
Argentina,2016,TODOS,EDITORIAL UNIVERSITARIA,Portugués,Español,EDUNLU,1
Argentina,2016,TODOS,EDITORIAL UNIVERSITARIA,Portugués,Español,UNIVERSIDAD NACIONAL DE QUILMES,1
Argentina,2016,TODOS,EDITORIAL UNIVERSITARIA,Portugués,Español,UNSAMEDITA,5
Argentina,2016,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,CONFEDERACION ESPIRITISTA ARGENTINA,1
Argentina,2016,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,LOGOS,1
Argentina,2016,TODOS,TODOS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,21
Argentina,2016,TODOS,TODOS,Portugués,Español,BEATRIZ VITERBO EDITORA,3
Argentina,2016,TODOS,TODOS,Portugués,Español,CORREGIDOR,7
Argentina,2016,TODOS,TODOS,Portugués,Español,UNSAMEDITA,5
Argentina,2016,TODOS,TODOS,Portugués,Español,V&R,8
Argentina,2017,0 - Generalidades,AUTOR-EDITOR,Portugués,Español,EDGARDO CARAMELLA Y ASOCIADOS,1
Argentina,2017,0 - Generalidades,TODOS,Portugués,Español,EDGARDO CARAMELLA Y ASOCIADOS,1
Argentina,2017,100 - Filosofía y psicología,AMBAS,Portugués,Español,KIER,1
Argentina,2017,100 - Filosofía y psicología,AUTOR-EDITOR,Portugués,Español,DYNAMIS,1
Argentina,2017,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Portugués,Español,KIER,1
Argentina,2017,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,EDICIONES JUANA DE ANGELIS,5
Argentina,2017,100 - Filosofía y psicología,TODOS,Portugués,Español,DYNAMIS,1
Argentina,2017,100 - Filosofía y psicología,TODOS,Portugués,Español,EDICIONES JUANA DE ANGELIS,5
Argentina,2017,100 - Filosofía y psicología,TODOS,Portugués,Español,KIER,1
Argentina,2017,200 - Religión,AMBAS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,20
Argentina,2017,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,20
Argentina,2017,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,EDICIONES JUANA DE ANGELIS,1
Argentina,2017,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,FUNDACION ESPIRITA HUMANISTA ALLAN KARDEC,1
Argentina,2017,200 - Religión,TODOS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,20
Argentina,2017,200 - Religión,TODOS,Portugués,Español,EDICIONES JUANA DE ANGELIS,1
Argentina,2017,200 - Religión,TODOS,Portugués,Español,FUNDACION ESPIRITA HUMANISTA ALLAN KARDEC,1
Argentina,2017,300 - Ciencias sociales,AMBAS,Portugués,Español,!ACHIS!,1
Argentina,2017,300 - Ciencias sociales,AMBAS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2017,300 - Ciencias sociales,AMBAS,Portugués,Español,DOROTHEA,2
Argentina,2017,300 - Ciencias sociales,AMBAS,Portugués,Español,QUIPU,3
Argentina,2017,300 - Ciencias sociales,AMBAS,Portugués,Español,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,7
Argentina,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,!ACHIS!,1
Argentina,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,ASTREA,1
Argentina,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,DOROTHEA,2
Argentina,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,QUIPU,3
Argentina,2017,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,Portugués,Español,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,7
Argentina,2017,300 - Ciencias sociales,TODOS,Portugués,Español,!ACHIS!,1
Argentina,2017,300 - Ciencias sociales,TODOS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2017,300 - Ciencias sociales,TODOS,Portugués,Español,DOROTHEA,2
Argentina,2017,300 - Ciencias sociales,TODOS,Portugués,Español,QUIPU,3
Argentina,2017,300 - Ciencias sociales,TODOS,Portugués,Español,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,7
Argentina,2017,600 - Tecnología (Ciencias aplicadas),AMBAS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2017,600 - Tecnología (Ciencias aplicadas),AMBAS,Portugués,Español,EDITORIAL DUNKEN,1
Argentina,2017,600 - Tecnología (Ciencias aplicadas),AMBAS,Portugués,Español,GRUPO PLANETA,1
Argentina,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Portugués,Español,EDITORIAL DUNKEN,1
Argentina,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Portugués,Español,GRUPO PLANETA,1
Argentina,2017,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2017,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,EDITORIAL DUNKEN,1
Argentina,2017,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,GRUPO PLANETA,1
Argentina,2017,800 - Literatura y retórica,AMBAS,Portugués,Español,CORREGIDOR,1
Argentina,2017,800 - Literatura y retórica,AMBAS,Portugués,Español,DE CIUTIIS EDICIONES,3
Argentina,2017,800 - Literatura y retórica,AMBAS,Portugués,Español,EDHASA,1
Argentina,2017,800 - Literatura y retórica,AMBAS,Portugués,Español,PENGUIN RANDOM HOUSE,2
Argentina,2017,800 - Literatura y retórica,AMBAS,Portugués,Español,V&R,3
Argentina,2017,800 - Literatura y retórica,AUTOR-EDITOR,Portugués,Español,LA ESQUINA DE LOS VIENTOS,1
Argentina,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,CORREGIDOR,1
Argentina,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,DE CIUTIIS EDICIONES,3
Argentina,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,EDHASA,1
Argentina,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,PENGUIN RANDOM HOUSE,2
Argentina,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,V&R,3
Argentina,2017,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,EDICIONES JUANA DE ANGELIS,1
Argentina,2017,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,GRUPAL,1
Argentina,2017,800 - Literatura y retórica,TODOS,Portugués,Español,CORREGIDOR,1
Argentina,2017,800 - Literatura y retórica,TODOS,Portugués,Español,DE CIUTIIS EDICIONES,3
Argentina,2017,800 - Literatura y retórica,TODOS,Portugués,Español,EDHASA,1
Argentina,2017,800 - Literatura y retórica,TODOS,Portugués,Español,PENGUIN RANDOM HOUSE,2
Argentina,2017,800 - Literatura y retórica,TODOS,Portugués,Español,V&R,3
Argentina,2017,900 - Geografía e historia,AMBAS,Portugués,Español,CAPITAL INTELECTUAL,1
Argentina,2017,900 - Geografía e historia,AMBAS,Portugués,Español,PLUMA DIGITAL EDICIONES,1
Argentina,2017,900 - Geografía e historia,AMBAS,Portugués,Español,PROMETEO EDITORES,1
Argentina,2017,900 - Geografía e historia,AUTOR-EDITOR,Portugués,Español,SAB LIBROS,1
Argentina,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,Portugués,Español,CAPITAL INTELECTUAL,1
Argentina,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,Portugués,Español,PLUMA DIGITAL EDICIONES,1
Argentina,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,Portugués,Español,PROMETEO EDITORES,1
Argentina,2017,900 - Geografía e historia,TODOS,Portugués,Español,CAPITAL INTELECTUAL,1
Argentina,2017,900 - Geografía e historia,TODOS,Portugués,Español,PLUMA DIGITAL EDICIONES,1
Argentina,2017,900 - Geografía e historia,TODOS,Portugués,Español,PROMETEO EDITORES,1
Argentina,2017,900 - Geografía e historia,TODOS,Portugués,Español,SAB LIBROS,1
Argentina,2017,TODOS,AMBAS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,22
Argentina,2017,TODOS,AMBAS,Portugués,Español,DE CIUTIIS EDICIONES,3
Argentina,2017,TODOS,AMBAS,Portugués,Español,QUIPU,3
Argentina,2017,TODOS,AMBAS,Portugués,Español,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,7
Argentina,2017,TODOS,AMBAS,Portugués,Español,V&R,3
Argentina,2017,TODOS,AUTOR-EDITOR,Portugués,Español,DYNAMIS,1
Argentina,2017,TODOS,AUTOR-EDITOR,Portugués,Español,EDGARDO CARAMELLA Y ASOCIADOS,1
Argentina,2017,TODOS,AUTOR-EDITOR,Portugués,Español,LA ESQUINA DE LOS VIENTOS,1
Argentina,2017,TODOS,AUTOR-EDITOR,Portugués,Español,SAB LIBROS,1
Argentina,2017,TODOS,EDITORIAL COMERCIAL,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,22
Argentina,2017,TODOS,EDITORIAL COMERCIAL,Portugués,Español,DE CIUTIIS EDICIONES,3
Argentina,2017,TODOS,EDITORIAL COMERCIAL,Portugués,Español,DOROTHEA,2
Argentina,2017,TODOS,EDITORIAL COMERCIAL,Portugués,Español,QUIPU,3
Argentina,2017,TODOS,EDITORIAL COMERCIAL,Portugués,Español,V&R,3
Argentina,2017,TODOS,EDITORIAL UNIVERSITARIA,Portugués,Español,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,7
Argentina,2017,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,EDICIONES JUANA DE ANGELIS,7
Argentina,2017,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,FUNDACION ESPIRITA HUMANISTA ALLAN KARDEC,1
Argentina,2017,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,GRUPAL,1
Argentina,2017,TODOS,TODOS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,22
Argentina,2017,TODOS,TODOS,Portugués,Español,DE CIUTIIS EDICIONES,3
Argentina,2017,TODOS,TODOS,Portugués,Español,EDICIONES JUANA DE ANGELIS,7
Argentina,2017,TODOS,TODOS,Portugués,Español,QUIPU,3
Argentina,2017,TODOS,TODOS,Portugués,Español,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,7
Argentina,2018,0 - Generalidades,AMBAS,Portugués,Español,LUCIO JAVIER ARRILLAGA,1
Argentina,2018,0 - Generalidades,EDITORIAL COMERCIAL,Portugués,Español,LUCIO JAVIER ARRILLAGA,1
Argentina,2018,0 - Generalidades,TODOS,Portugués,Español,LUCIO JAVIER ARRILLAGA,1
Argentina,2018,100 - Filosofía y psicología,AMBAS,Portugués,Español,"ALEMANY ELOISE MITSUKO, MARIE ELEONARE",1
Argentina,2018,100 - Filosofía y psicología,AMBAS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,3
Argentina,2018,100 - Filosofía y psicología,AMBAS,Portugués,Español,EDITORIAL KIER S.A.C.I.F.I.,1
Argentina,2018,100 - Filosofía y psicología,AMBAS,Portugués,Español,PENGUIN RANDOM HOUSE,2
Argentina,2018,100 - Filosofía y psicología,AMBAS,Portugués,Español,V & R EDITORAS S.A.,2
Argentina,2018,100 - Filosofía y psicología,AUTOR-EDITOR,Portugués,Español,"DIAZ, ARIEL SEBASTIAN",1
Argentina,2018,100 - Filosofía y psicología,AUTOR-EDITOR,Portugués,Español,"LOMBARDO, VERONICA PAOLA",1
Argentina,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Portugués,Español,"ALEMANY ELOISE MITSUKO, MARIE ELEONARE",1
Argentina,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,3
Argentina,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Portugués,Español,EDITORIAL KIER S.A.C.I.F.I.,1
Argentina,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Portugués,Español,PENGUIN RANDOM HOUSE,2
Argentina,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Portugués,Español,V & R EDITORAS S.A.,2
Argentina,2018,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,ASOCIACION CIVIL INSTITUCION ESPIRITA JUANA DE ANGELIS,1
Argentina,2018,100 - Filosofía y psicología,TODOS,Portugués,Español,"ALEMANY ELOISE MITSUKO, MARIE ELEONARE",1
Argentina,2018,100 - Filosofía y psicología,TODOS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,3
Argentina,2018,100 - Filosofía y psicología,TODOS,Portugués,Español,ASOCIACION CIVIL INSTITUCION ESPIRITA JUANA DE ANGELIS,1
Argentina,2018,100 - Filosofía y psicología,TODOS,Portugués,Español,PENGUIN RANDOM HOUSE,2
Argentina,2018,100 - Filosofía y psicología,TODOS,Portugués,Español,V & R EDITORAS S.A.,2
Argentina,2018,200 - Religión,AMBAS,Portugués,Español,EDHASA S.A.,2
Argentina,2018,200 - Religión,AMBAS,Portugués,Español,GRUPO PLANETA,2
Argentina,2018,200 - Religión,AMBAS,Portugués,Español,TUSQUETS EDITORES S.A.,1
Argentina,2018,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,EDHASA S.A.,2
Argentina,2018,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,GRUPO PLANETA,2
Argentina,2018,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,TUSQUETS EDITORES S.A.,1
Argentina,2018,200 - Religión,TODOS,Portugués,Español,EDHASA S.A.,2
Argentina,2018,200 - Religión,TODOS,Portugués,Español,GRUPO PLANETA,2
Argentina,2018,200 - Religión,TODOS,Portugués,Español,TUSQUETS EDITORES S.A.,1
Argentina,2018,300 - Ciencias sociales,AMBAS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,17
Argentina,2018,300 - Ciencias sociales,AMBAS,Portugués,Español,GRUPO PLANETA,2
Argentina,2018,300 - Ciencias sociales,AMBAS,Portugués,Español,"KREIZER, DORA ELISA",1
Argentina,2018,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,17
Argentina,2018,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,GRUPO PLANETA,2
Argentina,2018,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,"KREIZER, DORA ELISA",1
Argentina,2018,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,ASOCIACION CIVIL INSTITUCION ESPIRITA JUANA DE ANGELIS,2
Argentina,2018,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,COLEGIO CLINICO DEL RIO DE LA PLATA S.R.L,1
Argentina,2018,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,FUNDACION ESPIRITA HUMANISTA ALLAN KARDEC,1
Argentina,2018,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,FUNDACION LOGOSOFICA,1
Argentina,2018,300 - Ciencias sociales,TODOS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,17
Argentina,2018,300 - Ciencias sociales,TODOS,Portugués,Español,ASOCIACION CIVIL INSTITUCION ESPIRITA JUANA DE ANGELIS,2
Argentina,2018,300 - Ciencias sociales,TODOS,Portugués,Español,COLEGIO CLINICO DEL RIO DE LA PLATA S.R.L,1
Argentina,2018,300 - Ciencias sociales,TODOS,Portugués,Español,FUNDACION ESPIRITA HUMANISTA ALLAN KARDEC,1
Argentina,2018,300 - Ciencias sociales,TODOS,Portugués,Español,GRUPO PLANETA,2
Argentina,2018,400 - Lenguas,AMBAS,Portugués,Español,CONSEJO LATINOAMERICANO DE CIENCIAS SOCIALES - C.L.A.C.S.O.,1
Argentina,2018,400 - Lenguas,AMBAS,Portugués,Español,SIGLO XXI EDITORES,2
Argentina,2018,400 - Lenguas,AMBAS,Portugués,Español,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2018,400 - Lenguas,EDITORIAL COMERCIAL,Portugués,Español,SIGLO XXI EDITORES,2
Argentina,2018,400 - Lenguas,EDITORIAL UNIVERSITARIA,Portugués,Español,CONSEJO LATINOAMERICANO DE CIENCIAS SOCIALES - C.L.A.C.S.O.,1
Argentina,2018,400 - Lenguas,EDITORIAL UNIVERSITARIA,Portugués,Español,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2018,400 - Lenguas,TODOS,Portugués,Español,CONSEJO LATINOAMERICANO DE CIENCIAS SOCIALES - C.L.A.C.S.O.,1
Argentina,2018,400 - Lenguas,TODOS,Portugués,Español,SIGLO XXI EDITORES,2
Argentina,2018,400 - Lenguas,TODOS,Portugués,Español,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2018,900 - Geografía e historia,AMBAS,Portugués,Español,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2018,900 - Geografía e historia,AMBAS,Portugués,Español,"LAPIS, RAUL HUGO",1
