PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,IDIOMA_ORIGEN,NOMBRE_DEWEY,CANTIDAD,TOP_EDITORIALES
México,2016,200 - Religión,TODOS,ALEMÁN,Filosofía y teoría de la religión,1,FONDO DE CULTURA ECONOMICA MEXICO::1
México,2016,200 - Religión,TODOS,ESLOVACO,La Biblia,1,LA TORRE DEL VIGIA::1
México,2016,200 - Religión,TODOS,ESPAÑOL,Experiencia. práctica. vida cristianas,1,EDICIONES APOSTOLES DE LA PALABRA::1
México,2016,200 - Religión,TODOS,ESPAÑOL,La Biblia,22,LA TORRE DEL VIGIA::22
México,2016,200 - Religión,TODOS,FRANCÉS,Historia del cristianismo y de la iglesia cristiana,2,FONDO DE CULTURA ECONOMICA MEXICO::2
México,2016,200 - Religión,TODOS,FRANCÉS,Sistemas. valores. principios científicos. psicología de la religión,4,OBRA NACIONAL DE LA BUENA PRENSA::4
México,2016,200 - Religión,TODOS,INGLÉS,Budismo,2,EDICIONES URANO::1~~GRUPO PLANETA::1
México,2016,200 - Religión,TODOS,INGLÉS,Congregaciones y órdenes religiosas,3,FONDO DE CULTURA ECONOMICA MEXICO::3
México,2016,200 - Religión,TODOS,INGLÉS,Experiencia. práctica. vida cristianas,6,GRUPO PLANETA::2~~AGENCIA DE PUBLICACIONES MEXICO CENTRAL::1~~ALIANZA EXODUS MEXICO::1~~EDICIONES B::1~~EDICIONES Y DISTRIBUCIONES LOGOS::1
México,2016,200 - Religión,TODOS,INGLÉS,Filosofía y teoría de la religión,1,FONDO DE CULTURA ECONOMICA MEXICO::1
México,2016,200 - Religión,TODOS,INGLÉS,Historia del cristianismo y de la iglesia cristiana,1,FONDO DE CULTURA ECONOMICA MEXICO::1
México,2016,200 - Religión,TODOS,INGLÉS,Seres espirituales,1,EDITORIAL OCEANO::1
México,2016,200 - Religión,TODOS,INGLÉS,Sistemas. valores. principios científicos. psicología de la religión,2,EDITORIAL OCEANO::1~~SEGRAK::1
México,2016,200 - Religión,TODOS,INGLÉS,Tratamiento histórico. geográfico. de personas en la religión,6,EDICIONES Y DISTRIBUCIONES LOGOS::4~~FONDO DE CULTURA ECONOMICA MEXICO::2
México,2016,200 - Religión,TODOS,ITALIANO,Budismo,1,PPC EDITORIAL::1
México,2016,200 - Religión,TODOS,ITALIANO,Educación religiosa,10,PPC EDITORIAL::10
México,2016,200 - Religión,TODOS,ITALIANO,Filosofía y teoría de la religión,2,EDICIONES PAULINAS::1~~OBRA NACIONAL DE LA BUENA PRENSA::1
México,2016,200 - Religión,TODOS,ITALIANO,Seres espirituales,1,EDICIONES PAULINAS::1
México,2016,200 - Religión,TODOS,ITALIANO,Tratamiento histórico. geográfico. de personas en la religión,1,UNIVERSIDAD IBEROAMERICANA::1
México,2016,200 - Religión,TODOS,JAPONÉS,Budismo,1,CENTRO DE ESTUDIOS Y ATENCION PSICOLOGICA::1
México,2016,200 - Religión,TODOS,LATÍN,Congregaciones y órdenes religiosas,1,BALLESTEROS DIAZ GONZALEZ GABRIELA::1
México,2016,200 - Religión,TODOS,LENGUA NO DETERMINADA,Sistemas. valores. principios científicos. psicología de la religión,1,EDICIONES DABAR::1
México,2016,200 - Religión,TODOS,PORTUGUÉS,Seres espirituales,2,EDICIONES PAULINAS::2
México,2016,200 - Religión,TODOS,PORTUGUÉS,Tratamiento histórico. geográfico. de personas en la religión,1,EDICIONES DABAR::1
México,2016,300 - Ciencias sociales,AMBAS,ALEMÁN,Ciencia política (Política y gobierno),1,EDICIONES COYOACAN::1
México,2016,300 - Ciencias sociales,AMBAS,ALEMÁN,Economía,1,COLOFON::1
México,2016,300 - Ciencias sociales,AMBAS,ALEMÁN,Gente joven,1,PENGUIN RANDOM HOUSE::1
México,2016,300 - Ciencias sociales,AMBAS,ALEMÁN,Sociología y antropología,1,FONDO DE CULTURA ECONOMICA MEXICO::1
México,2016,300 - Ciencias sociales,AMBAS,ESPAÑOL,Ciencia política (Política y gobierno),7,CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL::7
México,2016,300 - Ciencias sociales,AMBAS,ESPAÑOL,Sociología y antropología,1,CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL::1
México,2016,300 - Ciencias sociales,AMBAS,FRANCÉS,Economía,2,SIGLO XXI EDITORES::1~~UNIVERSIDAD DE GUADALAJARA::1
México,2016,300 - Ciencias sociales,AMBAS,FRANCÉS,Gente joven,2,PENGUIN RANDOM HOUSE::2
México,2016,300 - Ciencias sociales,AMBAS,FRANCÉS,Sociología y antropología,20,FONDO DE CULTURA ECONOMICA MEXICO::18~~EDICIONES COYOACAN::1~~EL COLEGIO DE MICHOACAN::1
México,2016,300 - Ciencias sociales,AMBAS,INGLÉS,Ciencia política (Política y gobierno),5,FONDO DE CULTURA ECONOMICA MEXICO::5
México,2016,300 - Ciencias sociales,AMBAS,INGLÉS,Comunicación social,37,CENGAGE LEARNING::34~~LID EDITORIAL MEXICANA::2~~FONDO DE CULTURA ECONOMICA MEXICO::1
México,2016,300 - Ciencias sociales,AMBAS,INGLÉS,Economía,44,CENGAGE LEARNING::38~~CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS::2~~EL COLEGIO DE MEXICO::1~~FONDO DE CULTURA ECONOMICA MEXICO::1~~GRUPO EDITORIAL MIGUEL ANGEL PORRUA::1
México,2016,300 - Ciencias sociales,AMBAS,INGLÉS,Economía financiera,19,CENGAGE LEARNING::19
México,2016,300 - Ciencias sociales,AMBAS,INGLÉS,Empresas de negocios,56,CENGAGE LEARNING::46~~GRUPO EDITORIAL PATRIA::4~~FONDO DE CULTURA ECONOMICA MEXICO::3~~GRUPO PAIDOS::2~~MCGRAW-HILL::1
México,2016,300 - Ciencias sociales,AMBAS,INGLÉS,Escuelas de pensamiento económico,25,CENGAGE LEARNING::25
México,2016,300 - Ciencias sociales,AMBAS,INGLÉS,Gente joven,34,PENGUIN RANDOM HOUSE::32~~GRUPO PLANETA::2
México,2016,300 - Ciencias sociales,AMBAS,INGLÉS,Instituciones de crédito y préstamo,28,CENGAGE LEARNING::28
México,2016,300 - Ciencias sociales,AMBAS,INGLÉS,Macroeconomía y temas relacionados,28,CENGAGE LEARNING::21~~FONDO DE CULTURA ECONOMICA MEXICO::7
México,2016,300 - Ciencias sociales,AMBAS,INGLÉS,Sociología y antropología,31,FONDO DE CULTURA ECONOMICA MEXICO::17~~PEARSON::10~~SIGLO XXI EDITORES::2~~COLOFON::1~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2016,300 - Ciencias sociales,AMBAS,ITALIANO,Gente joven,1,PENGUIN RANDOM HOUSE::1
México,2016,300 - Ciencias sociales,AMBAS,ITALIANO,Sociología y antropología,1,FONDO DE CULTURA ECONOMICA MEXICO::1
México,2016,300 - Ciencias sociales,AMBAS,LATÍN,Ciencia política (Política y gobierno),4,FONDO DE CULTURA ECONOMICA MEXICO::3~~CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS::1
México,2016,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,Economía financiera,1,MCGRAW-HILL::1
México,2016,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,Empresas de negocios,1,MCGRAW-HILL::1
México,2016,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,Macroeconomía y temas relacionados,1,FONDO DE CULTURA ECONOMICA MEXICO::1
México,2016,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,Sociología y antropología,4,FONDO DE CULTURA ECONOMICA MEXICO::2~~UNIVERSIDAD DE GUADALAJARA::1~~UNIVERSIDAD INTERCULTURAL DEL ESTADO DE HIDALGO::1
México,2016,300 - Ciencias sociales,AUTOR-EDITOR,ESPAÑOL,Costumbres. etiqueta. folclor,1,"MALDONADO RODRIGUERA, ALONDRA CONCEPCION::1"
México,2016,300 - Ciencias sociales,AUTOR-EDITOR,INGLÉS,Medios (Formas de comunicación),1,PRADILLA MOLINA CARLOS NICOLAS::1
México,2016,300 - Ciencias sociales,AUTOR-EDITOR,LENGUA NO DETERMINADA,Educación superior,2,ENCISO GARCIA JOSE EDUARDO::2
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,ALEMÁN,Economía,1,COLOFON::1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,ALEMÁN,Gente joven,1,PENGUIN RANDOM HOUSE::1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,ALEMÁN,Sociología y antropología,1,FONDO DE CULTURA ECONOMICA MEXICO::1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,ESPAÑOL,Matemáticas en la enseñanza media  Libros de texto,12,EDICIONES LAROUSSE::12
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,FRANCÉS,Economía,1,SIGLO XXI EDITORES::1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,FRANCÉS,Gente joven,2,PENGUIN RANDOM HOUSE::2
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,FRANCÉS,Sociología y antropología,19,FONDO DE CULTURA ECONOMICA MEXICO::18~~EDICIONES COYOACAN::1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,Comunicación social,37,CENGAGE LEARNING::34~~LID EDITORIAL MEXICANA::2~~FONDO DE CULTURA ECONOMICA MEXICO::1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,Economía,40,CENGAGE LEARNING::38~~FONDO DE CULTURA ECONOMICA MEXICO::1~~GRUPO EDITORIAL MIGUEL ANGEL PORRUA::1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,Economía financiera,19,CENGAGE LEARNING::19
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,Empresas de negocios,56,CENGAGE LEARNING::46~~GRUPO EDITORIAL PATRIA::4~~FONDO DE CULTURA ECONOMICA MEXICO::3~~GRUPO PAIDOS::2~~MCGRAW-HILL::1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,Escuelas de pensamiento económico,25,CENGAGE LEARNING::25
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,Gente joven,34,PENGUIN RANDOM HOUSE::32~~GRUPO PLANETA::2
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,Instituciones de crédito y préstamo,28,CENGAGE LEARNING::28
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,Macroeconomía y temas relacionados,28,CENGAGE LEARNING::21~~FONDO DE CULTURA ECONOMICA MEXICO::7
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,Sociología y antropología,30,FONDO DE CULTURA ECONOMICA MEXICO::17~~PEARSON::10~~SIGLO XXI EDITORES::2~~COLOFON::1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,ITALIANO,Gente joven,1,PENGUIN RANDOM HOUSE::1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,ITALIANO,Sociología y antropología,1,FONDO DE CULTURA ECONOMICA MEXICO::1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Economía financiera,1,MCGRAW-HILL::1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Empresas de negocios,1,MCGRAW-HILL::1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Macroeconomía y temas relacionados,1,FONDO DE CULTURA ECONOMICA MEXICO::1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,Sociología y antropología,2,FONDO DE CULTURA ECONOMICA MEXICO::2
México,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ALEMÁN,Derecho,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ESPAÑOL,Aspectos específicos de la cultura,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::2
México,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ESPAÑOL,Ciencia política (Política y gobierno),7,CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL::7
México,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ESPAÑOL,Educación,3,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO::3
México,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ESPAÑOL,Factores que afectan el comportamiento social,3,"UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::2~~FUNDACION UNIVERSIDAD DE LAS AMERICAS, PUEBLA::1"
México,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ESPAÑOL,Relaciones internacionales,1,CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS::1
México,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ESPAÑOL,Sociología y antropología,1,CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL::1
México,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,FRANCÉS,Economía,1,UNIVERSIDAD DE GUADALAJARA::1
