PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,IDIOMA_ORIGEN,NOMBRE_DEWEY,CANTIDAD,TOP_EDITORIALES
México,2021,500 - Ciencias naturales y matemáticas,TODOS,INGLÉS,Ecología,2,EL COLEGIO DE MEXICO::1~~GRUPO PAIDOS::1
México,2021,500 - Ciencias naturales y matemáticas,TODOS,INGLÉS,Educación. investigación. temas relacionados con la biología,4,GRUPO PAIDOS::2~~COLOFON::1~~DIRECCION GENERAL DE MATERIALES EDUCATIVOS::1
México,2021,500 - Ciencias naturales y matemáticas,TODOS,INGLÉS,Filosofía y teoría de las matemáticas,7,BONILLA DISTRIBUCION Y EDICION::2~~EDITORIAL PORRUA::2~~FONDO DE CULTURA ECONOMICA MEXICO::2~~GRUPO PAIDOS::1
México,2021,500 - Ciencias naturales y matemáticas,TODOS,INGLÉS,Física,13,CENGAGE LEARNING::12~~GRUPO PAIDOS::1
México,2021,500 - Ciencias naturales y matemáticas,TODOS,INGLÉS,Matemáticas,11,CENGAGE LEARNING::3~~DIRECCION GENERAL DE MATERIALES EDUCATIVOS::2~~DISTRIBUIDORA MARIN::2~~PEARSON::2~~EDITORIAL TRILLAS::1
México,2021,500 - Ciencias naturales y matemáticas,TODOS,ITALIANO,Matemáticas,2,DIRECCION GENERAL DE MATERIALES EDUCATIVOS::1~~NUEVA EDITORIAL IZTACCIHUATL::1
México,2021,600 - Tecnología (Ciencias aplicadas),AMBAS,ESPAÑOL,Promoción de la salud,2,GRUPO PLANETA::1~~QUINTANILLA RODRIGUEZ MARIA DE LOS DOLORES FRANCISCA::1
México,2021,600 - Tecnología (Ciencias aplicadas),AMBAS,ESPAÑOL,Robots (Autómatas),3,EDICIONES DE LAUREL::2~~UNIVERSIDAD AUTONOMA DE NUEVO LEON::1
México,2021,600 - Tecnología (Ciencias aplicadas),AMBAS,FRANCÉS,Ciencias médicas  Medicina,1,UNIVERSIDAD VERACRUZANA::1
México,2021,600 - Tecnología (Ciencias aplicadas),AMBAS,INGLÉS,Anatomía humana. citología. histología,2,EDITORIAL TRILLAS::2
México,2021,600 - Tecnología (Ciencias aplicadas),AMBAS,INGLÉS,Ciencias médicas  Medicina,3,MCGRAW-HILL::2~~GRUPO PAIDOS::1
México,2021,600 - Tecnología (Ciencias aplicadas),AMBAS,INGLÉS,Dietética,3,EDITORIAL OCEANO::2~~FONDO DE CULTURA ECONOMICA MEXICO::1
México,2021,600 - Tecnología (Ciencias aplicadas),AMBAS,INGLÉS,Educación. investigación. enfermería. temas relacionados,2,INTERSISTEMAS::2
México,2021,600 - Tecnología (Ciencias aplicadas),AMBAS,INGLÉS,Gerencia general,7,EDICIONES URANO::4~~CENGAGE LEARNING::3
México,2021,600 - Tecnología (Ciencias aplicadas),AMBAS,INGLÉS,Historias de casos,3,FONDO DE CULTURA ECONOMICA MEXICO::3
México,2021,600 - Tecnología (Ciencias aplicadas),AMBAS,INGLÉS,Otras ramas de la Ingeniería,4,CENGAGE LEARNING::4
México,2021,600 - Tecnología (Ciencias aplicadas),AMBAS,INGLÉS,Promoción de la salud,1,EDICIONES URANO::1
México,2021,600 - Tecnología (Ciencias aplicadas),AMBAS,INGLÉS,Temas especiales de tecnología,3,MCGRAW-HILL::3
México,2021,600 - Tecnología (Ciencias aplicadas),AMBAS,PORTUGUÉS,Anatomía humana. citología. histología,2,EDITORIAL MEDICA PANAMERICANA::2
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,ESPAÑOL,Promoción de la salud,2,GRUPO PLANETA::1~~QUINTANILLA RODRIGUEZ MARIA DE LOS DOLORES FRANCISCA::1
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,INGLÉS,Anatomía humana. citología. histología,2,EDITORIAL TRILLAS::2
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,INGLÉS,Ciencias médicas  Medicina,3,MCGRAW-HILL::2~~GRUPO PAIDOS::1
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,INGLÉS,Dietética,3,EDITORIAL OCEANO::2~~FONDO DE CULTURA ECONOMICA MEXICO::1
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,INGLÉS,Educación. investigación. enfermería. temas relacionados,2,INTERSISTEMAS::2
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,INGLÉS,Enfermedades del sistema nervioso y trastornos mentales,2,GRUPO PAIDOS::1~~TYPOTALLER EDICIONES::1
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,INGLÉS,Gerencia general,7,EDICIONES URANO::4~~CENGAGE LEARNING::3
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,INGLÉS,Historias de casos,3,FONDO DE CULTURA ECONOMICA MEXICO::3
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,INGLÉS,Otras ramas de la Ingeniería,4,CENGAGE LEARNING::4
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,INGLÉS,Promoción de la salud,1,EDICIONES URANO::1
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,INGLÉS,Temas especiales de tecnología,3,MCGRAW-HILL::3
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,PORTUGUÉS,Anatomía humana. citología. histología,2,EDITORIAL MEDICA PANAMERICANA::2
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,ESPAÑOL,Física aplicada,1,UNIVERSIDAD AUTONOMA DE NUEVO LEON::1
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,ESPAÑOL,Robots (Autómatas),1,UNIVERSIDAD AUTONOMA DE NUEVO LEON::1
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,FRANCÉS,Ciencias médicas  Medicina,1,UNIVERSIDAD VERACRUZANA::1
México,2021,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,INGLÉS,Ciencia del suelo (Edafología),1,COLEGIO DE POSTGRADUADOS::1
México,2021,600 - Tecnología (Ciencias aplicadas),ENTIDAD PÚBLICA,JAPONÉS,Aseo personal y temas relacionados,1,DIRECCION GENERAL DE MATERIALES EDUCATIVOS::1
México,2021,600 - Tecnología (Ciencias aplicadas),ENTIDAD PÚBLICA,POLACO,Historia de las epidemias,1,DIRECCION GENERAL DE MATERIALES EDUCATIVOS::1
México,2021,600 - Tecnología (Ciencias aplicadas),TODOS,ESPAÑOL,Promoción de la salud,2,GRUPO PLANETA::1~~QUINTANILLA RODRIGUEZ MARIA DE LOS DOLORES FRANCISCA::1
México,2021,600 - Tecnología (Ciencias aplicadas),TODOS,ESPAÑOL,Robots (Autómatas),3,EDICIONES DE LAUREL::2~~UNIVERSIDAD AUTONOMA DE NUEVO LEON::1
México,2021,600 - Tecnología (Ciencias aplicadas),TODOS,FRANCÉS,Ciencias médicas  Medicina,1,UNIVERSIDAD VERACRUZANA::1
México,2021,600 - Tecnología (Ciencias aplicadas),TODOS,INGLÉS,Anatomía humana. citología. histología,2,EDITORIAL TRILLAS::2
México,2021,600 - Tecnología (Ciencias aplicadas),TODOS,INGLÉS,Ciencias médicas  Medicina,3,MCGRAW-HILL::2~~GRUPO PAIDOS::1
México,2021,600 - Tecnología (Ciencias aplicadas),TODOS,INGLÉS,Dietética,3,EDITORIAL OCEANO::2~~FONDO DE CULTURA ECONOMICA MEXICO::1
México,2021,600 - Tecnología (Ciencias aplicadas),TODOS,INGLÉS,Gerencia general,7,EDICIONES URANO::4~~CENGAGE LEARNING::3
México,2021,600 - Tecnología (Ciencias aplicadas),TODOS,INGLÉS,Historias de casos,3,FONDO DE CULTURA ECONOMICA MEXICO::3
México,2021,600 - Tecnología (Ciencias aplicadas),TODOS,INGLÉS,Otras ramas de la Ingeniería,4,CENGAGE LEARNING::4
México,2021,600 - Tecnología (Ciencias aplicadas),TODOS,INGLÉS,Promoción de la salud,1,EDICIONES URANO::1
México,2021,600 - Tecnología (Ciencias aplicadas),TODOS,INGLÉS,Temas especiales de tecnología,3,MCGRAW-HILL::3
México,2021,600 - Tecnología (Ciencias aplicadas),TODOS,JAPONÉS,Aseo personal y temas relacionados,2,DIRECCION GENERAL DE MATERIALES EDUCATIVOS::1~~PETRA EDICIONES::1
México,2021,600 - Tecnología (Ciencias aplicadas),TODOS,PORTUGUÉS,Anatomía humana. citología. histología,2,EDITORIAL MEDICA PANAMERICANA::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,CATALÁN,Filosofía. teoría. estética del teatro,1,"TOMA, EDICIONES Y PRODUCCIONES ESCENICAS Y CINEMATOGRAFICAS::1"
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,CHINO,Arquitectura paisajística,2,UNIVERSIDAD AUTONOMA METROPOLITANA::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,DANÉS,Dibujos animados. caricaturas. tiras caminas,1,LA CIFRA EDITORIAL::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,ESPAÑOL,Arquitectura,2,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE::1~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,ESPAÑOL,Cinematografía. producción de video. actividades relacionadas,2,UNIVERSIDAD DE GUADALAJARA::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,ESPAÑOL,Crítica y apreciación,1,UNIVERSIDAD AUTONOMA DE NUEVO LEON::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,ESPAÑOL,Educación. investigación. temas relacionados con las Artes,4,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::3~~PROVEEDORA DE TEXTOS DE MONTERREY::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,ESPAÑOL,Filosofía de las bellas artes y artes decorativas,2,EDICIONES DE LAUREL::1~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,FRANCÉS,Cinematografía. producción de video. actividades relacionadas,2,SIGLO XXI EDITORES::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,INGLÉS,Crítica y apreciación,3,FOGRA EDITORIAL DE MEXICO::1~~GRUPO PLANETA::1~~UNIVERSIDAD DE GUANAJUATO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,INGLÉS,Dibujos animados. caricaturas. tiras caminas,2,EDITORIAL TRILLAS::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,INGLÉS,Educación. investigación. temas relacionados con las Artes,2,UNIVERSIDAD AUTONOMA METROPOLITANA::1~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,INGLÉS,Galerías. museos. colecciones privadas,2,UNIVERSIDAD DE GUADALAJARA::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,INGLÉS,Música,3,EDITORIAL TRILLAS::1~~GRUPO PLANETA::1~~LIBROS GRANO DE SAL::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,ITALIANO,Arquitectura,1,UNIVERSIDAD AUTONOMA DE QUERETARO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,MULTILINGÜE,Cinematografía. producción de video. actividades relacionadas,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,AMBAS,MULTILINGÜE,Educación. investigación. temas relacionados con las Artes,10,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::10
México,2021,700 - Las Artes Bellas artes y artes decorativas,AUTOR-EDITOR,ESPAÑOL,Arquitectura,1,GONZALEZ HUEZO MARIA ARABELLA::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,AUTOR-EDITOR,ESPAÑOL,Corte y plegado de papel,1,"ROMERO GUTIERREZ, MIGUEL FERNANDO::1"
México,2021,700 - Las Artes Bellas artes y artes decorativas,AUTOR-EDITOR,ESPAÑOL,Diseño y decoración,1,"FERNANDEZ TENA, CARLA::1"
México,2021,700 - Las Artes Bellas artes y artes decorativas,AUTOR-EDITOR,ESPAÑOL,Galerías. museos. colecciones privadas,1,SAENGER PADILLA BERNARDO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,AUTOR-EDITOR,ESPAÑOL,Paisajes naturales,1,SAENGER PADILLA BERNARDO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,AUTOR-EDITOR,ESPAÑOL,Período moderno,1,CORDOVA PLAZA::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,AUTOR-EDITOR,ITALIANO,Artes plásticas  Escultura,2,"BASILIO MALDONADO, MARIO::2"
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,ALEMÁN,Tragedia y teatro serio,1,"ALBOREZ GARCIA,RICARDO::1"
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,CROATA,SIN IDENTIFICAR,1,BECERRIL FLORES DAVID::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,DANÉS,Dibujos animados. caricaturas. tiras caminas,1,LA CIFRA EDITORIAL::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,ESPAÑOL,Otros temas,1,FOGRA EDITORIAL DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,ESPAÑOL,Pintura y pinturas,1,AM EDITORES::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,FRANCÉS,Cinematografía. producción de video. actividades relacionadas,2,SIGLO XXI EDITORES::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,FRANCÉS,Pintura y pinturas,1,EDICIONES LAROUSSE::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,INGLÉS,Crítica y apreciación,2,FOGRA EDITORIAL DE MEXICO::1~~GRUPO PLANETA::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,INGLÉS,Dibujo y artes decorativas,1,EDITORIAL TRILLAS::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,INGLÉS,Dibujo y dibujos,1,EDICIONES URANO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,INGLÉS,Dibujos animados. caricaturas. tiras caminas,2,EDITORIAL TRILLAS::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,INGLÉS,Música,3,EDITORIAL TRILLAS::1~~GRUPO PLANETA::1~~LIBROS GRANO DE SAL::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,INGLÉS,SIN IDENTIFICAR,1,GRUPO PLANETA::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,INGLÉS,Tragedia y teatro serio,1,"TOMA, EDICIONES Y PRODUCCIONES ESCENICAS Y CINEMATOGRAFICAS::1"
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,ITALIANO,Otros temas,1,PETRA EDICIONES::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,CHINO,Arquitectura paisajística,2,UNIVERSIDAD AUTONOMA METROPOLITANA::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,ESPAÑOL,Arquitectura,2,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE::1~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,ESPAÑOL,Cinematografía. producción de video. actividades relacionadas,2,UNIVERSIDAD DE GUADALAJARA::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,ESPAÑOL,Crítica y apreciación,1,UNIVERSIDAD AUTONOMA DE NUEVO LEON::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,ESPAÑOL,Edificios de bibliotecas,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,ESPAÑOL,Educación. investigación. temas relacionados con las Artes,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::3
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,ESPAÑOL,Filosofía de las bellas artes y artes decorativas,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,GRIEGO,Filosofía. teoría. estética del teatro,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,INGLÉS,Crítica y apreciación,1,UNIVERSIDAD DE GUANAJUATO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,INGLÉS,Educación. investigación. temas relacionados con las Artes,2,UNIVERSIDAD AUTONOMA METROPOLITANA::1~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,INGLÉS,Galerías. museos. colecciones privadas,2,UNIVERSIDAD DE GUADALAJARA::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,ITALIANO,Arquitectura,1,UNIVERSIDAD AUTONOMA DE QUERETARO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,ITALIANO,Artes recreativas y de la actuación,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,MULTILINGÜE,Cinematografía. producción de video. actividades relacionadas,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,MULTILINGÜE,Educación. investigación. temas relacionados con las Artes,10,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::10
México,2021,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,PORTUGUÉS,Filosofía. teoría. estética del teatro,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,Arquitectura,3,ARQUINE::3
México,2021,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,Artes plásticas  Escultura,1,MUSEO FEDERICO SILVA::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,Dibujos animados. caricaturas. tiras caminas,4,LANGUERAND DENIS::4
México,2021,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,Fotografía y fotografías,3,ADVANCED MARKETING::1~~ARQUINE::1~~ARTES DE MEXICO Y DEL MUNDO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,LAS ARTES  BELLAS ARTES Y ARTES DECORATIVAS,1,FUNDACION OLGA Y RUFINO TAMAYO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,Urbanismo y arte paisajístico,1,ARQUINE::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,FRANCÉS,Tratamiento histórico. geográfico. de personas en el grabado,1,ARTES DE MEXICO Y DEL MUNDO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,Artes plásticas  Escultura,1,PROYECTOS CURATORIALES::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,Filosofía de las bellas artes y artes decorativas,1,ARQUINE::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,Fotografía y fotografías,1,ADVANCED MARKETING::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PÚBLICA,ESPAÑOL,Arquitectura,1,SECRETARIA DE CULTURA DE JALISCO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,CATALÁN,Filosofía. teoría. estética del teatro,1,"TOMA, EDICIONES Y PRODUCCIONES ESCENICAS Y CINEMATOGRAFICAS::1"
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,DANÉS,Dibujos animados. caricaturas. tiras caminas,1,LA CIFRA EDITORIAL::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,ESPAÑOL,Arquitectura,7,ARQUINE::3~~GONZALEZ HUEZO MARIA ARABELLA::1~~INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE::1~~SECRETARIA DE CULTURA DE JALISCO::1~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,ESPAÑOL,Artes plásticas  Escultura,1,MUSEO FEDERICO SILVA::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,ESPAÑOL,Cinematografía. producción de video. actividades relacionadas,2,UNIVERSIDAD DE GUADALAJARA::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,ESPAÑOL,Crítica y apreciación,1,UNIVERSIDAD AUTONOMA DE NUEVO LEON::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,ESPAÑOL,Dibujos animados. caricaturas. tiras caminas,4,LANGUERAND DENIS::4
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,ESPAÑOL,Educación. investigación. temas relacionados con las Artes,4,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::3~~PROVEEDORA DE TEXTOS DE MONTERREY::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,ESPAÑOL,Filosofía de las bellas artes y artes decorativas,2,EDICIONES DE LAUREL::1~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,ESPAÑOL,Fotografía y fotografías,3,ADVANCED MARKETING::1~~ARQUINE::1~~ARTES DE MEXICO Y DEL MUNDO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,ESPAÑOL,Galerías. museos. colecciones privadas,1,SAENGER PADILLA BERNARDO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,FRANCÉS,Cinematografía. producción de video. actividades relacionadas,2,SIGLO XXI EDITORES::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,INGLÉS,Artes plásticas  Escultura,1,PROYECTOS CURATORIALES::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,INGLÉS,Crítica y apreciación,3,FOGRA EDITORIAL DE MEXICO::1~~GRUPO PLANETA::1~~UNIVERSIDAD DE GUANAJUATO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,INGLÉS,Dibujos animados. caricaturas. tiras caminas,2,EDITORIAL TRILLAS::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,INGLÉS,Educación. investigación. temas relacionados con las Artes,2,UNIVERSIDAD AUTONOMA METROPOLITANA::1~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,INGLÉS,Filosofía de las bellas artes y artes decorativas,1,ARQUINE::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,INGLÉS,Fotografía y fotografías,1,ADVANCED MARKETING::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,INGLÉS,Galerías. museos. colecciones privadas,2,UNIVERSIDAD DE GUADALAJARA::2
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,ITALIANO,Arquitectura,1,UNIVERSIDAD AUTONOMA DE QUERETARO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,ITALIANO,Artes plásticas  Escultura,2,"BASILIO MALDONADO, MARIO::2"
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,MULTILINGÜE,Cinematografía. producción de video. actividades relacionadas,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1
México,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,MULTILINGÜE,Educación. investigación. temas relacionados con las Artes,10,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::10
México,2021,800 - Literatura y retórica,AMBAS,ALEMÁN,Literatura infantil,11,EDITORES MEXICANOS UNIDOS::3~~FONDO DE CULTURA ECONOMICA MEXICO::2~~EDICIONES CASTILLO::1~~EDICIONESAKAL MEXICO::1~~EDITORIAL JUVENTUD::1
México,2021,800 - Literatura y retórica,AMBAS,ALEMÁN,Novelística alemana,21,GRUPO PLANETA::6~~FONDO DE CULTURA ECONOMICA MEXICO::5~~EDITORES MEXICANOS UNIDOS::3~~EDICIONES DOS PUNTOS::2~~GRUPO EDITORIAL PATRIA::2
México,2021,800 - Literatura y retórica,AMBAS,ALEMÁN,Novelística española,1,TOMO BOOKS MX. S. DE R. L. DE C. V.::1
México,2021,800 - Literatura y retórica,AMBAS,ALEMÁN,Retórica de la novelística,1,GRUPO PLANETA::1
México,2021,800 - Literatura y retórica,AMBAS,ALEMÁN,Retórica y colecciones de literatura,1,TOMO BOOKS MX. S. DE R. L. DE C. V.::1
México,2021,800 - Literatura y retórica,AMBAS,CHINO,Literatura infantil,1,EDICIONES CASTILLO::1
México,2021,800 - Literatura y retórica,AMBAS,CHINO,Literatura inglesa e inglesa antigua,2,EDITORIAL OCEANO::2
México,2021,800 - Literatura y retórica,AMBAS,CHINO,Literaturas de otras lenguas,2,SIGLO XXI EDITORES::2
México,2021,800 - Literatura y retórica,AMBAS,ESPAÑOL,Literatura infantil,7,SELECTOR::2~~EDITORIAL JUVENTUD::1~~GRUPO SANTILLANA::1~~LEETRA FINAL::1~~LUNA GARCIA NOEMI::1
México,2021,800 - Literatura y retórica,AMBAS,ESPAÑOL,Novelística española,2,EDITORIAL PAGINA SEIS::2
México,2021,800 - Literatura y retórica,AMBAS,ESPAÑOL,Novelística inglesa,2,EDITORES MEXICANOS UNIDOS::1~~GRUPO PLANETA::1
México,2021,800 - Literatura y retórica,AMBAS,FRANCÉS,Literatura infantil,40,EDITORIAL OCEANO::11~~GRUPO PLANETA::8~~EDITORIAL JUVENTUD::4~~PENGUIN RANDOM HOUSE::4~~EDICIONESAKAL MEXICO::2
México,2021,800 - Literatura y retórica,AMBAS,FRANCÉS,Novelística francesa,61,GRUPO PLANETA::17~~EDITORES MEXICANOS UNIDOS::13~~AGENCIA PROMOTORA DE PUBLICACIONES::8~~FONDO DE CULTURA ECONOMICA MEXICO::6~~EDITORIAL PORRUA::4
México,2021,800 - Literatura y retórica,AMBAS,FRANCÉS,Retórica de la novelística,4,GRUPO PANINI::4
