PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,NOMBRE DEWEY,CANTIDAD,TOP_IDIOMAS,TOP_EDITORIALES
CONTINENTAL,2025,TODOS,TODOS,Cambio social,6,FRANCÉS::3~~INGLÉS::2~~RUSO::1,FONDO DE CULTURA ECONOMICA MEXICO::3~~U-TOPICAS LIBRERIA Y GALERIA DE MUJERES::2~~IMPRESION GRAFICA Y PUBLICIDAD CAPITAN IGNACIO CARRERA PINTO LIMITADA::1
CONTINENTAL,2025,TODOS,TODOS,Canales de mercadeo (Canales de distribución),3,ESPAÑOL::3,ECOE EDICIONES::3
CONTINENTAL,2025,TODOS,TODOS,Cartas alemanas,2,ALEMÁN::2,ALASTOR S.A.C.::1~~EDITORIAL HUEDERS LIMITADA::1
CONTINENTAL,2025,TODOS,TODOS,Cartas brasileñas,2,INGLÉS::1~~PORTUGUÉS::1,DAYANNE DOCKHORN SEGER::1~~RODOLFO SALGADO NUNES::1
CONTINENTAL,2025,TODOS,TODOS,Casamiento,1969,INGLÉS::975~~JAPONÉS::842~~FRANCÉS::55,GRUPO PANINI::1402~~JAPORAMA EDITORA E COMUNICACAO::245~~NEWPOP EDITORA::144~~DEVIR::22~~NEMO::19
CONTINENTAL,2025,TODOS,TODOS,Causas del crimen y de la delincuencia  Antropología criminal,5,INGLÉS::5,EDITORIAL TRILLAS::5
CONTINENTAL,2025,TODOS,TODOS,Cereales,1,INGLÉS::1,F&G EDITORES DE GUATEMALA SOCIEDAD ANONIMA::1
CONTINENTAL,2025,TODOS,TODOS,Ciclismo y actividades relacionadas,1,INGLÉS::1,EQUIVALENCIAS ARTISTICAS::1
CONTINENTAL,2025,TODOS,TODOS,Ciencia de los computadores,1,ESPAÑOL::1,KENNTNISSE & MANAGEMENT VON MEXIKO::1
CONTINENTAL,2025,TODOS,TODOS,Ciencia de los computadores en la enseñanza media  Libros de texto,6,ESPAÑOL::6,CONSIRE::4~~EDUCACTIVA::2
CONTINENTAL,2025,TODOS,TODOS,Ciencia militar,4,INGLÉS::2~~CHINO::1~~ESPAÑOL::1,GRUPO PAIDOS::1~~OSO DE AGUA SPA::1~~PANAMERICANA LIBRERIA Y PAPELERIA::1~~RED DE SEGURIDAD Y DEFENSA DE AMERICA LATINA INTERNACIONAL::1
CONTINENTAL,2025,TODOS,TODOS,Ciencia política (Política y gobierno),17,INGLÉS::12~~ALEMÁN::2~~ESPAÑOL::2,GRUPO PLANETA::4~~GRUPO PAIDOS::3~~EDICIONES METALES PESADOS::2~~PONTIFICIA UNIVERSIDAD JAVERIANA::2~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::2
CONTINENTAL,2025,TODOS,TODOS,Ciencia y religión,2,ESPAÑOL::1~~INGLÉS::1,EDITORIAL APOLOS::1~~EDITORIAL CATALONIA LTDA.::1
CONTINENTAL,2025,TODOS,TODOS,Ciencias de la tierra,8,INGLÉS::7~~ESPAÑOL::1,EDITORA SEXTANTE::2~~VALMIR DE ALBUQUERQUE PEDROSA::2~~GRUPO PAIDOS::1~~INSTITUTO AGUA SUSTENTAVEL::1~~PEARSON::1
CONTINENTAL,2025,TODOS,TODOS,Ciencias de la vida   Biología,16,INGLÉS::12~~ALEMÁN::2~~PORTUGUÉS::1,GENERATIONS BRASIL::3~~EDITORA SEXTANTE::2~~EDUSP::2~~GAVIA EDITORES::2~~GRUPO PLANETA::2
CONTINENTAL,2025,TODOS,TODOS,Ciencias de la vida  Biología  Libros de texto,2,ESPAÑOL::2,GDC DIFUSION CIENTIFICA::1~~UNIVERSIDAD AUTONOMA DE NUEVO LEON::1
CONTINENTAL,2025,TODOS,TODOS,Ciencias espaciales,3,INGLÉS::3,GRUPO PAIDOS::3
CONTINENTAL,2025,TODOS,TODOS,Ciencias médicas  Medicina,214,INGLÉS::158~~PORTUGUÉS::31~~ESPAÑOL::16,EDITORIAL AMOLCA SAS::51~~AMOLCA INTERNATIONAL INC::35~~EDITORA MANOLE::28~~MCGRAW-HILL::9~~DILIVROS EDITORA::6
CONTINENTAL,2025,TODOS,TODOS,Ciencias veterinarias  Medicina veterinaria,1,ALEMÁN::1,FEDERACION CRIADORES DE CABALLOS RAZA CHILENA::1
CONTINENTAL,2025,TODOS,TODOS,Cinematografía. producción de video. actividades relacionadas,12,INGLÉS::6~~FRANCÉS::4~~ESPAÑOL::2,"EDICIONES METALES PESADOS::4~~COSTA MELGAR, DIEGO ALEJANDRO::2~~UNIVERSIDAD AUTONOMA DE AGUASCALIENTES::2~~UNIVERSIDAD IBEROAMERICANA::2~~EDICIONES ICAIC::1"
CONTINENTAL,2025,TODOS,TODOS,Clases de música,2,PORTUGUÉS::2,UNIVERSIDAD DE GUADALAJARA::2
CONTINENTAL,2025,TODOS,TODOS,Clases específicas de comunidades,1,ESPAÑOL::1,"DEL VILLAR MARRANZINI, MICHELLE::1"
CONTINENTAL,2025,TODOS,TODOS,Climatología,2,INGLÉS::2,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR::2
CONTINENTAL,2025,TODOS,TODOS,Cocina para hoteles y restaurantes,1,ESPAÑOL::1,GUTIERREZ DURAN ROBERTO SALVADOR::1
CONTINENTAL,2025,TODOS,TODOS,Cocina para personas de edades específicas,1,INGLÉS::1,EDITORIAL CONTRAPUNTO LTDA.::1
CONTINENTAL,2025,TODOS,TODOS,Cocina por razones de salud. apariencia. personales,6,INGLÉS::4~~ESPAÑOL::2,"GRUPO PLANETA::3~~MOBILIA, CAROLINA::2~~PENGUIN RANDOM HOUSE::1"
CONTINENTAL,2025,TODOS,TODOS,Colecciones de estadística general,2,INGLÉS::2,ALTA BOOKS::2
CONTINENTAL,2025,TODOS,TODOS,Colecciones de textos literarios de más de dos literaturas,6,INGLÉS::3~~ESPAÑOL::2~~MULTILINGÜE::1,EDITORIAL TRILLAS::2~~GRUPO EDITORIAL MIGUEL ANGEL PORRUA::2~~EL COLEGIO DE MEXICO::1~~UNIVERSIDAD VERACRUZANA::1
CONTINENTAL,2025,TODOS,TODOS,Colecciones generales,1,ESPAÑOL::1,"ZAMORA MORERA, ANDREA MELISSA::1"
CONTINENTAL,2025,TODOS,TODOS,Colecciones generales de biografía en América del Norte y Central,1,INGLÉS::1,EDITORIAL HUEDERS LIMITADA::1
CONTINENTAL,2025,TODOS,TODOS,Colecciones generales de biografía en América del Sur,1,INGLÉS::1,EDICIONES EL LECTOR S.R.L.::1
CONTINENTAL,2025,TODOS,TODOS,Colección/Miscelánea,8,INGLÉS::6~~ESPAÑOL::1~~PORTUGUÉS::1,GRUPO EDITORIAL RECORD::3~~EDITORA BRASIL SEIKYO::2~~GLOBO LIVROS::1~~MOVIMENTA EDUCACAO LTDA::1~~VIA LITTERARUM::1
CONTINENTAL,2025,TODOS,TODOS,Colonización,1,INGLÉS::1,LA TROCHA EDITORIAL SPA::1
CONTINENTAL,2025,TODOS,TODOS,Coloreado decorativo,9,INGLÉS::8~~FRANCÉS::1,GRUPO PAIDOS::4~~LIBERTAD S.A.::4~~GRUPO PLANETA::1
CONTINENTAL,2025,TODOS,TODOS,Comedia y melodrama,5,ESPAÑOL::3~~INGLÉS::2,"CRUZ SALDAÑA, DANIEL::3~~UNIVERSITARIA S.A::2"
CONTINENTAL,2025,TODOS,TODOS,Comercio,2,INGLÉS::2,INSTITUTO DE INVESTIGACIONES SOCIALES. UNIVERSIDAD DE COSTA RICA::2
CONTINENTAL,2025,TODOS,TODOS,Comercio internacional (Comercio exterior),4,INGLÉS::4,EDITORIAL PORRUA::2~~EL COLEGIO DE MEXICO::2
CONTINENTAL,2025,TODOS,TODOS,Comunicación,6,ESPAÑOL::3~~INGLÉS::3,ECOE EDICIONES::3~~PEARSON::2~~PENGUIN RANDOM HOUSE::1
CONTINENTAL,2025,TODOS,TODOS,Comunicación postal,2,ESPAÑOL::2,"ETCHEGARAY AVALLONE, PEDRO JOSE::2"
CONTINENTAL,2025,TODOS,TODOS,Comunicación social,8,INGLÉS::3~~PORTUGUÉS::2~~ALEMÁN::1,EDITORIAL UNIVERSITARIA::2~~PEARSON::2~~GRUPO EDITORIAL BIBLIOTECA::1~~GRUPO PAIDOS::1~~TEKIO TEJEDORA DE REDES::1
CONTINENTAL,2025,TODOS,TODOS,Comunidades rurales,2,ESPAÑOL::2,UNIVERSIDAD DE LA FRONTERA::2
CONTINENTAL,2025,TODOS,TODOS,Comunismo,31,INGLÉS::23~~PORTUGUÉS::4~~ESPAÑOL::3,EDITORA EDGARD BLUCHER::12~~ALTA BOOKS::4~~COMITÊ GESTOR DA INTERNET NO BRASIL::3~~EDITORA ILUMINURAS::2~~CARLOS TITO FULGENCIO MOSCHEN JUNIOR::1
CONTINENTAL,2025,TODOS,TODOS,Conceptos de Dios,3,INGLÉS::3,"EDITORIAL LECTORUM::1~~MENDEZ PINZON, IVAN ALBERTO::1~~SOCIEDAD EDITORA METROPOLITANA LTDA.::1"
CONTINENTAL,2025,TODOS,TODOS,Concilios generales,1,ITALIANO::1,EDITORIAL DON BOSCO - LIBRERIAS LNS::1
CONTINENTAL,2025,TODOS,TODOS,Condiciones de empleo,1,ESPAÑOL::1,INSTITUTO LATINOAMERICANO DE INVESTIGACIONES SOCIALES - ILDIS::1
CONTINENTAL,2025,TODOS,TODOS,Conducción de vehículos motorizados,1,ESPAÑOL::1,"GARCIA, RUTH DEL CARMEN::1"
CONTINENTAL,2025,TODOS,TODOS,Conflicto,9,ESPAÑOL::7~~INGLÉS::2,"MINISTERIO DE CULTURA::4~~POLICIA NACIONAL DIRECCION LOGISTICA Y FINANCIERA::2~~BAJO TIERRA::1~~FONTALVO DIAZ, YANITZA ISABEL::1~~LOM EDICIONES::1"
CONTINENTAL,2025,TODOS,TODOS,Congregaciones y órdenes religiosas,6,COREANO::3~~INGLÉS::3,"EDITORES MEXICANOS UNIDOS::3~~KIM, DAEYOON::3"
CONTINENTAL,2025,TODOS,TODOS,Conocimiento,31,INGLÉS::15~~ESPAÑOL::11~~ALEMÁN::2,"GRUPO PLANETA::7~~EDITORIAL 8 PUNTOS::3~~ARTEAGA FERNANDEZ, JUAN CARLOS::2~~BARASCOUT RAMIREZ, CINDY DENNISE::2~~BAZAN DOMINGUEZ, RODRIGO HECTOR::2"
CONTINENTAL,2025,TODOS,TODOS,Conocimientos controversiales,5,INGLÉS::3~~ESPAÑOL::1~~PORTUGUÉS::1,"GRUPO PLANETA::2~~AVENDAÑO LEIVA, CARLOS ESTUARDO::1~~EDITORES MEXICANOS UNIDOS::1~~VIEIRA DE SOUZA SOCI, ANGELA MARIA::1"
CONTINENTAL,2025,TODOS,TODOS,Conservación del agua,1,ESPAÑOL::1,"RICAURTE FERNANDEZ, MARVIN JOSE::1"
CONTINENTAL,2025,TODOS,TODOS,Construcción,2,ESPAÑOL::2,"VELASQUEZ CARDONA, LUIS CARLOS::2"
CONTINENTAL,2025,TODOS,TODOS,Contabilidad,4,ESPAÑOL::3~~INGLÉS::1,ECOE EDICIONES::3~~GRUPO PLANETA::1
CONTINENTAL,2025,TODOS,TODOS,Control de la natalidad. tecnología de la reproducción. higiene sexual,1,INGLÉS::1,EDICIONES URANO::1
CONTINENTAL,2025,TODOS,TODOS,Controversias y herejías doctrinales,1,FRANCÉS::1,FRATERNIDAD SACERDOTAL SAN PIO X EN MEXICO::1
CONTINENTAL,2025,TODOS,TODOS,Cooperativas,1,ESPAÑOL::1,TRAMA DISEÑO S.A.::1
CONTINENTAL,2025,TODOS,TODOS,Corte y plegado de papel,2,ESPAÑOL::1~~INGLÉS::1,EDITORIAL CONTRAPUNTO LTDA.::1~~SERVICIO NACIONAL DEL PATRIMONIO CULTURAL::1
CONTINENTAL,2025,TODOS,TODOS,Cosmología (Filosofía de la naturaleza),1,INGLÉS::1,EDITORES MEXICANOS UNIDOS::1
CONTINENTAL,2025,TODOS,TODOS,Costumbres del ciclo de vida y de la vida doméstica,1,INGLÉS::1,"BYRZDETT, ELYJAH::1"
CONTINENTAL,2025,TODOS,TODOS,Costumbres sociales,3,INGLÉS::2~~FRANCÉS::1,CASSARA EDITORA::1~~ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP::1~~PROVOKEATIVA EDITORA::1
CONTINENTAL,2025,TODOS,TODOS,Costumbres. etiqueta. folclor,2,ESPAÑOL::2,PROMOTORA XCARET::2
CONTINENTAL,2025,TODOS,TODOS,Costura. vestuario. vida personal,1,INGLÉS::1,ICONO EDITORIAL S.A.S.::1
CONTINENTAL,2025,TODOS,TODOS,Creación,1,ESPAÑOL::1,PUBLICACIONES LIBERTAD /ESDRAC MOLINA ROSA::1
CONTINENTAL,2025,TODOS,TODOS,Credos y catecismos,15,INGLÉS::13~~LATÍN::2,TEOLOGIAPARAVIVIR S.A.C.::8~~LEGADO BAUTISTA CONFESIONAL::4~~FRATERNIDAD SACERDOTAL SAN PIO X EN MEXICO::2~~PUBLICACIONES TULIP::1
CONTINENTAL,2025,TODOS,TODOS,Crianza de niños y atención domiciliaria de personas,1,INGLÉS::1,EDITORES MEXICANOS UNIDOS::1
CONTINENTAL,2025,TODOS,TODOS,Criminología,2,ESPAÑOL::2,FUNDACION KONRAD ADENAUER::2
CONTINENTAL,2025,TODOS,TODOS,Cristianismo Teología cristiana,72,INGLÉS::36~~ESPAÑOL::33~~FRANCÉS::1,"RIJO SEVERINO, AGUEDO ADALBERTO::26~~TEOLOGIAPARAVIVIR S.A.C.::8~~LEGADO BAUTISTA CONFESIONAL::5~~CONFRATERNIDAD LATINOAMERICANA DE IGLESIAS REFORMADAS::4~~LOPEZ CARDONA, LINA MARCELA::4"
CONTINENTAL,2025,TODOS,TODOS,Crítica de la literatura,1,ESPAÑOL::1,UNIVERSIDAD AUTONOMA DE ZACATECAS::1
CONTINENTAL,2025,TODOS,TODOS,Crítica de películas,61,INGLÉS::39~~FRANCÉS::11~~PORTUGUÉS::5,VIDE EDITORIAL::13~~EDITORA CIVILIZACAO BRASILEIRA::4~~EDITORA JAGUATIRICA::3~~EDITORA JANDAIRA LTDA::3~~GRUPO EDITORIAL RECORD::3
CONTINENTAL,2025,TODOS,TODOS,Crítica y apreciación,4,INGLÉS::4,"QUEZADA HERNANDEZ, LIA VIVIAN::3~~HASTINGS GARCIA ISADORA::1"
CONTINENTAL,2025,TODOS,TODOS,Crónicas y temas especiales,11,INGLÉS::6~~ESPAÑOL::3~~FRANCÉS::1,"FUNDACION UNIVERSIDAD DEL NORTE::3~~AYCARDI BARRERO, EDUARDO RAFAEL::2~~EDICIONES ILCSA::1~~FONDO DE CULTURA ECONOMICA MEXICO::1~~ICONO EDITORIAL S.A.S.::1"
CONTINENTAL,2025,TODOS,TODOS,Cuidado de la cara. de la piel,2,INGLÉS::2,GRUPO PLANETA::2
CONTINENTAL,2025,TODOS,TODOS,Culinaria,25,INGLÉS::22~~PORTUGUÉS::2~~ALEMÁN::1,ANTONIO JOSE FONTOURA JUNIOR::6~~HARPERCOLLINS BRASIL::3~~JOÃO GILBERTO CORRÊA DA SILVA::3~~EDITORA INTRINSECA::2~~ENOIS INTELIGENCIA JOVEM::2
CONTINENTAL,2025,TODOS,TODOS,Cultivo de abejas (Apicultura),1,INGLÉS::1,FONDO DE CULTURA ECONOMICA MEXICO::1
CONTINENTAL,2025,TODOS,TODOS,Culto público,1,INGLÉS::1,"ORDOÑEZ CANELAS, RUDY ALONSO::1"
CONTINENTAL,2025,TODOS,TODOS,Cultura e instituciones,4,ESPAÑOL::2~~PORTUGUÉS::2,CENTRO REGIONAL PARA EL FOMENTO DEL LIBRO EN AMERICA LATINA Y EL CARIBE::2~~UNIVERSIDAD DE GUADALAJARA::2
CONTINENTAL,2025,TODOS,TODOS,Cálculo y ecuaciones diferenciales,2,INGLÉS::2,MCGRAW-HILL::2
CONTINENTAL,2025,TODOS,TODOS,Danza,83,INGLÉS::47~~FRANCÉS::16~~PORTUGUÉS::11,AUTONOMIA LITERARIA::11~~EDITORA CIVILIZACAO BRASILEIRA::6~~EDITORA ELEFANTE::5~~EDITORA VOZES::4~~PALLAS EDITORA::4
CONTINENTAL,2025,TODOS,TODOS,De obras por categorías específicas de autores,1,ESPAÑOL::1,"GARCIA SALGADO, TOMAS::1"
CONTINENTAL,2025,TODOS,TODOS,De obras sobre temas específicos,19,ALEMÁN::8~~INGLÉS::6~~ITALIANO::2,"CRUZ MANJARREZ BARRERA PEDRO MARCIAL::8~~DERECHO GLOBAL EDITORES::5~~ARZOZ GUTIERREZ CATALINA::1~~BELBÈZE, VINCENT::1~~EDICIONES Y SERVICIOS DE ARQUITECTURA SPA::1"
CONTINENTAL,2025,TODOS,TODOS,Decoración de interiores,1,ESPAÑOL::1,AM EDITORES::1
CONTINENTAL,2025,TODOS,TODOS,Del Asia oriental y sudoriental,4,INGLÉS::4,LITERATELIA::2~~DENDRO EDICIONES DE FRANCISCO ROMMELL GUTIERREZ FALCON::1~~EDITORES MEXICANOS UNIDOS::1
CONTINENTAL,2025,TODOS,TODOS,Delitos criminales,5,INGLÉS::5,EDITORIAL TRILLAS::3~~GRUPO PLANETA::2
CONTINENTAL,2025,TODOS,TODOS,Democracias modernas,3,FRANCÉS::2~~ESPAÑOL::1,SIGLO XXI EDITORES::2~~EL COLEGIO DE JALISCO::1
CONTINENTAL,2025,TODOS,TODOS,Deportes acuáticos y aéreos,1,ESPAÑOL::1,"TREJO MEDINA, DANIEL::1"
CONTINENTAL,2025,TODOS,TODOS,Deportes y juegos atléticos y al aire libre,16,INGLÉS::12~~RUSO::2~~ESPAÑOL::1,EDITORA MANOLE::10~~EDITORA CIENCIA MODERNA::2~~PANINI::2~~ARARINHA EDITORIAL::1~~JORDI BLANCO MORENO::1
