PAIS,ANO,DEWEY PRINCIPAL,IDIOMA DE ORIGEN,TIPO_AGENTE,EDITORIAL,CANTIDAD
Brasil,2012,300 - Ciencias sociales,FRANCÉS,EDITORIAL COMERCIAL,EDITORA PENSAMENTO-CULTRIX,4
Brasil,2012,300 - Ciencias sociales,FRANCÉS,EDITORIAL COMERCIAL,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,16
Brasil,2012,300 - Ciencias sociales,GRIEGO,EDITORIAL COMERCIAL,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,25
Brasil,2012,300 - Ciencias sociales,GRIEGO,EDITORIAL COMERCIAL,SEGESTA EDITORA LTDA,1
Brasil,2012,300 - Ciencias sociales,HEBREO,EDITORIAL COMERCIAL,EDITORA PERSPECTIVA S/A,1
Brasil,2012,300 - Ciencias sociales,INGLÉS,EDITORIAL COMERCIAL,AMGH EDITORA LTDA,78
Brasil,2012,300 - Ciencias sociales,INGLÉS,EDITORIAL COMERCIAL,EDITORA OBJETIVA LTDA,112
Brasil,2012,300 - Ciencias sociales,INGLÉS,EDITORIAL COMERCIAL,EDITORA PENSAMENTO-CULTRIX,108
Brasil,2012,300 - Ciencias sociales,INGLÉS,EDITORIAL COMERCIAL,MINDLAB DO BRASIL COMERCIO DE LIVROS LTDA,86
Brasil,2012,300 - Ciencias sociales,INGLÉS,EDITORIAL COMERCIAL,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,111
Brasil,2012,300 - Ciencias sociales,INGLÉS,EDITORIAL UNIVERSITARIA,FACULDADE DE EDUCACAO,2
Brasil,2012,300 - Ciencias sociales,INGLÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,1
Brasil,2012,300 - Ciencias sociales,ITALIANO,EDITORIAL COMERCIAL,CONTRAPONTO EDITORA LTDA,2
Brasil,2012,300 - Ciencias sociales,ITALIANO,EDITORIAL COMERCIAL,EDITORA MARTIN CLARET LTDA,5
Brasil,2012,300 - Ciencias sociales,ITALIANO,EDITORIAL COMERCIAL,EDITORA OBJETIVA LTDA,7
Brasil,2012,300 - Ciencias sociales,ITALIANO,EDITORIAL COMERCIAL,EDITORA PERSPECTIVA S/A,2
Brasil,2012,300 - Ciencias sociales,ITALIANO,EDITORIAL COMERCIAL,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,11
Brasil,2012,300 - Ciencias sociales,JAPONÉS,EDITORIAL COMERCIAL,EDITORA G. GILI LTDA,2
Brasil,2012,300 - Ciencias sociales,JAPONÉS,EDITORIAL COMERCIAL,EDITORA OBJETIVA LTDA,1
Brasil,2012,300 - Ciencias sociales,LATÍN,EDITORIAL COMERCIAL,BOCA DO RIO GRAFICA E EDITORA LTDA,1
Brasil,2012,300 - Ciencias sociales,LATÍN,EDITORIAL COMERCIAL,INTERACTIVE EDITORA LTDA,1
Brasil,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,AMGH EDITORA LTDA,11
Brasil,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORA OBJETIVA LTDA,15
Brasil,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORA PENSAMENTO-CULTRIX,25
Brasil,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,20
Brasil,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,SINGULAR EDITORA E GRAFICA LTDA,15
Brasil,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA,1
Brasil,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,FUNDACAO UNIVERSITARIA DE DESENVOLVIMENTO E PESQUISA,1
Brasil,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA-CAMPUS FRANCISCO BELTRAO,1
Brasil,2012,300 - Ciencias sociales,NEERLANDÉS,EDITORIAL COMERCIAL,EDITORA GRAFICA POPULAR LTDA,1
Brasil,2012,300 - Ciencias sociales,NEERLANDÉS,EDITORIAL COMERCIAL,EDITORA OBJETIVA LTDA,2
Brasil,2012,300 - Ciencias sociales,POLACO,EDITORIAL COMERCIAL,CAD PRODUCOES EDITORIAIS LTDA,1
Brasil,2012,300 - Ciencias sociales,PORTUGUÉS,EDITORIAL COMERCIAL,DBA DOREA BOOKS AND ART ARTES GRAFICAS LTDA,7
Brasil,2012,300 - Ciencias sociales,PORTUGUÉS,EDITORIAL COMERCIAL,EDITARE EDITORA LTDA,7
Brasil,2012,300 - Ciencias sociales,PORTUGUÉS,EDITORIAL COMERCIAL,EDITORA LIVRARIA ANITA LTDA,2
Brasil,2012,300 - Ciencias sociales,PORTUGUÉS,EDITORIAL COMERCIAL,MMD EDITORA E CONSULTORIA EM RH LTDA,2
Brasil,2012,300 - Ciencias sociales,PORTUGUÉS,EDITORIAL COMERCIAL,WWF BRASIL,4
Brasil,2012,300 - Ciencias sociales,RUSO,EDITORIAL COMERCIAL,EDITORA MARTIN CLARET LTDA,4
Brasil,2012,300 - Ciencias sociales,RUSO,EDITORIAL COMERCIAL,EDITORA PERSPECTIVA S/A,1
Brasil,2012,300 - Ciencias sociales,RUSO,EDITORIAL COMERCIAL,G ERMAKOFF CASA EDITORIAL LTDA,1
Brasil,2012,500 - Ciencias naturales y matemáticas,ESPAÑOL,EDITORIAL COMERCIAL,B.C.D. BIDIA ME,3
Brasil,2012,500 - Ciencias naturales y matemáticas,INGLÉS,EDITORIAL COMERCIAL,B.C.D. BIDIA ME,1
Brasil,2012,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,EDITORIAL COMERCIAL,EDITORA MEDVET LTDA-EPP,1
Brasil,2012,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,EDITORIAL COMERCIAL,EDITORA ORGANON LTDA,3
Brasil,2012,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,EDITORIAL UNIVERSITARIA,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,1
Brasil,2012,600 - Tecnología (Ciencias aplicadas),FRANCÉS,EDITORIAL COMERCIAL,LIVRARIA E EDITORA REVINTER LTDA,3
Brasil,2012,600 - Tecnología (Ciencias aplicadas),INGLÉS,EDITORIAL COMERCIAL,EDITORA CIENCIA MODERNA,7
Brasil,2012,600 - Tecnología (Ciencias aplicadas),INGLÉS,EDITORIAL COMERCIAL,EDITORA VIDA LTDA,19
Brasil,2012,600 - Tecnología (Ciencias aplicadas),INGLÉS,EDITORIAL COMERCIAL,HSM EDITORA S/A,12
Brasil,2012,600 - Tecnología (Ciencias aplicadas),INGLÉS,EDITORIAL COMERCIAL,LIVRARIA E EDITORA REVINTER LTDA,24
Brasil,2012,600 - Tecnología (Ciencias aplicadas),INGLÉS,EDITORIAL COMERCIAL,LTC - LIVROS TECNICOS E CIENTIFICOS EDITORA,61
Brasil,2012,600 - Tecnología (Ciencias aplicadas),ITALIANO,EDITORIAL COMERCIAL,EDITORA LIVRARIA DA FISICA LTDA,2
Brasil,2012,600 - Tecnología (Ciencias aplicadas),ITALIANO,EDITORIAL COMERCIAL,LIVRARIA E EDITORA REVINTER LTDA,1
Brasil,2012,600 - Tecnología (Ciencias aplicadas),ITALIANO,EDITORIAL COMERCIAL,PHORTE EDITORA LTDA,1
Brasil,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORA CIENCIA MODERNA,2
Brasil,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORA VIDA LTDA,8
Brasil,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,LIVRARIA E EDITORA REVINTER LTDA,4
Brasil,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,LIVRARIA SANTOS EDITORA COMERCIO E IMPORTACAO LTDA,2
Brasil,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,LTC - LIVROS TECNICOS E CIENTIFICOS EDITORA,15
Brasil,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,COORDENACAO DOS PROGRAMAS DE POS-GRADUACAO DE ENGENHARIA,1
Brasil,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO,1
Brasil,2012,800 - Literatura y retórica,ALEMÁN,EDITORIAL COMERCIAL,ASSOCIACAO SINODAL DE EDITORACAO,4
Brasil,2012,800 - Literatura y retórica,ALEMÁN,EDITORIAL COMERCIAL,BRINQUE-BOOK EDITORA DE LIVROS LTDA,6
Brasil,2012,800 - Literatura y retórica,ALEMÁN,EDITORIAL COMERCIAL,EDITORA NOVA FRONTEIRA S/A,5
Brasil,2012,800 - Literatura y retórica,ALEMÁN,EDITORIAL COMERCIAL,EDITORA VOZES,15
Brasil,2012,800 - Literatura y retórica,ALEMÁN,EDITORIAL COMERCIAL,SDS EDITORA DE LIVROS EIRELI,4
Brasil,2012,800 - Literatura y retórica,CHINO,EDITORIAL COMERCIAL,GERACAO EDITORIAL,1
Brasil,2012,800 - Literatura y retórica,CHINO,EDITORIAL COMERCIAL,JARDIM DOS LIVROS EDITORIAL LTDA,1
Brasil,2012,800 - Literatura y retórica,DANÉS,EDITORIAL COMERCIAL,EDITORA VOZES,1
Brasil,2012,800 - Literatura y retórica,DANÉS,EDITORIAL COMERCIAL,GERACAO EDITORIAL,1
Brasil,2012,800 - Literatura y retórica,DANÉS,EDITORIAL COMERCIAL,PETULA VENTURA LEMOS PETERSEN - ME,1
Brasil,2012,800 - Literatura y retórica,ESLOVACO,EDITORIAL COMERCIAL,"LIVRARIA, EDITORA E DISTRIBUIDORA COMENIUS LTDA",1
Brasil,2012,800 - Literatura y retórica,ESPAÑOL,EDITORIAL COMERCIAL,ABRIL EDUCACAO S. A.,7
Brasil,2012,800 - Literatura y retórica,ESPAÑOL,EDITORIAL COMERCIAL,ACAO SOCIAL CLARETIANA,11
Brasil,2012,800 - Literatura y retórica,ESPAÑOL,EDITORIAL COMERCIAL,CLAUDIO ROBERTO MARTINI-ME,6
Brasil,2012,800 - Literatura y retórica,ESPAÑOL,EDITORIAL COMERCIAL,COSAC & NAIFY EDICOES LTDA,7
Brasil,2012,800 - Literatura y retórica,ESPAÑOL,EDITORIAL COMERCIAL,SARAIVA SA LIVREIROS EDITORES,9
Brasil,2012,800 - Literatura y retórica,FRANCÉS,EDITORIAL COMERCIAL,COSAC & NAIFY EDICOES LTDA,15
Brasil,2012,800 - Literatura y retórica,FRANCÉS,EDITORIAL COMERCIAL,EDITORA NEMO LTDA-ME,8
Brasil,2012,800 - Literatura y retórica,FRANCÉS,EDITORIAL COMERCIAL,EDITORA NOVA FRONTEIRA S/A,10
Brasil,2012,800 - Literatura y retórica,FRANCÉS,EDITORIAL COMERCIAL,EDITORA VOZES,16
Brasil,2012,800 - Literatura y retórica,FRANCÉS,EDITORIAL COMERCIAL,TEXTO EDITORES LTDA,21
Brasil,2012,800 - Literatura y retórica,FRANCÉS,EDITORIAL UNIVERSITARIA,FUNDACAO UNIVERSITARIA DO DESENVOLVIMENTO DO OESTE,1
Brasil,2012,800 - Literatura y retórica,GRIEGO,EDITORIAL COMERCIAL,EDITORA NOVA FRONTEIRA S/A,2
Brasil,2012,800 - Literatura y retórica,GRIEGO,EDITORIAL COMERCIAL,RHJ LIVROS LTDA,1
Brasil,2012,800 - Literatura y retórica,HEBREO,EDITORIAL COMERCIAL,TEXTO EDITORES LTDA,2
Brasil,2012,800 - Literatura y retórica,INGLÉS,EDITORIAL COMERCIAL,EDITORA BEST SELLER,124
Brasil,2012,800 - Literatura y retórica,INGLÉS,EDITORIAL COMERCIAL,EDITORA MODERNA,124
Brasil,2012,800 - Literatura y retórica,INGLÉS,EDITORIAL COMERCIAL,EDITORA TECMEDD LTDA,192
Brasil,2012,800 - Literatura y retórica,INGLÉS,EDITORIAL COMERCIAL,SARAIVA SA LIVREIROS EDITORES,185
Brasil,2012,800 - Literatura y retórica,INGLÉS,EDITORIAL COMERCIAL,TEXTO EDITORES LTDA,116
Brasil,2012,800 - Literatura y retórica,INGLÉS,EDITORIAL UNIVERSITARIA,FUNDACAO UNIVERSITARIA DO DESENVOLVIMENTO DO OESTE,1
Brasil,2012,800 - Literatura y retórica,ITALIANO,EDITORIAL COMERCIAL,ACAO SOCIAL CLARETIANA,7
Brasil,2012,800 - Literatura y retórica,ITALIANO,EDITORIAL COMERCIAL,EDITORA FUNDAMENTO EDUCACIONAL LTDA,14
Brasil,2012,800 - Literatura y retórica,ITALIANO,EDITORIAL COMERCIAL,EDITORA ROCCO,12
Brasil,2012,800 - Literatura y retórica,ITALIANO,EDITORIAL COMERCIAL,LIVRO IDEAL DISTRIBUIDORA DE LIVROS LTDA,6
Brasil,2012,800 - Literatura y retórica,ITALIANO,EDITORIAL COMERCIAL,VIZU DISTRIBUIDORA DE LIVROS LTDA,19
Brasil,2012,800 - Literatura y retórica,LATÍN,EDITORIAL COMERCIAL,EDITORA VOZES,3
Brasil,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORA FTD,13
Brasil,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORA MODERNA,24
Brasil,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORA NOVA FRONTEIRA S/A,28
Brasil,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,SARAIVA SA LIVREIROS EDITORES,38
Brasil,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,TEXTO EDITORES LTDA,24
Brasil,2012,800 - Literatura y retórica,NEERLANDÉS,EDITORIAL COMERCIAL,BRINQUE-BOOK EDITORA DE LIVROS LTDA,6
Brasil,2012,800 - Literatura y retórica,NEERLANDÉS,EDITORIAL COMERCIAL,SDS EDITORA DE LIVROS EIRELI,2
Brasil,2012,800 - Literatura y retórica,POLACO,EDITORIAL COMERCIAL,COSAC & NAIFY EDICOES LTDA,1
Brasil,2012,800 - Literatura y retórica,PORTUGUÉS,EDITORIAL COMERCIAL,EDITORA DUBOLSINHO LTDA,6
Brasil,2012,800 - Literatura y retórica,PORTUGUÉS,EDITORIAL COMERCIAL,EDITORA LIVOBOOKS LTDA,4
Brasil,2012,800 - Literatura y retórica,PORTUGUÉS,EDITORIAL COMERCIAL,EDITORA TECMEDD LTDA,14
Brasil,2012,800 - Literatura y retórica,PORTUGUÉS,EDITORIAL COMERCIAL,GLOBAL EDITORA,5
Brasil,2012,800 - Literatura y retórica,PORTUGUÉS,EDITORIAL COMERCIAL,THESAURUS EDITORA DE BRASILIA,5
Brasil,2012,800 - Literatura y retórica,RUMANO,EDITORIAL COMERCIAL,THESAURUS EDITORA DE BRASILIA,1
Brasil,2012,800 - Literatura y retórica,RUSO,EDITORIAL COMERCIAL,COSAC & NAIFY EDICOES LTDA,4
Brasil,2012,800 - Literatura y retórica,RUSO,EDITORIAL COMERCIAL,MARES TIZZOT EDITORA LTDA,1
Brasil,2012,800 - Literatura y retórica,SUECO,EDITORIAL COMERCIAL,EDITORA BEST SELLER,1
Brasil,2012,800 - Literatura y retórica,TURCO,EDITORIAL COMERCIAL,MILFOLHAS PRODUCAO EDITORIAL LTDA,2
Brasil,2012,SIN IDENTIFICAR,ALEMÁN,EDITORIAL COMERCIAL,EDITORA ILUMINURAS LTDA,6
Brasil,2012,SIN IDENTIFICAR,ALEMÁN,EDITORIAL COMERCIAL,EDITORA SCHWARCZ,24
Brasil,2012,SIN IDENTIFICAR,ALEMÁN,EDITORIAL COMERCIAL,JINKINGS EDITORES ASSOCIADOS LTDA-EPP,6
Brasil,2012,SIN IDENTIFICAR,ALEMÁN,EDITORIAL COMERCIAL,PIA SOCIEDADE FILHAS DE SAO PAULO,6
Brasil,2012,SIN IDENTIFICAR,ALEMÁN,EDITORIAL COMERCIAL,VERGARA & RIBA EDITORAS S.A.,11
Brasil,2012,SIN IDENTIFICAR,ALEMÁN,EDITORIAL UNIVERSITARIA,EDITORA DA UNIVERSIDADE DE SANTA CRUZ DO SUL,1
Brasil,2012,SIN IDENTIFICAR,ALEMÁN,EDITORIAL UNIVERSITARIA,FUNDACAO DE APOIO A UNIVERSIDADE FEDERAL DE SAO PAULO,1
Brasil,2012,SIN IDENTIFICAR,ALEMÁN,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,1
Brasil,2012,SIN IDENTIFICAR,BÚLGARO,EDITORIAL COMERCIAL,EDITORA SCHWARCZ,1
Brasil,2012,SIN IDENTIFICAR,CATALÁN,EDITORIAL COMERCIAL,EDITORA SCHWARCZ,1
Brasil,2012,SIN IDENTIFICAR,CHINO,EDITORIAL COMERCIAL,COMBOIO DO CORDA EDITORA LTDA,1
Brasil,2012,SIN IDENTIFICAR,CHINO,EDITORIAL COMERCIAL,EDITORA SCHWARCZ,1
Brasil,2012,SIN IDENTIFICAR,CHINO,EDITORIAL COMERCIAL,GRUPO SM,1
Brasil,2012,SIN IDENTIFICAR,CHINO,EDITORIAL COMERCIAL,MAUAD EDITORA LTDA,1
Brasil,2012,SIN IDENTIFICAR,CHINO,EDITORIAL COMERCIAL,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),1
Brasil,2012,SIN IDENTIFICAR,COREANO,EDITORIAL COMERCIAL,CALLIS EDITORA LTDA,26
Brasil,2012,SIN IDENTIFICAR,DANÉS,EDITORIAL COMERCIAL,GRUPO SM,3
Brasil,2012,SIN IDENTIFICAR,DANÉS,EDITORIAL COMERCIAL,PIA SOCIEDADE FILHAS DE SAO PAULO,1
Brasil,2012,SIN IDENTIFICAR,DANÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,1
Brasil,2012,SIN IDENTIFICAR,ESLOVACO,EDITORIAL COMERCIAL,EDITORA SCHWARCZ,4
Brasil,2012,SIN IDENTIFICAR,ESPAÑOL,EDITORIAL COMERCIAL,DIFUSAO CULTURAL DO LIVRO LTDA,10
Brasil,2012,SIN IDENTIFICAR,ESPAÑOL,EDITORIAL COMERCIAL,EDITORA IBPEX LTDA,7
Brasil,2012,SIN IDENTIFICAR,ESPAÑOL,EDITORIAL COMERCIAL,EDITORA SCHWARCZ,14
Brasil,2012,SIN IDENTIFICAR,ESPAÑOL,EDITORIAL COMERCIAL,PIA SOCIEDADE FILHAS DE SAO PAULO,56
Brasil,2012,SIN IDENTIFICAR,ESPAÑOL,EDITORIAL COMERCIAL,VERGARA & RIBA EDITORAS S.A.,47
Brasil,2012,SIN IDENTIFICAR,ESPAÑOL,EDITORIAL UNIVERSITARIA,UNIVERSIDADE DE SAO PAULO,1
Brasil,2012,SIN IDENTIFICAR,ESPAÑOL,EDITORIAL UNIVERSITARIA,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,2
Brasil,2012,SIN IDENTIFICAR,ESPAÑOL,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,2
Brasil,2012,SIN IDENTIFICAR,ESPAÑOL,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DE SANTA CATARINA,2
Brasil,2012,SIN IDENTIFICAR,ESPAÑOL,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,1
Brasil,2012,SIN IDENTIFICAR,ESPERANTO,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Brasil,2012,SIN IDENTIFICAR,FRANCÉS,EDITORIAL COMERCIAL,"E REALIZACOES EDITORA, LIVRARIA E DISTRIBUIDORA LTDA",17
Brasil,2012,SIN IDENTIFICAR,FRANCÉS,EDITORIAL COMERCIAL,EDITORA LAFONTE LTDA,10
Brasil,2012,SIN IDENTIFICAR,FRANCÉS,EDITORIAL COMERCIAL,EDITORA SCHWARCZ,18
Brasil,2012,SIN IDENTIFICAR,FRANCÉS,EDITORIAL COMERCIAL,EMPRESA FOLHA DA MANHA S.A.,22
Brasil,2012,SIN IDENTIFICAR,FRANCÉS,EDITORIAL COMERCIAL,PIA SOCIEDADE FILHAS DE SAO PAULO,9
Brasil,2012,SIN IDENTIFICAR,FRANCÉS,EDITORIAL UNIVERSITARIA,"FACULDADE DE FILOSOFIA, LETRAS E CIENCIAS HUMANAS",1
Brasil,2012,SIN IDENTIFICAR,FRANCÉS,EDITORIAL UNIVERSITARIA,FUNDACAO DE APOIO A UNIVERSIDADE FEDERAL DE SAO PAULO,1
Brasil,2012,SIN IDENTIFICAR,FRANCÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDADE DE SAO PAULO,2
Brasil,2012,SIN IDENTIFICAR,FRANCÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,3
Brasil,2012,SIN IDENTIFICAR,FRANCÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DE SANTA CATARINA,2
Brasil,2012,SIN IDENTIFICAR,GEORGIANO,EDITORIAL COMERCIAL,EDITORA BRASILIENSE S/A,1
Brasil,2012,SIN IDENTIFICAR,GRIEGO,EDITORIAL COMERCIAL,EDITORA SCHWARCZ,1
Brasil,2012,SIN IDENTIFICAR,GRIEGO,EDITORIAL COMERCIAL,MAMELUCO EDICOES E PRODUCOES CULTURAIS LTDA.,1
Brasil,2012,SIN IDENTIFICAR,GRIEGO,EDITORIAL COMERCIAL,PIA SOCIEDADE FILHAS DE SAO PAULO,1
Brasil,2012,SIN IDENTIFICAR,GRIEGO,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,1
Brasil,2012,SIN IDENTIFICAR,HEBREO,EDITORIAL COMERCIAL,EDITORA MAAYANOT LTDA,3
Brasil,2012,SIN IDENTIFICAR,HEBREO,EDITORIAL COMERCIAL,EDITORA SCHWARCZ,3
Brasil,2012,SIN IDENTIFICAR,HEBREO,EDITORIAL COMERCIAL,GEO - GRAFICA E EDITORA LTDA,2
Brasil,2012,SIN IDENTIFICAR,HINDÍ,EDITORIAL COMERCIAL,NOVO SECULO EDITORA,1
Brasil,2012,SIN IDENTIFICAR,IGBO,EDITORIAL COMERCIAL,CIRANDA CULTURAL,1
Brasil,2012,SIN IDENTIFICAR,INGLÉS,EDITORIAL COMERCIAL,CIRANDA CULTURAL,526
Brasil,2012,SIN IDENTIFICAR,INGLÉS,EDITORIAL COMERCIAL,DIFUSAO CULTURAL DO LIVRO LTDA,303
Brasil,2012,SIN IDENTIFICAR,INGLÉS,EDITORIAL COMERCIAL,EDITORA SCHWARCZ,260
Brasil,2012,SIN IDENTIFICAR,INGLÉS,EDITORIAL COMERCIAL,STARLIN ALTA EDITORA E CONSULTORIA - EIRELI,193
Brasil,2012,SIN IDENTIFICAR,INGLÉS,EDITORIAL COMERCIAL,TODOLIVRO,275
Brasil,2012,SIN IDENTIFICAR,INGLÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDADE DE SAO PAULO,4
Brasil,2012,SIN IDENTIFICAR,INGLÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,4
Brasil,2012,SIN IDENTIFICAR,INGLÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDADE ESTADUAL DE CAMPINAS,2
Brasil,2012,SIN IDENTIFICAR,INGLÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DA BAHIA,3
Brasil,2012,SIN IDENTIFICAR,INGLÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DO PARANA,4
Brasil,2012,SIN IDENTIFICAR,ISLANDÉS,EDITORIAL COMERCIAL,EDITORA SCHWARCZ,1
Brasil,2012,SIN IDENTIFICAR,ITALIANO,EDITORIAL COMERCIAL,EDITORA SCHWARCZ,16
Brasil,2012,SIN IDENTIFICAR,ITALIANO,EDITORIAL COMERCIAL,EDITORA VALE DAS LETRAS,9
Brasil,2012,SIN IDENTIFICAR,ITALIANO,EDITORIAL COMERCIAL,EMPRESA FOLHA DA MANHA S.A.,17
Brasil,2012,SIN IDENTIFICAR,ITALIANO,EDITORIAL COMERCIAL,MYTHOS EDITORA LTDA,6
Brasil,2012,SIN IDENTIFICAR,ITALIANO,EDITORIAL COMERCIAL,PIA SOCIEDADE FILHAS DE SAO PAULO,44
Brasil,2012,SIN IDENTIFICAR,ITALIANO,EDITORIAL UNIVERSITARIA,FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL,1
Brasil,2012,SIN IDENTIFICAR,ITALIANO,EDITORIAL UNIVERSITARIA,UNIVERSIDADE ESTADUAL DE CAMPINAS,1
Brasil,2012,SIN IDENTIFICAR,ITALIANO,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DO PARANA,1
Brasil,2012,SIN IDENTIFICAR,JAPONÉS,EDITORIAL COMERCIAL,EDITORA ESTACAO LIBERDADE LTDA,3
Brasil,2012,SIN IDENTIFICAR,JAPONÉS,EDITORIAL COMERCIAL,EDITORA JORNALISTICA UNIAO NIKKEY LTDA.,1
Brasil,2012,SIN IDENTIFICAR,JAPONÉS,EDITORIAL COMERCIAL,GRUPO PANINI,16
Brasil,2012,SIN IDENTIFICAR,LATÍN,EDITORIAL COMERCIAL,E-PAPERS SERVICOS EDITORIAIS LTDA,1
Brasil,2012,SIN IDENTIFICAR,LATÍN,EDITORIAL COMERCIAL,PIA SOCIEDADE FILHAS DE SAO PAULO,1
Brasil,2012,SIN IDENTIFICAR,LATÍN,EDITORIAL UNIVERSITARIA,UNIVERSIDADE ESTADUAL DE CAMPINAS,2
Brasil,2012,SIN IDENTIFICAR,LATÍN,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,1
Brasil,2012,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CIRANDA CULTURAL,55
Brasil,2012,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,DIFUSAO CULTURAL DO LIVRO LTDA,48
Brasil,2012,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORA SCHWARCZ,49
Brasil,2012,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PLANETA,67
Brasil,2012,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,READER'S DIGEST DO BRASIL LTDA,57
Brasil,2012,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDADE DE SAO PAULO,6
Brasil,2012,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,2
Brasil,2012,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDADE ESTADUAL DE CAMPINAS,4
Brasil,2012,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDADE ESTADUAL DE LONDRINA,2
