PAIS,ANO,DEWEY PRINCIPAL,IDIOMA DE ORIGEN,TIPO_AGENTE,EDITORIAL,CANTIDAD
Argentina,2012,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,1
Argentina,2012,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ESENCIA,3
Argentina,2012,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRANICA,1
Argentina,2012,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PAIDOS,1
Argentina,2012,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2012,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CACTUS,4
Argentina,2012,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,20
Argentina,2012,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,7
Argentina,2012,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PAIDOS,17
Argentina,2012,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,7
Argentina,2012,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD PEDAGOGICA DE BUENOS AIRES,1
Argentina,2012,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ANTROPOSOFICA,15
Argentina,2012,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CERTEZA ARGENTINA,3
Argentina,2012,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,89
Argentina,2012,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,PENIEL,31
Argentina,2012,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,PROMETEO EDITORES,3
Argentina,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ANTROPOSOFICA,6
Argentina,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL GUADAL,8
Argentina,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,4
Argentina,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PAIDOS,17
Argentina,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,11
Argentina,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,EDITORIAL DE LA UNC,1
Argentina,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE PALERMO - UP,8
Argentina,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2012,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE QUILMES,2
Argentina,2012,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,AZ EDITORA S.A.,3
Argentina,2012,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ESENCIA,4
Argentina,2012,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GALERNA,1
Argentina,2012,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,LOSADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ANTROPOSOFICA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CATAPULTA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL GUADAL,1
Argentina,2012,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PAIDOS,3
Argentina,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ANTROPOSOFICA,8
Argentina,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL MEDICA PANAMERICANA,12
Argentina,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PAIDOS,9
Argentina,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,INTER-MEDICA,6
Argentina,2012,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,READER'S DIGEST ARGENTINA S.R.L.,4
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CATAPULTA,23
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CYPRES,9
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL GUADAL,16
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,OVNI PRESS,41
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,PLANETA DE AGOSTINI,6
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE TRES DE FEBRERO,1
Argentina,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL GUADAL,79
Argentina,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,138
Argentina,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ESENCIA,104
Argentina,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,LOSADA,42
Argentina,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,V & R EDITORAS S.A.,49
Argentina,2012,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,EUDEM - EDITORIAL DE LA UNIVERSIDAD NACIONAL DE MAR DEL PLATA,1
Argentina,2012,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ANTROPOSOFICA,7
Argentina,2012,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CATAPULTA,2
Argentina,2012,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,2
Argentina,2012,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PAIDOS,7
Argentina,2012,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,TUSQUETS EDITORES,4
Argentina,2012,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE QUILMES,1
Argentina,2012,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL GUADAL,2
Argentina,2012,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,WINOGRAD,1
Argentina,2013,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ASOCIACION EDUCACIONISTA ARGENTINA,2
Argentina,2013,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDICIONES GRANICA S.A.,1
Argentina,2013,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PAIDOS,2
Argentina,2013,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,1
Argentina,2013,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,AMORRORTU EDITORES S.A.,10
Argentina,2013,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPAL LOGISTICA Y DISTRIBUIDORA S.A.,11
Argentina,2013,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PAIDOS,13
Argentina,2013,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,"IRES, PABLO ARIEL",6
Argentina,2013,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,30
Argentina,2013,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,1
Argentina,2013,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD PEDAGOGICA DE BUENOS AIRES,1
Argentina,2013,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,85
Argentina,2013,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,"GARCIA, RUFINO",14
Argentina,2013,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPAL LOGISTICA Y DISTRIBUIDORA S.A.,3
Argentina,2013,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,LONGSELLER S.A.,3
Argentina,2013,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,PRODUCCIONES PENIEL S.R.L.,29
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,AMORRORTU EDITORES S.A.,4
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CATAPULTA CHILDREN ENTERTAINMENT S.A.,5
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO ILHSA S.A.,5
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PAIDOS,9
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,6
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,EDITORIAL UNIVERSITARIA DE BUENOS AIRES S.E.M.,1
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,NUEVA EDITORIAL UNIVERSITARIA - U.N.S.L.,1
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO,1
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GRAL. SAN MARTIN,2
Argentina,2013,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,1
Argentina,2013,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,AMORRORTU EDITORES S.A.,2
Argentina,2013,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,AZ EDITORA S.A.,3
Argentina,2013,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,"BALLARINI, STELLA MARYS SERVICIO TECNICO PROFESIONAL",1
Argentina,2013,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,DEDALUS EDITORES,2
Argentina,2013,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,V & R EDITORAS S.A.,2
Argentina,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,"CAMPANARO, RAUL ALEJANDRO",1
Argentina,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,"GARCIA, RUFINO",1
Argentina,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PAIDOS,2
Argentina,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,PLOW S.R.L.,5
Argentina,2013,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,TUSQUETS EDITORES,4
Argentina,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ANEJO PRODUCCIONES,7
Argentina,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDICIONES CONTINENTE S.R.L.,4
Argentina,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDICIONES LEA,3
Argentina,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL INTER-MEDICA S.A.,3
Argentina,2013,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GABA S.R.L.,4
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CATAPULTA CHILDREN ENTERTAINMENT S.A.,36
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL GUADAL,14
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PAIDOS,5
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PLANETA,28
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,V & R EDITORAS S.A.,6
Argentina,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PLANETA,49
Argentina,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,LA BESTIA EQUILATERA S.R.L.,23
Argentina,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,LOSADA S.A.,28
Argentina,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,TUSQUETS EDITORES,44
Argentina,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,V & R EDITORAS S.A.,74
Argentina,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE CORDOBA,1
Argentina,2013,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDHASA S.A.,4
Argentina,2013,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,"GARGIULO, FEDERICO EZEQUIEL",6
Argentina,2013,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PAIDOS,8
Argentina,2013,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PLANETA,3
Argentina,2013,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,TUSQUETS EDITORES,7
Argentina,2013,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDICIONES MANANTIAL S.R.L.,1
Argentina,2013,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL INTER-MEDICA S.A.,1
Argentina,2013,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,"GARCIA, RUFINO",1
Argentina,2013,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PAIDOS,1
Argentina,2013,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,"TORRES, CARLOS",2
Argentina,2014,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,RH MONDADORI,1
Argentina,2014,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,TUSQUETS EDITORES,1
Argentina,2014,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,AMORRORTU EDITORES S.A.,21
Argentina,2014,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDICIONES CONTINENTE S.R.L.,22
Argentina,2014,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,RH MONDADORI,25
Argentina,2014,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,16
Argentina,2014,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,V & R EDITORAS S.A.,7
Argentina,2014,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,1
Argentina,2014,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL BONUM S.A.,6
Argentina,2014,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL PENIEL,19
Argentina,2014,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,55
Argentina,2014,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,"GARCIA, RUFINO",22
Argentina,2014,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,THE BHAKTIVEDANTA BOOK TRUST ARGENTINA,15
Argentina,2014,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD F.A.S.T.A.,1
Argentina,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,AMORRORTU EDITORES S.A.,3
Argentina,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CATAPULTA CHILDREN ENTERTAINMENT S.A.,9
Argentina,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDHASA S.A.,3
Argentina,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,RH MONDADORI,5
Argentina,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,34
Argentina,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE BUENOS AIRES,2
Argentina,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE MORENO,1
Argentina,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE QUILMES,1
Argentina,2014,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDICIONES AKAL,1
Argentina,2014,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO SANTILLANA,1
Argentina,2014,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,INTERZONA EDITORA S.A.,1
Argentina,2014,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,4
Argentina,2014,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,TUSQUETS EDITORES,1
Argentina,2014,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE FORMOSA,2
Argentina,2014,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE MORENO,1
Argentina,2014,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,BARCELBAIRES EDICIONES S.A.,1
Argentina,2014,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CONTRATIEMPO EDICIONES,1
Argentina,2014,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDICIONES LEA,1
Argentina,2014,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,2
Argentina,2014,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,TUSQUETS EDITORES,2
Argentina,2014,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ANEJO PRODUCCIONES,18
Argentina,2014,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL INTER-MEDICA S.A.,5
Argentina,2014,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL MEDICA PANAMERICANA,10
Argentina,2014,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,JOSE LUIS Y SILVIA CINALLI EDITORES,6
Argentina,2014,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,V & R EDITORAS S.A.,8
Argentina,2014,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE ROSARIO,2
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ADRIANA HIDALGO EDITORA,4
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ASUNTO IMPRESO S.R.L.,5
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CATAPULTA CHILDREN ENTERTAINMENT S.A.,37
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,RH MONDADORI,16
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,V & R EDITORAS S.A.,14
Argentina,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL LOSADA,31
Argentina,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO SANTILLANA,62
Argentina,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,RH MONDADORI,159
Argentina,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,TUSQUETS EDITORES,32
Argentina,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,V & R EDITORAS S.A.,55
Argentina,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDHASA S.A.,3
Argentina,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDICIONES CONTINENTE S.R.L.,2
Argentina,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL EL ATENEO,10
Argentina,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,RH MONDADORI,7
Argentina,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,3
Argentina,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,PONTIFICIA UNIVERSIDAD CATOLICA DE ARGENTINA,1
Argentina,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE BUENOS AIRES,2
Argentina,2014,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CYPRES S.A.,6
Argentina,2014,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDICIONES DE LA MIRANDOLA,4
Argentina,2014,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,3
Argentina,2014,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO SANTILLANA,6
Argentina,2014,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,RH MONDADORI,30
Argentina,2014,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,1
Argentina,2014,SIN IDENTIFICAR,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE MORENO,1
Argentina,2015,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,AMPERSAND,1
Argentina,2015,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2015,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EL ATENEO,1
Argentina,2015,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,3
Argentina,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,AMORRORTU,7
Argentina,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CONTINENTE,10
Argentina,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EGODOT ARGENTINA,10
Argentina,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PLANETA,6
Argentina,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,30
Argentina,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,2
Argentina,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE QUILMES,1
Argentina,2015,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,AGAPE LIBROS,4
Argentina,2015,200 - Religión,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ASOCIACION CASA EDITORA SUDAMERICANA,70
